model_seed,order,batch_count,median_d,mean_d
0,ABC,1,-0.21863841945404752,-0.21863841945404752
0,BCA,1,-0.10682358595254275,-0.10682358595254275
0,CAB,1,-0.1499369571358485,-0.1499369571358485
0,ACB,1,-0.2426165939379582,-0.2426165939379582
0,CBA,1,-0.20322804130340721,-0.20322804130340721
0,BAC,1,-0.14319165651339483,-0.14319165651339483
