contract_id,source_git_commit,source_git_branch,experiment_image,image_revision,torch_version,torch_hip_version,torch2pc_commit,checkpoint_sha256,config_sha256,split_manifest_sha256,input_sha256,target_sha256,model_seed,batch_id,execution_scope,lane,implementation_schema_id,observer_mode,record_type,sequence_index,sweep_index,layer_index,state_version_before,state_version_after,jacobian_version,canonical_channel_ids,c_self_norm,c_upper_norm,source_error_norm,transported_upper_norm,observed_update_norm,reconstructed_update_norm,reference_norm,candidate_norm,absolute_l2,relative_l2,max_abs,cosine,finite,passed,state_transition_reference_norm,state_transition_candidate_norm,state_transition_absolute_l2,state_transition_relative_l2,state_transition_max_abs,state_transition_cosine,state_transition_finite,state_transition_passed,vjp_call_count,saved_tensor_count,saved_tensor_bytes,graph_birth_event,graph_release_event,synchronization_count
stage3b-si-ma0-v2,03016e68ecc7a850da7148d676f47acfb07cc99e,research/stage3b-si-ma0-confirmatory-execution,torch2pc-layerwise-thesis:0.1.0,03016e68ecc7a850da7148d676f47acfb07cc99e,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,5cacbe9ab6afeffdef2e201f076138af4778e3b414735b8c88ec9adf972a421a,a40f82a66c49b0e656b344739839e5bd47bd8ad09f4bae756fcd8da178701e21,7328eeaf1f12792656b1279ba97ca9984d3dca403e04acb211c41aedd8f51339,1715a6b93e9b4dd6a6b133fb69485b207af4e845c6a0499d5428d496a2020f77,f3403ce44b3b510ef2ea305249874e05715a3432447dfde1f4164e05d7b97f31,0,0,confirmatory,rocm,stage3b-si-ma0-implementation-v2,full_attribution,state_update,13,2,5,2,3,s2:l5:f68fef533d6b90d53b50846d1ceb5d0b1967b773399746bb4f25f75518d29bbc:a97680eccbbe3aba3f0d92f7748101f6906d2cd3fbff4fd9fae22bde3b956d0b,"self,upper",0.003256196156144142,0.035226400941610336,0.003256196156144142,0.035226400941610336,0.03197594732046127,0.03197594732046127,0.031975945778157676,0.031975945778157676,0.0,0.0,0.0,1.0,True,True,119.0771635323695,119.0771635323695,0.0,0.0,0.0,1.0,True,True,1,3,249216,12,13,1
stage3b-si-ma0-v2,03016e68ecc7a850da7148d676f47acfb07cc99e,research/stage3b-si-ma0-confirmatory-execution,torch2pc-layerwise-thesis:0.1.0,03016e68ecc7a850da7148d676f47acfb07cc99e,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,5cacbe9ab6afeffdef2e201f076138af4778e3b414735b8c88ec9adf972a421a,a40f82a66c49b0e656b344739839e5bd47bd8ad09f4bae756fcd8da178701e21,7328eeaf1f12792656b1279ba97ca9984d3dca403e04acb211c41aedd8f51339,1715a6b93e9b4dd6a6b133fb69485b207af4e845c6a0499d5428d496a2020f77,f3403ce44b3b510ef2ea305249874e05715a3432447dfde1f4164e05d7b97f31,0,0,confirmatory,rocm,stage3b-si-ma0-implementation-v2,full_attribution,state_update,14,2,4,2,3,s2:l4:a80ef9e4a53ad6fda411f0f5708fea542932838b9051e95ad2d4bf598dfdcc10:16f298e56aac879a03ce29777ad39a9955e6de93ffc323e9668464598adc5076,"self,upper",0.00012737623183056712,0.004439427051693201,0.00012737623183056712,0.004439427051693201,0.004312192555516958,0.004312192555516958,0.0043121923390791374,0.0043121923390791374,0.0,0.0,0.0,0.9999999999999999,True,True,143.6524897980387,143.6524897980387,0.0,0.0,0.0,1.0,True,True,1,3,724480,13,14,1
stage3b-si-ma0-v2,03016e68ecc7a850da7148d676f47acfb07cc99e,research/stage3b-si-ma0-confirmatory-execution,torch2pc-layerwise-thesis:0.1.0,03016e68ecc7a850da7148d676f47acfb07cc99e,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,5cacbe9ab6afeffdef2e201f076138af4778e3b414735b8c88ec9adf972a421a,a40f82a66c49b0e656b344739839e5bd47bd8ad09f4bae756fcd8da178701e21,7328eeaf1f12792656b1279ba97ca9984d3dca403e04acb211c41aedd8f51339,1715a6b93e9b4dd6a6b133fb69485b207af4e845c6a0499d5428d496a2020f77,f3403ce44b3b510ef2ea305249874e05715a3432447dfde1f4164e05d7b97f31,0,0,confirmatory,rocm,stage3b-si-ma0-implementation-v2,full_attribution,state_update,15,2,3,2,3,s2:l3:fe33f2f20eb150452552ddfa790e44ca477b2065a81613cd6474d6619f024739:b95e77f3802ef92442189a2b8b37c8449d988ffe291f471b170e0cd534ce7752,"self,upper",0.0,0.00019563693786039948,0.0,0.00019563693786039948,0.00019563693786039948,0.00019563693786039948,0.00019563693621824782,0.00019563693621824782,0.0,0.0,0.0,1.0,True,True,159.937058667319,159.937058667319,0.0,0.0,0.0,1.0,True,True,1,0,0,14,15,1
stage3b-si-ma0-v2,03016e68ecc7a850da7148d676f47acfb07cc99e,research/stage3b-si-ma0-confirmatory-execution,torch2pc-layerwise-thesis:0.1.0,03016e68ecc7a850da7148d676f47acfb07cc99e,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,5cacbe9ab6afeffdef2e201f076138af4778e3b414735b8c88ec9adf972a421a,a40f82a66c49b0e656b344739839e5bd47bd8ad09f4bae756fcd8da178701e21,7328eeaf1f12792656b1279ba97ca9984d3dca403e04acb211c41aedd8f51339,1715a6b93e9b4dd6a6b133fb69485b207af4e845c6a0499d5428d496a2020f77,f3403ce44b3b510ef2ea305249874e05715a3432447dfde1f4164e05d7b97f31,0,0,confirmatory,rocm,stage3b-si-ma0-implementation-v2,full_attribution,state_update,16,2,2,2,3,s2:l2:ab4f424f352bc27e5b4c669539c94ca0eadc81db788e4af5bf7fefa2e717f394:fe33f2f20eb150452552ddfa790e44ca477b2065a81613cd6474d6619f024739,"self,upper",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,True,159.9370586712193,159.9370586712193,0.0,0.0,0.0,0.9999999999999999,True,True,1,4,4490624,15,16,1
stage3b-si-ma0-v2,03016e68ecc7a850da7148d676f47acfb07cc99e,research/stage3b-si-ma0-confirmatory-execution,torch2pc-layerwise-thesis:0.1.0,03016e68ecc7a850da7148d676f47acfb07cc99e,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,5cacbe9ab6afeffdef2e201f076138af4778e3b414735b8c88ec9adf972a421a,a40f82a66c49b0e656b344739839e5bd47bd8ad09f4bae756fcd8da178701e21,7328eeaf1f12792656b1279ba97ca9984d3dca403e04acb211c41aedd8f51339,1715a6b93e9b4dd6a6b133fb69485b207af4e845c6a0499d5428d496a2020f77,f3403ce44b3b510ef2ea305249874e05715a3432447dfde1f4164e05d7b97f31,0,0,confirmatory,rocm,stage3b-si-ma0-implementation-v2,full_attribution,state_update,17,2,1,2,3,s2:l1:0008f96389c62e0d1c407340dbe694c2ed29cdb3aed40aeea8ffeca976aa2c2d:ab4f424f352bc27e5b4c669539c94ca0eadc81db788e4af5bf7fefa2e717f394,"self,upper",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,True,201.34911798449846,201.34911798449846,0.0,0.0,0.0,1.0,True,True,1,0,0,16,17,1
stage3b-si-ma0-v2,03016e68ecc7a850da7148d676f47acfb07cc99e,research/stage3b-si-ma0-confirmatory-execution,torch2pc-layerwise-thesis:0.1.0,03016e68ecc7a850da7148d676f47acfb07cc99e,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,5cacbe9ab6afeffdef2e201f076138af4778e3b414735b8c88ec9adf972a421a,a40f82a66c49b0e656b344739839e5bd47bd8ad09f4bae756fcd8da178701e21,7328eeaf1f12792656b1279ba97ca9984d3dca403e04acb211c41aedd8f51339,1715a6b93e9b4dd6a6b133fb69485b207af4e845c6a0499d5428d496a2020f77,f3403ce44b3b510ef2ea305249874e05715a3432447dfde1f4164e05d7b97f31,0,0,confirmatory,rocm,stage3b-si-ma0-implementation-v2,full_attribution,state_update,19,3,5,3,4,s3:l5:89ea77ca3881d5bca701cdf7c316dbf93fd718213352743209f0bd57e1333e1e:68cf1e87ae482e428a7bca7d796163db2a137f926f0eb7eb07361c2426baecea,"self,upper",0.004563187714666128,0.03522251173853874,0.004563187714666128,0.03522251173853874,0.030687900260090828,0.030687900260090828,0.030687901041100772,0.030687901041100772,0.0,0.0,0.0,0.9999999999999999,True,True,119.07716175171282,119.07716175171282,0.0,0.0,0.0,1.0,True,True,1,3,249216,18,19,1
stage3b-si-ma0-v2,03016e68ecc7a850da7148d676f47acfb07cc99e,research/stage3b-si-ma0-confirmatory-execution,torch2pc-layerwise-thesis:0.1.0,03016e68ecc7a850da7148d676f47acfb07cc99e,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,5cacbe9ab6afeffdef2e201f076138af4778e3b414735b8c88ec9adf972a421a,a40f82a66c49b0e656b344739839e5bd47bd8ad09f4bae756fcd8da178701e21,7328eeaf1f12792656b1279ba97ca9984d3dca403e04acb211c41aedd8f51339,1715a6b93e9b4dd6a6b133fb69485b207af4e845c6a0499d5428d496a2020f77,f3403ce44b3b510ef2ea305249874e05715a3432447dfde1f4164e05d7b97f31,0,0,confirmatory,rocm,stage3b-si-ma0-implementation-v2,full_attribution,state_update,20,3,4,3,4,s3:l4:cb338d699b5f1af0af22eaaf45b2c7d2742ec403bc51644f48ec43df8f7e9c32:f3e760f7ade74784647d2cffe613bccb35592cde05bd010f542e2bbf7b898dc0,"self,upper",0.00032885311520658433,0.005894558038562536,0.00032885311520658433,0.005894558038562536,0.005566695239394903,0.005566695239394903,0.005566695280355946,0.005566695280355946,0.0,0.0,0.0,0.9999999999999998,True,True,143.65248929507786,143.65248929507786,0.0,0.0,0.0,1.0,True,True,1,3,724480,19,20,1
stage3b-si-ma0-v2,03016e68ecc7a850da7148d676f47acfb07cc99e,research/stage3b-si-ma0-confirmatory-execution,torch2pc-layerwise-thesis:0.1.0,03016e68ecc7a850da7148d676f47acfb07cc99e,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,5cacbe9ab6afeffdef2e201f076138af4778e3b414735b8c88ec9adf972a421a,a40f82a66c49b0e656b344739839e5bd47bd8ad09f4bae756fcd8da178701e21,7328eeaf1f12792656b1279ba97ca9984d3dca403e04acb211c41aedd8f51339,1715a6b93e9b4dd6a6b133fb69485b207af4e845c6a0499d5428d496a2020f77,f3403ce44b3b510ef2ea305249874e05715a3432447dfde1f4164e05d7b97f31,0,0,confirmatory,rocm,stage3b-si-ma0-implementation-v2,full_attribution,state_update,21,3,3,3,4,s3:l3:8e24171db1b22c6f1d2130340250c2fe12df1f80696d558a77a8e961ff3a9a7c:94a4dbefa7eb27777f0e99935c8674c37578a8fb5f41308dbd6d6ff5e021142b,"self,upper",9.863371815299615e-06,0.00046502912300638855,9.863371815299615e-06,0.00046502912300638855,0.00045537660480476916,0.00045537660480476916,0.00045537660156919285,0.00045537660156919285,0.0,0.0,0.0,1.0000000000000002,True,True,159.93705865513485,159.93705865513485,0.0,0.0,0.0,1.0000000000000004,True,True,1,0,0,20,21,1
stage3b-si-ma0-v2,03016e68ecc7a850da7148d676f47acfb07cc99e,research/stage3b-si-ma0-confirmatory-execution,torch2pc-layerwise-thesis:0.1.0,03016e68ecc7a850da7148d676f47acfb07cc99e,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,5cacbe9ab6afeffdef2e201f076138af4778e3b414735b8c88ec9adf972a421a,a40f82a66c49b0e656b344739839e5bd47bd8ad09f4bae756fcd8da178701e21,7328eeaf1f12792656b1279ba97ca9984d3dca403e04acb211c41aedd8f51339,1715a6b93e9b4dd6a6b133fb69485b207af4e845c6a0499d5428d496a2020f77,f3403ce44b3b510ef2ea305249874e05715a3432447dfde1f4164e05d7b97f31,0,0,confirmatory,rocm,stage3b-si-ma0-implementation-v2,full_attribution,state_update,22,3,2,3,4,s3:l2:ab4f424f352bc27e5b4c669539c94ca0eadc81db788e4af5bf7fefa2e717f394:fe33f2f20eb150452552ddfa790e44ca477b2065a81613cd6474d6619f024739,"self,upper",0.0,9.863371815299615e-06,0.0,9.863371815299615e-06,9.863371815299615e-06,9.863371815299615e-06,9.863372103263316e-06,9.863372103263316e-06,0.0,0.0,0.0,1.0,True,True,159.93705867065674,159.93705867065674,0.0,0.0,0.0,1.0,True,True,1,4,4490624,21,22,1
stage3b-si-ma0-v2,03016e68ecc7a850da7148d676f47acfb07cc99e,research/stage3b-si-ma0-confirmatory-execution,torch2pc-layerwise-thesis:0.1.0,03016e68ecc7a850da7148d676f47acfb07cc99e,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,5cacbe9ab6afeffdef2e201f076138af4778e3b414735b8c88ec9adf972a421a,a40f82a66c49b0e656b344739839e5bd47bd8ad09f4bae756fcd8da178701e21,7328eeaf1f12792656b1279ba97ca9984d3dca403e04acb211c41aedd8f51339,1715a6b93e9b4dd6a6b133fb69485b207af4e845c6a0499d5428d496a2020f77,f3403ce44b3b510ef2ea305249874e05715a3432447dfde1f4164e05d7b97f31,0,0,confirmatory,rocm,stage3b-si-ma0-implementation-v2,full_attribution,state_update,23,3,1,3,4,s3:l1:0008f96389c62e0d1c407340dbe694c2ed29cdb3aed40aeea8ffeca976aa2c2d:ab4f424f352bc27e5b4c669539c94ca0eadc81db788e4af5bf7fefa2e717f394,"self,upper",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,True,201.34911798449846,201.34911798449846,0.0,0.0,0.0,1.0,True,True,1,0,0,22,23,1
