model_seed,order,batch_count,median_d,mean_d
7,ABC,3,-0.20084213647216917,-0.20570399460913377
7,BCA,3,-0.16547789411928807,-0.17804286652280366
7,CAB,3,-0.20150499891947057,-0.20019034702492647
7,ACB,3,-0.22544581597117175,-0.21289147469939615
7,CBA,3,-0.22090098525165852,-0.21270409418420136
7,BAC,3,-0.19557910396092915,-0.19342119173421246
