record_key,control_id,sub_gate,case_id,lane,device,dtype,model_seed,construction_seed,layer_index,sweep_index,contract_id,implementation_schema_id,source_git_commit,source_git_branch,experiment_image,image_revision,torch2pc_commit,absolute_l2,relative_l2,max_abs,cosine,norm_ratio,reference_norm,candidate_norm,finite,zero_safe_path,comparison_passed,probe_family,candidate_form,block_count,vjp_call_count,isolated_vjp_call_count,input_shape,output_shape,cotangent_shape,graph_island_count,allow_unused,missing_gradient_count,snapshot_fingerprint,model_state_fingerprint,isolated_vs_explicit,passed,contract_digest,construction_registry_digest,threshold_registry_digest,torch_version,torch_hip_version,device_name,cpu_thread_count,visible_rocm_devices,deterministic_algorithms_enabled,dataset_loader_used,test_split_access,registered_raw_input_shape,model_input_shape_after_canonical_pad,canonical_input_preprocessing,model_state_fingerprint_after,rng_fingerprint_before,rng_fingerprint_after
JAC-C0:JAC-02-lenet-composite_vjp:cpu:c-none:m-1:l-1:s-none,MECH-C0,JAC-C0,JAC-02-lenet-composite_vjp,cpu,cpu,torch.float64,1,,1,,stage3b-a1-mechanism-controls-v1,stage3b-a1-mechanism-controls-implementation-v1,69455e6e77e447ff72609d1c8af5fa6136a7e88a,research/stage3b-a1-mechanism-controls-implementation,torch2pc-layerwise-thesis:0.1.0,69455e6e77e447ff72609d1c8af5fa6136a7e88a,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,0.0,0.0,0.0,0.9999999999999996,1.0,5.223310380451997,5.223310380451997,True,False,True,lenet_classic_snapshot,composite_vjp,6,1,6,"[8, 6, 14, 14]","[8, 16, 5, 5]","[8, 16, 5, 5]",6,False,0,15ada7cfbe7d7c8589a56460bb38bfd3171522b5e0ef1efc044cf690cfecdeb8,5343bc62f81a85b50928255d629ba969701b6bff6591e26665dcfce282462e89,,True,aa5509e4be6c5cd79c76ae12209d7313ecd588321b1e5265a98978e1cafa7430,0c6c96d1fde5ccade1287c7014b06fa33f31f570c916bf1a187af6710e9f22ab,296ac0805aec6e344bced0dfa97f519d1b91512cd52fe69d16b168a03f897b64,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,cpu,1,,True,False,False,"[8, 1, 28, 28]","[8, 1, 32, 32]",constant_pad_2,5343bc62f81a85b50928255d629ba969701b6bff6591e26665dcfce282462e89,5827db0a12b1db994c3fa819fc18351e331c89b704db73c3a8d0d8d98e70d093,5827db0a12b1db994c3fa819fc18351e331c89b704db73c3a8d0d8d98e70d093
JAC-C0:JAC-02-lenet-chunked_composite_vjp:cpu:c-none:m-1:l-1:s-none,MECH-C0,JAC-C0,JAC-02-lenet-chunked_composite_vjp,cpu,cpu,torch.float64,1,,1,,stage3b-a1-mechanism-controls-v1,stage3b-a1-mechanism-controls-implementation-v1,69455e6e77e447ff72609d1c8af5fa6136a7e88a,research/stage3b-a1-mechanism-controls-implementation,torch2pc-layerwise-thesis:0.1.0,69455e6e77e447ff72609d1c8af5fa6136a7e88a,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,0.0,0.0,0.0,0.9999999999999996,1.0,5.223310380451997,5.223310380451997,True,False,True,lenet_classic_snapshot,chunked_composite_vjp,6,2,6,"[8, 6, 14, 14]","[8, 16, 5, 5]","[8, 16, 5, 5]",6,False,0,15ada7cfbe7d7c8589a56460bb38bfd3171522b5e0ef1efc044cf690cfecdeb8,5343bc62f81a85b50928255d629ba969701b6bff6591e26665dcfce282462e89,,True,aa5509e4be6c5cd79c76ae12209d7313ecd588321b1e5265a98978e1cafa7430,0c6c96d1fde5ccade1287c7014b06fa33f31f570c916bf1a187af6710e9f22ab,296ac0805aec6e344bced0dfa97f519d1b91512cd52fe69d16b168a03f897b64,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,cpu,1,,True,False,False,"[8, 1, 28, 28]","[8, 1, 32, 32]",constant_pad_2,5343bc62f81a85b50928255d629ba969701b6bff6591e26665dcfce282462e89,5827db0a12b1db994c3fa819fc18351e331c89b704db73c3a8d0d8d98e70d093,5827db0a12b1db994c3fa819fc18351e331c89b704db73c3a8d0d8d98e70d093
JAC-C0:JAC-02-lenet-composite_vjp:cpu:c-none:m-1:l-2:s-none,MECH-C0,JAC-C0,JAC-02-lenet-composite_vjp,cpu,cpu,torch.float64,1,,2,,stage3b-a1-mechanism-controls-v1,stage3b-a1-mechanism-controls-implementation-v1,69455e6e77e447ff72609d1c8af5fa6136a7e88a,research/stage3b-a1-mechanism-controls-implementation,torch2pc-layerwise-thesis:0.1.0,69455e6e77e447ff72609d1c8af5fa6136a7e88a,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,0.0,0.0,0.0,1.0,1.0,16.335035519794495,16.335035519794495,True,False,True,lenet_classic_snapshot,composite_vjp,6,1,6,"[8, 16, 5, 5]","[8, 400]","[8, 400]",6,False,0,15ada7cfbe7d7c8589a56460bb38bfd3171522b5e0ef1efc044cf690cfecdeb8,5343bc62f81a85b50928255d629ba969701b6bff6591e26665dcfce282462e89,,True,aa5509e4be6c5cd79c76ae12209d7313ecd588321b1e5265a98978e1cafa7430,0c6c96d1fde5ccade1287c7014b06fa33f31f570c916bf1a187af6710e9f22ab,296ac0805aec6e344bced0dfa97f519d1b91512cd52fe69d16b168a03f897b64,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,cpu,1,,True,False,False,"[8, 1, 28, 28]","[8, 1, 32, 32]",constant_pad_2,5343bc62f81a85b50928255d629ba969701b6bff6591e26665dcfce282462e89,5827db0a12b1db994c3fa819fc18351e331c89b704db73c3a8d0d8d98e70d093,5827db0a12b1db994c3fa819fc18351e331c89b704db73c3a8d0d8d98e70d093
JAC-C0:JAC-02-lenet-chunked_composite_vjp:cpu:c-none:m-1:l-2:s-none,MECH-C0,JAC-C0,JAC-02-lenet-chunked_composite_vjp,cpu,cpu,torch.float64,1,,2,,stage3b-a1-mechanism-controls-v1,stage3b-a1-mechanism-controls-implementation-v1,69455e6e77e447ff72609d1c8af5fa6136a7e88a,research/stage3b-a1-mechanism-controls-implementation,torch2pc-layerwise-thesis:0.1.0,69455e6e77e447ff72609d1c8af5fa6136a7e88a,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,0.0,0.0,0.0,1.0,1.0,16.335035519794495,16.335035519794495,True,False,True,lenet_classic_snapshot,chunked_composite_vjp,6,2,6,"[8, 16, 5, 5]","[8, 400]","[8, 400]",6,False,0,15ada7cfbe7d7c8589a56460bb38bfd3171522b5e0ef1efc044cf690cfecdeb8,5343bc62f81a85b50928255d629ba969701b6bff6591e26665dcfce282462e89,,True,aa5509e4be6c5cd79c76ae12209d7313ecd588321b1e5265a98978e1cafa7430,0c6c96d1fde5ccade1287c7014b06fa33f31f570c916bf1a187af6710e9f22ab,296ac0805aec6e344bced0dfa97f519d1b91512cd52fe69d16b168a03f897b64,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,cpu,1,,True,False,False,"[8, 1, 28, 28]","[8, 1, 32, 32]",constant_pad_2,5343bc62f81a85b50928255d629ba969701b6bff6591e26665dcfce282462e89,5827db0a12b1db994c3fa819fc18351e331c89b704db73c3a8d0d8d98e70d093,5827db0a12b1db994c3fa819fc18351e331c89b704db73c3a8d0d8d98e70d093
JAC-C0:JAC-02-lenet-composite_vjp:cpu:c-none:m-1:l-3:s-none,MECH-C0,JAC-C0,JAC-02-lenet-composite_vjp,cpu,cpu,torch.float64,1,,3,,stage3b-a1-mechanism-controls-v1,stage3b-a1-mechanism-controls-implementation-v1,69455e6e77e447ff72609d1c8af5fa6136a7e88a,research/stage3b-a1-mechanism-controls-implementation,torch2pc-layerwise-thesis:0.1.0,69455e6e77e447ff72609d1c8af5fa6136a7e88a,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,0.0,0.0,0.0,0.9999999999999996,1.0,5.3583694995038655,5.3583694995038655,True,False,True,lenet_classic_snapshot,composite_vjp,6,1,6,"[8, 400]","[8, 120]","[8, 120]",6,False,0,15ada7cfbe7d7c8589a56460bb38bfd3171522b5e0ef1efc044cf690cfecdeb8,5343bc62f81a85b50928255d629ba969701b6bff6591e26665dcfce282462e89,,True,aa5509e4be6c5cd79c76ae12209d7313ecd588321b1e5265a98978e1cafa7430,0c6c96d1fde5ccade1287c7014b06fa33f31f570c916bf1a187af6710e9f22ab,296ac0805aec6e344bced0dfa97f519d1b91512cd52fe69d16b168a03f897b64,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,cpu,1,,True,False,False,"[8, 1, 28, 28]","[8, 1, 32, 32]",constant_pad_2,5343bc62f81a85b50928255d629ba969701b6bff6591e26665dcfce282462e89,5827db0a12b1db994c3fa819fc18351e331c89b704db73c3a8d0d8d98e70d093,5827db0a12b1db994c3fa819fc18351e331c89b704db73c3a8d0d8d98e70d093
JAC-C0:JAC-02-lenet-chunked_composite_vjp:cpu:c-none:m-1:l-3:s-none,MECH-C0,JAC-C0,JAC-02-lenet-chunked_composite_vjp,cpu,cpu,torch.float64,1,,3,,stage3b-a1-mechanism-controls-v1,stage3b-a1-mechanism-controls-implementation-v1,69455e6e77e447ff72609d1c8af5fa6136a7e88a,research/stage3b-a1-mechanism-controls-implementation,torch2pc-layerwise-thesis:0.1.0,69455e6e77e447ff72609d1c8af5fa6136a7e88a,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,0.0,0.0,0.0,0.9999999999999996,1.0,5.3583694995038655,5.3583694995038655,True,False,True,lenet_classic_snapshot,chunked_composite_vjp,6,2,6,"[8, 400]","[8, 120]","[8, 120]",6,False,0,15ada7cfbe7d7c8589a56460bb38bfd3171522b5e0ef1efc044cf690cfecdeb8,5343bc62f81a85b50928255d629ba969701b6bff6591e26665dcfce282462e89,,True,aa5509e4be6c5cd79c76ae12209d7313ecd588321b1e5265a98978e1cafa7430,0c6c96d1fde5ccade1287c7014b06fa33f31f570c916bf1a187af6710e9f22ab,296ac0805aec6e344bced0dfa97f519d1b91512cd52fe69d16b168a03f897b64,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,cpu,1,,True,False,False,"[8, 1, 28, 28]","[8, 1, 32, 32]",constant_pad_2,5343bc62f81a85b50928255d629ba969701b6bff6591e26665dcfce282462e89,5827db0a12b1db994c3fa819fc18351e331c89b704db73c3a8d0d8d98e70d093,5827db0a12b1db994c3fa819fc18351e331c89b704db73c3a8d0d8d98e70d093
JAC-C0:JAC-02-lenet-composite_vjp:cpu:c-none:m-1:l-4:s-none,MECH-C0,JAC-C0,JAC-02-lenet-composite_vjp,cpu,cpu,torch.float64,1,,4,,stage3b-a1-mechanism-controls-v1,stage3b-a1-mechanism-controls-implementation-v1,69455e6e77e447ff72609d1c8af5fa6136a7e88a,research/stage3b-a1-mechanism-controls-implementation,torch2pc-layerwise-thesis:0.1.0,69455e6e77e447ff72609d1c8af5fa6136a7e88a,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,0.0,0.0,0.0,1.0,1.0,4.323365264247363,4.323365264247363,True,False,True,lenet_classic_snapshot,composite_vjp,6,1,6,"[8, 120]","[8, 84]","[8, 84]",6,False,0,15ada7cfbe7d7c8589a56460bb38bfd3171522b5e0ef1efc044cf690cfecdeb8,5343bc62f81a85b50928255d629ba969701b6bff6591e26665dcfce282462e89,,True,aa5509e4be6c5cd79c76ae12209d7313ecd588321b1e5265a98978e1cafa7430,0c6c96d1fde5ccade1287c7014b06fa33f31f570c916bf1a187af6710e9f22ab,296ac0805aec6e344bced0dfa97f519d1b91512cd52fe69d16b168a03f897b64,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,cpu,1,,True,False,False,"[8, 1, 28, 28]","[8, 1, 32, 32]",constant_pad_2,5343bc62f81a85b50928255d629ba969701b6bff6591e26665dcfce282462e89,5827db0a12b1db994c3fa819fc18351e331c89b704db73c3a8d0d8d98e70d093,5827db0a12b1db994c3fa819fc18351e331c89b704db73c3a8d0d8d98e70d093
JAC-C0:JAC-02-lenet-chunked_composite_vjp:cpu:c-none:m-1:l-4:s-none,MECH-C0,JAC-C0,JAC-02-lenet-chunked_composite_vjp,cpu,cpu,torch.float64,1,,4,,stage3b-a1-mechanism-controls-v1,stage3b-a1-mechanism-controls-implementation-v1,69455e6e77e447ff72609d1c8af5fa6136a7e88a,research/stage3b-a1-mechanism-controls-implementation,torch2pc-layerwise-thesis:0.1.0,69455e6e77e447ff72609d1c8af5fa6136a7e88a,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,0.0,0.0,0.0,1.0,1.0,4.323365264247363,4.323365264247363,True,False,True,lenet_classic_snapshot,chunked_composite_vjp,6,2,6,"[8, 120]","[8, 84]","[8, 84]",6,False,0,15ada7cfbe7d7c8589a56460bb38bfd3171522b5e0ef1efc044cf690cfecdeb8,5343bc62f81a85b50928255d629ba969701b6bff6591e26665dcfce282462e89,,True,aa5509e4be6c5cd79c76ae12209d7313ecd588321b1e5265a98978e1cafa7430,0c6c96d1fde5ccade1287c7014b06fa33f31f570c916bf1a187af6710e9f22ab,296ac0805aec6e344bced0dfa97f519d1b91512cd52fe69d16b168a03f897b64,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,cpu,1,,True,False,False,"[8, 1, 28, 28]","[8, 1, 32, 32]",constant_pad_2,5343bc62f81a85b50928255d629ba969701b6bff6591e26665dcfce282462e89,5827db0a12b1db994c3fa819fc18351e331c89b704db73c3a8d0d8d98e70d093,5827db0a12b1db994c3fa819fc18351e331c89b704db73c3a8d0d8d98e70d093
JAC-C0:JAC-02-lenet-composite_vjp:cpu:c-none:m-1:l-5:s-none,MECH-C0,JAC-C0,JAC-02-lenet-composite_vjp,cpu,cpu,torch.float64,1,,5,,stage3b-a1-mechanism-controls-v1,stage3b-a1-mechanism-controls-implementation-v1,69455e6e77e447ff72609d1c8af5fa6136a7e88a,research/stage3b-a1-mechanism-controls-implementation,torch2pc-layerwise-thesis:0.1.0,69455e6e77e447ff72609d1c8af5fa6136a7e88a,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,0.0,0.0,0.0,0.9999999999999996,1.0,1.3507434548396158,1.3507434548396158,True,False,True,lenet_classic_snapshot,composite_vjp,6,1,6,"[8, 84]","[8, 10]","[8, 10]",6,False,0,15ada7cfbe7d7c8589a56460bb38bfd3171522b5e0ef1efc044cf690cfecdeb8,5343bc62f81a85b50928255d629ba969701b6bff6591e26665dcfce282462e89,,True,aa5509e4be6c5cd79c76ae12209d7313ecd588321b1e5265a98978e1cafa7430,0c6c96d1fde5ccade1287c7014b06fa33f31f570c916bf1a187af6710e9f22ab,296ac0805aec6e344bced0dfa97f519d1b91512cd52fe69d16b168a03f897b64,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,cpu,1,,True,False,False,"[8, 1, 28, 28]","[8, 1, 32, 32]",constant_pad_2,5343bc62f81a85b50928255d629ba969701b6bff6591e26665dcfce282462e89,5827db0a12b1db994c3fa819fc18351e331c89b704db73c3a8d0d8d98e70d093,5827db0a12b1db994c3fa819fc18351e331c89b704db73c3a8d0d8d98e70d093
JAC-C0:JAC-02-lenet-chunked_composite_vjp:cpu:c-none:m-1:l-5:s-none,MECH-C0,JAC-C0,JAC-02-lenet-chunked_composite_vjp,cpu,cpu,torch.float64,1,,5,,stage3b-a1-mechanism-controls-v1,stage3b-a1-mechanism-controls-implementation-v1,69455e6e77e447ff72609d1c8af5fa6136a7e88a,research/stage3b-a1-mechanism-controls-implementation,torch2pc-layerwise-thesis:0.1.0,69455e6e77e447ff72609d1c8af5fa6136a7e88a,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,0.0,0.0,0.0,0.9999999999999996,1.0,1.3507434548396158,1.3507434548396158,True,False,True,lenet_classic_snapshot,chunked_composite_vjp,6,2,6,"[8, 84]","[8, 10]","[8, 10]",6,False,0,15ada7cfbe7d7c8589a56460bb38bfd3171522b5e0ef1efc044cf690cfecdeb8,5343bc62f81a85b50928255d629ba969701b6bff6591e26665dcfce282462e89,,True,aa5509e4be6c5cd79c76ae12209d7313ecd588321b1e5265a98978e1cafa7430,0c6c96d1fde5ccade1287c7014b06fa33f31f570c916bf1a187af6710e9f22ab,296ac0805aec6e344bced0dfa97f519d1b91512cd52fe69d16b168a03f897b64,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,cpu,1,,True,False,False,"[8, 1, 28, 28]","[8, 1, 32, 32]",constant_pad_2,5343bc62f81a85b50928255d629ba969701b6bff6591e26665dcfce282462e89,5827db0a12b1db994c3fa819fc18351e331c89b704db73c3a8d0d8d98e70d093,5827db0a12b1db994c3fa819fc18351e331c89b704db73c3a8d0d8d98e70d093
JAC-C0:JAC-02-lenet-composite_vjp:cpu:c-none:m-2:l-0:s-none,MECH-C0,JAC-C0,JAC-02-lenet-composite_vjp,cpu,cpu,torch.float64,2,,0,,stage3b-a1-mechanism-controls-v1,stage3b-a1-mechanism-controls-implementation-v1,69455e6e77e447ff72609d1c8af5fa6136a7e88a,research/stage3b-a1-mechanism-controls-implementation,torch2pc-layerwise-thesis:0.1.0,69455e6e77e447ff72609d1c8af5fa6136a7e88a,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,0.0,0.0,0.0,0.9999999999999998,1.0,2.407630177482408,2.407630177482408,True,False,True,lenet_classic_snapshot,composite_vjp,6,1,6,"[8, 1, 32, 32]","[8, 6, 14, 14]","[8, 6, 14, 14]",6,False,0,1a378d8188101913e15f1f53fe73b1a7f6ce8f1e1e173d15df32ab71217b3c9c,e1edd52607938d323e6916864ccef7993fb3c50ca4448a2fabcf76970898b7fd,,True,aa5509e4be6c5cd79c76ae12209d7313ecd588321b1e5265a98978e1cafa7430,0c6c96d1fde5ccade1287c7014b06fa33f31f570c916bf1a187af6710e9f22ab,296ac0805aec6e344bced0dfa97f519d1b91512cd52fe69d16b168a03f897b64,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,cpu,1,,True,False,False,"[8, 1, 28, 28]","[8, 1, 32, 32]",constant_pad_2,e1edd52607938d323e6916864ccef7993fb3c50ca4448a2fabcf76970898b7fd,a939837e03443294cb94d29f0b5f466cc171353f83837beaaca62bf2069852c4,a939837e03443294cb94d29f0b5f466cc171353f83837beaaca62bf2069852c4
JAC-C0:JAC-02-lenet-chunked_composite_vjp:cpu:c-none:m-2:l-0:s-none,MECH-C0,JAC-C0,JAC-02-lenet-chunked_composite_vjp,cpu,cpu,torch.float64,2,,0,,stage3b-a1-mechanism-controls-v1,stage3b-a1-mechanism-controls-implementation-v1,69455e6e77e447ff72609d1c8af5fa6136a7e88a,research/stage3b-a1-mechanism-controls-implementation,torch2pc-layerwise-thesis:0.1.0,69455e6e77e447ff72609d1c8af5fa6136a7e88a,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,0.0,0.0,0.0,0.9999999999999998,1.0,2.407630177482408,2.407630177482408,True,False,True,lenet_classic_snapshot,chunked_composite_vjp,6,2,6,"[8, 1, 32, 32]","[8, 6, 14, 14]","[8, 6, 14, 14]",6,False,0,1a378d8188101913e15f1f53fe73b1a7f6ce8f1e1e173d15df32ab71217b3c9c,e1edd52607938d323e6916864ccef7993fb3c50ca4448a2fabcf76970898b7fd,,True,aa5509e4be6c5cd79c76ae12209d7313ecd588321b1e5265a98978e1cafa7430,0c6c96d1fde5ccade1287c7014b06fa33f31f570c916bf1a187af6710e9f22ab,296ac0805aec6e344bced0dfa97f519d1b91512cd52fe69d16b168a03f897b64,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,cpu,1,,True,False,False,"[8, 1, 28, 28]","[8, 1, 32, 32]",constant_pad_2,e1edd52607938d323e6916864ccef7993fb3c50ca4448a2fabcf76970898b7fd,a939837e03443294cb94d29f0b5f466cc171353f83837beaaca62bf2069852c4,a939837e03443294cb94d29f0b5f466cc171353f83837beaaca62bf2069852c4
JAC-C0:JAC-02-lenet-composite_vjp:cpu:c-none:m-2:l-1:s-none,MECH-C0,JAC-C0,JAC-02-lenet-composite_vjp,cpu,cpu,torch.float64,2,,1,,stage3b-a1-mechanism-controls-v1,stage3b-a1-mechanism-controls-implementation-v1,69455e6e77e447ff72609d1c8af5fa6136a7e88a,research/stage3b-a1-mechanism-controls-implementation,torch2pc-layerwise-thesis:0.1.0,69455e6e77e447ff72609d1c8af5fa6136a7e88a,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,0.0,0.0,0.0,1.0,1.0,5.093119599645653,5.093119599645653,True,False,True,lenet_classic_snapshot,composite_vjp,6,1,6,"[8, 6, 14, 14]","[8, 16, 5, 5]","[8, 16, 5, 5]",6,False,0,1a378d8188101913e15f1f53fe73b1a7f6ce8f1e1e173d15df32ab71217b3c9c,e1edd52607938d323e6916864ccef7993fb3c50ca4448a2fabcf76970898b7fd,,True,aa5509e4be6c5cd79c76ae12209d7313ecd588321b1e5265a98978e1cafa7430,0c6c96d1fde5ccade1287c7014b06fa33f31f570c916bf1a187af6710e9f22ab,296ac0805aec6e344bced0dfa97f519d1b91512cd52fe69d16b168a03f897b64,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,cpu,1,,True,False,False,"[8, 1, 28, 28]","[8, 1, 32, 32]",constant_pad_2,e1edd52607938d323e6916864ccef7993fb3c50ca4448a2fabcf76970898b7fd,a939837e03443294cb94d29f0b5f466cc171353f83837beaaca62bf2069852c4,a939837e03443294cb94d29f0b5f466cc171353f83837beaaca62bf2069852c4
JAC-C0:JAC-02-lenet-chunked_composite_vjp:cpu:c-none:m-2:l-1:s-none,MECH-C0,JAC-C0,JAC-02-lenet-chunked_composite_vjp,cpu,cpu,torch.float64,2,,1,,stage3b-a1-mechanism-controls-v1,stage3b-a1-mechanism-controls-implementation-v1,69455e6e77e447ff72609d1c8af5fa6136a7e88a,research/stage3b-a1-mechanism-controls-implementation,torch2pc-layerwise-thesis:0.1.0,69455e6e77e447ff72609d1c8af5fa6136a7e88a,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,0.0,0.0,0.0,1.0,1.0,5.093119599645653,5.093119599645653,True,False,True,lenet_classic_snapshot,chunked_composite_vjp,6,2,6,"[8, 6, 14, 14]","[8, 16, 5, 5]","[8, 16, 5, 5]",6,False,0,1a378d8188101913e15f1f53fe73b1a7f6ce8f1e1e173d15df32ab71217b3c9c,e1edd52607938d323e6916864ccef7993fb3c50ca4448a2fabcf76970898b7fd,,True,aa5509e4be6c5cd79c76ae12209d7313ecd588321b1e5265a98978e1cafa7430,0c6c96d1fde5ccade1287c7014b06fa33f31f570c916bf1a187af6710e9f22ab,296ac0805aec6e344bced0dfa97f519d1b91512cd52fe69d16b168a03f897b64,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,cpu,1,,True,False,False,"[8, 1, 28, 28]","[8, 1, 32, 32]",constant_pad_2,e1edd52607938d323e6916864ccef7993fb3c50ca4448a2fabcf76970898b7fd,a939837e03443294cb94d29f0b5f466cc171353f83837beaaca62bf2069852c4,a939837e03443294cb94d29f0b5f466cc171353f83837beaaca62bf2069852c4
JAC-C0:JAC-02-lenet-composite_vjp:cpu:c-none:m-2:l-2:s-none,MECH-C0,JAC-C0,JAC-02-lenet-composite_vjp,cpu,cpu,torch.float64,2,,2,,stage3b-a1-mechanism-controls-v1,stage3b-a1-mechanism-controls-implementation-v1,69455e6e77e447ff72609d1c8af5fa6136a7e88a,research/stage3b-a1-mechanism-controls-implementation,torch2pc-layerwise-thesis:0.1.0,69455e6e77e447ff72609d1c8af5fa6136a7e88a,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,0.0,0.0,0.0,1.0,1.0,16.335035519794495,16.335035519794495,True,False,True,lenet_classic_snapshot,composite_vjp,6,1,6,"[8, 16, 5, 5]","[8, 400]","[8, 400]",6,False,0,1a378d8188101913e15f1f53fe73b1a7f6ce8f1e1e173d15df32ab71217b3c9c,e1edd52607938d323e6916864ccef7993fb3c50ca4448a2fabcf76970898b7fd,,True,aa5509e4be6c5cd79c76ae12209d7313ecd588321b1e5265a98978e1cafa7430,0c6c96d1fde5ccade1287c7014b06fa33f31f570c916bf1a187af6710e9f22ab,296ac0805aec6e344bced0dfa97f519d1b91512cd52fe69d16b168a03f897b64,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,cpu,1,,True,False,False,"[8, 1, 28, 28]","[8, 1, 32, 32]",constant_pad_2,e1edd52607938d323e6916864ccef7993fb3c50ca4448a2fabcf76970898b7fd,a939837e03443294cb94d29f0b5f466cc171353f83837beaaca62bf2069852c4,a939837e03443294cb94d29f0b5f466cc171353f83837beaaca62bf2069852c4
JAC-C0:JAC-02-lenet-chunked_composite_vjp:cpu:c-none:m-2:l-2:s-none,MECH-C0,JAC-C0,JAC-02-lenet-chunked_composite_vjp,cpu,cpu,torch.float64,2,,2,,stage3b-a1-mechanism-controls-v1,stage3b-a1-mechanism-controls-implementation-v1,69455e6e77e447ff72609d1c8af5fa6136a7e88a,research/stage3b-a1-mechanism-controls-implementation,torch2pc-layerwise-thesis:0.1.0,69455e6e77e447ff72609d1c8af5fa6136a7e88a,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,0.0,0.0,0.0,1.0,1.0,16.335035519794495,16.335035519794495,True,False,True,lenet_classic_snapshot,chunked_composite_vjp,6,2,6,"[8, 16, 5, 5]","[8, 400]","[8, 400]",6,False,0,1a378d8188101913e15f1f53fe73b1a7f6ce8f1e1e173d15df32ab71217b3c9c,e1edd52607938d323e6916864ccef7993fb3c50ca4448a2fabcf76970898b7fd,,True,aa5509e4be6c5cd79c76ae12209d7313ecd588321b1e5265a98978e1cafa7430,0c6c96d1fde5ccade1287c7014b06fa33f31f570c916bf1a187af6710e9f22ab,296ac0805aec6e344bced0dfa97f519d1b91512cd52fe69d16b168a03f897b64,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,cpu,1,,True,False,False,"[8, 1, 28, 28]","[8, 1, 32, 32]",constant_pad_2,e1edd52607938d323e6916864ccef7993fb3c50ca4448a2fabcf76970898b7fd,a939837e03443294cb94d29f0b5f466cc171353f83837beaaca62bf2069852c4,a939837e03443294cb94d29f0b5f466cc171353f83837beaaca62bf2069852c4
