source_file,dataset,model,model_seed,checkpoint_label,method,scope,unit,cosine,relative_l2,norm_ratio,reference_norm,candidate_norm,max_abs_difference,sign_agreement
results/stage3/layerwise/confirmatory/raw/seed-1/final/same-state/gradient_summary.csv,FashionMNIST,lenet_classic,1,final,fixedpred,top_level,0,0.9963627601390044,0.9991102241698384,0.0008930527608673,0.1672838777523458,0.0001486890583568,0.061119360954035,0.9794871794871796
results/stage3/layerwise/confirmatory/raw/seed-1/final/same-state/gradient_summary.csv,FashionMNIST,lenet_classic,1,final,fixedpred,top_level,1,0.9999509039929538,0.9916748910113048,0.008325521413706,0.2597728107454964,0.00216210144069,0.0254196050605969,0.9966887417218542
results/stage3/layerwise/confirmatory/raw/seed-1/final/same-state/gradient_summary.csv,FashionMNIST,lenet_classic,1,final,fixedpred,top_level,3,0.9999999270155856,0.7748412853497435,0.2251587358586073,0.4333210498511124,0.0975659316243443,0.0101701205130666,0.999817123857024
results/stage3/layerwise/confirmatory/raw/seed-1/final/same-state/gradient_summary.csv,FashionMNIST,lenet_classic,1,final,fixedpred,top_level,4,0.9999999655251882,0.3874126824685134,0.6125873720441318,0.274679981528331,0.168265299536478,0.0059475803747773,0.9999016135379772
results/stage3/layerwise/confirmatory/raw/seed-1/final/same-state/gradient_summary.csv,FashionMNIST,lenet_classic,1,final,fixedpred,top_level,5,1.0,0.0,1.0,0.2471824136069123,0.2471824136069123,0.0,1.0
results/stage3/layerwise/confirmatory/raw/seed-1/final/same-state/gradient_summary.csv,FashionMNIST,lenet_classic,1,final,strict,parameter,0.0.bias,0.9352653458459926,0.9993660584227696,0.0006811072180045,0.0899144707858036,5.41691825264546e-05,0.0579608866935814,0.9
results/stage3/layerwise/confirmatory/raw/seed-1/final/same-state/gradient_summary.csv,FashionMNIST,lenet_classic,1,final,strict,parameter,0.0.weight,0.9170998860893697,0.9993792985937116,0.0006722139054224,0.1371125668478499,9.193648394883212e-05,0.0282364871385652,0.8546666666666667
results/stage3/layerwise/confirmatory/raw/seed-1/final/same-state/gradient_summary.csv,FashionMNIST,lenet_classic,1,final,strict,parameter,1.0.bias,0.8733159879039544,0.996445931818994,0.0040736485019257,0.039995200412925,0.0001514847448324,0.0219698181586863,0.7875
results/stage3/layerwise/confirmatory/raw/seed-1/final/same-state/gradient_summary.csv,FashionMNIST,lenet_classic,1,final,strict,parameter,1.0.weight,0.8979329164951485,0.9965200382785226,0.0038793931350311,0.2564412264808416,0.0009845566889237,0.021381784533878,0.8659166666666668
results/stage3/layerwise/confirmatory/raw/seed-1/final/same-state/gradient_summary.csv,FashionMNIST,lenet_classic,1,final,strict,parameter,3.0.bias,0.8645036081604038,0.9403061535662378,0.0697805838370581,0.0366169357541329,0.0025223556589842,0.011311954219127,0.8566666666666667
results/stage3/layerwise/confirmatory/raw/seed-1/final/same-state/gradient_summary.csv,FashionMNIST,lenet_classic,1,final,strict,parameter,3.0.weight,0.8648648082584339,0.9417383287119894,0.068050569977252,0.4317379668549297,0.0293720486078682,0.012405474827392,0.8282958333333333
results/stage3/layerwise/confirmatory/raw/seed-1/final/same-state/gradient_summary.csv,FashionMNIST,lenet_classic,1,final,strict,parameter,4.0.bias,0.9399187144419572,0.7176094099636668,0.3090117478186763,0.0336625309220185,0.010187767203159,0.0096159257460385,0.911904761904762
results/stage3/layerwise/confirmatory/raw/seed-1/final/same-state/gradient_summary.csv,FashionMNIST,lenet_classic,1,final,strict,parameter,4.0.weight,0.9315087103821268,0.7193507337152081,0.310466405701086,0.2725615189420776,0.0845631124912378,0.0111833497881889,0.8789087301587302
results/stage3/layerwise/confirmatory/raw/seed-1/final/same-state/gradient_summary.csv,FashionMNIST,lenet_classic,1,final,strict,parameter,5.bias,0.9999998049078728,0.001520601019582,0.9986302876744858,0.0353085083785396,0.0352569349941131,3.909934312105179e-05,1.0
results/stage3/layerwise/confirmatory/raw/seed-1/final/same-state/gradient_summary.csv,FashionMNIST,lenet_classic,1,final,strict,parameter,5.weight,0.9999987729242684,0.0021790628406485,0.9984937502247412,0.2446252487048136,0.2442506206327205,7.84892588853836e-05,0.9995238095238096
results/stage3/layerwise/confirmatory/raw/seed-1/final/same-state/gradient_summary.csv,FashionMNIST,lenet_classic,1,final,strict,top_level,0,0.9117862187938928,0.9994127536028417,0.0006420005228582,0.1672838777523458,0.0001072011010177,0.0611398874711085,0.8564102564102564
results/stage3/layerwise/confirmatory/raw/seed-1/final/same-state/gradient_summary.csv,FashionMNIST,lenet_classic,1,final,strict,top_level,1,0.8973285084782748,0.9965218874753742,0.0038800453741244,0.2597728107454964,0.0009968044770688,0.0255518592777662,0.8653973509933774
results/stage3/layerwise/confirmatory/raw/seed-1/final/same-state/gradient_summary.csv,FashionMNIST,lenet_classic,1,final,strict,top_level,3,0.8648865867830102,0.9417291826992328,0.0680594852793005,0.4333210498511124,0.0294819408317299,0.0124200940423179,0.8283665835411471
results/stage3/layerwise/confirmatory/raw/seed-1/final/same-state/gradient_summary.csv,FashionMNIST,lenet_classic,1,final,strict,top_level,4,0.9316070521341956,0.719392692959109,0.3103748392737251,0.274679981528331,0.0851815607153983,0.0112310118041932,0.8791814246359702
results/stage3/layerwise/confirmatory/raw/seed-1/final/same-state/gradient_summary.csv,FashionMNIST,lenet_classic,1,final,strict,top_level,5,0.9999987917689216,0.0021690862416009,0.9984960012075524,0.2471824136069123,0.2468041937050086,7.84892588853836e-05,0.999529411764706
results/stage3/layerwise/confirmatory/raw/seed-2/final/same-state/gradient_summary.csv,FashionMNIST,lenet_classic,2,final,exact,parameter,0.0.bias,1.0,0.0,1.0,0.0886022361346331,0.0886022361346331,0.0,1.0
results/stage3/layerwise/confirmatory/raw/seed-2/final/same-state/gradient_summary.csv,FashionMNIST,lenet_classic,2,final,exact,parameter,0.0.weight,1.0,0.0,1.0,0.1495385526584125,0.1495385526584125,0.0,1.0
results/stage3/layerwise/confirmatory/raw/seed-2/final/same-state/gradient_summary.csv,FashionMNIST,lenet_classic,2,final,exact,parameter,1.0.bias,1.0,0.0,1.0,0.0360476251082052,0.0360476251082052,0.0,1.0
results/stage3/layerwise/confirmatory/raw/seed-2/final/same-state/gradient_summary.csv,FashionMNIST,lenet_classic,2,final,exact,parameter,1.0.weight,1.0,0.0,1.0,0.2701577375961907,0.2701577375961907,0.0,1.0
results/stage3/layerwise/confirmatory/raw/seed-2/final/same-state/gradient_summary.csv,FashionMNIST,lenet_classic,2,final,exact,parameter,3.0.bias,1.0,0.0,1.0,0.030147612643047,0.030147612643047,0.0,1.0
results/stage3/layerwise/confirmatory/raw/seed-2/final/same-state/gradient_summary.csv,FashionMNIST,lenet_classic,2,final,exact,parameter,3.0.weight,0.9999999999999892,0.0,1.0,0.3635565220706773,0.3635565220706773,0.0,1.0
results/stage3/layerwise/confirmatory/raw/seed-2/final/same-state/gradient_summary.csv,FashionMNIST,lenet_classic,2,final,exact,parameter,4.0.bias,1.0,0.0,1.0,0.0269690843498475,0.0269690843498475,0.0,1.0
results/stage3/layerwise/confirmatory/raw/seed-2/final/same-state/gradient_summary.csv,FashionMNIST,lenet_classic,2,final,exact,parameter,4.0.weight,0.9999999999999986,0.0,1.0,0.2309243321535464,0.2309243321535464,0.0,1.0
results/stage3/layerwise/confirmatory/raw/seed-2/final/same-state/gradient_summary.csv,FashionMNIST,lenet_classic,2,final,exact,parameter,5.bias,1.0,0.0,1.0,0.0309270029453365,0.0309270029453365,0.0,1.0
results/stage3/layerwise/confirmatory/raw/seed-2/final/same-state/gradient_summary.csv,FashionMNIST,lenet_classic,2,final,exact,parameter,5.weight,1.0,0.0,1.0,0.2188764735341263,0.2188764735341263,0.0,1.0
results/stage3/layerwise/confirmatory/raw/seed-2/final/same-state/gradient_summary.csv,FashionMNIST,lenet_classic,2,final,exact,top_level,0,1.0,0.0,1.0,0.176224016432399,0.176224016432399,0.0,1.0
results/stage3/layerwise/confirmatory/raw/seed-2/final/same-state/gradient_summary.csv,FashionMNIST,lenet_classic,2,final,exact,top_level,1,1.0,0.0,1.0,0.2726213856481255,0.2726213856481255,0.0,1.0
results/stage3/layerwise/confirmatory/raw/seed-2/final/same-state/gradient_summary.csv,FashionMNIST,lenet_classic,2,final,exact,top_level,3,0.9999999999999892,0.0,1.0,0.364815667529875,0.364815667529875,0.0,1.0
results/stage3/layerwise/confirmatory/raw/seed-2/final/same-state/gradient_summary.csv,FashionMNIST,lenet_classic,2,final,exact,top_level,4,0.9999999999999986,0.0,1.0,0.2325055272440244,0.2325055272440244,0.0,1.0
results/stage3/layerwise/confirmatory/raw/seed-2/final/same-state/gradient_summary.csv,FashionMNIST,lenet_classic,2,final,exact,top_level,5,1.0,0.0,1.0,0.2210603314123905,0.2210603314123905,0.0,1.0
results/stage3/layerwise/confirmatory/raw/seed-2/final/same-state/gradient_summary.csv,FashionMNIST,lenet_classic,2,final,fixedpred,parameter,0.0.bias,0.9961241524752747,0.9991220028380872,0.0008814414340633,0.0886022361346331,7.791933354501257e-05,0.0651283579121809,0.9
results/stage3/layerwise/confirmatory/raw/seed-2/final/same-state/gradient_summary.csv,FashionMNIST,lenet_classic,2,final,fixedpred,parameter,0.0.weight,0.9944231582578952,0.999142786618665,0.0008620111366066,0.1495385526584125,0.0001291196466055,0.0312502065538865,0.96
results/stage3/layerwise/confirmatory/raw/seed-2/final/same-state/gradient_summary.csv,FashionMNIST,lenet_classic,2,final,fixedpred,parameter,1.0.bias,0.9998374500995604,0.9916696127374586,0.0083317522457204,0.0360476251082052,0.0003004268402599,0.0191217482773936,1.0
results/stage3/layerwise/confirmatory/raw/seed-2/final/same-state/gradient_summary.csv,FashionMNIST,lenet_classic,2,final,fixedpred,parameter,1.0.weight,0.9998771305440848,0.9916748646822648,0.008326166753359,0.2701577375961907,0.0022495633886235,0.0207162386097479,0.9955
results/stage3/layerwise/confirmatory/raw/seed-2/final/same-state/gradient_summary.csv,FashionMNIST,lenet_classic,2,final,fixedpred,parameter,3.0.bias,0.9999999049929508,0.7748330462789297,0.2251669813311666,0.030147612643047,0.0067881671154512,0.007812784332782,1.0
