source_file,dataset,model,model_seed,reference_label,candidate_label,reference_layer,candidate_layer,cka
results/stage3/layerwise/confirmatory/raw/seed-2/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,2,bp,fixedpred,0,0,0.981630983370452
results/stage3/layerwise/confirmatory/raw/seed-2/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,2,bp,fixedpred,0,1,0.906469872096578
results/stage3/layerwise/confirmatory/raw/seed-2/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,2,bp,fixedpred,0,3,0.8819477668485605
results/stage3/layerwise/confirmatory/raw/seed-2/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,2,bp,fixedpred,0,4,0.8179178852591207
results/stage3/layerwise/confirmatory/raw/seed-2/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,2,bp,fixedpred,0,5,0.7854513620685333
results/stage3/layerwise/confirmatory/raw/seed-2/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,2,bp,fixedpred,1,0,0.9122251046383064
results/stage3/layerwise/confirmatory/raw/seed-2/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,2,bp,fixedpred,1,1,0.9852804918742164
results/stage3/layerwise/confirmatory/raw/seed-2/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,2,bp,fixedpred,1,3,0.9381691006244478
results/stage3/layerwise/confirmatory/raw/seed-2/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,2,bp,fixedpred,1,4,0.8327651878383555
results/stage3/layerwise/confirmatory/raw/seed-2/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,2,bp,fixedpred,1,5,0.7719146456410579
results/stage3/layerwise/confirmatory/raw/seed-2/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,2,bp,fixedpred,3,0,0.8597616149367348
results/stage3/layerwise/confirmatory/raw/seed-2/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,2,bp,fixedpred,3,1,0.8983030728551933
results/stage3/layerwise/confirmatory/raw/seed-2/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,2,bp,fixedpred,3,3,0.9833730029146456
results/stage3/layerwise/confirmatory/raw/seed-2/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,2,bp,fixedpred,3,4,0.9400647698025318
results/stage3/layerwise/confirmatory/raw/seed-2/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,2,bp,fixedpred,3,5,0.8909205090516122
results/stage3/layerwise/confirmatory/raw/seed-2/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,2,bp,fixedpred,4,0,0.7893497528388815
results/stage3/layerwise/confirmatory/raw/seed-2/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,2,bp,fixedpred,4,1,0.8130886164858653
results/stage3/layerwise/confirmatory/raw/seed-2/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,2,bp,fixedpred,4,3,0.9326897623753432
results/stage3/layerwise/confirmatory/raw/seed-2/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,2,bp,fixedpred,4,4,0.9901462268003454
results/stage3/layerwise/confirmatory/raw/seed-2/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,2,bp,fixedpred,4,5,0.9651687048214188
results/stage3/layerwise/confirmatory/raw/seed-2/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,2,bp,fixedpred,5,0,0.7358376256565132
results/stage3/layerwise/confirmatory/raw/seed-2/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,2,bp,fixedpred,5,1,0.7381588086875772
results/stage3/layerwise/confirmatory/raw/seed-2/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,2,bp,fixedpred,5,3,0.8628656815578739
results/stage3/layerwise/confirmatory/raw/seed-2/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,2,bp,fixedpred,5,4,0.968204304961752
results/stage3/layerwise/confirmatory/raw/seed-2/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,2,bp,fixedpred,5,5,0.990895750161806
results/stage3/layerwise/confirmatory/raw/seed-2/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,2,bp,strict,0,0,0.9527504074870708
results/stage3/layerwise/confirmatory/raw/seed-2/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,2,bp,strict,0,1,0.876768209921934
results/stage3/layerwise/confirmatory/raw/seed-2/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,2,bp,strict,0,3,0.896563552054318
results/stage3/layerwise/confirmatory/raw/seed-2/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,2,bp,strict,0,4,0.8431290316300212
results/stage3/layerwise/confirmatory/raw/seed-2/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,2,bp,strict,0,5,0.7972437207637629
results/stage3/layerwise/confirmatory/raw/seed-2/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,2,bp,strict,1,0,0.9072713299573104
results/stage3/layerwise/confirmatory/raw/seed-2/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,2,bp,strict,1,1,0.9669723025700472
results/stage3/layerwise/confirmatory/raw/seed-2/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,2,bp,strict,1,3,0.9515005339292604
results/stage3/layerwise/confirmatory/raw/seed-2/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,2,bp,strict,1,4,0.8541803815295611
results/stage3/layerwise/confirmatory/raw/seed-2/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,2,bp,strict,1,5,0.7706005248701503
results/stage3/layerwise/confirmatory/raw/seed-2/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,2,bp,strict,3,0,0.845000529945718
results/stage3/layerwise/confirmatory/raw/seed-2/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,2,bp,strict,3,1,0.8563243071254263
results/stage3/layerwise/confirmatory/raw/seed-2/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,2,bp,strict,3,3,0.9544833906272512
results/stage3/layerwise/confirmatory/raw/seed-2/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,2,bp,strict,3,4,0.9417473932028296
results/stage3/layerwise/confirmatory/raw/seed-2/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,2,bp,strict,3,5,0.8845200646227575
results/stage3/layerwise/confirmatory/raw/seed-2/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,2,bp,strict,4,0,0.7724562321954125
results/stage3/layerwise/confirmatory/raw/seed-2/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,2,bp,strict,4,1,0.7650305470406078
results/stage3/layerwise/confirmatory/raw/seed-2/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,2,bp,strict,4,3,0.8994754784863044
results/stage3/layerwise/confirmatory/raw/seed-2/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,2,bp,strict,4,4,0.9750370920946186
results/stage3/layerwise/confirmatory/raw/seed-2/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,2,bp,strict,4,5,0.9458744683065397
results/stage3/layerwise/confirmatory/raw/seed-2/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,2,bp,strict,5,0,0.709029805139095
results/stage3/layerwise/confirmatory/raw/seed-2/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,2,bp,strict,5,1,0.678541149522257
results/stage3/layerwise/confirmatory/raw/seed-2/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,2,bp,strict,5,3,0.8269798199251535
results/stage3/layerwise/confirmatory/raw/seed-2/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,2,bp,strict,5,4,0.9462330797171168
results/stage3/layerwise/confirmatory/raw/seed-2/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,2,bp,strict,5,5,0.9744171997052592
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,exact,0,0,1.0
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,exact,0,1,0.9388886899576602
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,exact,0,3,0.8989857437842308
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,exact,0,4,0.8118531959354712
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,exact,0,5,0.7748606624481014
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,exact,1,0,0.9388886899576598
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,exact,1,1,1.0
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,exact,1,3,0.9421181549566182
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,exact,1,4,0.8356019733484502
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,exact,1,5,0.782765740208949
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,exact,3,0,0.8989857437842308
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,exact,3,1,0.9421181549566175
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,exact,3,3,1.0
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,exact,3,4,0.9300591422037356
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,exact,3,5,0.874394863531695
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,exact,4,0,0.8118531959354713
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,exact,4,1,0.8356019733484503
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,exact,4,3,0.9300591422037356
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,exact,4,4,1.0
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,exact,4,5,0.9796037279794324
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,exact,5,0,0.7748606624481014
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,exact,5,1,0.782765740208949
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,exact,5,3,0.874394863531695
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,exact,5,4,0.9796037279794324
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,exact,5,5,1.0
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,fixedpred,0,0,0.9977754299057866
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,fixedpred,0,1,0.9483030851866472
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,fixedpred,0,3,0.9004352239746413
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,fixedpred,0,4,0.8125607624418962
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,fixedpred,0,5,0.7679628006060903
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,fixedpred,1,0,0.927273888709138
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,fixedpred,1,1,0.9921925441831784
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,fixedpred,1,3,0.947553410721962
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,fixedpred,1,4,0.8340579890522383
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,fixedpred,1,5,0.7733879861385324
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,fixedpred,3,0,0.884459684237247
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,fixedpred,3,1,0.9280528134160094
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,fixedpred,3,3,0.989493342770547
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,fixedpred,3,4,0.9244405327653248
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,fixedpred,3,5,0.8654245634807969
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,fixedpred,4,0,0.7984834315951037
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,fixedpred,4,1,0.8263906894228901
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,fixedpred,4,3,0.919656170098546
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,fixedpred,4,4,0.9945312236558058
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,fixedpred,4,5,0.9720451498728324
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,fixedpred,5,0,0.7636353028985429
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,fixedpred,5,1,0.7755606707731876
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,fixedpred,5,3,0.8631267667402927
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,fixedpred,5,4,0.9788795302397764
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,fixedpred,5,5,0.9952244830605506
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,strict,0,0,0.9872854607036116
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,strict,0,1,0.9408610624370924
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,strict,0,3,0.9116096038627256
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,strict,0,4,0.8346803325426699
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,strict,0,5,0.7778693656611227
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,strict,1,0,0.9208982715781509
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,strict,1,1,0.9712007852643024
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,strict,1,3,0.9563936532534266
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,strict,1,4,0.8557367461612867
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,strict,1,5,0.7746002552564885
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,strict,3,0,0.8809120010966476
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,strict,3,1,0.8969309663737985
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,strict,3,3,0.971066443837454
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,strict,3,4,0.9332667961215232
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,strict,3,5,0.8605721631405964
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,strict,4,0,0.7954735637398975
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,strict,4,1,0.7854371812743401
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,strict,4,3,0.8972895690878626
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,strict,4,4,0.9791897086169464
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,strict,4,5,0.9592531883455088
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,strict,5,0,0.7605583411852638
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,strict,5,1,0.7285264081102378
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,strict,5,3,0.8398937744701008
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,strict,5,4,0.9574862227587758
results/stage3/layerwise/confirmatory/raw/seed-3/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,3,bp,strict,5,5,0.9800622014472948
results/stage3/layerwise/confirmatory/raw/seed-4/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,4,bp,exact,0,0,1.0
results/stage3/layerwise/confirmatory/raw/seed-4/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,4,bp,exact,0,1,0.9208986858690986
results/stage3/layerwise/confirmatory/raw/seed-4/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,4,bp,exact,0,3,0.8762392227698753
results/stage3/layerwise/confirmatory/raw/seed-4/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,4,bp,exact,0,4,0.8159197052642716
results/stage3/layerwise/confirmatory/raw/seed-4/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,4,bp,exact,0,5,0.778786169959045
results/stage3/layerwise/confirmatory/raw/seed-4/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,4,bp,exact,1,0,0.9208986858690986
results/stage3/layerwise/confirmatory/raw/seed-4/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,4,bp,exact,1,1,1.0
results/stage3/layerwise/confirmatory/raw/seed-4/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,4,bp,exact,1,3,0.9449402074800956
results/stage3/layerwise/confirmatory/raw/seed-4/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,4,bp,exact,1,4,0.829200895785167
results/stage3/layerwise/confirmatory/raw/seed-4/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,4,bp,exact,1,5,0.7660376789992653
results/stage3/layerwise/confirmatory/raw/seed-4/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,4,bp,exact,3,0,0.8762392227698756
results/stage3/layerwise/confirmatory/raw/seed-4/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,4,bp,exact,3,1,0.9449402074800956
results/stage3/layerwise/confirmatory/raw/seed-4/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,4,bp,exact,3,3,1.0
results/stage3/layerwise/confirmatory/raw/seed-4/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,4,bp,exact,3,4,0.9182512143611966
results/stage3/layerwise/confirmatory/raw/seed-4/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,4,bp,exact,3,5,0.8509535895379865
results/stage3/layerwise/confirmatory/raw/seed-4/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,4,bp,exact,4,0,0.8159197052642714
results/stage3/layerwise/confirmatory/raw/seed-4/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,4,bp,exact,4,1,0.829200895785167
results/stage3/layerwise/confirmatory/raw/seed-4/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,4,bp,exact,4,3,0.9182512143611968
results/stage3/layerwise/confirmatory/raw/seed-4/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,4,bp,exact,4,4,1.0
results/stage3/layerwise/confirmatory/raw/seed-4/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,4,bp,exact,4,5,0.976854736229568
results/stage3/layerwise/confirmatory/raw/seed-4/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,4,bp,exact,5,0,0.778786169959045
results/stage3/layerwise/confirmatory/raw/seed-4/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,4,bp,exact,5,1,0.7660376789992653
results/stage3/layerwise/confirmatory/raw/seed-4/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,4,bp,exact,5,3,0.8509535895379865
results/stage3/layerwise/confirmatory/raw/seed-4/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,4,bp,exact,5,4,0.976854736229568
results/stage3/layerwise/confirmatory/raw/seed-4/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,4,bp,exact,5,5,1.0
results/stage3/layerwise/confirmatory/raw/seed-4/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,4,bp,fixedpred,0,0,0.9952891216436036
results/stage3/layerwise/confirmatory/raw/seed-4/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,4,bp,fixedpred,0,1,0.9300684731452128
results/stage3/layerwise/confirmatory/raw/seed-4/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,4,bp,fixedpred,0,3,0.8966171438901038
results/stage3/layerwise/confirmatory/raw/seed-4/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,4,bp,fixedpred,0,4,0.8128321122812189
results/stage3/layerwise/confirmatory/raw/seed-4/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,4,bp,fixedpred,0,5,0.7711978147016034
results/stage3/layerwise/confirmatory/raw/seed-4/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,4,bp,fixedpred,1,0,0.9292707921182118
results/stage3/layerwise/confirmatory/raw/seed-4/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,4,bp,fixedpred,1,1,0.9949577889237822
results/stage3/layerwise/confirmatory/raw/seed-4/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,4,bp,fixedpred,1,3,0.9422197679968312
results/stage3/layerwise/confirmatory/raw/seed-4/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,4,bp,fixedpred,1,4,0.8155864235973282
results/stage3/layerwise/confirmatory/raw/seed-4/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,4,bp,fixedpred,1,5,0.7540968385941975
results/stage3/layerwise/confirmatory/raw/seed-4/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,4,bp,fixedpred,3,0,0.8948595443914835
results/stage3/layerwise/confirmatory/raw/seed-4/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,4,bp,fixedpred,3,1,0.9308207782841348
results/stage3/layerwise/confirmatory/raw/seed-4/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,4,bp,fixedpred,3,3,0.9884505730065511
results/stage3/layerwise/confirmatory/raw/seed-4/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,4,bp,fixedpred,3,4,0.9056666199654244
results/stage3/layerwise/confirmatory/raw/seed-4/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,4,bp,fixedpred,3,5,0.8438562562148487
results/stage3/layerwise/confirmatory/raw/seed-4/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,4,bp,fixedpred,4,0,0.8374488076479735
results/stage3/layerwise/confirmatory/raw/seed-4/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,4,bp,fixedpred,4,1,0.8197850299673565
results/stage3/layerwise/confirmatory/raw/seed-4/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,4,bp,fixedpred,4,3,0.922133943526326
results/stage3/layerwise/confirmatory/raw/seed-4/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,4,bp,fixedpred,4,4,0.9928354803094218
results/stage3/layerwise/confirmatory/raw/seed-4/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,4,bp,fixedpred,4,5,0.9680706639783708
results/stage3/layerwise/confirmatory/raw/seed-4/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,4,bp,fixedpred,5,0,0.8014154548600295
results/stage3/layerwise/confirmatory/raw/seed-4/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,4,bp,fixedpred,5,1,0.7578651834603739
results/stage3/layerwise/confirmatory/raw/seed-4/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,4,bp,fixedpred,5,3,0.8607126332927415
results/stage3/layerwise/confirmatory/raw/seed-4/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,4,bp,fixedpred,5,4,0.9777854890580376
results/stage3/layerwise/confirmatory/raw/seed-4/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,4,bp,fixedpred,5,5,0.9935720884345388
results/stage3/layerwise/confirmatory/raw/seed-4/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,4,bp,strict,0,0,0.9888407003897928
results/stage3/layerwise/confirmatory/raw/seed-4/final/representations/cross_layer_cka.csv,FashionMNIST,lenet_classic,4,bp,strict,0,1,0.9345640635278092
