model_seed,order,batch_count,median_d,mean_d
3,ABC,3,-0.17010264311900564,-0.170784157242587
3,BCA,3,-0.16256044868782854,-0.1528523937732798
3,CAB,3,-0.20140034107249252,-0.20887420720697356
3,ACB,3,-0.23151174703928684,-0.22910676685475032
3,CBA,3,-0.2074624578615773,-0.19265940211354515
3,BAC,3,-0.15921260185987748,-0.16540866280254282
