model_seed,order,batch_count,median_d,mean_d
5,ABC,3,-0.20544669535037904,-0.2012994740733376
5,BCA,3,-0.18591374953935658,-0.1871348353801051
5,CAB,3,-0.17770650211859873,-0.16505063794341987
5,ACB,3,-0.1995468544943818,-0.20913840368647477
5,CBA,3,-0.21152318773034473,-0.20547933416957367
5,BAC,3,-0.18853460204966738,-0.1700369832145192
