cell_id,block_id,candidate_id,method,depth,width,batch_size,model_seed,repetition,primary_host_time_median_us,primary_device_time_median_us,primary_peak_allocated_max_bytes,primary_peak_reserved_max_bytes,observer_cost_median_ms,saved_tensor_bytes_median,state_vjp_calls_median,graph_span_max,dependency_radius_max,graph_lifetimes,feedback_operator,fallback_validation_cost_ms,fallback_validation_status
s3b-cell-8830653b4bb31288ee7a,s3b-block-858205a4ccbe49c37e00,stage2_baseline,fixedpred,8,256,64,71,0,17234.354,17236.345291137695,530625536,574619648,39.5358304977417,7329284.0,80.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-8830653b4bb31288ee7a,s3b-block-858205a4ccbe49c37e00,stage2_baseline,fixedpred,8,256,64,71,1,17275.144,17277.14252471924,910386176,962592768,39.57432556152344,7329284.0,80.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-8830653b4bb31288ee7a,s3b-block-858205a4ccbe49c37e00,stage2_baseline,fixedpred,8,256,64,71,2,17298.11,17302.186965942383,1290146816,1350565888,39.90979862213135,7329284.0,80.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-8830653b4bb31288ee7a,s3b-block-858205a4ccbe49c37e00,stage2_baseline,fixedpred,8,256,64,71,3,17381.410499999998,17388.1778717041,1669907456,1738539008,40.449018478393555,7329284.0,80.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-8830653b4bb31288ee7a,s3b-block-858205a4ccbe49c37e00,stage2_baseline,fixedpred,8,256,64,71,4,17301.438000000002,17308.55369567871,2049668096,2126512128,40.528767585754395,7329284.0,80.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-12fc5073f0cf78de67c6,s3b-block-05df35b34dca0887086a,isolated_layer_vjp,fixedpred,8,256,64,72,0,28224.411500000002,28227.603912353516,530625536,574619648,42.87345314025879,38866436.0,80.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-12fc5073f0cf78de67c6,s3b-block-05df35b34dca0887086a,isolated_layer_vjp,fixedpred,8,256,64,72,1,28114.4875,28117.89608001709,910386176,962592768,43.38227558135986,38866436.0,80.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-12fc5073f0cf78de67c6,s3b-block-05df35b34dca0887086a,isolated_layer_vjp,fixedpred,8,256,64,72,2,28183.448,28190.656661987305,1290146816,1350565888,43.64775085449219,38866436.0,80.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-12fc5073f0cf78de67c6,s3b-block-05df35b34dca0887086a,isolated_layer_vjp,fixedpred,8,256,64,72,3,28209.510000000002,28216.09401702881,1669907456,1738539008,43.852630615234375,38866436.0,80.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-12fc5073f0cf78de67c6,s3b-block-05df35b34dca0887086a,isolated_layer_vjp,fixedpred,8,256,64,72,4,28270.441,28277.49252319336,2049668096,2126512128,43.68088340759277,38866436.0,80.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-4f8f8dff1f2c0878c8ef,s3b-block-05df35b34dca0887086a,stage2_baseline,fixedpred,8,256,64,72,0,17786.3955,17793.240547180176,530625536,574619648,40.69642353057861,7329284.0,80.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-4f8f8dff1f2c0878c8ef,s3b-block-05df35b34dca0887086a,stage2_baseline,fixedpred,8,256,64,72,1,18018.0945,18023.816108703613,910386176,962592768,41.085713386535645,7329284.0,80.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-4f8f8dff1f2c0878c8ef,s3b-block-05df35b34dca0887086a,stage2_baseline,fixedpred,8,256,64,72,2,17894.3395,17897.631645202637,1290146816,1350565888,41.0928955078125,7329284.0,80.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-4f8f8dff1f2c0878c8ef,s3b-block-05df35b34dca0887086a,stage2_baseline,fixedpred,8,256,64,72,3,21673.7895,21680.49430847168,1669907456,1738539008,42.035895347595215,7329284.0,80.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-4f8f8dff1f2c0878c8ef,s3b-block-05df35b34dca0887086a,stage2_baseline,fixedpred,8,256,64,72,4,22054.2705,22057.63339996338,2049668096,2126512128,42.30537509918213,7329284.0,80.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-033a2f9582aa7cc1d0b4,s3b-block-05df35b34dca0887086a,composite_vjp,fixedpred,8,256,64,72,0,20813.345,20816.30229949951,530625536,574619648,8.555096626281738,38866436.0,10.0,8,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-033a2f9582aa7cc1d0b4,s3b-block-05df35b34dca0887086a,composite_vjp,fixedpred,8,256,64,72,1,20877.6635,20880.74779510498,910386176,962592768,8.63216495513916,38866436.0,10.0,8,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-033a2f9582aa7cc1d0b4,s3b-block-05df35b34dca0887086a,composite_vjp,fixedpred,8,256,64,72,2,20758.680500000002,20764.835357666016,1290146816,1350565888,9.11072826385498,38866436.0,10.0,8,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-033a2f9582aa7cc1d0b4,s3b-block-05df35b34dca0887086a,composite_vjp,fixedpred,8,256,64,72,3,20880.281,20886.61289215088,1669907456,1740636160,8.752706527709961,38866436.0,10.0,8,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-033a2f9582aa7cc1d0b4,s3b-block-05df35b34dca0887086a,composite_vjp,fixedpred,8,256,64,72,4,20526.264,20532.973289489746,2049668096,2128609280,9.424734115600586,38866436.0,10.0,8,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-60281dbb7ed41ef489d7,s3b-block-730ac753af2418590251,isolated_layer_vjp,fixedpred,8,256,256,70,0,28571.5815,28573.935508728027,675425792,763363328,43.220882415771484,79138820.0,80.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-60281dbb7ed41ef489d7,s3b-block-730ac753af2418590251,isolated_layer_vjp,fixedpred,8,256,256,70,1,28572.784,28574.98264312744,1193672192,1327497216,43.457573890686035,79138820.0,80.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-60281dbb7ed41ef489d7,s3b-block-730ac753af2418590251,isolated_layer_vjp,fixedpred,8,256,256,70,2,28679.735999999997,28681.493759155273,1711918592,1889533952,43.79580307006836,79138820.0,80.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-60281dbb7ed41ef489d7,s3b-block-730ac753af2418590251,isolated_layer_vjp,fixedpred,8,256,256,70,3,28711.809999999998,28714.980125427246,2230164992,2451570688,43.89211463928223,79138820.0,80.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-60281dbb7ed41ef489d7,s3b-block-730ac753af2418590251,isolated_layer_vjp,fixedpred,8,256,256,70,4,28739.6555,28743.05820465088,2748411392,3013607424,43.83988285064697,79138820.0,80.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-7a56f342363699ce101c,s3b-block-730ac753af2418590251,composite_vjp,fixedpred,8,256,256,70,0,20400.2675,20403.42903137207,680973824,771751936,9.333252906799316,79138820.0,10.0,8,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-7a56f342363699ce101c,s3b-block-730ac753af2418590251,composite_vjp,fixedpred,8,256,256,70,1,20200.5815,20206.789016723633,1199220224,1337982976,9.203185081481934,79138820.0,10.0,8,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-7a56f342363699ce101c,s3b-block-730ac753af2418590251,composite_vjp,fixedpred,8,256,256,70,2,21028.0965,21035.090446472168,1717466624,1902116864,9.65729808807373,79138820.0,10.0,8,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-7a56f342363699ce101c,s3b-block-730ac753af2418590251,composite_vjp,fixedpred,8,256,256,70,3,20760.412,20763.516426086426,2235713024,2466250752,9.458352088928223,79138820.0,10.0,8,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-7a56f342363699ce101c,s3b-block-730ac753af2418590251,composite_vjp,fixedpred,8,256,256,70,4,20706.371,20710.3328704834,2753959424,3028287488,9.539302825927734,79138820.0,10.0,8,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-dcb9287922268d05fa17,s3b-block-730ac753af2418590251,stage2_baseline,fixedpred,8,256,256,70,0,17299.843500000003,17303.133964538574,676238848,763363328,39.72694969177246,17410052.0,80.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-dcb9287922268d05fa17,s3b-block-730ac753af2418590251,stage2_baseline,fixedpred,8,256,256,70,1,17637.968999999997,17641.427993774414,1194485248,1325400064,39.73995780944824,17410052.0,80.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-dcb9287922268d05fa17,s3b-block-730ac753af2418590251,stage2_baseline,fixedpred,8,256,256,70,2,17391.4455,17394.78302001953,1712731648,1889533952,40.23477554321289,17410052.0,80.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-dcb9287922268d05fa17,s3b-block-730ac753af2418590251,stage2_baseline,fixedpred,8,256,256,70,3,17444.682,17448.577880859375,2230978048,2449473536,40.480692863464355,17410052.0,80.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-dcb9287922268d05fa17,s3b-block-730ac753af2418590251,stage2_baseline,fixedpred,8,256,256,70,4,17549.872499999998,17553.336143493652,2749224448,3011510272,40.36476516723633,17410052.0,80.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-2727781f7e8c5e70f25c,s3b-block-6343adee427ef9c6c1dc,composite_vjp,fixedpred,8,256,256,71,0,21281.555500000002,21284.459114074707,680973824,771751936,9.922568321228027,79138820.0,10.0,8,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-2727781f7e8c5e70f25c,s3b-block-6343adee427ef9c6c1dc,composite_vjp,fixedpred,8,256,256,71,1,20579.1485,20582.361221313477,1199220224,1335885824,9.608711242675781,79138820.0,10.0,8,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-2727781f7e8c5e70f25c,s3b-block-6343adee427ef9c6c1dc,composite_vjp,fixedpred,8,256,256,71,2,20915.8665,20918.688774108887,1717466624,1900019712,9.074098587036133,79138820.0,10.0,8,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-2727781f7e8c5e70f25c,s3b-block-6343adee427ef9c6c1dc,composite_vjp,fixedpred,8,256,256,71,3,20940.2035,20943.357467651367,2235713024,2466250752,9.012063980102539,79138820.0,10.0,8,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-2727781f7e8c5e70f25c,s3b-block-6343adee427ef9c6c1dc,composite_vjp,fixedpred,8,256,256,71,4,20997.718,21000.63991546631,2753959424,3036676096,9.145084381103516,79138820.0,10.0,8,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-bfa411ff005bf1696755,s3b-block-6343adee427ef9c6c1dc,isolated_layer_vjp,fixedpred,8,256,256,71,0,28463.8295,28467.607498168945,675425792,767557632,43.750786781311035,79138820.0,80.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-bfa411ff005bf1696755,s3b-block-6343adee427ef9c6c1dc,isolated_layer_vjp,fixedpred,8,256,256,71,1,28619.587,28623.594284057617,1193672192,1331691520,45.000290870666504,79138820.0,80.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-bfa411ff005bf1696755,s3b-block-6343adee427ef9c6c1dc,isolated_layer_vjp,fixedpred,8,256,256,71,2,28890.5025,28897.60398864746,1711918592,1893728256,45.54344654083252,79138820.0,80.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-bfa411ff005bf1696755,s3b-block-6343adee427ef9c6c1dc,isolated_layer_vjp,fixedpred,8,256,256,71,3,29073.9155,29080.434799194336,2230164992,2457862144,45.703288078308105,79138820.0,80.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-bfa411ff005bf1696755,s3b-block-6343adee427ef9c6c1dc,isolated_layer_vjp,fixedpred,8,256,256,71,4,28723.2465,28728.435516357422,2748411392,3021996032,45.50339317321777,79138820.0,80.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-9861f1004a37f05001a5,s3b-block-6343adee427ef9c6c1dc,stage2_baseline,fixedpred,8,256,256,71,0,17507.0615,17511.9686126709,676238848,763363328,40.447373390197754,17410052.0,80.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-9861f1004a37f05001a5,s3b-block-6343adee427ef9c6c1dc,stage2_baseline,fixedpred,8,256,256,71,1,17600.339500000002,17606.618881225586,1194485248,1325400064,41.63528633117676,17410052.0,80.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-9861f1004a37f05001a5,s3b-block-6343adee427ef9c6c1dc,stage2_baseline,fixedpred,8,256,256,71,2,17689.355000000003,17696.20990753174,1712731648,1889533952,41.94592571258545,17410052.0,80.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-9861f1004a37f05001a5,s3b-block-6343adee427ef9c6c1dc,stage2_baseline,fixedpred,8,256,256,71,3,17853.6115,17860.502243041992,2230978048,2449473536,42.19106483459473,17410052.0,80.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-9861f1004a37f05001a5,s3b-block-6343adee427ef9c6c1dc,stage2_baseline,fixedpred,8,256,256,71,4,17912.4245,17918.06411743164,2749224448,3011510272,41.67107963562012,17410052.0,80.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-ad21ef15989b00cc374c,s3b-block-7e8ea96acc135bafc97b,composite_vjp,fixedpred,8,256,256,72,0,20153.025,20159.92546081543,680973824,771751936,9.57131290435791,79138820.0,10.0,8,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-ad21ef15989b00cc374c,s3b-block-7e8ea96acc135bafc97b,composite_vjp,fixedpred,8,256,256,72,1,20090.332000000002,20093.08910369873,1199220224,1335885824,9.182716369628906,79138820.0,10.0,8,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-ad21ef15989b00cc374c,s3b-block-7e8ea96acc135bafc97b,composite_vjp,fixedpred,8,256,256,72,2,20118.175,20121.235847473145,1717466624,1900019712,9.283354759216309,79138820.0,10.0,8,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-ad21ef15989b00cc374c,s3b-block-7e8ea96acc135bafc97b,composite_vjp,fixedpred,8,256,256,72,3,20105.587,20108.75415802002,2235713024,2466250752,9.315145492553711,79138820.0,10.0,8,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-ad21ef15989b00cc374c,s3b-block-7e8ea96acc135bafc97b,composite_vjp,fixedpred,8,256,256,72,4,20122.739999999998,20125.71907043457,2753959424,3036676096,9.467482566833496,79138820.0,10.0,8,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-9a57d795fe5fec3bb3d8,s3b-block-7e8ea96acc135bafc97b,isolated_layer_vjp,fixedpred,8,256,256,72,0,28772.718999999997,28775.724411010742,675425792,767557632,44.17050838470459,79138820.0,80.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-9a57d795fe5fec3bb3d8,s3b-block-7e8ea96acc135bafc97b,isolated_layer_vjp,fixedpred,8,256,256,72,1,28914.559999999998,28915.80581665039,1193672192,1331691520,44.75996685028076,79138820.0,80.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-9a57d795fe5fec3bb3d8,s3b-block-7e8ea96acc135bafc97b,isolated_layer_vjp,fixedpred,8,256,256,72,2,29035.085,29038.55323791504,1711918592,1893728256,45.18624305725098,79138820.0,80.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-9a57d795fe5fec3bb3d8,s3b-block-7e8ea96acc135bafc97b,isolated_layer_vjp,fixedpred,8,256,256,72,3,28951.909,28955.28221130371,2230164992,2457862144,44.868513107299805,79138820.0,80.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-9a57d795fe5fec3bb3d8,s3b-block-7e8ea96acc135bafc97b,isolated_layer_vjp,fixedpred,8,256,256,72,4,29229.8925,29233.420372009277,2748411392,3021996032,44.694190979003906,79138820.0,80.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-9e3f60132565995bd1d9,s3b-block-7e8ea96acc135bafc97b,stage2_baseline,fixedpred,8,256,256,72,0,17667.8475,17670.334815979004,676238848,763363328,39.82528018951416,17410052.0,80.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-9e3f60132565995bd1d9,s3b-block-7e8ea96acc135bafc97b,stage2_baseline,fixedpred,8,256,256,72,1,17457.455,17464.68162536621,1194485248,1325400064,41.078216552734375,17410052.0,80.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-9e3f60132565995bd1d9,s3b-block-7e8ea96acc135bafc97b,stage2_baseline,fixedpred,8,256,256,72,2,17364.8365,17372.251510620117,1712731648,1889533952,41.401150703430176,17410052.0,80.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-9e3f60132565995bd1d9,s3b-block-7e8ea96acc135bafc97b,stage2_baseline,fixedpred,8,256,256,72,3,17408.338499999998,17415.388107299805,2230978048,2449473536,41.4850549697876,17410052.0,80.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-9e3f60132565995bd1d9,s3b-block-7e8ea96acc135bafc97b,stage2_baseline,fixedpred,8,256,256,72,4,17496.336499999998,17503.324508666992,2749224448,3011510272,41.26039218902588,17410052.0,80.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-b2d3d9040e593a1b9189,s3b-block-79c2b893b57e307e1d01,stage2_baseline,fixedpred,16,64,64,70,0,33818.96950000001,33822.208404541016,241499648,247463936,80.82292938232422,2746884.0,160.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-b2d3d9040e593a1b9189,s3b-block-79c2b893b57e307e1d01,stage2_baseline,fixedpred,16,64,64,70,1,33751.379,33751.047134399414,334038528,339738624,80.81807899475098,2746884.0,160.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-b2d3d9040e593a1b9189,s3b-block-79c2b893b57e307e1d01,stage2_baseline,fixedpred,16,64,64,70,2,33893.9065,33897.5772857666,426577408,432013312,81.77499771118164,2746884.0,160.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-b2d3d9040e593a1b9189,s3b-block-79c2b893b57e307e1d01,stage2_baseline,fixedpred,16,64,64,70,3,34242.825,34256.492614746094,519116288,526385152,80.90053939819336,2746884.0,160.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-b2d3d9040e593a1b9189,s3b-block-79c2b893b57e307e1d01,stage2_baseline,fixedpred,16,64,64,70,4,34249.9355,34253.13758850098,611655168,618659840,80.9154167175293,2746884.0,160.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-cdebb42c7d3609e50fb5,s3b-block-79c2b893b57e307e1d01,composite_vjp,fixedpred,16,64,64,70,0,38270.2995,38273.189544677734,242208256,247463936,10.771408081054688,12870660.0,10.0,16,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-cdebb42c7d3609e50fb5,s3b-block-79c2b893b57e307e1d01,composite_vjp,fixedpred,16,64,64,70,1,38426.335999999996,38431.941986083984,334747136,339738624,10.863168716430664,12870660.0,10.0,16,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-cdebb42c7d3609e50fb5,s3b-block-79c2b893b57e307e1d01,composite_vjp,fixedpred,16,64,64,70,2,39401.7045,39405.6282043457,427286016,432013312,11.044944763183594,12870660.0,10.0,16,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-cdebb42c7d3609e50fb5,s3b-block-79c2b893b57e307e1d01,composite_vjp,fixedpred,16,64,64,70,3,38407.688500000004,38411.2434387207,519824896,524288000,10.866546630859375,12870660.0,10.0,16,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-cdebb42c7d3609e50fb5,s3b-block-79c2b893b57e307e1d01,composite_vjp,fixedpred,16,64,64,70,4,39537.5395,39540.74478149414,612363776,618659840,11.085134506225586,12870660.0,10.0,16,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-6b38ff834b5eb937c364,s3b-block-79c2b893b57e307e1d01,isolated_layer_vjp,fixedpred,16,64,64,70,0,56532.2385,56535.86196899414,241296384,247463936,85.81648254394531,12870660.0,160.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-6b38ff834b5eb937c364,s3b-block-79c2b893b57e307e1d01,isolated_layer_vjp,fixedpred,16,64,64,70,1,56862.8965,56863.63410949707,333835264,339738624,86.23364639282227,12870660.0,160.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-6b38ff834b5eb937c364,s3b-block-79c2b893b57e307e1d01,isolated_layer_vjp,fixedpred,16,64,64,70,2,56998.157999999996,56999.95803833008,426374144,432013312,86.40446281433105,12870660.0,160.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-6b38ff834b5eb937c364,s3b-block-79c2b893b57e307e1d01,isolated_layer_vjp,fixedpred,16,64,64,70,3,56996.808999999994,56999.13024902344,518913024,526385152,85.85553741455078,12870660.0,160.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-6b38ff834b5eb937c364,s3b-block-79c2b893b57e307e1d01,isolated_layer_vjp,fixedpred,16,64,64,70,4,56941.1345,56943.641662597656,611451904,618659840,85.91865730285645,12870660.0,160.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-a6fec96a9df788c05441,s3b-block-89fbb803c6ec0394f3f0,stage2_baseline,fixedpred,16,64,64,71,0,34409.728,34412.574768066406,241499648,247463936,78.84126472473145,2746884.0,160.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-a6fec96a9df788c05441,s3b-block-89fbb803c6ec0394f3f0,stage2_baseline,fixedpred,16,64,64,71,1,34517.515499999994,34520.87593078613,334038528,339738624,79.45260047912598,2746884.0,160.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-a6fec96a9df788c05441,s3b-block-89fbb803c6ec0394f3f0,stage2_baseline,fixedpred,16,64,64,71,2,34705.909,34709.3505859375,426577408,432013312,79.00895500183105,2746884.0,160.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-a6fec96a9df788c05441,s3b-block-89fbb803c6ec0394f3f0,stage2_baseline,fixedpred,16,64,64,71,3,34792.5015,34796.0319519043,519116288,526385152,79.00877952575684,2746884.0,160.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-a6fec96a9df788c05441,s3b-block-89fbb803c6ec0394f3f0,stage2_baseline,fixedpred,16,64,64,71,4,34924.434,34927.846908569336,611655168,618659840,79.40303802490234,2746884.0,160.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-9ce2f8052bbcbc00d2b1,s3b-block-89fbb803c6ec0394f3f0,isolated_layer_vjp,fixedpred,16,64,64,71,0,57294.7835,57298.166275024414,241296384,247463936,87.59210586547852,12870660.0,160.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-9ce2f8052bbcbc00d2b1,s3b-block-89fbb803c6ec0394f3f0,isolated_layer_vjp,fixedpred,16,64,64,71,1,57420.0285,57423.00224304199,333835264,339738624,87.75922584533691,12870660.0,160.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-9ce2f8052bbcbc00d2b1,s3b-block-89fbb803c6ec0394f3f0,isolated_layer_vjp,fixedpred,16,64,64,71,2,56889.401,56892.656326293945,426374144,432013312,87.88335990905762,12870660.0,160.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-9ce2f8052bbcbc00d2b1,s3b-block-89fbb803c6ec0394f3f0,isolated_layer_vjp,fixedpred,16,64,64,71,3,57792.9785,57796.579360961914,518913024,526385152,87.80400085449219,12870660.0,160.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
