model_seed,order,batch_count,median_d,mean_d
0,ABC,3,-0.18150687910961297,-0.1785170961284018
0,BCA,3,-0.15803722508516527,-0.1734365642597205
0,CAB,3,-0.19276567769260614,-0.19297773924106032
0,ACB,3,-0.22932891565550453,-0.23338595688391325
0,CBA,3,-0.19560309972108778,-0.19114418068202718
0,BAC,3,-0.16813415793920178,-0.154069827549413
