model_seed,order,batch_count,median_d,mean_d
1,ABC,3,-0.22102352945320752,-0.2031025316888715
1,BCA,3,-0.17327143122470437,-0.1780795797244934
1,CAB,3,-0.22837583197773578,-0.21100576386340378
1,ACB,3,-0.2164184743646542,-0.20667830945417787
1,CBA,3,-0.1913637540951603,-0.19360452988539648
1,BAC,3,-0.18973574215049815,-0.19146470663832152
