run_id,experiment_id,status,stage,dataset,model,method,eta,inference_steps,model_seed,split_seed,config_sha256,git_commit,torch2pc_commit,run_directory,started_utc,finished_utc,test_evaluated,notes,best_epoch,epochs_completed,model_parameter_count,best_validation_metric,primary_metric,total_training_time_sec,split_files,split_sha256,environment_lock_sha256,mean_epoch_time_sec,median_epoch_time_sec,runtime_device,runtime_device_name,torch_version,hip_version,test_loss,test_accuracy,test_macro_f1,peak_gpu_memory_allocated_bytes,peak_gpu_memory_reserved_bytes
20260713T000801Z-05ca8f96,pilot-fashionmnist-fixedpred-s41-8b85c4b168-6313c899-91107ec7,completed,pilot,FashionMNIST,lenet_classic,fixedpred,0.5,5,41,42,8b85c4b1689141633c0f1b890c215e45ac56920c4a0a0e864e5f2f44ff3eaace,6313c8995a3317de03806ea80576a7f779ee9823,00c6c50ee3540537bbb56ab2b6567b541f42b093,results/runs/pilot-fashionmnist-fixedpred-s41-8b85c4b168-6313c899-91107ec7/20260713T000801Z-05ca8f96,2026-07-13T00:08:01Z,2026-07-13T00:08:13Z,False,,2,3,61706,0.7176766883238678,macro_f1,11.443638601998828,['results/splits/FashionMNIST_train-validation_seed42_subset12000_val0p15.npz'],{'FashionMNIST_train-validation_seed42_subset12000_val0p15.npz': '705a909ed0a7aae4752aca47c7b8fd41601c9a092d68ec55459786341a44eab5'},91107ec7a29950819b7975670fb3108178688e6dc4461075a317ecc1a8681a9d,,,,,,,,,,,
20260713T000818Z-5061dee4,pilot-fashionmnist-fixedpred-s42-214857db66-6313c899-91107ec7,completed,pilot,FashionMNIST,lenet_classic,fixedpred,0.5,5,42,42,214857db6618567c610be5282a5389698fe0432edf03597e4fb9eb3e5c49d6ba,6313c8995a3317de03806ea80576a7f779ee9823,00c6c50ee3540537bbb56ab2b6567b541f42b093,results/runs/pilot-fashionmnist-fixedpred-s42-214857db66-6313c899-91107ec7/20260713T000818Z-5061dee4,2026-07-13T00:08:18Z,2026-07-13T00:08:31Z,False,,3,3,61706,0.7228617328671565,macro_f1,11.48253094699976,['results/splits/FashionMNIST_train-validation_seed42_subset12000_val0p15.npz'],{'FashionMNIST_train-validation_seed42_subset12000_val0p15.npz': '705a909ed0a7aae4752aca47c7b8fd41601c9a092d68ec55459786341a44eab5'},91107ec7a29950819b7975670fb3108178688e6dc4461075a317ecc1a8681a9d,,,,,,,,,,,
20260713T000835Z-00539b50,pilot-fashionmnist-fixedpred-s40-177b9f26c2-6313c899-91107ec7,completed,pilot,FashionMNIST,lenet_classic,fixedpred,0.5,10,40,42,177b9f26c21095f78fed9bc1f808d776dc82c31e80019e62ecc38e91f8848982,6313c8995a3317de03806ea80576a7f779ee9823,00c6c50ee3540537bbb56ab2b6567b541f42b093,results/runs/pilot-fashionmnist-fixedpred-s40-177b9f26c2-6313c899-91107ec7/20260713T000835Z-00539b50,2026-07-13T00:08:35Z,2026-07-13T00:08:49Z,False,,3,3,61706,0.7404444189135349,macro_f1,12.675952884997969,['results/splits/FashionMNIST_train-validation_seed42_subset12000_val0p15.npz'],{'FashionMNIST_train-validation_seed42_subset12000_val0p15.npz': '705a909ed0a7aae4752aca47c7b8fd41601c9a092d68ec55459786341a44eab5'},91107ec7a29950819b7975670fb3108178688e6dc4461075a317ecc1a8681a9d,,,,,,,,,,,
20260713T000853Z-c9a3a004,pilot-fashionmnist-fixedpred-s41-3af340342f-6313c899-91107ec7,completed,pilot,FashionMNIST,lenet_classic,fixedpred,0.5,10,41,42,3af340342f37574793750ceba466ab173590d91ab9ab1547387f391ba7689e77,6313c8995a3317de03806ea80576a7f779ee9823,00c6c50ee3540537bbb56ab2b6567b541f42b093,results/runs/pilot-fashionmnist-fixedpred-s41-3af340342f-6313c899-91107ec7/20260713T000853Z-c9a3a004,2026-07-13T00:08:53Z,2026-07-13T00:09:07Z,False,,3,3,61706,0.7242695185288305,macro_f1,12.679112439003802,['results/splits/FashionMNIST_train-validation_seed42_subset12000_val0p15.npz'],{'FashionMNIST_train-validation_seed42_subset12000_val0p15.npz': '705a909ed0a7aae4752aca47c7b8fd41601c9a092d68ec55459786341a44eab5'},91107ec7a29950819b7975670fb3108178688e6dc4461075a317ecc1a8681a9d,,,,,,,,,,,
20260713T000912Z-a2460b9b,pilot-fashionmnist-fixedpred-s42-8bd62ee0de-6313c899-91107ec7,completed,pilot,FashionMNIST,lenet_classic,fixedpred,0.5,10,42,42,8bd62ee0de225fa15775d2ece0372c1f26c762ab089df54c81129cdc7d10a4d7,6313c8995a3317de03806ea80576a7f779ee9823,00c6c50ee3540537bbb56ab2b6567b541f42b093,results/runs/pilot-fashionmnist-fixedpred-s42-8bd62ee0de-6313c899-91107ec7/20260713T000912Z-a2460b9b,2026-07-13T00:09:12Z,2026-07-13T00:09:26Z,False,,3,3,61706,0.7251045837036072,macro_f1,12.699290278000262,['results/splits/FashionMNIST_train-validation_seed42_subset12000_val0p15.npz'],{'FashionMNIST_train-validation_seed42_subset12000_val0p15.npz': '705a909ed0a7aae4752aca47c7b8fd41601c9a092d68ec55459786341a44eab5'},91107ec7a29950819b7975670fb3108178688e6dc4461075a317ecc1a8681a9d,,,,,,,,,,,
20260713T000930Z-b74ee761,pilot-fashionmnist-fixedpred-s40-54afc67922-6313c899-91107ec7,completed,pilot,FashionMNIST,lenet_classic,fixedpred,1.0,6,40,42,54afc67922eab88ac5b54cae58655d1f8fb6152ef2961e5e6adafb249237cdcd,6313c8995a3317de03806ea80576a7f779ee9823,00c6c50ee3540537bbb56ab2b6567b541f42b093,results/runs/pilot-fashionmnist-fixedpred-s40-54afc67922-6313c899-91107ec7/20260713T000930Z-b74ee761,2026-07-13T00:09:30Z,2026-07-13T00:09:43Z,False,,3,3,61706,0.7404444189135349,macro_f1,11.65518045099816,['results/splits/FashionMNIST_train-validation_seed42_subset12000_val0p15.npz'],{'FashionMNIST_train-validation_seed42_subset12000_val0p15.npz': '705a909ed0a7aae4752aca47c7b8fd41601c9a092d68ec55459786341a44eab5'},91107ec7a29950819b7975670fb3108178688e6dc4461075a317ecc1a8681a9d,,,,,,,,,,,
20260713T000947Z-ae9165c6,pilot-fashionmnist-fixedpred-s41-434f1a49eb-6313c899-91107ec7,completed,pilot,FashionMNIST,lenet_classic,fixedpred,1.0,6,41,42,434f1a49eba2b97b4c43433e00c48654dd3cdda9750354d1f49277340c531b34,6313c8995a3317de03806ea80576a7f779ee9823,00c6c50ee3540537bbb56ab2b6567b541f42b093,results/runs/pilot-fashionmnist-fixedpred-s41-434f1a49eb-6313c899-91107ec7/20260713T000947Z-ae9165c6,2026-07-13T00:09:47Z,2026-07-13T00:10:01Z,False,,3,3,61706,0.7242695185288305,macro_f1,11.75526528499904,['results/splits/FashionMNIST_train-validation_seed42_subset12000_val0p15.npz'],{'FashionMNIST_train-validation_seed42_subset12000_val0p15.npz': '705a909ed0a7aae4752aca47c7b8fd41601c9a092d68ec55459786341a44eab5'},91107ec7a29950819b7975670fb3108178688e6dc4461075a317ecc1a8681a9d,,,,,,,,,,,
20260713T001005Z-2de36449,pilot-fashionmnist-fixedpred-s42-7b5b9f8640-6313c899-91107ec7,completed,pilot,FashionMNIST,lenet_classic,fixedpred,1.0,6,42,42,7b5b9f8640f29875379ead189e17d2be61649ff82d4b3488a82791bfeed16039,6313c8995a3317de03806ea80576a7f779ee9823,00c6c50ee3540537bbb56ab2b6567b541f42b093,results/runs/pilot-fashionmnist-fixedpred-s42-7b5b9f8640-6313c899-91107ec7/20260713T001005Z-2de36449,2026-07-13T00:10:05Z,2026-07-13T00:10:18Z,False,,3,3,61706,0.7251045837036072,macro_f1,11.590796590997343,['results/splits/FashionMNIST_train-validation_seed42_subset12000_val0p15.npz'],{'FashionMNIST_train-validation_seed42_subset12000_val0p15.npz': '705a909ed0a7aae4752aca47c7b8fd41601c9a092d68ec55459786341a44eab5'},91107ec7a29950819b7975670fb3108178688e6dc4461075a317ecc1a8681a9d,,,,,,,,,,,
20260713T001022Z-007ce748,pilot-fashionmnist-strict-s40-92ddd1b41f-6313c899-91107ec7,completed,pilot,FashionMNIST,lenet_classic,strict,0.01,5,40,42,92ddd1b41f23153c44544db37860b199e92dacf5d062b973169b773d672bbb09,6313c8995a3317de03806ea80576a7f779ee9823,00c6c50ee3540537bbb56ab2b6567b541f42b093,results/runs/pilot-fashionmnist-strict-s40-92ddd1b41f-6313c899-91107ec7/20260713T001022Z-007ce748,2026-07-13T00:10:22Z,2026-07-13T00:10:35Z,False,,3,3,61706,0.719533946834458,macro_f1,11.435491915002785,['results/splits/FashionMNIST_train-validation_seed42_subset12000_val0p15.npz'],{'FashionMNIST_train-validation_seed42_subset12000_val0p15.npz': '705a909ed0a7aae4752aca47c7b8fd41601c9a092d68ec55459786341a44eab5'},91107ec7a29950819b7975670fb3108178688e6dc4461075a317ecc1a8681a9d,,,,,,,,,,,
20260713T001039Z-e75460a0,pilot-fashionmnist-strict-s41-6bd4fab67f-6313c899-91107ec7,completed,pilot,FashionMNIST,lenet_classic,strict,0.01,5,41,42,6bd4fab67f9c58efe43e45fb7b7a44fe520fc05c476cbc3624f5dd4ac9488bc9,6313c8995a3317de03806ea80576a7f779ee9823,00c6c50ee3540537bbb56ab2b6567b541f42b093,results/runs/pilot-fashionmnist-strict-s41-6bd4fab67f-6313c899-91107ec7/20260713T001039Z-e75460a0,2026-07-13T00:10:39Z,2026-07-13T00:10:52Z,False,,2,3,61706,0.7027363995741465,macro_f1,11.432358121997822,['results/splits/FashionMNIST_train-validation_seed42_subset12000_val0p15.npz'],{'FashionMNIST_train-validation_seed42_subset12000_val0p15.npz': '705a909ed0a7aae4752aca47c7b8fd41601c9a092d68ec55459786341a44eab5'},91107ec7a29950819b7975670fb3108178688e6dc4461075a317ecc1a8681a9d,,,,,,,,,,,
20260713T001056Z-e0236ede,pilot-fashionmnist-strict-s42-3ac68c0eab-6313c899-91107ec7,completed,pilot,FashionMNIST,lenet_classic,strict,0.01,5,42,42,3ac68c0eab911e6b65a5cb49f549574f43e48d20e9addc0bfe4981588ba088d4,6313c8995a3317de03806ea80576a7f779ee9823,00c6c50ee3540537bbb56ab2b6567b541f42b093,results/runs/pilot-fashionmnist-strict-s42-3ac68c0eab-6313c899-91107ec7/20260713T001056Z-e0236ede,2026-07-13T00:10:56Z,2026-07-13T00:11:09Z,False,,3,3,61706,0.697841574077823,macro_f1,11.474195296003018,['results/splits/FashionMNIST_train-validation_seed42_subset12000_val0p15.npz'],{'FashionMNIST_train-validation_seed42_subset12000_val0p15.npz': '705a909ed0a7aae4752aca47c7b8fd41601c9a092d68ec55459786341a44eab5'},91107ec7a29950819b7975670fb3108178688e6dc4461075a317ecc1a8681a9d,,,,,,,,,,,
20260713T001114Z-dd8c6abb,pilot-fashionmnist-strict-s40-032a43b2db-6313c899-91107ec7,completed,pilot,FashionMNIST,lenet_classic,strict,0.01,20,40,42,032a43b2dbb79fb094063be35b5ca4821a4a96acb847c5e9db7748fdfa67b464,6313c8995a3317de03806ea80576a7f779ee9823,00c6c50ee3540537bbb56ab2b6567b541f42b093,results/runs/pilot-fashionmnist-strict-s40-032a43b2db-6313c899-91107ec7/20260713T001114Z-dd8c6abb,2026-07-13T00:11:14Z,2026-07-13T00:11:31Z,False,,3,3,61706,0.733576624351161,macro_f1,16.032876699002372,['results/splits/FashionMNIST_train-validation_seed42_subset12000_val0p15.npz'],{'FashionMNIST_train-validation_seed42_subset12000_val0p15.npz': '705a909ed0a7aae4752aca47c7b8fd41601c9a092d68ec55459786341a44eab5'},91107ec7a29950819b7975670fb3108178688e6dc4461075a317ecc1a8681a9d,,,,,,,,,,,
20260713T001135Z-f93820ae,pilot-fashionmnist-strict-s41-eb59f00639-6313c899-91107ec7,completed,pilot,FashionMNIST,lenet_classic,strict,0.01,20,41,42,eb59f006395965dcbe2561d79dba98f894395c06ec3ca27f23ff81fa1c19b714,6313c8995a3317de03806ea80576a7f779ee9823,00c6c50ee3540537bbb56ab2b6567b541f42b093,results/runs/pilot-fashionmnist-strict-s41-eb59f00639-6313c899-91107ec7/20260713T001135Z-f93820ae,2026-07-13T00:11:35Z,2026-07-13T00:11:53Z,False,,2,3,61706,0.7084881977599854,macro_f1,15.949367734996486,['results/splits/FashionMNIST_train-validation_seed42_subset12000_val0p15.npz'],{'FashionMNIST_train-validation_seed42_subset12000_val0p15.npz': '705a909ed0a7aae4752aca47c7b8fd41601c9a092d68ec55459786341a44eab5'},91107ec7a29950819b7975670fb3108178688e6dc4461075a317ecc1a8681a9d,,,,,,,,,,,
20260713T001157Z-de5aa33f,pilot-fashionmnist-strict-s42-0bce958ade-6313c899-91107ec7,completed,pilot,FashionMNIST,lenet_classic,strict,0.01,20,42,42,0bce958adeb23fa93445c020da9436d6c1119a9ba1d43e3c57861bfd85afd927,6313c8995a3317de03806ea80576a7f779ee9823,00c6c50ee3540537bbb56ab2b6567b541f42b093,results/runs/pilot-fashionmnist-strict-s42-0bce958ade-6313c899-91107ec7/20260713T001157Z-de5aa33f,2026-07-13T00:11:57Z,2026-07-13T00:12:15Z,False,,3,3,61706,0.71074557460524,macro_f1,15.97417635200327,['results/splits/FashionMNIST_train-validation_seed42_subset12000_val0p15.npz'],{'FashionMNIST_train-validation_seed42_subset12000_val0p15.npz': '705a909ed0a7aae4752aca47c7b8fd41601c9a092d68ec55459786341a44eab5'},91107ec7a29950819b7975670fb3108178688e6dc4461075a317ecc1a8681a9d,,,,,,,,,,,
20260713T001219Z-722ff6d5,pilot-fashionmnist-strict-s40-0709fa2f90-6313c899-91107ec7,completed,pilot,FashionMNIST,lenet_classic,strict,0.05,10,40,42,0709fa2f901c844324c8577c1e50f4ad78cd820891a8efdede2c2dcce1ad5ffa,6313c8995a3317de03806ea80576a7f779ee9823,00c6c50ee3540537bbb56ab2b6567b541f42b093,results/runs/pilot-fashionmnist-strict-s40-0709fa2f90-6313c899-91107ec7/20260713T001219Z-722ff6d5,2026-07-13T00:12:19Z,2026-07-13T00:12:33Z,False,,3,3,61706,0.7282598553670725,macro_f1,12.946052828003303,['results/splits/FashionMNIST_train-validation_seed42_subset12000_val0p15.npz'],{'FashionMNIST_train-validation_seed42_subset12000_val0p15.npz': '705a909ed0a7aae4752aca47c7b8fd41601c9a092d68ec55459786341a44eab5'},91107ec7a29950819b7975670fb3108178688e6dc4461075a317ecc1a8681a9d,,,,,,,,,,,
20260713T001237Z-5a84df0f,pilot-fashionmnist-strict-s41-a3a5c5ecdb-6313c899-91107ec7,completed,pilot,FashionMNIST,lenet_classic,strict,0.05,10,41,42,a3a5c5ecdba8724556bbd562a9bc955355baf67cad7a39ccefe9865826d43758,6313c8995a3317de03806ea80576a7f779ee9823,00c6c50ee3540537bbb56ab2b6567b541f42b093,results/runs/pilot-fashionmnist-strict-s41-a3a5c5ecdb-6313c899-91107ec7/20260713T001237Z-5a84df0f,2026-07-13T00:12:37Z,2026-07-13T00:12:52Z,False,,3,3,61706,0.7269515356306206,macro_f1,13.01556196599995,['results/splits/FashionMNIST_train-validation_seed42_subset12000_val0p15.npz'],{'FashionMNIST_train-validation_seed42_subset12000_val0p15.npz': '705a909ed0a7aae4752aca47c7b8fd41601c9a092d68ec55459786341a44eab5'},91107ec7a29950819b7975670fb3108178688e6dc4461075a317ecc1a8681a9d,,,,,,,,,,,
20260713T001256Z-83b52926,pilot-fashionmnist-strict-s42-f22239eceb-6313c899-91107ec7,completed,pilot,FashionMNIST,lenet_classic,strict,0.05,10,42,42,f22239eceba8bb96c07f484911a0fb4a992e413cc175e21afa6d8c8622f45494,6313c8995a3317de03806ea80576a7f779ee9823,00c6c50ee3540537bbb56ab2b6567b541f42b093,results/runs/pilot-fashionmnist-strict-s42-f22239eceb-6313c899-91107ec7/20260713T001256Z-83b52926,2026-07-13T00:12:56Z,2026-07-13T00:13:11Z,False,,3,3,61706,0.7184404661065702,macro_f1,12.919656990998192,['results/splits/FashionMNIST_train-validation_seed42_subset12000_val0p15.npz'],{'FashionMNIST_train-validation_seed42_subset12000_val0p15.npz': '705a909ed0a7aae4752aca47c7b8fd41601c9a092d68ec55459786341a44eab5'},91107ec7a29950819b7975670fb3108178688e6dc4461075a317ecc1a8681a9d,,,,,,,,,,,
20260713T001315Z-cd4c42ab,pilot-fashionmnist-strict-s40-f1374ecc2d-6313c899-91107ec7,completed,pilot,FashionMNIST,lenet_classic,strict,0.05,20,40,42,f1374ecc2d9b783f532c5df1ff92e97b9c2346c70c041fcfbd7f05aaccbe3dab,6313c8995a3317de03806ea80576a7f779ee9823,00c6c50ee3540537bbb56ab2b6567b541f42b093,results/runs/pilot-fashionmnist-strict-s40-f1374ecc2d-6313c899-91107ec7/20260713T001315Z-cd4c42ab,2026-07-13T00:13:15Z,2026-07-13T00:13:32Z,False,,3,3,61706,0.7437618417954217,macro_f1,15.97581282000101,['results/splits/FashionMNIST_train-validation_seed42_subset12000_val0p15.npz'],{'FashionMNIST_train-validation_seed42_subset12000_val0p15.npz': '705a909ed0a7aae4752aca47c7b8fd41601c9a092d68ec55459786341a44eab5'},91107ec7a29950819b7975670fb3108178688e6dc4461075a317ecc1a8681a9d,,,,,,,,,,,
20260713T001337Z-1d297dbb,pilot-fashionmnist-strict-s41-5b5e478dcd-6313c899-91107ec7,completed,pilot,FashionMNIST,lenet_classic,strict,0.05,20,41,42,5b5e478dcd4d75f4055da3f5b30ce84cb4cf16a7b27e4a1eabae0247087271e0,6313c8995a3317de03806ea80576a7f779ee9823,00c6c50ee3540537bbb56ab2b6567b541f42b093,results/runs/pilot-fashionmnist-strict-s41-5b5e478dcd-6313c899-91107ec7/20260713T001337Z-1d297dbb,2026-07-13T00:13:37Z,2026-07-13T00:13:54Z,False,,3,3,61706,0.729335955136724,macro_f1,15.897049361003155,['results/splits/FashionMNIST_train-validation_seed42_subset12000_val0p15.npz'],{'FashionMNIST_train-validation_seed42_subset12000_val0p15.npz': '705a909ed0a7aae4752aca47c7b8fd41601c9a092d68ec55459786341a44eab5'},91107ec7a29950819b7975670fb3108178688e6dc4461075a317ecc1a8681a9d,,,,,,,,,,,
20260713T001358Z-bcdfe64a,pilot-fashionmnist-strict-s42-26a573b5d1-6313c899-91107ec7,completed,pilot,FashionMNIST,lenet_classic,strict,0.05,20,42,42,26a573b5d1a3607da55e115686b278c7789fcb4d7099e3d827dd1dd5a34ac6ee,6313c8995a3317de03806ea80576a7f779ee9823,00c6c50ee3540537bbb56ab2b6567b541f42b093,results/runs/pilot-fashionmnist-strict-s42-26a573b5d1-6313c899-91107ec7/20260713T001358Z-bcdfe64a,2026-07-13T00:13:58Z,2026-07-13T00:14:16Z,False,,3,3,61706,0.7250021883555089,macro_f1,15.93655580399718,['results/splits/FashionMNIST_train-validation_seed42_subset12000_val0p15.npz'],{'FashionMNIST_train-validation_seed42_subset12000_val0p15.npz': '705a909ed0a7aae4752aca47c7b8fd41601c9a092d68ec55459786341a44eab5'},91107ec7a29950819b7975670fb3108178688e6dc4461075a317ecc1a8681a9d,,,,,,,,,,,
20260713T001420Z-424779cb,pilot-fashionmnist-strict-s40-5c504ab80f-6313c899-91107ec7,completed,pilot,FashionMNIST,lenet_classic,strict,0.1,10,40,42,5c504ab80ff1bed2bb6f80078db820b5307dbd3da94e5b95f74a7a850e581229,6313c8995a3317de03806ea80576a7f779ee9823,00c6c50ee3540537bbb56ab2b6567b541f42b093,results/runs/pilot-fashionmnist-strict-s40-5c504ab80f-6313c899-91107ec7/20260713T001420Z-424779cb,2026-07-13T00:14:20Z,2026-07-13T00:14:34Z,False,,3,3,61706,0.742337349633975,macro_f1,12.947866543996497,['results/splits/FashionMNIST_train-validation_seed42_subset12000_val0p15.npz'],{'FashionMNIST_train-validation_seed42_subset12000_val0p15.npz': '705a909ed0a7aae4752aca47c7b8fd41601c9a092d68ec55459786341a44eab5'},91107ec7a29950819b7975670fb3108178688e6dc4461075a317ecc1a8681a9d,,,,,,,,,,,
20260713T001438Z-0cc47828,pilot-fashionmnist-strict-s41-a5f40c89ed-6313c899-91107ec7,completed,pilot,FashionMNIST,lenet_classic,strict,0.1,10,41,42,a5f40c89ed0af05faa43b6f671d614bfbcbebe9ade8e140abe9a81b8d85ded2f,6313c8995a3317de03806ea80576a7f779ee9823,00c6c50ee3540537bbb56ab2b6567b541f42b093,results/runs/pilot-fashionmnist-strict-s41-a5f40c89ed-6313c899-91107ec7/20260713T001438Z-0cc47828,2026-07-13T00:14:38Z,2026-07-13T00:14:53Z,False,,3,3,61706,0.728039422207674,macro_f1,13.017476541997894,['results/splits/FashionMNIST_train-validation_seed42_subset12000_val0p15.npz'],{'FashionMNIST_train-validation_seed42_subset12000_val0p15.npz': '705a909ed0a7aae4752aca47c7b8fd41601c9a092d68ec55459786341a44eab5'},91107ec7a29950819b7975670fb3108178688e6dc4461075a317ecc1a8681a9d,,,,,,,,,,,
20260713T001457Z-ea7bd090,pilot-fashionmnist-strict-s42-036d1017cf-6313c899-91107ec7,completed,pilot,FashionMNIST,lenet_classic,strict,0.1,10,42,42,036d1017cf9ddc9d0bf386b9b255419b694ae1031f90e0b6c4f50e1b6d7420ad,6313c8995a3317de03806ea80576a7f779ee9823,00c6c50ee3540537bbb56ab2b6567b541f42b093,results/runs/pilot-fashionmnist-strict-s42-036d1017cf-6313c899-91107ec7/20260713T001457Z-ea7bd090,2026-07-13T00:14:57Z,2026-07-13T00:15:12Z,False,,3,3,61706,0.7248736841046921,macro_f1,12.955149678000453,['results/splits/FashionMNIST_train-validation_seed42_subset12000_val0p15.npz'],{'FashionMNIST_train-validation_seed42_subset12000_val0p15.npz': '705a909ed0a7aae4752aca47c7b8fd41601c9a092d68ec55459786341a44eab5'},91107ec7a29950819b7975670fb3108178688e6dc4461075a317ecc1a8681a9d,,,,,,,,,,,
20260713T001516Z-666438cd,pilot-fashionmnist-strict-s40-74ea0a1291-6313c899-91107ec7,completed,pilot,FashionMNIST,lenet_classic,strict,0.1,20,40,42,74ea0a1291f1aff39a5ad57044c46ce4aaf2e4acdc0c67314d491bce17b22537,6313c8995a3317de03806ea80576a7f779ee9823,00c6c50ee3540537bbb56ab2b6567b541f42b093,results/runs/pilot-fashionmnist-strict-s40-74ea0a1291-6313c899-91107ec7/20260713T001516Z-666438cd,2026-07-13T00:15:16Z,2026-07-13T00:15:33Z,False,,3,3,61706,0.74252934113221,macro_f1,15.89808373100459,['results/splits/FashionMNIST_train-validation_seed42_subset12000_val0p15.npz'],{'FashionMNIST_train-validation_seed42_subset12000_val0p15.npz': '705a909ed0a7aae4752aca47c7b8fd41601c9a092d68ec55459786341a44eab5'},91107ec7a29950819b7975670fb3108178688e6dc4461075a317ecc1a8681a9d,,,,,,,,,,,
20260713T001537Z-8bc409f1,pilot-fashionmnist-strict-s41-f374c7898c-6313c899-91107ec7,completed,pilot,FashionMNIST,lenet_classic,strict,0.1,20,41,42,f374c7898c8c697442b2b993cdd0e8bf8763237f6020f34a4b28db0cb564ec05,6313c8995a3317de03806ea80576a7f779ee9823,00c6c50ee3540537bbb56ab2b6567b541f42b093,results/runs/pilot-fashionmnist-strict-s41-f374c7898c-6313c899-91107ec7/20260713T001537Z-8bc409f1,2026-07-13T00:15:37Z,2026-07-13T00:15:55Z,False,,3,3,61706,0.7265789817348569,macro_f1,15.910222709004302,['results/splits/FashionMNIST_train-validation_seed42_subset12000_val0p15.npz'],{'FashionMNIST_train-validation_seed42_subset12000_val0p15.npz': '705a909ed0a7aae4752aca47c7b8fd41601c9a092d68ec55459786341a44eab5'},91107ec7a29950819b7975670fb3108178688e6dc4461075a317ecc1a8681a9d,,,,,,,,,,,
20260713T001559Z-44ad7743,pilot-fashionmnist-strict-s42-e7a4cfa5a3-6313c899-91107ec7,completed,pilot,FashionMNIST,lenet_classic,strict,0.1,20,42,42,e7a4cfa5a37a50c297d05a1b8f0e810350af61a67062bf6c3d92ca5486ae3bc4,6313c8995a3317de03806ea80576a7f779ee9823,00c6c50ee3540537bbb56ab2b6567b541f42b093,results/runs/pilot-fashionmnist-strict-s42-e7a4cfa5a3-6313c899-91107ec7/20260713T001559Z-44ad7743,2026-07-13T00:15:59Z,2026-07-13T00:16:17Z,False,,3,3,61706,0.72193748438154,macro_f1,16.085154271000647,['results/splits/FashionMNIST_train-validation_seed42_subset12000_val0p15.npz'],{'FashionMNIST_train-validation_seed42_subset12000_val0p15.npz': '705a909ed0a7aae4752aca47c7b8fd41601c9a092d68ec55459786341a44eab5'},91107ec7a29950819b7975670fb3108178688e6dc4461075a317ecc1a8681a9d,,,,,,,,,,,
20260713T001621Z-33e419c2,pilot-mnist-bp-s40-ebf918a3b7-6313c899-91107ec7,completed,pilot,MNIST,lenet_classic,bp,,,40,42,ebf918a3b72badcaa02986f0a961eb2b2dd772dca6f4985e94503201ee00b0ba,6313c8995a3317de03806ea80576a7f779ee9823,00c6c50ee3540537bbb56ab2b6567b541f42b093,results/runs/pilot-mnist-bp-s40-ebf918a3b7-6313c899-91107ec7/20260713T001621Z-33e419c2,2026-07-13T00:16:21Z,2026-07-13T00:16:32Z,False,,3,3,61706,0.8953675336595289,macro_f1,9.882708571003604,['results/splits/MNIST_train-validation_seed42_subset12000_val0p15.npz'],{'MNIST_train-validation_seed42_subset12000_val0p15.npz': '6c6f8748f1003f079bd425b2470544c76c376537ce3707985c06ed85755279f4'},91107ec7a29950819b7975670fb3108178688e6dc4461075a317ecc1a8681a9d,,,,,,,,,,,
20260713T001637Z-bf400007,pilot-mnist-bp-s41-458a61413b-6313c899-91107ec7,completed,pilot,MNIST,lenet_classic,bp,,,41,42,458a61413b7b33ae1863a8fb0658767ee24d11981f34a7de9ec7f07473e0e0b5,6313c8995a3317de03806ea80576a7f779ee9823,00c6c50ee3540537bbb56ab2b6567b541f42b093,results/runs/pilot-mnist-bp-s41-458a61413b-6313c899-91107ec7/20260713T001637Z-bf400007,2026-07-13T00:16:37Z,2026-07-13T00:16:48Z,False,,3,3,61706,0.9011806161171059,macro_f1,9.831521015996259,['results/splits/MNIST_train-validation_seed42_subset12000_val0p15.npz'],{'MNIST_train-validation_seed42_subset12000_val0p15.npz': '6c6f8748f1003f079bd425b2470544c76c376537ce3707985c06ed85755279f4'},91107ec7a29950819b7975670fb3108178688e6dc4461075a317ecc1a8681a9d,,,,,,,,,,,
20260713T001652Z-2ec2513d,pilot-mnist-bp-s42-02a399c1c1-6313c899-91107ec7,completed,pilot,MNIST,lenet_classic,bp,,,42,42,02a399c1c10a677a8a8dc7274ecb59864f77547e39a03ece3c2029c86953b0d2,6313c8995a3317de03806ea80576a7f779ee9823,00c6c50ee3540537bbb56ab2b6567b541f42b093,results/runs/pilot-mnist-bp-s42-02a399c1c1-6313c899-91107ec7/20260713T001652Z-2ec2513d,2026-07-13T00:16:52Z,2026-07-13T00:17:03Z,False,,3,3,61706,0.8976090481088924,macro_f1,9.847879384997213,['results/splits/MNIST_train-validation_seed42_subset12000_val0p15.npz'],{'MNIST_train-validation_seed42_subset12000_val0p15.npz': '6c6f8748f1003f079bd425b2470544c76c376537ce3707985c06ed85755279f4'},91107ec7a29950819b7975670fb3108178688e6dc4461075a317ecc1a8681a9d,,,,,,,,,,,
