cell_id,method,depth,width,batch_size,model_seed,region,record_count,host_time_mean_us,host_time_median_us,host_time_p95_us,device_time_mean_us,device_time_median_us,device_time_p95_us,peak_allocated_max_bytes,peak_reserved_max_bytes,vjp_calls_total,synchronization_points_total,saved_tensor_bytes_mean,saved_tensor_bytes_max,actual_inference_steps_total,actual_inference_steps_max,non_finite_events_total
s3b-cell-5a67e39fe839340be72c,fixedpred,4,256,256,72,local_state_vjp,250,9795.053204,9870.704,10339.388,8894.878268957138,8989.498026669025,9426.21098458767,1657725440,1866465280,10000,20000,0.0,0,0,0,0
s3b-cell-5a67e39fe839340be72c,fixedpred,4,256,256,72,optimizer_step,250,191.526556,188.7,211.714,170.34483170509338,167.5885021686554,189.23400342464447,1648371712,1866465280,0,500,0.0,0,0,0,0
s3b-cell-5a67e39fe839340be72c,fixedpred,4,256,256,72,parameter_vjp,250,1409.95542,1399.6755,1513.778,1362.3809795379639,1356.6460013389587,1461.6539478302002,1648885248,1866465280,1000,500,2375680.0,2375680,0,0,0
s3b-cell-5a67e39fe839340be72c,fixedpred,4,256,256,72,state_inference,250,26964.029548,26942.0815,27852.048,26921.380531311035,26917.84381866455,27803.903579711914,1651038720,1866465280,10000,500,3713024.0,3713024,2500,10,0
s3b-cell-63179122db9cdee93f07,strict,4,256,256,72,initial_forward,250,801.3806239999999,795.0015000000001,855.933,758.7339522838593,752.9080212116241,807.0380091667175,3558449152,3839885312,250,500,2932740.0,2932740,0,0,0
s3b-cell-63179122db9cdee93f07,strict,4,256,256,72,local_state_vjp,250,14055.33218,13962.742999999999,14583.617,12653.0914529562,12567.999988794327,13131.901025772095,3562722816,3841982464,15000,30000,0.0,0,0,0,0
s3b-cell-63179122db9cdee93f07,strict,4,256,256,72,optimizer_step,250,191.73917600000001,190.0525,207.636,170.5402516722679,169.17899996042252,184.40499901771545,3560969216,3841982464,0,500,0.0,0,0,0,0
s3b-cell-63179122db9cdee93f07,strict,4,256,256,72,parameter_vjp,250,1406.66538,1389.8765,1510.782,1357.2549586296082,1346.971035003662,1445.8340406417847,3561482752,3841982464,1000,500,2375680.0,2375680,0,0,0
s3b-cell-63179122db9cdee93f07,strict,4,256,256,72,state_inference,250,57055.31454,56466.532,58767.412,56981.95545959473,56415.75241088867,58739.84909057617,3561464320,3841982464,20000,500,37355600.0,37355600,5000,20,0
s3b-cell-e0bc0376258ac2e5c28b,fixedpred,8,64,64,70,initial_forward,250,1168.084288,1168.9,1185.894,1123.351004600525,1124.08047914505,1140.4449939727783,472054784,476053504,250,500,536580.0,536580,0,0,0
s3b-cell-e0bc0376258ac2e5c28b,fixedpred,8,64,64,70,local_state_vjp,250,18502.250448,18435.7675,19504.087,16604.364233620465,16566.059559583664,17604.436993598938,473044480,476053504,20000,40000,0.0,0,0,0,0
s3b-cell-e0bc0376258ac2e5c28b,fixedpred,8,64,64,70,optimizer_step,250,203.44477600000002,201.42950000000002,214.697,179.95955610275269,178.05850505828857,191.5840059518814,472028672,476053504,0,500,0.0,0,0,0,0
s3b-cell-e0bc0376258ac2e5c28b,fixedpred,8,64,64,70,parameter_vjp,250,2633.184768,2619.873,2678.52,2587.754955291748,2575.32000541687,2633.500099182129,472058368,476053504,2000,500,430080.0,430080,0,0,0
s3b-cell-e0bc0376258ac2e5c28b,fixedpred,8,64,64,70,state_inference,250,52478.57882,52134.955,52979.418,52447.63375854492,52102.853775024414,52955.87921142578,472643072,476053504,20000,500,731648.0,731648,2500,10,0
s3b-cell-89c720c1076140957bec,strict,8,64,64,70,initial_forward,250,1144.712444,1139.5535,1180.496,1100.4900479316711,1095.5235362052917,1135.9119415283203,606029312,608174080,250,500,536580.0,536580,0,0,0
s3b-cell-89c720c1076140957bec,strict,8,64,64,70,local_state_vjp,250,33098.228448,32769.2055,33867.219,29848.03998631239,29528.02999317646,30632.668048143387,606621184,608174080,35000,70000,0.0,0,0,0,0
s3b-cell-89c720c1076140957bec,strict,8,64,64,70,optimizer_step,250,202.816632,197.1155,223.064,179.67110019922256,174.30450022220612,200.44399797916412,606382080,608174080,0,500,0.0,0,0,0,0
s3b-cell-89c720c1076140957bec,strict,8,64,64,70,parameter_vjp,250,2588.608896,2568.57,2656.721,2542.425883293152,2524.0670442581177,2606.8170070648193,606411776,608174080,2000,500,430080.0,430080,0,0,0
s3b-cell-89c720c1076140957bec,strict,8,64,64,70,state_inference,250,118640.557692,117221.3345,125181.673,118605.14865112305,117163.2194519043,125152.83966064453,606257664,608174080,40000,500,6389840.0,6389840,5000,20,0
s3b-cell-5fed455a3089d948b4f1,fixedpred,8,64,64,71,initial_forward,250,1211.835344,1195.5665,1306.258,1167.1579360961914,1151.6335010528564,1260.3460550308228,472054784,476053504,250,500,536580.0,536580,0,0,0
s3b-cell-5fed455a3089d948b4f1,fixedpred,8,64,64,71,local_state_vjp,250,19164.896524,19066.5515,20586.393,17244.578066714108,17131.475031375885,18628.13699245453,473044480,476053504,20000,40000,0.0,0,0,0,0
s3b-cell-5fed455a3089d948b4f1,fixedpred,8,64,64,71,optimizer_step,250,211.53992000000002,204.029,248.362,187.2742684483528,180.4250031709671,211.20500564575195,472028672,476053504,0,500,0.0,0,0,0,0
s3b-cell-5fed455a3089d948b4f1,fixedpred,8,64,64,71,parameter_vjp,250,2729.126772,2684.794,2959.573,2679.2405433654785,2638.1179094314575,2915.6219959259033,472058368,476053504,2000,500,430080.0,430080,0,0,0
s3b-cell-5fed455a3089d948b4f1,fixedpred,8,64,64,71,state_inference,250,54044.392572,53225.6695,55775.888,54005.65458679199,53194.31114196777,55749.86267089844,472643072,476053504,20000,500,731648.0,731648,2500,10,0
s3b-cell-2877665c56f406f5c858,strict,8,64,64,71,initial_forward,250,1177.488828,1164.3775,1252.756,1131.3632283210754,1118.7089681625366,1205.9619426727295,606029312,608174080,250,500,536580.0,536580,0,0,0
s3b-cell-2877665c56f406f5c858,strict,8,64,64,71,local_state_vjp,250,34874.303027999995,34196.3285,37334.954,31380.45701020956,30765.762999653816,33594.15704011917,606621184,608174080,35000,70000,0.0,0,0,0,0
s3b-cell-2877665c56f406f5c858,strict,8,64,64,71,optimizer_step,250,217.489736,215.6065,250.767,193.82372790575027,191.88600033521652,226.95399820804596,606382080,608174080,0,500,0.0,0,0,0,0
s3b-cell-2877665c56f406f5c858,strict,8,64,64,71,parameter_vjp,250,2701.786308,2663.9395,2888.537,2647.4833478927612,2614.96901512146,2838.8960361480713,606411776,608174080,2000,500,430080.0,430080,0,0,0
s3b-cell-2877665c56f406f5c858,strict,8,64,64,71,state_inference,250,132853.40495999999,131274.561,139572.67,132773.9373779297,131233.22296142578,139294.58618164062,606257664,608174080,40000,500,6389840.0,6389840,5000,20,0
s3b-cell-a51b928dab4bbb6039c0,fixedpred,8,64,64,72,initial_forward,250,1209.251784,1183.2035,1363.064,1162.6742253303528,1138.2434964179993,1312.3149871826172,472054784,476053504,250,500,536580.0,536580,0,0,0
s3b-cell-a51b928dab4bbb6039c0,fixedpred,8,64,64,72,local_state_vjp,250,19006.344308,18866.324500000002,20238.389,17062.43772276491,16960.884526371956,18248.5239058733,473044480,476053504,20000,40000,0.0,0,0,0,0
s3b-cell-a51b928dab4bbb6039c0,fixedpred,8,64,64,72,optimizer_step,250,213.09516399999998,206.114,242.002,189.10595202445984,182.06700682640076,217.80599653720856,472028672,476053504,0,500,0.0,0,0,0,0
s3b-cell-a51b928dab4bbb6039c0,fixedpred,8,64,64,72,parameter_vjp,250,2704.139832,2658.807,2968.77,2646.5695476531982,2607.9105138778687,2877.286911010742,472058368,476053504,2000,500,430080.0,430080,0,0,0
s3b-cell-a51b928dab4bbb6039c0,fixedpred,8,64,64,72,state_inference,250,54274.013968,53512.21,56682.588,54228.9588470459,53477.20146179199,56656.978607177734,472643072,476053504,20000,500,731648.0,731648,2500,10,0
s3b-cell-ceb0d61c38aee2a30063,strict,8,64,64,72,initial_forward,250,1178.6876000000002,1164.9085,1268.613,1133.32146692276,1119.5729970932007,1225.9900569915771,606029312,608174080,250,500,536580.0,536580,0,0,0
s3b-cell-ceb0d61c38aee2a30063,strict,8,64,64,72,local_state_vjp,250,34751.11728,34342.850000000006,36086.375,31319.05209940672,30948.353573679924,32505.794063210487,606621184,608174080,35000,70000,0.0,0,0,0,0
s3b-cell-ceb0d61c38aee2a30063,strict,8,64,64,72,optimizer_step,250,217.201388,215.668,238.116,192.8231880068779,191.33200496435165,214.77699279785156,606382080,608174080,0,500,0.0,0,0,0,0
s3b-cell-ceb0d61c38aee2a30063,strict,8,64,64,72,parameter_vjp,250,2683.4336639999997,2661.958,2830.025,2630.00172996521,2609.81547832489,2785.4371070861816,606411776,608174080,2000,500,430080.0,430080,0,0,0
s3b-cell-ceb0d61c38aee2a30063,strict,8,64,64,72,state_inference,250,129057.656384,128106.85449999999,134766.787,128988.7515258789,128045.95947265625,134731.33850097656,606257664,608174080,40000,500,6389840.0,6389840,5000,20,0
s3b-cell-be1aa2eb735f5f40182d,fixedpred,8,64,256,70,initial_forward,250,1207.1702,1184.909,1333.488,1162.7451186180115,1141.0160064697266,1283.8339805603027,809601536,836763648,250,500,1843716.0,1843716,0,0,0
s3b-cell-be1aa2eb735f5f40182d,fixedpred,8,64,256,70,local_state_vjp,250,19095.680964000003,18878.2595,21100.937,17222.470053106546,16998.852498829365,19065.541967749596,813558784,838860800,20000,40000,0.0,0,0,0,0
s3b-cell-be1aa2eb735f5f40182d,fixedpred,8,64,256,70,optimizer_step,250,215.90666000000002,211.24099999999999,243.797,191.6150799393654,187.8724992275238,218.57799589633942,808580096,838860800,0,500,0.0,0,0,0,0
s3b-cell-be1aa2eb735f5f40182d,fixedpred,8,64,256,70,parameter_vjp,250,2735.859692,2690.612,2994.426,2683.9959869384766,2645.777463912964,2951.383113861084,808756736,838860800,2000,500,1720320.0,1720320,0,0,0
s3b-cell-be1aa2eb735f5f40182d,fixedpred,8,64,256,70,state_inference,250,53952.670664,52963.254499999995,58122.107,53913.18344116211,52940.229415893555,57922.733306884766,811954688,838860800,20000,500,2021888.0,2021888,2500,10,0
s3b-cell-df4b3f986e32adbed3f5,strict,8,64,256,70,initial_forward,250,1218.911288,1203.0565000000001,1300.237,1174.2357816696167,1159.2184901237488,1257.7470541000366,1339066880,1371537408,250,500,1843716.0,1843716,0,0,0
s3b-cell-df4b3f986e32adbed3f5,strict,8,64,256,70,local_state_vjp,250,34792.134328,34420.348,36137.753,31303.45530486107,30932.46655166149,32565.11102616787,1341429760,1371537408,35000,70000,0.0,0,0,0,0
s3b-cell-df4b3f986e32adbed3f5,strict,8,64,256,70,optimizer_step,250,222.00304,221.3545,246.202,197.32560813426971,196.87799364328384,222.28799760341644,1339560960,1371537408,0,500,0.0,0,0,0,0
s3b-cell-df4b3f986e32adbed3f5,strict,8,64,256,70,parameter_vjp,250,2715.2230839999997,2685.9505,2915.017,2666.2550687789917,2640.4190063476562,2865.2329444885254,1339737600,1371537408,2000,500,1720320.0,1720320,0,0,0
s3b-cell-df4b3f986e32adbed3f5,strict,8,64,256,70,state_inference,250,132231.600788,131322.17599999998,136855.092,132146.4873046875,131295.0439453125,136594.6502685547,1339977216,1371537408,40000,500,19507280.0,19507280,5000,20,0
s3b-cell-91d30594e7126b4b2565,fixedpred,8,64,256,71,initial_forward,250,1227.3263319999999,1206.1055000000001,1340.668,1182.4961643218994,1161.7414951324463,1295.8500385284424,809601536,836763648,250,500,1843716.0,1843716,0,0,0
s3b-cell-91d30594e7126b4b2565,fixedpred,8,64,256,71,local_state_vjp,250,19516.75142,19319.088499999998,21466.426,17568.593709513545,17380.728498101234,19365.895062685013,813558784,838860800,20000,40000,0.0,0,0,0,0
s3b-cell-91d30594e7126b4b2565,fixedpred,8,64,256,71,optimizer_step,250,213.142288,206.127,246.724,189.27908390760422,182.6690062880516,216.77899360656738,808580096,838860800,0,500,0.0,0,0,0,0
s3b-cell-91d30594e7126b4b2565,fixedpred,8,64,256,71,parameter_vjp,250,2768.49296,2706.1620000000003,3079.554,2715.575758934021,2662.105441093445,3019.9179649353027,808756736,838860800,2000,500,1720320.0,1720320,0,0,0
s3b-cell-91d30594e7126b4b2565,fixedpred,8,64,256,71,state_inference,250,54710.274692,53634.591,59177.095,54658.18553161621,53598.50883483887,59151.29852294922,811954688,838860800,20000,500,2021888.0,2021888,2500,10,0
s3b-cell-059559950c5dc73cd542,strict,8,64,256,71,initial_forward,250,1187.995,1173.808,1260.118,1142.9776797294617,1129.7889947891235,1214.9629592895508,1339066880,1371537408,250,500,1843716.0,1843716,0,0,0
s3b-cell-059559950c5dc73cd542,strict,8,64,256,71,local_state_vjp,250,34688.116532,34235.224,36471.711,31211.231630682945,30761.60006225109,33025.0459164381,1341429760,1371537408,35000,70000,0.0,0,0,0,0
s3b-cell-059559950c5dc73cd542,strict,8,64,256,71,optimizer_step,250,216.560932,213.96699999999998,240.603,192.5502200126648,190.01899659633636,216.29899740219116,1339560960,1371537408,0,500,0.0,0,0,0,0
s3b-cell-059559950c5dc73cd542,strict,8,64,256,71,parameter_vjp,250,2684.50298,2659.433,2831.402,2635.1161499023438,2613.4960651397705,2781.6739082336426,1339737600,1371537408,2000,500,1720320.0,1720320,0,0,0
s3b-cell-059559950c5dc73cd542,strict,8,64,256,71,state_inference,250,132532.078512,131886.648,136476.457,132458.60983276367,131792.9458618164,136451.7822265625,1339977216,1371537408,40000,500,19507280.0,19507280,5000,20,0
s3b-cell-a54d2b30d39e1b6f1b5f,fixedpred,8,64,256,72,initial_forward,250,1194.95854,1181.153,1307.852,1151.0129699707031,1138.2009983062744,1263.4270191192627,809601536,836763648,250,500,1843716.0,1843716,0,0,0
s3b-cell-a54d2b30d39e1b6f1b5f,fixedpred,8,64,256,72,local_state_vjp,250,19114.864515999998,18967.125500000002,20261.170000000002,17214.559736952186,17099.957548081875,18364.945963025093,813558784,838860800,20000,40000,0.0,0,0,0,0
s3b-cell-a54d2b30d39e1b6f1b5f,fixedpred,8,64,256,72,optimizer_step,250,209.863256,206.113,232.918,186.69347214698792,183.33449959754944,208.41899514198303,808580096,838860800,0,500,0.0,0,0,0,0
s3b-cell-a54d2b30d39e1b6f1b5f,fixedpred,8,64,256,72,parameter_vjp,250,2711.654264,2663.8435,3041.673,2660.4975929260254,2617.356538772583,2948.270082473755,808756736,838860800,2000,500,1720320.0,1720320,0,0,0
s3b-cell-a54d2b30d39e1b6f1b5f,fixedpred,8,64,256,72,state_inference,250,53569.277364,52975.7745,56437.882,53531.73361206055,52929.91256713867,56414.47067260742,811954688,838860800,20000,500,2021888.0,2021888,2500,10,0
s3b-cell-de5cebbf64a3dc8a9a9a,strict,8,64,256,72,initial_forward,250,1195.67094,1173.8870000000002,1327.861,1152.38556432724,1131.3040256500244,1285.1779460906982,1339066880,1371537408,250,500,1843716.0,1843716,0,0,0
s3b-cell-de5cebbf64a3dc8a9a9a,strict,8,64,256,72,local_state_vjp,250,34074.86628,33760.273,35255.308,30833.33279031515,30539.45456445217,31899.233177304268,1341429760,1371537408,35000,70000,0.0,0,0,0,0
s3b-cell-de5cebbf64a3dc8a9a9a,strict,8,64,256,72,optimizer_step,250,207.65806,204.77100000000002,231.256,185.10262387990952,181.0694932937622,208.90900492668152,1339560960,1371537408,0,500,0.0,0,0,0,0
s3b-cell-de5cebbf64a3dc8a9a9a,strict,8,64,256,72,parameter_vjp,250,2686.516452,2653.3325,2890.976,2638.7965688705444,2611.116051673889,2826.314926147461,1339737600,1371537408,2000,500,1720320.0,1720320,0,0,0
s3b-cell-de5cebbf64a3dc8a9a9a,strict,8,64,256,72,state_inference,250,126289.87648800001,125428.629,130389.929,126239.18682861328,125382.0915222168,130362.3046875,1339977216,1371537408,40000,500,19507280.0,19507280,5000,20,0
s3b-cell-3dc4e0d2aca0453ad673,fixedpred,8,256,64,70,initial_forward,250,1251.4387120000001,1221.5230000000001,1407.373,1206.085654258728,1177.2800087928772,1358.4100008010864,2057049088,2126512128,250,500,2706948.0,2706948,0,0,0
s3b-cell-3dc4e0d2aca0453ad673,fixedpred,8,256,64,70,local_state_vjp,250,19283.067724,19058.055999999997,20947.748,17348.523180939257,17111.206501722336,18961.001992225647,2059169280,2126512128,20000,40000,0.0,0,0,0,0
s3b-cell-3dc4e0d2aca0453ad673,fixedpred,8,256,64,70,optimizer_step,250,212.841332,205.53750000000002,248.429,190.0006638765335,182.375006377697,224.72000122070312,2058717696,2126512128,0,500,0.0,0,0,0,0
s3b-cell-3dc4e0d2aca0453ad673,fixedpred,8,256,64,70,parameter_vjp,250,2733.543032,2691.4845,3028.42,2679.19033908844,2642.0904397964478,2971.4388847351074,2058838016,2126512128,2000,500,1118208.0,1118208,0,0,0
s3b-cell-3dc4e0d2aca0453ad673,fixedpred,8,256,64,70,state_inference,250,54297.615176,53169.3435,58652.775,54245.870056152344,53124.603271484375,58460.50262451172,2057588224,2126512128,20000,500,3504128.0,3504128,2500,10,0
s3b-cell-093204359b826a93d0c9,strict,8,256,64,70,initial_forward,250,1180.929716,1164.467,1284.814,1136.8138060569763,1120.4015016555786,1240.6519651412964,2539465216,2608857088,250,500,2706948.0,2706948,0,0,0
s3b-cell-093204359b826a93d0c9,strict,8,256,64,70,local_state_vjp,250,34231.015328,33629.0755,37771.651,30922.188999831676,30329.179480671883,33912.233993411064,2541187584,2608857088,35000,70000,0.0,0,0,0,0
s3b-cell-093204359b826a93d0c9,strict,8,256,64,70,optimizer_step,250,210.173676,203.4995,232.769,188.27633625268936,181.79000169038773,210.05000174045563,2542495744,2608857088,0,500,0.0,0,0,0,0
s3b-cell-093204359b826a93d0c9,strict,8,256,64,70,parameter_vjp,250,2663.413376,2605.7255,3073.487,2611.3303260803223,2562.0484352111816,2914.8550033569336,2542616064,2608857088,2000,500,1118208.0,1118208,0,0,0
s3b-cell-093204359b826a93d0c9,strict,8,256,64,70,state_inference,250,123986.760612,122099.12849999999,133029.454,123938.57061767578,122074.70321655273,132904.51049804688,2540824064,2608857088,40000,500,48814160.0,48814160,5000,20,0
s3b-cell-8830653b4bb31288ee7a,fixedpred,8,256,64,71,initial_forward,250,1212.1787960000001,1182.708,1419.74,1168.7029404640198,1140.2125358581543,1371.2730407714844,2057049088,2126512128,250,500,2706948.0,2706948,0,0,0
s3b-cell-8830653b4bb31288ee7a,fixedpred,8,256,64,71,local_state_vjp,250,19437.497216,19129.137,21538.393,17497.712433613837,17228.882484138012,19535.381004214287,2059169280,2126512128,20000,40000,0.0,0,0,0,0
s3b-cell-8830653b4bb31288ee7a,fixedpred,8,256,64,71,optimizer_step,250,209.994644,204.2055,234.503,187.79257583618164,182.48050659894943,209.51999723911285,2058717696,2126512128,0,500,0.0,0,0,0,0
s3b-cell-8830653b4bb31288ee7a,fixedpred,8,256,64,71,parameter_vjp,250,2765.901284,2691.661,3176.186,2706.877314567566,2643.772006034851,3085.6668949127197,2058838016,2126512128,2000,500,1118208.0,1118208,0,0,0
s3b-cell-8830653b4bb31288ee7a,fixedpred,8,256,64,71,state_inference,250,55055.604144000004,53555.6695,64631.498,55012.33854675293,53494.991302490234,64604.1259765625,2057588224,2126512128,20000,500,3504128.0,3504128,2500,10,0
s3b-cell-22ef3d7c9db487cbaf96,strict,8,256,64,71,initial_forward,250,1200.2583359999999,1181.161,1297.921,1155.5645580291748,1136.2539529800415,1254.7039985656738,2539465216,2608857088,250,500,2706948.0,2706948,0,0,0
s3b-cell-22ef3d7c9db487cbaf96,strict,8,256,64,71,local_state_vjp,250,34843.974991999996,34074.998,38073.931,31350.991485595703,30638.36246728897,34273.804023861885,2541187584,2608857088,35000,70000,0.0,0,0,0,0
s3b-cell-22ef3d7c9db487cbaf96,strict,8,256,64,71,optimizer_step,250,220.973252,217.28050000000002,274.749,198.24825578927994,195.07550448179245,240.87099730968475,2542495744,2608857088,0,500,0.0,0,0,0,0
s3b-cell-22ef3d7c9db487cbaf96,strict,8,256,64,71,parameter_vjp,250,2704.71592,2655.571,3027.067,2648.4447059631348,2609.3149185180664,2939.1210079193115,2542616064,2608857088,2000,500,1118208.0,1118208,0,0,0
s3b-cell-22ef3d7c9db487cbaf96,strict,8,256,64,71,state_inference,250,130852.66468799999,128537.9035,142511.959,130763.31253051758,128477.33306884766,142485.19897460938,2540824064,2608857088,40000,500,48814160.0,48814160,5000,20,0
s3b-cell-4f8f8dff1f2c0878c8ef,fixedpred,8,256,64,72,initial_forward,250,1187.5086680000002,1184.248,1220.848,1143.4997997283936,1140.5900120735168,1175.7949590682983,2057049088,2126512128,250,500,2706948.0,2706948,0,0,0
s3b-cell-4f8f8dff1f2c0878c8ef,fixedpred,8,256,64,72,local_state_vjp,250,18488.115348,18386.135499999997,19418.23,16655.205660946667,16617.309533059597,17636.07196509838,2059169280,2126512128,20000,40000,0.0,0,0,0,0
s3b-cell-4f8f8dff1f2c0878c8ef,fixedpred,8,256,64,72,optimizer_step,250,207.731312,204.9075,226.077,187.0504921078682,183.78600478172302,205.07100224494934,2058717696,2126512128,0,500,0.0,0,0,0,0
s3b-cell-4f8f8dff1f2c0878c8ef,fixedpred,8,256,64,72,parameter_vjp,250,2665.7327400000004,2649.3165,2740.369,2622.939079284668,2608.57093334198,2696.7320442199707,2058838016,2126512128,2000,500,1118208.0,1118208,0,0,0
s3b-cell-4f8f8dff1f2c0878c8ef,fixedpred,8,256,64,72,state_inference,250,52012.20418,51511.5855,52930.351,51982.960876464844,51481.14585876465,52904.39224243164,2057588224,2126512128,20000,500,3504128.0,3504128,2500,10,0
s3b-cell-86cd3026ae79765129a8,strict,8,256,64,72,initial_forward,250,1175.801432,1173.2685000000001,1201.13,1131.8720083236694,1129.5459866523743,1154.4870138168335,2539465216,2608857088,250,500,2706948.0,2706948,0,0,0
s3b-cell-86cd3026ae79765129a8,strict,8,256,64,72,local_state_vjp,250,33586.979384000006,33376.236999999994,33924.075,30246.799456357956,30040.737003087997,30520.041048526764,2541187584,2608857088,35000,70000,0.0,0,0,0,0
s3b-cell-86cd3026ae79765129a8,strict,8,256,64,72,optimizer_step,250,209.26691200000002,202.789,229.805,187.09554368257523,180.70600181818008,207.1709930896759,2542495744,2608857088,0,500,0.0,0,0,0,0
s3b-cell-86cd3026ae79765129a8,strict,8,256,64,72,parameter_vjp,250,2646.584992,2641.625,2671.039,2602.3865547180176,2599.863886833191,2628.9238929748535,2542616064,2608857088,2000,500,1118208.0,1118208,0,0,0
s3b-cell-86cd3026ae79765129a8,strict,8,256,64,72,state_inference,250,128251.130536,127377.6625,130750.476,128206.38436889648,127348.65951538086,130726.51672363281,2540824064,2608857088,40000,500,48814160.0,48814160,5000,20,0
s3b-cell-dcb9287922268d05fa17,fixedpred,8,256,256,70,initial_forward,250,1192.8420919999999,1190.4070000000002,1210.209,1148.8087968826294,1145.796000957489,1167.7860021591187,2762203648,3013607424,250,500,6078468.0,6078468,0,0,0
s3b-cell-dcb9287922268d05fa17,fixedpred,8,256,256,70,local_state_vjp,250,18687.641328,18638.752999999997,19618.721,16813.06260700524,16803.530521690845,17761.734023690224,2770682880,3015704576,20000,40000,0.0,0,0,0,0
s3b-cell-dcb9287922268d05fa17,fixedpred,8,256,256,70,optimizer_step,250,204.647256,202.2975,213.464,183.43601965904236,181.33600056171417,192.59099662303925,2761697280,3015704576,0,500,0.0,0,0,0,0
s3b-cell-dcb9287922268d05fa17,fixedpred,8,256,256,70,parameter_vjp,250,2655.953728,2643.7955,2690.85,2611.6017751693726,2599.459409713745,2648.624897003174,2762210816,3015704576,2000,500,4472832.0,4472832,0,0,0
s3b-cell-dcb9287922268d05fa17,fixedpred,8,256,256,70,state_inference,250,53179.32602,52788.16,53529.959,53153.15493774414,52764.52827453613,53506.84356689453,2764360192,3015704576,20000,500,6858752.0,6858752,2500,10,0
s3b-cell-79ae0a48fb524c64c1e5,strict,8,256,256,70,initial_forward,250,1169.2327919999998,1161.858,1226.07,1126.4251780509949,1119.2125082015991,1179.3780326843262,4669353472,4926210048,250,500,6078468.0,6078468,0,0,0
s3b-cell-79ae0a48fb524c64c1e5,strict,8,256,256,70,local_state_vjp,250,33744.872152,33289.427500000005,34998.671,30409.239302635193,29993.37351322174,31645.591005682945,4676238336,4926210048,35000,70000,0.0,0,0,0,0
s3b-cell-79ae0a48fb524c64c1e5,strict,8,256,256,70,optimizer_step,250,205.43580799999998,200.7095,222.932,183.0374640226364,178.1414970755577,201.22100412845612,4674294784,4926210048,0,500,0.0,0,0,0,0
s3b-cell-79ae0a48fb524c64c1e5,strict,8,256,256,70,parameter_vjp,250,2639.873296,2617.437,2774.859,2596.827054977417,2575.5975246429443,2731.548070907593,4674808320,4926210048,2000,500,4472832.0,4472832,0,0,0
s3b-cell-79ae0a48fb524c64c1e5,strict,8,256,256,70,state_inference,250,132192.916736,131713.1,135528.247,132151.5171508789,131687.12615966797,135410.3546142578,4674785792,4926210048,40000,500,100270160.0,100270160,5000,20,0
s3b-cell-9861f1004a37f05001a5,fixedpred,8,256,256,71,initial_forward,250,1181.604516,1173.4560000000001,1239.707,1140.5724086761475,1132.6979994773865,1193.3480501174927,2762203648,3013607424,250,500,6078468.0,6078468,0,0,0
s3b-cell-9861f1004a37f05001a5,fixedpred,8,256,256,71,local_state_vjp,250,18534.715944,18497.237999999998,19412.166,16718.366369493306,16685.47747284174,17657.34699368477,2770682880,3015704576,20000,40000,0.0,0,0,0,0
s3b-cell-9861f1004a37f05001a5,fixedpred,8,256,256,71,optimizer_step,250,201.676856,199.417,214.636,181.12488800287247,179.00150269269943,195.02200186252594,2761697280,3015704576,0,500,0.0,0,0,0,0
s3b-cell-9861f1004a37f05001a5,fixedpred,8,256,256,71,parameter_vjp,250,2639.228284,2616.517,2806.001,2596.2701206207275,2573.3929872512817,2765.4190063476562,2762210816,3015704576,2000,500,4472832.0,4472832,0,0,0
s3b-cell-9861f1004a37f05001a5,fixedpred,8,256,256,71,state_inference,250,52566.858124,52100.381,53520.694,52538.24263000488,52069.25964355469,53496.62399291992,2764360192,3015704576,20000,500,6858752.0,6858752,2500,10,0
s3b-cell-c4b71a2b963d162682d1,strict,8,256,256,71,initial_forward,250,1174.752076,1163.1770000000001,1218.186,1132.3967781066895,1120.778501033783,1175.4690408706665,4669353472,4926210048,250,500,6078468.0,6078468,0,0,0
s3b-cell-c4b71a2b963d162682d1,strict,8,256,256,71,local_state_vjp,250,33778.68172,33440.2305,34486.445,30486.665261030197,30178.84849011898,31083.347901701927,4676238336,4926210048,35000,70000,0.0,0,0,0,0
s3b-cell-c4b71a2b963d162682d1,strict,8,256,256,71,optimizer_step,250,204.68271600000003,200.485,226.539,182.94094389677048,178.09650301933289,206.0520052909851,4674294784,4926210048,0,500,0.0,0,0,0,0
s3b-cell-c4b71a2b963d162682d1,strict,8,256,256,71,parameter_vjp,250,2648.55468,2629.172,2771.105,2600.3101625442505,2586.475610733032,2724.8120307922363,4674808320,4926210048,2000,500,4472832.0,4472832,0,0,0
s3b-cell-c4b71a2b963d162682d1,strict,8,256,256,71,state_inference,250,126425.207492,125065.4065,132875.442,126389.12780761719,125039.85595703125,132847.2442626953,4674785792,4926210048,40000,500,100270160.0,100270160,5000,20,0
s3b-cell-9e3f60132565995bd1d9,fixedpred,8,256,256,72,initial_forward,250,1212.587068,1201.8609999999999,1269.594,1169.0017867088318,1159.1989994049072,1225.1900434494019,2762203648,3013607424,250,500,6078468.0,6078468,0,0,0
s3b-cell-9e3f60132565995bd1d9,fixedpred,8,256,256,72,local_state_vjp,250,18830.316272,18780.955,19753.648,16963.59721314907,16935.024991631508,17899.582013487816,2770682880,3015704576,20000,40000,0.0,0,0,0,0
s3b-cell-9e3f60132565995bd1d9,fixedpred,8,256,256,72,optimizer_step,250,204.58592000000002,202.0325,213.665,183.17190432548523,181.01650476455688,192.5719976425171,2761697280,3015704576,0,500,0.0,0,0,0,0
