cell_id,method,depth,width,batch_size,model_seed,region,record_count,host_time_mean_us,host_time_median_us,host_time_p95_us,device_time_mean_us,device_time_median_us,device_time_p95_us,peak_allocated_max_bytes,peak_reserved_max_bytes,vjp_calls_total,synchronization_points_total,saved_tensor_bytes_mean,saved_tensor_bytes_max,actual_inference_steps_total,actual_inference_steps_max,non_finite_events_total
s3b-cell-9e3f60132565995bd1d9,fixedpred,8,256,256,72,parameter_vjp,250,2683.31406,2662.8575,2790.134,2635.7488985061646,2620.1860904693604,2729.3620109558105,2762210816,3015704576,2000,500,4472832.0,4472832,0,0,0
s3b-cell-9e3f60132565995bd1d9,fixedpred,8,256,256,72,state_inference,250,53528.37118,53085.7705,53880.783,53496.15852355957,53061.76567077637,53847.44644165039,2764360192,3015704576,20000,500,6858752.0,6858752,2500,10,0
s3b-cell-d92c6a311e19e1536851,strict,8,256,256,72,initial_forward,250,1199.318984,1186.8785,1282.178,1156.7496509552002,1144.0250277519226,1239.1409873962402,4669353472,4926210048,250,500,6078468.0,6078468,0,0,0
s3b-cell-d92c6a311e19e1536851,strict,8,256,256,72,local_state_vjp,250,34211.051092,33852.156,35607.201,30848.772305190563,30471.194483339787,32217.584043741226,4676238336,4926210048,35000,70000,0.0,0,0,0,0
s3b-cell-d92c6a311e19e1536851,strict,8,256,256,72,optimizer_step,250,206.853444,202.153,228.152,184.8400877714157,180.1915019750595,203.92200350761414,4674294784,4926210048,0,500,0.0,0,0,0,0
s3b-cell-d92c6a311e19e1536851,strict,8,256,256,72,parameter_vjp,250,2693.56482,2665.218,2846.541,2644.214460372925,2622.0779418945312,2798.5949516296387,4674808320,4926210048,2000,500,4472832.0,4472832,0,0,0
s3b-cell-d92c6a311e19e1536851,strict,8,256,256,72,state_inference,250,129184.665596,129095.1745,133968.906,129142.54379272461,129023.35357666016,133945.29724121094,4674785792,4926210048,40000,500,100270160.0,100270160,5000,20,0
s3b-cell-b2d3d9040e593a1b9189,fixedpred,16,64,64,70,initial_forward,250,1954.5688400000001,1934.7955000000002,2079.89,1907.8406691551208,1888.6019587516785,2035.8281135559082,613739520,618659840,250,500,929796.0,929796,0,0,0
s3b-cell-b2d3d9040e593a1b9189,fixedpred,16,64,64,70,local_state_vjp,250,38383.561488,38097.0435,40952.623,34593.08929557353,34303.41447889805,37214.920952916145,613942784,618659840,40000,80000,0.0,0,0,0,0
s3b-cell-b2d3d9040e593a1b9189,fixedpred,16,64,64,70,optimizer_step,250,238.460656,231.173,267.597,214.72011923789978,207.8769952058792,243.02199482917786,613717504,618659840,0,500,0.0,0,0,0,0
s3b-cell-b2d3d9040e593a1b9189,fixedpred,16,64,64,70,parameter_vjp,250,5226.84698,5181.7365,5437.973,5176.701427459717,5134.175062179565,5394.359111785889,613747200,618659840,4000,500,692224.0,692224,0,0,0
s3b-cell-b2d3d9040e593a1b9189,fixedpred,16,64,64,70,state_inference,250,108712.947312,106507.38,114270.252,108669.17330932617,106476.49765014648,114243.1411743164,614327808,618659840,40000,500,1124864.0,1124864,2500,10,0
s3b-cell-5b3707ef790c24fc8ba0,strict,16,64,64,70,initial_forward,250,1917.113328,1905.0655,2013.305,1872.1576442718506,1860.1040244102478,1968.1799411773682,747714048,750780416,250,500,929796.0,929796,0,0,0
s3b-cell-5b3707ef790c24fc8ba0,strict,16,64,64,70,local_state_vjp,250,73011.041796,72865.0935,75260.931,65888.6344974637,65791.39840602875,68056.33495748043,747926016,750780416,75000,150000,0.0,0,0,0,0
s3b-cell-5b3707ef790c24fc8ba0,strict,16,64,64,70,optimizer_step,250,228.931904,225.322,252.829,205.90020442008972,201.8970027565956,228.7220060825348,748070912,750780416,0,500,0.0,0,0,0,0
s3b-cell-5b3707ef790c24fc8ba0,strict,16,64,64,70,parameter_vjp,250,5146.848592,5123.4645,5358.926,5087.011339187622,5067.752361297607,5313.294887542725,748100608,750780416,4000,500,692224.0,692224,0,0,0
s3b-cell-5b3707ef790c24fc8ba0,strict,16,64,64,70,state_inference,250,264521.309944,262583.721,277008.698,264479.8826904297,262557.1594238281,276979.2785644531,747942400,750780416,80000,500,14254160.0,14254160,5000,20,0
s3b-cell-a6fec96a9df788c05441,fixedpred,16,64,64,71,initial_forward,250,1950.373084,1935.9295,2068.942,1905.6433458328247,1892.291009426117,2023.8618850708008,613739520,618659840,250,500,929796.0,929796,0,0,0
s3b-cell-a6fec96a9df788c05441,fixedpred,16,64,64,71,local_state_vjp,250,37984.725984,37722.608,40374.926,34336.89998397976,34071.52800261974,36729.993999004364,613942784,618659840,40000,80000,0.0,0,0,0,0
s3b-cell-a6fec96a9df788c05441,fixedpred,16,64,64,71,optimizer_step,250,230.42760800000002,224.561,251.877,207.613960146904,201.90700143575668,229.21299934387207,613717504,618659840,0,500,0.0,0,0,0,0
s3b-cell-a6fec96a9df788c05441,fixedpred,16,64,64,71,parameter_vjp,250,5194.841596,5160.892,5419.392,5144.917779922485,5112.829923629761,5338.768005371094,613747200,618659840,4000,500,692224.0,692224,0,0,0
s3b-cell-a6fec96a9df788c05441,fixedpred,16,64,64,71,state_inference,250,106335.761168,104450.9815,110291.038,106302.71301269531,104425.07934570312,110265.12145996094,614327808,618659840,40000,500,1124864.0,1124864,2500,10,0
s3b-cell-3526641c00f635786d92,strict,16,64,64,71,initial_forward,250,1909.823492,1893.209,2027.554,1865.5432796478271,1849.9354720115662,1983.201026916504,747714048,750780416,250,500,929796.0,929796,0,0,0
s3b-cell-3526641c00f635786d92,strict,16,64,64,71,local_state_vjp,250,72296.62022400001,72046.29149999999,75534.171,65328.984465539455,65105.258129537106,67992.42602288723,747926016,750780416,75000,150000,0.0,0,0,0,0
s3b-cell-3526641c00f635786d92,strict,16,64,64,71,optimizer_step,250,233.428056,227.762,259.331,210.14120411872864,204.44200187921524,234.8330020904541,748070912,750780416,0,500,0.0,0,0,0,0
s3b-cell-3526641c00f635786d92,strict,16,64,64,71,parameter_vjp,250,5094.078519999999,5054.928,5331.778,5044.42827796936,5010.521650314331,5273.7298011779785,748100608,750780416,4000,500,692224.0,692224,0,0,0
s3b-cell-3526641c00f635786d92,strict,16,64,64,71,state_inference,250,258311.113484,255067.452,278456.204,258260.26879882812,255039.7720336914,278413.9099121094,747942400,750780416,80000,500,14254160.0,14254160,5000,20,0
s3b-cell-508f373b9303293746d5,fixedpred,16,64,64,72,initial_forward,250,1898.303788,1885.355,2020.291,1854.6808338165283,1840.8515453338623,1973.8930463790894,613739520,618659840,250,500,929796.0,929796,0,0,0
s3b-cell-508f373b9303293746d5,fixedpred,16,64,64,72,local_state_vjp,250,38107.450708,37780.989,40259.565,34473.67457253486,34173.67049306631,36661.3929271698,613942784,618659840,40000,80000,0.0,0,0,0,0
s3b-cell-508f373b9303293746d5,fixedpred,16,64,64,72,optimizer_step,250,231.400716,225.88799999999998,250.956,208.15313589572906,202.84750312566757,227.30299830436707,613717504,618659840,0,500,0.0,0,0,0,0
s3b-cell-508f373b9303293746d5,fixedpred,16,64,64,72,parameter_vjp,250,5117.867864,5082.005999999999,5329.415,5068.872394561768,5037.558078765869,5254.1608810424805,613747200,618659840,4000,500,692224.0,692224,0,0,0
s3b-cell-508f373b9303293746d5,fixedpred,16,64,64,72,state_inference,250,106537.643308,104411.839,109972.594,106506.0979309082,104379.11605834961,109945.4574584961,614327808,618659840,40000,500,1124864.0,1124864,2500,10,0
s3b-cell-56eda47b625a0cc66420,strict,16,64,64,72,initial_forward,250,1953.752588,1937.6945,2050.478,1909.2122650146484,1893.0010199546814,2006.0219764709473,747714048,750780416,250,500,929796.0,929796,0,0,0
s3b-cell-56eda47b625a0cc66420,strict,16,64,64,72,local_state_vjp,250,73328.897692,73236.15950000001,75032.847,66197.0687623024,66112.88551986217,67800.35012960434,747926016,750780416,75000,150000,0.0,0,0,0,0
s3b-cell-56eda47b625a0cc66420,strict,16,64,64,72,optimizer_step,250,235.636084,228.639,263.97,211.7565158009529,205.43750375509262,240.2929961681366,748070912,750780416,0,500,0.0,0,0,0,0
s3b-cell-56eda47b625a0cc66420,strict,16,64,64,72,parameter_vjp,250,5148.208808,5126.1805,5317.253,5099.846080780029,5081.74204826355,5274.158954620361,748100608,750780416,4000,500,692224.0,692224,0,0,0
s3b-cell-56eda47b625a0cc66420,strict,16,64,64,72,state_inference,250,268925.526876,267191.302,277073.535,268875.4519042969,267157.33337402344,277048.6145019531,747942400,750780416,80000,500,14254160.0,14254160,5000,20,0
s3b-cell-28e8ed144e5feea10881,fixedpred,16,64,256,70,initial_forward,250,1967.621208,1946.879,2112.97,1924.9349436759949,1904.2595028877258,2061.0620975494385,1091271168,1119879168,250,500,3023364.0,3023364,0,0,0
s3b-cell-28e8ed144e5feea10881,fixedpred,16,64,256,70,local_state_vjp,250,38011.630912,37746.5255,40148.867,34321.2821656093,34060.74953824282,36497.85806238651,1092084224,1119879168,40000,80000,0.0,0,0,0,0
s3b-cell-28e8ed144e5feea10881,fixedpred,16,64,256,70,optimizer_step,250,233.80374799999998,227.584,258.944,210.40235257148743,204.76850122213364,235.70500314235687,1089860608,1119879168,0,500,0.0,0,0,0,0
s3b-cell-28e8ed144e5feea10881,fixedpred,16,64,256,70,parameter_vjp,250,5181.85454,5151.987,5381.913,5135.317499160767,5108.334541320801,5332.035064697266,1090037248,1119879168,4000,500,2768896.0,2768896,0,0,0
s3b-cell-28e8ed144e5feea10881,fixedpred,16,64,256,70,state_inference,250,107426.58744,105401.8545,110091.316,107392.22637939453,105377.91442871094,110068.12286376953,1093624320,1119879168,40000,500,3201536.0,3201536,2500,10,0
s3b-cell-a433ce60d2636cdd48ce,strict,16,64,256,70,initial_forward,250,1951.0490479999999,1933.8015,2072.756,1908.5646262168884,1891.1789655685425,2023.8900184631348,1620736512,1652555776,250,500,3023364.0,3023364,0,0,0
s3b-cell-a433ce60d2636cdd48ce,strict,16,64,256,70,local_state_vjp,250,72476.855908,72171.98000000001,75194.783,65360.59202456474,65062.812991440296,67888.40188086033,1621581312,1652555776,75000,150000,0.0,0,0,0,0
s3b-cell-a433ce60d2636cdd48ce,strict,16,64,256,70,optimizer_step,250,233.853516,228.9645,256.879,209.92486000061035,204.95650172233582,237.11399734020233,1620841472,1652555776,0,500,0.0,0,0,0,0
s3b-cell-a433ce60d2636cdd48ce,strict,16,64,256,70,parameter_vjp,250,5147.8495,5111.9490000000005,5380.354,5097.730564117432,5065.896987915039,5322.508811950684,1621018112,1652555776,4000,500,2768896.0,2768896,0,0,0
s3b-cell-a433ce60d2636cdd48ce,strict,16,64,256,70,state_inference,250,265686.524872,264746.821,280313.076,265641.9274902344,264709.7930908203,280290.9851074219,1621646848,1652555776,80000,500,43100240.0,43100240,5000,20,0
s3b-cell-3f51c4975e701d839c64,fixedpred,16,64,256,71,initial_forward,250,1956.19366,1930.2675,2119.859,1912.6360278129578,1887.5719904899597,2072.1309185028076,1091271168,1119879168,250,500,3023364.0,3023364,0,0,0
s3b-cell-3f51c4975e701d839c64,fixedpred,16,64,256,71,local_state_vjp,250,38340.623692,38075.76149999999,40660.02,34607.54555593431,34323.581993579865,36781.978979706764,1092084224,1119879168,40000,80000,0.0,0,0,0,0
s3b-cell-3f51c4975e701d839c64,fixedpred,16,64,256,71,optimizer_step,250,234.875024,228.54149999999998,264.341,211.13692826032639,205.25500178337097,241.91200733184814,1089860608,1119879168,0,500,0.0,0,0,0,0
s3b-cell-3f51c4975e701d839c64,fixedpred,16,64,256,71,parameter_vjp,250,5219.451139999999,5171.489,5529.56,5169.876132965088,5123.721361160278,5478.905200958252,1090037248,1119879168,4000,500,2768896.0,2768896,0,0,0
s3b-cell-3f51c4975e701d839c64,fixedpred,16,64,256,71,state_inference,250,108397.944816,105867.1465,118026.861,108355.96762084961,105830.9097290039,117765.31982421875,1093624320,1119879168,40000,500,3201536.0,3201536,2500,10,0
s3b-cell-03c7dbfcbf55a03996ca,strict,16,64,256,71,initial_forward,250,1989.68318,1975.4695000000002,2106.396,1946.4028897285461,1932.014524936676,2064.4099712371826,1620736512,1652555776,250,500,3023364.0,3023364,0,0,0
s3b-cell-03c7dbfcbf55a03996ca,strict,16,64,256,71,local_state_vjp,250,73648.409544,73524.171,75701.042,66477.65159410238,66370.93785405159,68380.3310841322,1621581312,1652555776,75000,150000,0.0,0,0,0,0
s3b-cell-03c7dbfcbf55a03996ca,strict,16,64,256,71,optimizer_step,250,236.66758,229.933,264.849,212.83432394266129,206.26400411128998,240.4399961233139,1620841472,1652555776,0,500,0.0,0,0,0,0
s3b-cell-03c7dbfcbf55a03996ca,strict,16,64,256,71,parameter_vjp,250,5187.266064,5147.705,5460.557,5134.507083892822,5098.995208740234,5416.956901550293,1621018112,1652555776,4000,500,2768896.0,2768896,0,0,0
s3b-cell-03c7dbfcbf55a03996ca,strict,16,64,256,71,state_inference,250,269400.184344,267677.35250000004,278595.974,269351.0903930664,267648.7579345703,278571.8994140625,1621646848,1652555776,80000,500,43100240.0,43100240,5000,20,0
s3b-cell-ebafaef077603ac63e5d,fixedpred,16,64,256,72,initial_forward,250,2019.13654,1999.1635,2180.202,1975.256323814392,1956.2374949455261,2132.1990489959717,1091271168,1119879168,250,500,3023364.0,3023364,0,0,0
s3b-cell-ebafaef077603ac63e5d,fixedpred,16,64,256,72,local_state_vjp,250,38786.000256,38494.6915,41149.821,35015.582469940186,34709.501057863235,37318.80494952202,1092084224,1119879168,40000,80000,0.0,0,0,0,0
s3b-cell-ebafaef077603ac63e5d,fixedpred,16,64,256,72,optimizer_step,250,237.50477600000002,231.455,266.602,213.35880821943283,207.58800208568573,242.7690029144287,1089860608,1119879168,0,500,0.0,0,0,0,0
s3b-cell-ebafaef077603ac63e5d,fixedpred,16,64,256,72,parameter_vjp,250,5283.308056,5239.779,5552.356,5233.298480987549,5190.860271453857,5506.136894226074,1090037248,1119879168,4000,500,2768896.0,2768896,0,0,0
s3b-cell-ebafaef077603ac63e5d,fixedpred,16,64,256,72,state_inference,250,108961.788352,106961.94949999999,113581.255,108923.75814819336,106883.09478759766,113557.13653564453,1093624320,1119879168,40000,500,3201536.0,3201536,2500,10,0
s3b-cell-17346661c01f0301f1d0,strict,16,64,256,72,initial_forward,250,1980.2127320000002,1967.1435000000001,2066.514,1937.072675228119,1924.0564703941345,2023.9899158477783,1620736512,1652555776,250,500,3023364.0,3023364,0,0,0
s3b-cell-17346661c01f0301f1d0,strict,16,64,256,72,local_state_vjp,250,73026.344088,73045.71650000001,74805.188,65997.58268660307,66028.00996601582,67714.83092010021,1621581312,1652555776,75000,150000,0.0,0,0,0,0
s3b-cell-17346661c01f0301f1d0,strict,16,64,256,72,optimizer_step,250,234.152256,230.13600000000002,255.29,210.63543993234634,206.2075063586235,230.8180034160614,1620841472,1652555776,0,500,0.0,0,0,0,0
s3b-cell-17346661c01f0301f1d0,strict,16,64,256,72,parameter_vjp,250,5144.40646,5119.038500000001,5337.721,5089.741638183594,5071.211814880371,5288.0048751831055,1621018112,1652555776,4000,500,2768896.0,2768896,0,0,0
s3b-cell-17346661c01f0301f1d0,strict,16,64,256,72,state_inference,250,264554.416704,263436.98600000003,276317.876,264500.0287475586,263358.29162597656,276294.0368652344,1621646848,1652555776,80000,500,43100240.0,43100240,5000,20,0
s3b-cell-46a723a3126141114141,fixedpred,16,256,64,70,initial_forward,250,1934.9774320000001,1913.9665,2042.641,1891.4265885353088,1871.7265129089355,1999.7609853744507,3723752448,3806330880,250,500,5852676.0,5852676,0,0,0
s3b-cell-46a723a3126141114141,fixedpred,16,256,64,70,local_state_vjp,250,37762.805803999996,37532.02,39952.112,34170.459087744355,33958.95943045616,36396.80303633213,3723955712,3806330880,40000,80000,0.0,0,0,0,0
s3b-cell-46a723a3126141114141,fixedpred,16,256,64,70,optimizer_step,250,228.578668,223.5735,253.435,207.9644554257393,203.19149643182755,232.58699476718903,3727002112,3806330880,0,500,0.0,0,0,0,0
s3b-cell-46a723a3126141114141,fixedpred,16,256,64,70,parameter_vjp,250,5178.174508,5137.4505,5443.62,5131.753223419189,5092.164516448975,5398.994922637939,3727122432,3806330880,4000,500,2166784.0,2166784,0,0,0
s3b-cell-46a723a3126141114141,fixedpred,16,256,64,70,state_inference,250,106399.219748,104269.45,108658.923,106361.10092163086,104219.92874145508,108633.13293457031,3724291584,3806330880,40000,500,6649856.0,6649856,2500,10,0
s3b-cell-12edaaf065336c3ede0f,strict,16,256,64,70,initial_forward,250,2004.82728,1985.8535000000002,2115.536,1960.9956793785095,1942.4715042114258,2071.4008808135986,4206168576,4278190080,250,500,5852676.0,5852676,0,0,0
s3b-cell-12edaaf065336c3ede0f,strict,16,256,64,70,local_state_vjp,250,73232.422748,73022.34049999999,76280.336,66165.83347177505,65945.06997615099,69137.15313374996,4207461888,4278190080,75000,150000,0.0,0,0,0,0
s3b-cell-12edaaf065336c3ede0f,strict,16,256,64,70,optimizer_step,250,231.850156,227.0795,253.926,210.03963208198547,205.18099516630173,231.905996799469,4210780160,4278190080,0,500,0.0,0,0,0,0
s3b-cell-12edaaf065336c3ede0f,strict,16,256,64,70,parameter_vjp,250,5203.782256,5170.691,5459.206,5148.425287246704,5115.291118621826,5414.120197296143,4210900480,4278190080,4000,500,2166784.0,2166784,0,0,0
s3b-cell-12edaaf065336c3ede0f,strict,16,256,64,70,state_inference,250,264286.36968,263869.2115,277942.096,264243.5199584961,263807.2204589844,277912.109375,4207527424,4278190080,80000,500,111728720.0,111728720,5000,20,0
s3b-cell-df6ce38e42428e748fde,fixedpred,16,256,64,71,initial_forward,250,1938.75092,1932.142,1982.57,1894.8273243904114,1888.2449865341187,1938.8610124588013,3723752448,3806330880,250,500,5852676.0,5852676,0,0,0
s3b-cell-df6ce38e42428e748fde,fixedpred,16,256,64,71,local_state_vjp,250,37363.637548,37119.4505,39681.83,33637.727269768715,33380.66992163658,35990.15708267689,3723955712,3806330880,40000,80000,0.0,0,0,0,0
s3b-cell-df6ce38e42428e748fde,fixedpred,16,256,64,71,optimizer_step,250,232.503948,228.85199999999998,245.95,209.90114796161652,206.60050213336945,221.70600295066833,3727002112,3806330880,0,500,0.0,0,0,0,0
s3b-cell-df6ce38e42428e748fde,fixedpred,16,256,64,71,parameter_vjp,250,5150.064024,5139.003,5225.199,5104.239248275757,5094.903945922852,5174.8552322387695,3727122432,3806330880,4000,500,2166784.0,2166784,0,0,0
s3b-cell-df6ce38e42428e748fde,fixedpred,16,256,64,71,state_inference,250,106046.242344,104335.10800000001,106250.108,106015.18704223633,104308.18939208984,106223.82354736328,3724291584,3806330880,40000,500,6649856.0,6649856,2500,10,0
s3b-cell-7f4b09156d27ceeadda0,strict,16,256,64,71,initial_forward,250,1960.3763359999998,1951.4505,2019.084,1916.069323539734,1907.708466053009,1975.2390384674072,4206168576,4278190080,250,500,5852676.0,5852676,0,0,0
s3b-cell-7f4b09156d27ceeadda0,strict,16,256,64,71,local_state_vjp,250,72103.434576,72142.282,73293.51699999999,64900.67453753948,64956.27207309008,66127.96790897846,4207461888,4278190080,75000,150000,0.0,0,0,0,0
s3b-cell-7f4b09156d27ceeadda0,strict,16,256,64,71,optimizer_step,250,232.922404,228.9375,246.661,211.10407197475433,207.62000232934952,222.84500300884247,4210780160,4278190080,0,500,0.0,0,0,0,0
s3b-cell-7f4b09156d27ceeadda0,strict,16,256,64,71,parameter_vjp,250,5122.988008,5107.287,5218.033,5073.230825424194,5062.638998031616,5167.398929595947,4210900480,4278190080,4000,500,2166784.0,2166784,0,0,0
s3b-cell-7f4b09156d27ceeadda0,strict,16,256,64,71,state_inference,250,271725.639904,270692.52150000003,278076.263,271690.5373535156,270646.240234375,278047.5158691406,4207527424,4278190080,80000,500,111728720.0,111728720,5000,20,0
s3b-cell-4140e5903df3118deb4f,fixedpred,16,256,64,72,initial_forward,250,1932.535,1931.5165,2001.62,1887.2791786193848,1884.0749859809875,1956.8970203399658,3723752448,3806330880,250,500,5852676.0,5852676,0,0,0
s3b-cell-4140e5903df3118deb4f,fixedpred,16,256,64,72,local_state_vjp,250,37435.024876,37185.8335,39767.66,33757.132928952575,33496.90006673336,36096.014961600304,3723955712,3806330880,40000,80000,0.0,0,0,0,0
s3b-cell-4140e5903df3118deb4f,fixedpred,16,256,64,72,optimizer_step,250,235.401296,230.67,256.87,214.2255641222,209.57499742507935,235.3149950504303,3727002112,3806330880,0,500,0.0,0,0,0,0
s3b-cell-4140e5903df3118deb4f,fixedpred,16,256,64,72,parameter_vjp,250,5152.965948,5136.2925,5245.982,5106.323375701904,5092.813968658447,5200.837135314941,3727122432,3806330880,4000,500,2166784.0,2166784,0,0,0
s3b-cell-4140e5903df3118deb4f,fixedpred,16,256,64,72,state_inference,250,105970.06109999999,104355.0505,107040.947,105939.11953735352,104327.99530029297,107014.71710205078,3724291584,3806330880,40000,500,6649856.0,6649856,2500,10,0
s3b-cell-ed6f3d629b7c3b4f0ae0,strict,16,256,64,72,initial_forward,250,1933.9035959999999,1927.2365,1980.258,1889.6760325431824,1883.679986000061,1937.4359846115112,4206168576,4278190080,250,500,5852676.0,5852676,0,0,0
s3b-cell-ed6f3d629b7c3b4f0ae0,strict,16,256,64,72,local_state_vjp,250,71416.269436,71386.13,72683.695,64387.16136229038,64397.68200367689,65491.42915010452,4207461888,4278190080,75000,150000,0.0,0,0,0,0
s3b-cell-ed6f3d629b7c3b4f0ae0,strict,16,256,64,72,optimizer_step,250,229.3776,227.299,242.303,208.53694766759872,206.36000484228134,220.25500237941742,4210780160,4278190080,0,500,0.0,0,0,0,0
s3b-cell-ed6f3d629b7c3b4f0ae0,strict,16,256,64,72,parameter_vjp,250,5048.49088,5039.546,5130.347,5001.4750690460205,4996.168375015259,5088.220119476318,4210900480,4278190080,4000,500,2166784.0,2166784,0,0,0
s3b-cell-ed6f3d629b7c3b4f0ae0,strict,16,256,64,72,state_inference,250,261590.46124399998,260537.2875,272559.738,261558.60180664062,260508.11767578125,272535.70556640625,4207527424,4278190080,80000,500,111728720.0,111728720,5000,20,0
s3b-cell-7072fd60dd85bb03233d,fixedpred,16,256,256,70,initial_forward,250,1912.337988,1906.606,1952.713,1870.1083912849426,1864.1465306282043,1909.5619916915894,4988846592,5337251840,250,500,12369924.0,12369924,0,0,0
s3b-cell-7072fd60dd85bb03233d,fixedpred,16,256,256,70,local_state_vjp,250,37395.316708,37097.4545,39621.031,33766.82260213047,33504.111997783184,35956.72696828842,4989659648,5337251840,40000,80000,0.0,0,0,0,0
s3b-cell-7072fd60dd85bb03233d,fixedpred,16,256,256,70,optimizer_step,250,228.93522000000002,226.0115,247.051,206.6068480014801,203.95899564027786,225.71499645709991,4988348416,5337251840,0,500,0.0,0,0,0,0
s3b-cell-7072fd60dd85bb03233d,fixedpred,16,256,256,70,parameter_vjp,250,5156.016348,5146.149,5266.754,5112.244794845581,5103.229999542236,5219.898223876953,4988861952,5337251840,4000,500,8667136.0,8667136,0,0,0
s3b-cell-7072fd60dd85bb03233d,fixedpred,16,256,256,70,state_inference,250,105437.12031200001,103696.0245,105433.911,105410.77627563477,103670.92895507812,105408.62274169922,4991003136,5337251840,40000,500,13150208.0,13150208,2500,10,0
s3b-cell-2452870dcf052a62ffab,strict,16,256,256,70,initial_forward,250,1964.34824,1954.0295,2029.82,1923.2189149856567,1913.806974887848,1990.7029867172241,6895996416,7180648448,250,500,12369924.0,12369924,0,0,0
s3b-cell-2452870dcf052a62ffab,strict,16,256,256,70,local_state_vjp,250,72496.983848,72546.4025,73578.359,65525.475308954716,65592.17805415392,66640.91204106808,6901166592,7180648448,75000,150000,0.0,0,0,0,0
s3b-cell-2452870dcf052a62ffab,strict,16,256,256,70,optimizer_step,250,232.440596,227.8545,253.023,211.31672024726868,207.06450194120407,231.58499598503113,6900945920,7180648448,0,500,0.0,0,0,0,0
s3b-cell-2452870dcf052a62ffab,strict,16,256,256,70,parameter_vjp,250,5176.27328,5162.226000000001,5293.222,5129.0256996154785,5118.176460266113,5242.423057556152,6901459456,7180648448,4000,500,8667136.0,8667136,0,0,0
s3b-cell-2452870dcf052a62ffab,strict,16,256,256,70,state_inference,250,269998.615504,269097.8755,273871.019,269963.9602050781,269074.2950439453,273843.81103515625,6901428736,7180648448,80000,500,226099280.0,226099280,5000,20,0
s3b-cell-cb152c64bf9f0e48b184,fixedpred,16,256,256,71,initial_forward,250,1921.4923959999999,1917.259,1967.58,1878.414629459381,1874.3699789047241,1924.7310161590576,4988846592,5337251840,250,500,12369924.0,12369924,0,0,0
s3b-cell-cb152c64bf9f0e48b184,fixedpred,16,256,256,71,local_state_vjp,250,37224.931872,36999.974,39483.692,33529.794385403395,33280.63801676035,35800.359934568405,4989659648,5337251840,40000,80000,0.0,0,0,0,0
s3b-cell-cb152c64bf9f0e48b184,fixedpred,16,256,256,71,optimizer_step,250,233.55960000000002,229.848,254.946,211.01126432418823,207.43899792432785,232.22500085830688,4988348416,5337251840,0,500,0.0,0,0,0,0
s3b-cell-cb152c64bf9f0e48b184,fixedpred,16,256,256,71,parameter_vjp,250,5129.574332,5123.249,5229.496,5084.867786407471,5079.758405685425,5185.579776763916,4988861952,5337251840,4000,500,8667136.0,8667136,0,0,0
s3b-cell-cb152c64bf9f0e48b184,fixedpred,16,256,256,71,state_inference,250,106274.23390800001,104728.991,105673.075,106242.24960327148,104694.3473815918,105648.25439453125,4991003136,5337251840,40000,500,13150208.0,13150208,2500,10,0
s3b-cell-817ba3fc9aa75b7e7578,strict,16,256,256,71,initial_forward,250,1978.189656,1971.3310000000001,2021.913,1934.8804759979248,1927.7750253677368,1980.070948600769,6895996416,7180648448,250,500,12369924.0,12369924,0,0,0
s3b-cell-817ba3fc9aa75b7e7578,strict,16,256,256,71,local_state_vjp,250,72207.437664,72172.37049999999,73551.885,64998.21466141939,64940.73601067066,66251.96307897568,6901166592,7180648448,75000,150000,0.0,0,0,0,0
s3b-cell-817ba3fc9aa75b7e7578,strict,16,256,256,71,optimizer_step,250,232.439712,229.557,245.187,209.9881997704506,207.32899755239487,222.82500565052032,6900945920,7180648448,0,500,0.0,0,0,0,0
s3b-cell-817ba3fc9aa75b7e7578,strict,16,256,256,71,parameter_vjp,250,5122.518524,5112.502,5218.112,5075.527109146118,5067.719459533691,5169.7869300842285,6901459456,7180648448,4000,500,8667136.0,8667136,0,0,0
s3b-cell-817ba3fc9aa75b7e7578,strict,16,256,256,71,state_inference,250,272485.48874,270820.1405,281012.301,272453.4813232422,270786.14807128906,280906.982421875,6901428736,7180648448,80000,500,226099280.0,226099280,5000,20,0
s3b-cell-5aa56697af02d0c12371,fixedpred,16,256,256,72,initial_forward,250,1906.345632,1899.444,1939.235,1865.2622299194336,1858.2069873809814,1899.2880582809448,4988846592,5337251840,250,500,12369924.0,12369924,0,0,0
s3b-cell-5aa56697af02d0c12371,fixedpred,16,256,256,72,local_state_vjp,250,37064.435588,36823.075,39395.561,33603.677958495915,33354.063510894775,35931.40099942684,4989659648,5337251840,40000,80000,0.0,0,0,0,0
s3b-cell-5aa56697af02d0c12371,fixedpred,16,256,256,72,optimizer_step,250,227.028228,222.579,247.762,206.63062411546707,202.3489996790886,224.98400509357452,4988348416,5337251840,0,500,0.0,0,0,0,0
s3b-cell-5aa56697af02d0c12371,fixedpred,16,256,256,72,parameter_vjp,250,5127.100479999999,5108.007,5234.241,5083.3101444244385,5066.711664199829,5183.163166046143,4988861952,5337251840,4000,500,8667136.0,8667136,0,0,0
s3b-cell-5aa56697af02d0c12371,fixedpred,16,256,256,72,state_inference,250,104634.657828,102952.86249999999,103857.382,104609.68493652344,102929.28695678711,103818.54248046875,4991003136,5337251840,40000,500,13150208.0,13150208,2500,10,0
