method,depth,width,batch_size,region,seed_count,host_time_median_us_median,host_time_median_us_min,host_time_median_us_max,device_time_median_us_median,device_time_median_us_min,device_time_median_us_max,host_time_share_of_region_sum_median,host_time_share_of_region_sum_min,host_time_share_of_region_sum_max,device_time_share_of_region_sum_median,device_time_share_of_region_sum_min,device_time_share_of_region_sum_max,host_time_to_composite_ratio_median,host_time_to_composite_ratio_min,host_time_to_composite_ratio_max,device_time_to_composite_ratio_median,device_time_to_composite_ratio_min,device_time_to_composite_ratio_max,peak_allocated_max_bytes_median,peak_allocated_max_bytes_min,peak_allocated_max_bytes_max,peak_reserved_max_bytes_median,peak_reserved_max_bytes_min,peak_reserved_max_bytes_max,vjp_calls_total_median,vjp_calls_total_min,vjp_calls_total_max,synchronization_points_total_median,synchronization_points_total_min,synchronization_points_total_max,saved_tensor_bytes_mean_median,saved_tensor_bytes_mean_min,saved_tensor_bytes_mean_max,saved_tensor_bytes_max_median,saved_tensor_bytes_max_min,saved_tensor_bytes_max_max,actual_inference_steps_total_median,actual_inference_steps_total_min,actual_inference_steps_total_max
strict,8,256,256,parameter_vjp,3,2629.172,2617.437,2665.218,2586.47561073,2575.59752464,2622.07794189,0.01595923823,0.0154893938978,0.0161796722383,0.0160429786171,0.0155574982335,0.0162565033916,0.0197946217146,0.0190923426973,0.0201514959181,0.0194738075557,0.0187846524011,0.0198241081259,4674808320,4674808320,4674808320,4926210048,4926210048,4926210048,2000,2000,2000,500,500,500,4472832,4472832,4472832,4472832,4472832,4472832,0,0,0
strict,8,256,256,state_inference,3,129095.1745,125065.4065,131713.1,129023.353577,125039.855957,131687.12616,0.773017683426,0.769640512494,0.779448020107,0.789419288216,0.785899868538,0.795435704921,0.958792167999,0.958573660672,0.960753455735,0.958371157358,0.958238470948,0.960436118974,4674785792,4674785792,4674785792,4926210048,4926210048,4926210048,40000,40000,40000,500,500,500,100270160,100270160,100270160,100270160,100270160,100270160,5000,5000,5000
strict,16,64,64,initial_forward,3,1905.0655,1893.209,1937.6945,1860.10402441,1849.93547201,1893.00101995,0.00557257171439,0.00555894565822,0.00566337917574,0.00556028432607,0.00554463272948,0.0056536654497,0.00702138287291,0.00701973814329,0.00717628356903,0.00685941380926,0.00685379653951,0.00701223420177,747714048,747714048,747714048,750780416,750780416,750780416,250,250,250,500,500,500,929796,929796,929796,929796,929796,929796,0,0,0
strict,16,64,64,local_state_vjp,3,72865.0935,72046.2915,73236.1595,65791.398406,65105.2581295,66112.8855199,0.212618986144,0.210618211953,0.215520561634,0.196112226054,0.194192415763,0.198970912256,0.268491490795,0.265376774301,0.273094316529,0.242417011526,0.239564392794,0.246783374165,747926016,747926016,747926016,750780416,750780416,750780416,75000,75000,75000,150000,150000,150000,0,0,0,0,0,0,0,0,0
strict,16,64,64,optimizer_step,3,227.762,225.322,228.639,204.442001879,201.897002757,205.437503755,0.00065753772032,0.000657485400686,0.000681331309869,0.000603428587769,0.000601818347134,0.000624803783688,0.000830260921697,0.000828490744376,0.000863340866355,0.000744416318503,0.000743915910439,0.000774943353185,748070912,748070912,748070912,750780416,750780416,750780416,0,0,0,500,500,500,0,0,0,0,0,0,0,0,0
strict,16,64,64,parameter_vjp,3,5123.4645,5054.928,5126.1805,5067.7523613,5010.52165031,5081.74204826,0.0149501740162,0.0147422663672,0.0151214017946,0.0151060506502,0.0149265269074,0.0153128655393,0.0188788150205,0.0185751035399,0.019160904448,0.0186727963281,0.0184140268354,0.0189925280187,748100608,748100608,748100608,750780416,750780416,750780416,4000,4000,4000,500,500,500,692224,692224,692224,692224,692224,692224,0,0,0
strict,16,64,64,state_inference,3,262583.721,255067.452,267191.302,262557.159424,255039.772034,267157.333374,0.766214408781,0.763013326086,0.768409412246,0.782635272219,0.779437752971,0.784717344415,0.967561987822,0.966843261776,0.968187932439,0.967426190722,0.966735672311,0.968062184052,747942400,747942400,747942400,750780416,750780416,750780416,80000,80000,80000,500,500,500,14254160,14254160,14254160,14254160,14254160,14254160,5000,5000,5000
strict,16,64,256,initial_forward,3,1967.1435,1933.8015,1975.4695,1924.05647039,1891.17896557,1932.01452494,0.00566760365321,0.00561835540214,0.0057217833173,0.0056614653984,0.00561289564581,0.00571635870248,0.00714321520021,0.00707063291351,0.0072250584211,0.00698599176214,0.00691474386625,0.00706679264725,1620736512,1620736512,1620736512,1652555776,1652555776,1652555776,250,250,250,500,500,500,3023364,3023364,3023364,3023364,3023364,3023364,0,0,0
strict,16,64,256,local_state_vjp,3,73045.7165,72171.98,73524.171,66028.009966,65062.8129914,66370.9378541,0.210940163925,0.209684310265,0.212466331038,0.194489618618,0.193102179324,0.196168769048,0.265860331364,0.263885190502,0.268287274987,0.239991376415,0.237890065004,0.242511725887,1621581312,1621581312,1621581312,1652555776,1652555776,1652555776,75000,75000,75000,150000,150000,150000,0,0,0,0,0,0,0,0,0
strict,16,64,256,optimizer_step,3,229.933,228.9645,230.136,206.207506359,204.956501722,206.264004111,0.000665220259408,0.000659675642066,0.000669391086878,0.0006082975102,0.000604424297612,0.000612641100522,0.000837171720948,0.000831428124114,0.000845259151047,0.000749385298237,0.000745832194815,0.00075737158039,1620841472,1620841472,1620841472,1652555776,1652555776,1652555776,0,0,0,500,500,500,0,0,0,0,0,0,0,0,0
strict,16,64,256,parameter_vjp,3,5119.0385,5111.949,5147.705,5071.21181488,5065.89698792,5098.99520874,0.0148519619411,0.0147687178484,0.0148896250273,0.0150352513767,0.0149418053375,0.0150665358508,0.0186910160384,0.0186138862697,0.0188015527196,0.0185225093775,0.0184375107245,0.0186258578776,1621018112,1621018112,1621018112,1652555776,1652555776,1652555776,4000,4000,4000,500,500,500,2768896,2768896,2768896,2768896,2768896,2768896,0,0,0
strict,16,64,256,state_inference,3,264746.821,263436.986,267677.3525,264709.793091,263358.291626,267648.757935,0.767963838931,0.766252869531,0.769180152133,0.784302686348,0.782435695298,0.785641376143,0.96791012624,0.967569277039,0.968003999537,0.967793975638,0.967278490778,0.967862085734,1621646848,1621646848,1621646848,1652555776,1652555776,1652555776,80000,80000,80000,500,500,500,43100240,43100240,43100240,43100240,43100240,43100240,5000,5000,5000
strict,16,256,64,initial_forward,3,1951.4505,1927.2365,1985.8535,1907.70846605,1883.679986,1942.47150421,0.00568309363475,0.00557362243167,0.00576821577168,0.00567387147989,0.00556539411845,0.00576374984849,0.00715925533951,0.00698357566276,0.00728428635991,0.00699742459291,0.00682701792373,0.00712507738547,4206168576,4206168576,4206168576,4278190080,4278190080,4278190080,250,250,250,500,500,500,5852676,5852676,5852676,5852676,5852676,5852676,0,0,0
strict,16,256,64,local_state_vjp,3,72142.282,71386.13,73022.3405,64956.2720731,64397.6820037,65945.0699762,0.21050559234,0.206048701326,0.212104576776,0.19397359106,0.189498165461,0.195673854808,0.265183609987,0.258172618179,0.267852406471,0.239222122191,0.232455661645,0.241889636863,4207461888,4207461888,4207461888,4278190080,4278190080,4278190080,75000,75000,75000,150000,150000,150000,0,0,0,0,0,0,0,0,0
strict,16,256,64,optimizer_step,3,227.299,227.0795,228.9375,206.360004842,205.180995166,207.620002329,0.000659587201838,0.00065387832561,0.000670266207643,0.000608818161419,0.000605693773655,0.000621581242444,0.000832947699549,0.000819289217581,0.000844365276091,0.000752613598407,0.0007429989972,0.000766578497201,4210780160,4210780160,4210780160,4278190080,4278190080,4278190080,0,0,0,500,500,500,0,0,0,0,0,0,0,0,0
strict,16,256,64,parameter_vjp,3,5107.287,5039.546,5170.691,5062.63899803,4996.16837502,5115.29111862,0.0148607665923,0.0145871439671,0.0150190642848,0.0150490621881,0.0147693328435,0.0151782192665,0.0187207935348,0.0182772379806,0.0189665521261,0.0185595810952,0.0181174051465,0.0187631298531,4210900480,4210900480,4210900480,4278190080,4278190080,4278190080,4000,4000,4000,500,500,500,2166784,2166784,2166784,2166784,2166784,2166784,0,0,0
strict,16,256,64,state_inference,3,263869.2115,260537.2875,270692.5215,263807.220459,260508.117676,270646.240234,0.768280281225,0.766448555966,0.77313665395,0.78468189403,0.782775357916,0.789561413803,0.967895616736,0.967838128157,0.9687161961,0.967725899741,0.967657366679,0.968547745082,4207527424,4207527424,4207527424,4278190080,4278190080,4278190080,80000,80000,80000,500,500,500,111728720,111728720,111728720,111728720,111728720,111728720,5000,5000,5000
strict,16,256,256,initial_forward,3,1954.0295,1928.7085,1971.331,1913.80697489,1885.86354256,1927.77502537,0.0056274558732,0.00559912469065,0.0058166472162,0.00562148738603,0.00559747315309,0.00581186371014,0.007051332853,0.00703169227988,0.00736900527095,0.00689550955142,0.00688692129529,0.00720507468056,6895996416,6895996416,6895996416,7180648448,7180648448,7180648448,250,250,250,500,500,500,12369924,12369924,12369924,12369924,12369924,12369924,0,0,0
strict,16,256,256,local_state_vjp,3,72172.3705,71317.4135,72546.4025,64940.7360107,64417.7690521,65592.1780542,0.207876264639,0.206026704928,0.215080835026,0.191842991759,0.189370400342,0.198523003279,0.261062577813,0.258156244276,0.272482024107,0.236036430932,0.232288238796,0.246112630263,6901166592,6901166592,6901166592,7180648448,7180648448,7180648448,75000,75000,75000,150000,150000,150000,0,0,0,0,0,0,0,0,0
strict,16,256,256,optimizer_step,3,229.557,227.8545,231.12,207.064501941,206.975497305,207.328997552,0.000655304404935,0.000652899946917,0.000697017462519,0.000605619064923,0.000604581618271,0.00063785812416,0.000821111632565,0.000819948075803,0.000883038830504,0.000745131011972,0.000741600583106,0.000790764486125,6900945920,6900945920,6900945920,7180648448,7180648448,7180648448,0,0,0,500,500,500,0,0,0,0,0,0,0,0,0
strict,16,256,256,parameter_vjp,3,5112.502,5035.346,5162.226,5067.71945953,4991.10293388,5118.17646027,0.0147919706715,0.0145943930302,0.0151857221003,0.0149695636525,0.0147777207624,0.0153816060178,0.0185765796838,0.0182871132822,0.019238516974,0.0184179903824,0.0181268599693,0.019068860798,6901459456,6901459456,6901459456,7180648448,7180648448,7180648448,4000,4000,4000,500,500,500,8667136,8667136,8667136,8667136,8667136,8667136,0,0,0
strict,16,256,256,state_inference,3,269097.8755,253071.644,270820.1405,269074.295044,252983.451843,270786.148071,0.771079740051,0.763219778195,0.773096141763,0.786984352371,0.779645668869,0.789625809891,0.968364834659,0.96690934818,0.968707413399,0.968276067998,0.966541121531,0.968582145659,6901428736,6901428736,6901428736,7180648448,7180648448,7180648448,80000,80000,80000,500,500,500,226099280,226099280,226099280,226099280,226099280,226099280,5000,5000,5000
strict,32,64,64,initial_forward,3,3442.253,3417.838,3454.624,3395.8915472,3374.40848351,3408.93697739,0.0048073841535,0.00477353466855,0.00491889430659,0.0048431517104,0.00481458040977,0.00496268094885,0.00605620789935,0.00601571845499,0.00623025723286,0.00597464821048,0.00593618239261,0.00615133547008,1031083520,1031083520,1031083520,1033895936,1033895936,1033895936,250,250,250,500,500,500,1716228,1716228,1716228,1716228,1716228,1716228,0,0,0
strict,32,64,64,local_state_vjp,3,149188.881,147799.6715,150936.109,134478.835061,133121.778972,135436.366513,0.208560685345,0.208354313991,0.212710772909,0.19179098949,0.191282291609,0.195779769881,0.262832984555,0.262478928657,0.269418846762,0.236598760613,0.235843308207,0.242672671325,1032035840,1032035840,1032035840,1033895936,1033895936,1033895936,155000,155000,155000,310000,310000,310000,0,0,0,0,0,0,0,0,0
strict,32,64,64,optimizer_step,3,294.386,287.096,301.629,271.780505776,264.079511166,278.589993715,0.000416785296617,0.000400952736749,0.000423675323213,0.00039346398452,0.000376624847527,0.000399702627847,0.000525242440816,0.00050510902687,0.000536625933047,0.0004851251362,0.000464615008129,0.000495438852003,1031448576,1031448576,1031448576,1033895936,1033895936,1033895936,0,0,0,500,500,500,0,0,0,0,0,0,0,0,0
strict,32,64,64,parameter_vjp,3,10023,10010.2555,10074.7175,9971.24576569,9952.46887207,10016.1457062,0.0139979284993,0.0139210557392,0.0144065894248,0.0142207886541,0.0141462101583,0.0146369142642,0.0176341982345,0.0175436354271,0.0182473442953,0.017543164981,0.0174417034334,0.0181427278549,1031478272,1031478272,1031478272,1033895936,1033895936,1033895936,8000,8000,8000,500,500,500,1216512,1216512,1216512,1216512,1216512,1216512,0,0,0
strict,32,64,64,state_inference,3,553093.289,533316.5235,558936.4735,553063.842773,533236.328125,558904.418945,0.772327938951,0.767540068036,0.77243942062,0.788768445298,0.784220932278,0.789363453838,0.973097545682,0.97216401946,0.973305476602,0.973046945869,0.972056452313,0.973253126387,1031311872,1031311872,1031311872,1033895936,1033895936,1033895936,160000,160000,160000,500,500,500,29982800,29982800,29982800,29982800,29982800,29982800,5000,5000,5000
strict,32,64,256,initial_forward,3,3455.4335,3445.467,3523.844,3415.1185751,3405.18593788,3480.14044762,0.00493140715975,0.00487925682666,0.00500723360716,0.0049761300088,0.00492863338274,0.00505673813207,0.00622984861266,0.00616846544907,0.00636603044014,0.00615253498975,0.00609649874439,0.00629148949713,2184075776,2184075776,2184075776,2210398208,2210398208,2210398208,250,250,250,500,500,500,5382660,5382660,5382660,5382660,5382660,5382660,0,0,0
strict,32,64,256,local_state_vjp,3,149720.45,148450.2785,150773.6645,134626.729548,134003.49655,135783.39757,0.211413279333,0.210998650513,0.215740050187,0.194290704369,0.194151888269,0.198996648993,0.267273389242,0.26655467853,0.27428473173,0.240328899159,0.24005126148,0.247587534573,2187880448,2187880448,2187880448,2210398208,2210398208,2210398208,155000,155000,155000,310000,310000,310000,0,0,0,0,0,0,0,0,0
strict,32,64,256,optimizer_step,3,297.437,296.126,300.134,274.122491479,273.836001754,277.203500271,0.000420019432326,0.00041999694474,0.00043035445098,0.00039636350228,0.000395194846082,0.000407074879553,0.000530969517363,0.000530610714751,0.00054713835022,0.000490067645363,0.000488838324103,0.000506474186,2183402496,2183402496,2183402496,2210398208,2210398208,2210398208,0,0,0,500,500,500,0,0,0,0,0,0,0,0,0
strict,32,64,256,parameter_vjp,3,10129.0555,9979.7685,10147.393,10079.5078278,9927.99663544,10099.1344452,0.0143027678571,0.014200664528,0.0145034133907,0.0145465516552,0.0144403959358,0.0147431829208,0.0180818785497,0.017939705107,0.0184391579013,0.0179934328676,0.0178542443834,0.0183431647196,2183579136,2183579136,2183579136,2210398208,2210398208,2210398208,8000,8000,8000,500,500,500,4866048,4866048,4866048,4866048,4866048,4866048,0,0,0
strict,32,64,256,state_inference,3,544586.109,525926.274,549826.665,544518.707275,525784.942627,549726.989746,0.768984699038,0.764318948364,0.769449258367,0.785838915747,0.780796355075,0.786035222284,0.972045552004,0.971729716046,0.972167630317,0.971861506778,0.971450753243,0.972047541603,2184986112,2184986112,2184986112,2210398208,2210398208,2210398208,160000,160000,160000,500,500,500,90286160,90286160,90286160,90286160,90286160,90286160,5000,5000,5000
strict,32,256,64,initial_forward,3,3487.666,3475.6755,3513.107,3443.23945045,3431.56349659,3468.37103367,0.00477791232072,0.00472686311413,0.00498840575717,0.00481958828384,0.00476696706201,0.00503028938608,0.00599644599098,0.00593015196183,0.00632500568078,0.00591983483402,0.00585459629798,0.00624472086897,7539575296,7539575296,7539575296,7623147520,7623147520,7623147520,250,250,250,500,500,500,12144132,12144132,12144132,12144132,12144132,12144132,0,0,0
strict,32,256,64,local_state_vjp,3,151072.347,148723.818,151427.6375,135802.90994,134342.831194,136199.309066,0.205462124567,0.205231152914,0.213453399185,0.18870937028,0.188560113093,0.19693160815,0.25786210597,0.257475601619,0.270646380457,0.231789156645,0.231581910616,0.24447558158,7542739456,7542739456,7542739456,7623147520,7623147520,7623147520,155000,155000,155000,310000,310000,310000,0,0,0,0,0,0,0,0,0
strict,32,256,64,optimizer_step,3,303.587,297.087,308.126,281.868502498,274.701505899,284.974500537,0.000419058973078,0.000411454018885,0.000426389201518,0.000395995627529,0.000390230736653,0.000402681771979,0.000525933573164,0.000516195370668,0.000540636478487,0.000486396051262,0.000479265620351,0.000499898727892,7547348992,7547348992,7547348992,7623147520,7623147520,7623147520,0,0,0,500,500,500,0,0,0,0,0,0,0,0,0
strict,32,256,64,parameter_vjp,3,10106.844,10094.749,10156.301,10057.431221,10015.4809952,10106.9836617,0.0137649203143,0.0137291080578,0.0145056806357,0.0139925378135,0.0139173388293,0.0147430725302,0.0172689725163,0.0172305076877,0.0183923515629,0.0171850694617,0.0170944782721,0.0183024008434,7547469312,7547469312,7547469312,7623147520,7623147520,7623147520,8000,8000,8000,500,500,500,4263936,4263936,4263936,4263936,4263936,4263936,0,0,0
strict,32,256,64,state_inference,3,570292.4305,534147.335,572464.2415,570068.786621,534073.608398,572281.005859,0.775611796082,0.766626125221,0.775865609639,0.792157706979,0.782892348162,0.792290151294,0.973373007854,0.972036925843,0.973419755948,0.972996553157,0.971901178936,0.973058744975,7540934144,7540934144,7540934144,7623147520,7623147520,7623147520,160000,160000,160000,500,500,500,237557840,237557840,237557840,237557840,237557840,237557840,5000,5000,5000
strict,32,256,256,initial_forward,3,3484.801,3453.709,3513.1195,3442.38340855,3410.54046154,3469.47193146,0.00501499895193,0.00486804914666,0.0050423936348,0.00505954961757,0.00491105056549,0.00508753877291,0.00634258563541,0.00613926963422,0.00640411819718,0.00626537847608,0.00606300989877,0.00632407086592,11349282304,11349282304,11349282304,11634999296,11634999296,11634999296,250,250,250,500,500,500,24952836,24952836,24952836,24952836,24952836,24952836,0,0,0
strict,32,256,256,local_state_vjp,3,147257.2155,147014.1085,151066.5855,132935.894921,132699.50591,136131.71459,0.211568924609,0.209329504058,0.214994617704,0.195039208216,0.192694953908,0.198301860761,0.267576132116,0.263992870469,0.273055029665,0.241522378377,0.237894397015,0.246499353867,11361934336,11361934336,11361934336,11634999296,11634999296,11634999296,155000,155000,155000,310000,310000,310000,0,0,0,0,0,0,0,0,0
strict,32,256,256,optimizer_step,3,296.396,285.196,298.7625,273.570999503,263.262495399,275.427490473,0.00041398834659,0.000410427350398,0.000432736314432,0.000389868648475,0.000386938205258,0.000408088712862,0.000522095403841,0.000519077001205,0.000549599001298,0.000481318089357,0.000479156147492,0.000507275139301,11354248192,11354248192,11354248192,11634999296,11634999296,11634999296,0,0,0,500,500,500,0,0,0,0,0,0,0,0,0
strict,32,256,256,parameter_vjp,3,10055.159,9964.715,10195.712,10013.0724907,9914.53504562,10134.4537735,0.0144704423141,0.0141279643636,0.0145484218527,0.0147170233755,0.0143453574257,0.0147896153201,0.0183011044347,0.0178172775167,0.0184772986552,0.018224491992,0.0177102725606,0.0183842481678,11354761728,11354761728,11354761728,11634999296,11634999296,11634999296,8000,8000,8000,500,500,500,17055744,17055744,17055744,17055744,17055744,17055744,0,0,0
strict,32,256,256,state_inference,3,534036.454,523962.3925,556594.685,533955.26123,523836.853027,556451.202393,0.768535206775,0.764981830494,0.771260494085,0.784797280585,0.781412896433,0.787658769452,0.971984323331,0.971569142753,0.972663995116,0.971835906656,0.971336190871,0.97241574941,11354714624,11354714624,11354714624,11634999296,11634999296,11634999296,160000,160000,160000,500,500,500,477757520,477757520,477757520,477757520,477757520,477757520,5000,5000,5000
