method,depth,width,batch_size,region,seed_count,host_time_median_us_median,host_time_median_us_min,host_time_median_us_max,device_time_median_us_median,device_time_median_us_min,device_time_median_us_max,host_time_share_of_region_sum_median,host_time_share_of_region_sum_min,host_time_share_of_region_sum_max,device_time_share_of_region_sum_median,device_time_share_of_region_sum_min,device_time_share_of_region_sum_max,host_time_to_composite_ratio_median,host_time_to_composite_ratio_min,host_time_to_composite_ratio_max,device_time_to_composite_ratio_median,device_time_to_composite_ratio_min,device_time_to_composite_ratio_max,peak_allocated_max_bytes_median,peak_allocated_max_bytes_min,peak_allocated_max_bytes_max,peak_reserved_max_bytes_median,peak_reserved_max_bytes_min,peak_reserved_max_bytes_max,vjp_calls_total_median,vjp_calls_total_min,vjp_calls_total_max,synchronization_points_total_median,synchronization_points_total_min,synchronization_points_total_max,saved_tensor_bytes_mean_median,saved_tensor_bytes_mean_min,saved_tensor_bytes_mean_max,saved_tensor_bytes_max_median,saved_tensor_bytes_max_min,saved_tensor_bytes_max_max,actual_inference_steps_total_median,actual_inference_steps_total_min,actual_inference_steps_total_max
fixedpred,16,256,256,initial_forward,3,1906.606,1899.444,1917.259,1864.14653063,1858.20698738,1874.3699789,0.0128761875229,0.0128675687052,0.0129208632296,0.0129145273399,0.0129143978263,0.0129572482969,0.0169590335491,0.0168899645011,0.0170184681269,0.0165809238478,0.0165106693037,0.0166488932018,4988846592,4988846592,4988846592,5337251840,5337251840,5337251840,250,250,250,500,500,500,12369924,12369924,12369924,12369924,12369924,12369924,0,0,0
fixedpred,16,256,256,local_state_vjp,3,36999.974,36823.075,37097.4545,33354.0635109,33280.6380168,33504.1119978,0.250486940267,0.248323104774,0.250536178301,0.232109130933,0.22930569439,0.232577363855,0.329924087375,0.325948788036,0.32997744445,0.298007222338,0.293157495423,0.298840896095,4989659648,4989659648,4989659648,5337251840,5337251840,5337251840,40000,40000,40000,80000,80000,80000,0,0,0,0,0,0,0,0,0
fixedpred,16,256,256,optimizer_step,3,226.0115,222.579,229.848,203.95899564,202.348999679,207.438997924,0.00152635964449,0.00151408139265,0.0015426110566,0.00141298313554,0.00141097641397,0.00142926777541,0.00201034540486,0.00199424337712,0.00202483053184,0.00181414310475,0.00181297719147,0.00182725754999,4988348416,4988348416,4988348416,5337251840,5337251840,5337251840,0,0,0,500,500,500,0,0,0,0,0,0,0,0,0
fixedpred,16,256,256,parameter_vjp,3,5123.249,5108.007,5146.149,5079.75840569,5066.7116642,5103.22999954,0.0347469363786,0.0343843781677,0.0347543118741,0.03533010129,0.0349998557107,0.035354056846,0.0457662633493,0.0451329182652,0.0457743831393,0.0453914253037,0.0447458143925,0.0453959876131,4988861952,4988861952,4988861952,5337251840,5337251840,5337251840,4000,4000,4000,500,500,500,8667136,8667136,8667136,8667136,8667136,8667136,0,0,0
fixedpred,16,256,256,state_inference,3,103696.0245,102952.8625,104728.991,103670.928955,102929.286957,104694.347382,0.700331178733,0.700306962658,0.702882337296,0.718209431259,0.717724310144,0.721350654784,0.922427831,0.922363801648,0.922603018279,0.922210882598,0.922116233886,0.922215873621,4991003136,4991003136,4991003136,5337251840,5337251840,5337251840,40000,40000,40000,500,500,500,13150208,13150208,13150208,13150208,13150208,13150208,2500,2500,2500
fixedpred,32,64,64,initial_forward,3,3450.34,3418.19,3527.7035,3407.85050392,3373.48949909,3482.25104809,0.0116682398357,0.0114086607174,0.0116937087931,0.0118294374972,0.0115500632997,0.0118491101865,0.0154317110781,0.0150762344339,0.0154340994544,0.0152337379585,0.0148791071535,0.0152416480881,897108992,897108992,897108992,901775360,901775360,901775360,250,250,250,500,500,500,1716228,1716228,1716228,1716228,1716228,1716228,0,0,0
fixedpred,32,64,64,local_state_vjp,3,74540.9625,73831.899,74755.608,67164.5749882,66458.0454603,67276.3204798,0.248790310285,0.247801526007,0.249682148732,0.230338870277,0.228541951362,0.230691250704,0.32876961947,0.327064190243,0.330214568337,0.296728826807,0.293823598969,0.297234324206,897312256,897312256,897312256,901775360,901775360,901775360,80000,80000,80000,160000,160000,160000,0,0,0,0,0,0,0,0,0
fixedpred,32,64,64,optimizer_step,3,302.329,286.6035,312.261,280.030503869,263.603493571,289.757996798,0.00100906297954,0.000969225750431,0.00103508959906,0.000958760964396,0.000915028710228,0.000985964074404,0.00133344924658,0.00128183958855,0.00136617698447,0.00123510207292,0.00117896946453,0.00126759884156,897095168,897095168,897095168,901775360,901775360,901775360,0,0,0,500,500,500,0,0,0,0,0,0,0,0,0
fixedpred,32,64,64,parameter_vjp,3,10116.5825,10055.5075,10266.8755,10068.3164597,10008.5582733,10215.9695625,0.0340053656102,0.0337654306409,0.0340328636779,0.0347420212229,0.0344716331447,0.0347620396509,0.0449187346819,0.044620097022,0.0449734479743,0.0446916092947,0.0444072997704,0.0447633846894,897124864,897124864,897124864,901775360,901775360,901775360,8000,8000,8000,500,500,500,1216512,1216512,1216512,1216512,1216512,1216512,0,0,0
fixedpred,32,64,64,state_inference,3,211235.544,208079.205,212812.8855,211077.255249,207944.152832,212730.361938,0.705026535377,0.703675020072,0.705436811923,0.722680672314,0.721822261866,0.723860934726,0.931080301953,0.930638190127,0.931673365761,0.930627500668,0.930032463511,0.93097698966,897697280,897697280,897697280,901775360,901775360,901775360,80000,80000,80000,500,500,500,1911296,1911296,1911296,1911296,1911296,1911296,2500,2500,2500
fixedpred,32,64,256,initial_forward,3,3491.701,3434.9595,3497.8985,3450.73449612,3393.91350746,3455.1295042,0.0116114366609,0.0115777145175,0.0116916044659,0.0117727114478,0.0117393176832,0.0118570119089,0.0154056579612,0.0153367737374,0.0154920508447,0.0152168528001,0.0151534640825,0.0153102521159,1654610432,1654610432,1654610432,1681915904,1681915904,1681915904,250,250,250,500,500,500,5382660,5382660,5382660,5382660,5382660,5382660,0,0,0
fixedpred,32,64,256,local_state_vjp,3,74926.526,74373.896,75792.9545,67504.7655627,67024.6265065,68304.3260425,0.250883825962,0.250681190112,0.251598235488,0.23195201198,0.231833657937,0.232734292638,0.332435552303,0.332072507674,0.333811953919,0.299505795347,0.299257853265,0.300821394317,1655423488,1655423488,1655423488,1681915904,1681915904,1681915904,80000,80000,80000,160000,160000,160000,0,0,0,0,0,0,0,0,0
fixedpred,32,64,256,optimizer_step,3,300.4175,291.1795,304.7455,275.690987706,266.055002809,281.176000834,0.00100591734076,0.00098143606187,0.0010116168525,0.000947297257461,0.000920266292085,0.000958054949843,0.00133289854562,0.00130008930483,0.00134217872194,0.00122318843499,0.00118790738779,0.00123833674263,1652421632,1652421632,1652421632,1681915904,1681915904,1681915904,0,0,0,500,500,500,0,0,0,0,0,0,0,0,0
fixedpred,32,64,256,parameter_vjp,3,10282.5305,10136.7305,10362.1935,10235.5680466,10084.8851204,10306.0641289,0.0343977829811,0.0341663917348,0.0344300040337,0.0351159975346,0.0348829367532,0.0351702666081,0.0456217429037,0.045259556078,0.045637804753,0.0453892858739,0.0450279431436,0.045413267094,1652598272,1652598272,1652598272,1681915904,1681915904,1681915904,8000,8000,8000,500,500,500,4866048,4866048,4866048,4866048,4866048,4866048,0,0,0
fixedpred,32,64,256,state_inference,3,209649.1095,208450.417,211288.178,209562.255859,208337.059021,211139.602661,0.701988648198,0.701380928017,0.702593267574,0.720073412246,0.71941894343,0.720623821335,0.930568283075,0.930175482931,0.930711666616,0.92988707082,0.929787839312,0.93020288643,1656963584,1656963584,1656963584,1681915904,1681915904,1681915904,80000,80000,80000,500,500,500,5560832,5560832,5560832,5560832,5560832,5560832,2500,2500,2500
fixedpred,32,256,64,initial_forward,3,3456.502,3429.719,3534.0535,3413.34748268,3386.43693924,3485.60750484,0.01164069106,0.0116350663631,0.0117720882796,0.0117987548834,0.0117898477122,0.0119237303581,0.015411724856,0.0153920774438,0.0155844536175,0.0152172144288,0.0151998472946,0.0153707890148,7057159168,7057159168,7057159168,7165968384,7165968384,7165968384,250,250,250,500,500,500,12144132,12144132,12144132,12144132,12144132,12144132,0,0,0
fixedpred,32,256,64,local_state_vjp,3,74165.1205,73708.3625,75037.3165,66758.1584305,66361.3860756,67462.8835693,0.249952615064,0.249650108359,0.250171012962,0.230780210262,0.230585525042,0.231211075853,0.330899229051,0.330263161533,0.331214598758,0.297496992484,0.297278205328,0.298199984178,7057362432,7057362432,7057362432,7165968384,7165968384,7165968384,80000,80000,80000,160000,160000,160000,0,0,0,0,0,0,0,0,0
fixedpred,32,256,64,optimizer_step,3,298.83,286.8705,307.0065,276.791498065,264.118999243,285.92300415,0.00101424860447,0.000965645992716,0.00102265220954,0.000964374975257,0.000912278282472,0.000978098882309,0.00134281722168,0.00127745708012,0.00135383591661,0.00124378385119,0.00117613822691,0.0012608597397,7063570944,7063570944,7063570944,7165968384,7165968384,7165968384,0,0,0,500,500,500,0,0,0,0,0,0,0,0,0
fixedpred,32,256,64,parameter_vjp,3,10142.3245,10089.485,10256.2945,10097.3277092,10044.94524,10202.1374702,0.0341641699186,0.0341404745704,0.0342443733262,0.0348999524766,0.034876600345,0.0349978011789,0.0452281624832,0.0451645751006,0.0453379319876,0.044989260075,0.0449640243316,0.0451377327808,7063691264,7063691264,7063691264,7165968384,7165968384,7165968384,8000,8000,8000,500,500,500,4263936,4263936,4263936,4263936,4263936,4263936,0,0,0
fixedpred,32,256,64,state_inference,3,209025.4425,207105.51,211071.496,208982.872009,206946.907043,210888.702393,0.703088474528,0.702929674047,0.703608704714,0.721418008021,0.721027993109,0.721835748618,0.930782156915,0.930645669888,0.930806867373,0.929974400609,0.929931818118,0.930613644772,7057698304,7057698304,7057698304,7165968384,7165968384,7165968384,80000,80000,80000,500,500,500,12941312,12941312,12941312,12941312,12941312,12941312,2500,2500,2500
fixedpred,32,256,256,initial_forward,3,3486.5295,3476.202,3494.1575,3442.59095192,3432.33549595,3451.11608505,0.0116365485109,0.0115248722344,0.0116442948474,0.0117951101793,0.0116787969922,0.0118040086441,0.0153893722662,0.0152694765775,0.0154014224609,0.0151954112515,0.0150766688044,0.0152116772542,9442132480,9442132480,9442132480,9879683072,9879683072,9879683072,250,250,250,500,500,500,24952836,24952836,24952836,24952836,24952836,24952836,0,0,0
fixedpred,32,256,256,local_state_vjp,3,75055.956,74537.356,75651.363,67595.1079801,66948.379837,68139.0319243,0.249957900589,0.248939511458,0.250811745962,0.231024319831,0.229553631362,0.231848524723,0.330828958501,0.329004277527,0.332304254868,0.297942735397,0.295506546799,0.299303380507,9442945536,9442945536,9442945536,9879683072,9879683072,9879683072,80000,80000,80000,160000,160000,160000,0,0,0,0,0,0,0,0,0
fixedpred,32,256,256,optimizer_step,3,298.12,297.126,301.8845,275.597497821,274.079501629,280.31000495,0.000992825263907,0.000985080610255,0.00100823243511,0.000941927994254,0.000932577500957,0.000961131243203,0.00131404267382,0.00130514811785,0.00133250355458,0.00121476649454,0.001203905002,0.00123727328126,9441650688,9441650688,9441650688,9879683072,9879683072,9879683072,0,0,0,500,500,500,0,0,0,0,0,0,0,0,0
fixedpred,32,256,256,parameter_vjp,3,10201.475,10152.52,10240.4535,10149.1622925,10106.7795753,10191.7858124,0.0339073386084,0.0338215949412,0.0341036527193,0.0346542807838,0.0345333392365,0.0348331477754,0.0448127313193,0.044810739873,0.0451375046902,0.044610781304,0.044580594964,0.0449229039535,9442164224,9442164224,9442164224,9879683072,9879683072,9879683072,8000,8000,8000,500,500,500,17055744,17055744,17055744,17055744,17055744,17055744,0,0,0
fixedpred,32,256,256,state_inference,3,211185.7025,210941.258,211999.911,211075.10376,210867.858887,211900.001526,0.703309072917,0.702856706252,0.704500622651,0.721405494221,0.721006761547,0.723026947967,0.931084491231,0.930856786479,0.931225422296,0.930759384502,0.930367532025,0.93077909966,9444289024,9444289024,9444289024,9879683072,9879683072,9879683072,80000,80000,80000,500,500,500,25733120,25733120,25733120,25733120,25733120,25733120,2500,2500,2500
strict,4,64,64,initial_forward,3,790.707,783.789,795.785,746.354997158,738.338977098,749.839007854,0.0105994123982,0.0104650365226,0.0108941886659,0.0102155981158,0.0101026025442,0.0105016906301,0.0126776212747,0.0125557401169,0.0131257382232,0.0119378133861,0.0118487374427,0.0123644175172,535496704,535496704,535496704,538968064,538968064,538968064,250,250,250,500,500,500,339972,339972,339972,339972,339972,339972,0,0,0
strict,4,64,64,local_state_vjp,3,14185.182,14006.0365,14281.7415,12711.2130374,12590.0650024,12793.9724624,0.18901937937,0.188938713297,0.194675357899,0.173178205066,0.173174031485,0.179073530953,0.226781645655,0.225983607517,0.234552371422,0.203110344452,0.202368891937,0.210836519657,535927296,535927296,535927296,538968064,538968064,538968064,15000,15000,15000,30000,30000,30000,0,0,0,0,0,0,0,0,0
strict,4,64,64,optimizer_step,3,192.057,186.742,192.4125,167.429000139,163.309000432,168.003998697,0.00256282719335,0.0025418815306,0.00259559981047,0.00228883975702,0.00226630577839,0.0023228092419,0.00306531639012,0.00304969828222,0.00312727865189,0.00267470798871,0.0026580143102,0.00273481521129,535537664,535537664,535537664,538968064,538968064,538968064,0,0,0,500,500,500,0,0,0,0,0,0,0,0,0
strict,4,64,64,parameter_vjp,3,1385.8235,1380.424,1394.4045,1338.76103163,1334.96505022,1345.86453438,0.0185726902937,0.0183414255108,0.0191870509728,0.0183356841369,0.0181213640369,0.0189877419374,0.0222142062927,0.0220056730419,0.0231172982283,0.0214268389428,0.0212534625247,0.0223556736997,535567360,535567360,535567360,538968064,538968064,538968064,1000,1000,1000,500,500,500,299008,299008,299008,299008,299008,299008,0,0,0
strict,4,64,64,state_inference,3,58510.4345,55588.614,58906.6935,58426.4602661,55479.9995422,58830.9803009,0.779326356818,0.772647802651,0.779632277066,0.795985846505,0.789114227238,0.796331522575,0.932127558582,0.930915840305,0.935387108921,0.930178574547,0.929082575172,0.933969547648,535415296,535415296,535415296,538968064,538968064,538968064,20000,20000,20000,500,500,500,2457680,2457680,2457680,2457680,2457680,2457680,5000,5000,5000
strict,4,64,256,initial_forward,3,788.446,777.154,790.4605,744.823515415,734.172999859,746.178984642,0.0107805473065,0.0107549640959,0.0109201949823,0.0104146985532,0.0103802266512,0.0105550793494,0.0129133747282,0.0128944189815,0.0131460605744,0.0121874761538,0.0121640660237,0.0124160794816,1199469568,1199469568,1199469568,1228931072,1228931072,1228931072,250,250,250,500,500,500,1253892,1253892,1253892,1253892,1253892,1253892,0,0,0
strict,4,64,256,local_state_vjp,3,13902.227,13753.594,14002.4515,12466.6084647,12360.8549535,12576.8765137,0.190516620549,0.190087356444,0.193258901308,0.174959133751,0.17431776314,0.177709892471,0.228415558285,0.227694308562,0.232650902961,0.205025817442,0.203989925449,0.209042497603,1201187328,1201187328,1201187328,1231028224,1231028224,1231028224,15000,15000,15000,30000,30000,30000,0,0,0,0,0,0,0,0,0
strict,4,64,256,optimizer_step,3,187.899,182.879,188.325,165.028996766,160.884000361,165.384501219,0.00256917285183,0.00256234007059,0.00256972792801,0.00230756309151,0.0023006927863,0.00231300169058,0.00307745894844,0.00307205920434,0.00309351610078,0.00270035373634,0.00269606627034,0.00272081448947,1198920704,1198920704,1198920704,1231028224,1231028224,1231028224,0,0,0,500,500,500,0,0,0,0,0,0,0,0,0
strict,4,64,256,parameter_vjp,3,1381.944,1366.449,1382.741,1337.43351698,1323.58801365,1338.80501986,0.0188955396652,0.0188135015083,0.0192006854669,0.0187010300105,0.0186243513071,0.0190289979509,0.0226338401431,0.0225560186713,0.0231143651398,0.021884297096,0.0218249414546,0.0223840620419,1199097344,1199097344,1199097344,1231028224,1231028224,1231028224,1000,1000,1000,500,500,500,1196032,1196032,1196032,1196032,1196032,1196032,0,0,0
strict,4,64,256,state_inference,3,56875.474,55086.602,57133.292,56802.6752472,54976.8695831,57057.4073792,0.777352573776,0.774050490315,0.777667383733,0.793735595504,0.790393028538,0.794258945205,0.931825361164,0.931521383339,0.931989144102,0.92974977631,0.92945675817,0.930138860499,1199142400,1199142400,1199142400,1231028224,1231028224,1231028224,20000,20000,20000,500,500,500,7710800,7710800,7710800,7710800,7710800,7710800,5000,5000,5000
strict,4,256,64,initial_forward,3,792.6335,779.232,796.0845,748.237997293,736.132502556,752.177506685,0.0108687735782,0.0106366011851,0.0108896014167,0.0105043394072,0.0102686028265,0.0105168562332,0.0130423861803,0.0127109384782,0.0131275912745,0.0123162930367,0.0119950281906,0.012390710761,1706718208,1706718208,1706718208,1749024768,1749024768,1749024768,250,250,250,500,500,500,1134084,1134084,1134084,1134084,1134084,1134084,0,0,0
strict,4,256,64,local_state_vjp,3,13998.3735,13929.9895,14017.856,12542.4015298,12534.8785073,12548.529014,0.191116837516,0.188110070723,0.194668639627,0.175157647603,0.172212398953,0.179081231577,0.229337706088,0.224795072643,0.234676205051,0.205371592813,0.201165885477,0.21098926276,1707787776,1707787776,1707787776,1749024768,1749024768,1749024768,15000,15000,15000,30000,30000,30000,0,0,0,0,0,0,0,0,0
strict,4,256,64,optimizer_step,3,191.9215,186.1955,197.3165,170.234002173,164.853997529,174.723997712,0.00262026371358,0.002602042499,0.00264785290774,0.00237735869735,0.00235520885908,0.00239786183442,0.00314428219529,0.0031368044705,0.00316423402774,0.00278744290669,0.00277485125855,0.00280100621153,1708353536,1708353536,1708353536,1749024768,1749024768,1749024768,0,0,0,500,500,500,0,0,0,0,0,0,0,0,0
strict,4,256,64,parameter_vjp,3,1391.3455,1378.0805,1393.545,1349.5965004,1336.73197031,1350.5474925,0.0189957463166,0.0187004238384,0.0192583817979,0.0188474390379,0.0185345249093,0.019097401494,0.0227946472029,0.0223473582198,0.0232162918712,0.0220985416773,0.0216506717166,0.0225001058255,1708473856,1708473856,1708473856,1749024768,1749024768,1749024768,1000,1000,1000,500,500,500,593920,593920,593920,593920,593920,593920,0,0,0
strict,4,256,64,state_inference,3,56867.3835,55283.9425,58118.083,56791.9502258,55222.8927612,58044.54422,0.776398378876,0.772581334659,0.779905051345,0.793113215254,0.788949301837,0.796586611477,0.931667902927,0.931359339946,0.932001205452,0.929921853409,0.929521369068,0.93051401659,1707472384,1707472384,1707472384,1749024768,1749024768,1749024768,20000,20000,20000,500,500,500,17356880,17356880,17356880,17356880,17356880,17356880,5000,5000,5000
strict,4,256,256,initial_forward,3,795.859,795.0015,796.319,752.908021212,751.947492361,755.057990551,0.0109036133785,0.0105871728523,0.0109197194659,0.0105667133183,0.0102306430735,0.0105690356195,0.0130947175037,0.0126800990657,0.0131182934521,0.0123941854687,0.0119687763567,0.0124323340226,3558449152,3558449152,3558449152,3839885312,3839885312,3839885312,250,250,250,500,500,500,2932740,2932740,2932740,2932740,2932740,2932740,0,0,0
strict,4,256,256,local_state_vjp,3,14015.2905,13962.743,14239.9375,12599.1620049,12567.9999888,12777.2694901,0.19178484133,0.1894313939,0.191904637463,0.176358628968,0.173841504806,0.176386024753,0.229984692057,0.226879155968,0.230883218402,0.206891304706,0.203376276308,0.207450278534,3562722816,3562722816,3562722816,3841982464,3841982464,3841982464,15000,15000,15000,30000,30000,30000,0,0,0,0,0,0,0,0,0
strict,4,256,256,optimizer_step,3,190.1075,190.0525,197.101,169.758997858,169.17899996,174.334004521,0.00261046046303,0.00260305063719,0.00262200007333,0.00237434844855,0.00237190627531,0.00237622661774,0.00313176751081,0.00313041396574,0.00314033039263,0.00278498281842,0.00277488086957,0.00279515029456,3560969216,3560969216,3560969216,3841982464,3841982464,3841982464,0,0,0,500,500,500,0,0,0,0,0,0,0,0,0
strict,4,256,256,parameter_vjp,3,1388.4745,1387.522,1389.8765,1346.70203924,1342.1459794,1346.971035,0.0190117140668,0.0184579620892,0.0190906073414,0.0188506604786,0.0182606054377,0.0189041109591,0.0228732655402,0.0221068259777,0.0228930890477,0.0221735037461,0.0213629877467,0.0221739916539,3561482752,3561482752,3561482752,3841982464,3841982464,3841982464,1000,1000,1000,500,500,500,2375680,2375680,2375680,2375680,2375680,2375680,0,0,0
strict,4,256,256,state_inference,3,56642.387,56466.532,58551.5845,56569.8947906,56415.7524109,58453.836441,0.775594371399,0.775576984455,0.778901471085,0.791845448316,0.791768802521,0.795295340408,0.932878678149,0.930077848855,0.933107780288,0.930411900643,0.928702150912,0.931446109384,3561464320,3561464320,3561464320,3841982464,3841982464,3841982464,20000,20000,20000,500,500,500,37355600,37355600,37355600,37355600,37355600,37355600,5000,5000,5000
strict,8,64,64,initial_forward,3,1164.3775,1139.5535,1164.9085,1118.70896816,1095.52353621,1119.57299709,0.00699677358534,0.00686888348808,0.00740470926106,0.00687212820608,0.00674227513973,0.00727994473911,0.0087125785366,0.00850847938895,0.00929898249998,0.00837236567571,0.00817472853564,0.00893963990831,606029312,606029312,606029312,608174080,608174080,608174080,250,250,250,500,500,500,536580,536580,536580,536580,536580,536580,0,0,0
strict,8,64,64,local_state_vjp,3,34196.3285,32769.2055,34342.85,30765.7629997,29528.0299932,30948.3535737,0.206272978286,0.201730621028,0.212931151932,0.189966222906,0.185420198578,0.19621890311,0.256856892877,0.249883526794,0.267403214051,0.231437283547,0.224814288498,0.240953248942,606621184,606621184,606621184,608174080,608174080,608174080,35000,35000,35000,70000,70000,70000,0,0,0,0,0,0,0,0,0
strict,8,64,64,optimizer_step,3,215.6065,197.1155,215.668,191.332004964,174.304500222,191.886000335,0.00128083759854,0.00127190359464,0.00129536368359,0.00115828376795,0.00115646539586,0.00117442817168,0.00160850156221,0.00157550576284,0.00161302315833,0.00142235142823,0.0014021662534,0.0014308147081,606382080,606382080,606382080,608174080,608174080,608174080,0,0,0,500,500,500,0,0,0,0,0,0,0,0,0
strict,8,64,64,parameter_vjp,3,2661.958,2568.57,2663.9395,2609.81547832,2524.06704426,2614.96901512,0.0159884810006,0.0157150838493,0.0166903213115,0.0160194883298,0.0157599885972,0.0167728652035,0.0199093045816,0.0194662592923,0.020960040472,0.0195166635739,0.0191083315108,0.0205967738112,606411776,606411776,606411776,608174080,608174080,608174080,2000,2000,2000,500,500,500,430080,430080,430080,430080,430080,430080,0,0,0
strict,8,64,64,state_inference,3,128106.8545,117221.3345,131274.561,128045.959473,117163.219452,131233.222961,0.769446403445,0.761692979896,0.77441350804,0.785967732386,0.77857000318,0.79092107229,0.958136223496,0.956549331067,0.959265269693,0.957550422157,0.956069822129,0.958958945621,606257664,606257664,606257664,608174080,608174080,608174080,40000,40000,40000,500,500,500,6389840,6389840,6389840,6389840,6389840,6389840,5000,5000,5000
strict,8,64,256,initial_forward,3,1173.887,1173.808,1203.0565,1131.30402565,1129.78899479,1159.21849012,0.00708293236502,0.00689789237857,0.00719201434338,0.00697383235209,0.00678601468468,0.00707750491592,0.00878158484345,0.00853393443773,0.0089617384649,0.00846154024869,0.00821386072779,0.00863659417118,1339066880,1339066880,1339066880,1371537408,1371537408,1371537408,250,250,250,500,500,500,1843716,1843716,1843716,1843716,1843716,1843716,0,0,0
strict,8,64,256,local_state_vjp,3,34235.224,33760.273,34420.348,30761.6000623,30539.4545645,30932.4665517,0.202648002703,0.201183575771,0.206837938961,0.186089022739,0.184767837808,0.191056634564,0.251247723031,0.248900294662,0.257734123582,0.225786866711,0.223644857439,0.233144114493,1341429760,1341429760,1341429760,1371537408,1371537408,1371537408,35000,35000,35000,70000,70000,70000,0,0,0,0,0,0,0,0,0
strict,8,64,256,optimizer_step,3,213.967,204.771,221.3545,190.018996596,181.069493294,196.877993643,0.00125737883757,0.00125456365826,0.00130321306788,0.00114133852181,0.00113278146268,0.00118441357965,0.0015632715476,0.0015556039402,0.00161575397517,0.0013823196019,0.00138148767679,0.00143708117278,1339560960,1339560960,1339560960,1371537408,1371537408,1371537408,0,0,0,500,500,500,0,0,0,0,0,0,0,0,0
strict,8,64,256,parameter_vjp,3,2659.433,2653.3325,2685.9505,2613.49606514,2611.11605167,2640.41900635,0.0158133934086,0.0156281799255,0.0162560837608,0.015884701328,0.0156978185822,0.016335296501,0.0196058141916,0.0193348715152,0.0202561847311,0.019273339656,0.0190007981939,0.0199337659558,1339737600,1339737600,1339737600,1371537408,1371537408,1371537408,2000,2000,2000,500,500,500,1720320,1720320,1720320,1720320,1720320,1720320,0,0,0
strict,8,64,256,state_inference,3,131322.176,125428.629,131886.648,131295.043945,125382.091522,131792.945862,0.773152458455,0.768459399277,0.775032973088,0.789868030001,0.784397782556,0.791606990403,0.958572461368,0.957552617168,0.958855287444,0.95816909813,0.957191184915,0.958368338896,1339977216,1339977216,1339977216,1371537408,1371537408,1371537408,40000,40000,40000,500,500,500,19507280,19507280,19507280,19507280,19507280,19507280,5000,5000,5000
strict,8,256,64,initial_forward,3,1173.2685,1164.467,1181.161,1129.54598665,1120.40150166,1136.25395298,0.00712057556139,0.00708695548296,0.00729150391552,0.00700278612061,0.00696847453826,0.00716973802947,0.00883044322733,0.00880997204513,0.0091244805373,0.00850131385789,0.00847497857228,0.00877916489102,2539465216,2539465216,2539465216,2608857088,2608857088,2608857088,250,250,250,500,500,500,2706948,2706948,2706948,2706948,2706948,2706948,0,0,0
strict,8,256,64,local_state_vjp,3,33629.0755,33376.237,34074.998,30329.1794807,30040.7370031,30638.3624673,0.204449684597,0.20256063937,0.210574052922,0.18790046731,0.186241957941,0.194084237841,0.254156528888,0.251201635406,0.263509266374,0.228522386848,0.226095915353,0.237651294894,2541187584,2541187584,2541187584,2608857088,2608857088,2608857088,35000,35000,35000,70000,70000,70000,0,0,0,0,0,0,0,0,0
strict,8,256,64,optimizer_step,3,203.4995,202.789,217.2805,181.79000169,180.706001818,195.075504482,0.00127424598641,0.0012307280026,0.00130368106534,0.00116332108318,0.00112031337935,0.00119636871885,0.00159457264749,0.00152626338441,0.00162063861823,0.00142445756992,0.00136004948503,0.00145500987356,2542495744,2542495744,2542495744,2608857088,2608857088,2608857088,0,0,0,500,500,500,0,0,0,0,0,0,0,0,0
strict,8,256,64,parameter_vjp,3,2641.625,2605.7255,2655.571,2599.86388683,2562.04843521,2609.31491852,0.0160320424671,0.0159334023548,0.016316183873,0.0161182377321,0.0160025358102,0.0163952083893,0.0198818255075,0.0198072119498,0.0204178320298,0.0195673829582,0.0194620999687,0.0200755226035,2542616064,2542616064,2542616064,2608857088,2608857088,2608857088,2000,2000,2000,500,500,500,1118208,1118208,1118208,1118208,1118208,1118208,0,0,0
strict,8,256,64,state_inference,3,127377.6625,122099.1285,128537.9035,127348.659515,122074.703217,128477.333069,0.7712262765,0.764544013303,0.773056014598,0.787932153623,0.781187494657,0.789516704827,0.958690374059,0.956739110357,0.958730720515,0.958274021337,0.956544548518,0.958465557592,2540824064,2540824064,2540824064,2608857088,2608857088,2608857088,40000,40000,40000,500,500,500,48814160,48814160,48814160,48814160,48814160,48814160,5000,5000,5000
strict,8,256,256,initial_forward,3,1163.177,1161.858,1186.8785,1120.77850103,1119.2125082,1144.02502775,0.00710698964645,0.00687561007785,0.00715807965972,0.00699962757186,0.00676042994012,0.00704431135082,0.00881496782954,0.00847492837519,0.00891526175065,0.00849651449083,0.00816277299864,0.00859023533702,4669353472,4669353472,4669353472,4926210048,4926210048,4926210048,250,250,250,500,500,500,6078468,6078468,6078468,6078468,6078468,6078468,0,0,0
strict,8,256,256,local_state_vjp,3,33440.2305,33289.4275,33852.156,30178.8484901,29993.3735132,30471.1944833,0.202705603145,0.196999222973,0.205787970153,0.186435617997,0.181170330762,0.189679945482,0.251420567565,0.242822714749,0.256305281062,0.226305316055,0.218751218073,0.23130655209,4676238336,4676238336,4676238336,4926210048,4926210048,4926210048,35000,35000,35000,70000,70000,70000,0,0,0,0,0,0,0,0,0
strict,8,256,256,optimizer_step,3,200.7095,200.485,202.153,178.141497076,178.096503019,180.191501975,0.00121048555349,0.00118775294478,0.00123376545494,0.00110248759847,0.0010760361429,0.00111937123758,0.00150139394356,0.00146403315786,0.00153663307655,0.00133825718015,0.00129924262963,0.00136502517868,4674294784,4674294784,4674294784,4926210048,4926210048,4926210048,0,0,0,500,500,500,0,0,0,0,0,0,0,0,0
