cell_id,method,depth,width,batch_size,model_seed,region,host_time_median_us,device_time_median_us,host_time_share_of_region_sum,device_time_share_of_region_sum,host_time_to_composite_ratio,device_time_to_composite_ratio,peak_allocated_max_bytes,peak_reserved_max_bytes,vjp_calls_total,synchronization_points_total,saved_tensor_bytes_mean,saved_tensor_bytes_max,actual_inference_steps_total,non_finite_events_total
s3b-cell-9e3f60132565995bd1d9,fixedpred,8,256,256,72,parameter_vjp,2662.8575,2620.18609047,0.0350682942852,0.0354284148777,0.0450139603994,0.0442919964038,2762210816,3015704576,2000,500,4472832,4472832,0,0
s3b-cell-9e3f60132565995bd1d9,fixedpred,8,256,256,72,state_inference,53085.7705,53061.7656708,0.699108916737,0.717465929295,0.897382143452,0.896963594617,2764360192,3015704576,20000,500,6858752,6858752,2500,0
s3b-cell-b2d3d9040e593a1b9189,fixedpred,16,64,64,70,initial_forward,1934.7955,1888.60195875,0.0127329279234,0.0127599130788,0.0167730413842,0.016372465956,613739520,618659840,250,500,929796,929796,0,0
s3b-cell-b2d3d9040e593a1b9189,fixedpred,16,64,64,70,local_state_vjp,38097.0435,34303.4144789,0.250717406041,0.231763281314,0.330269161387,0.297379489166,613942784,618659840,40000,80000,0,0,0,0
s3b-cell-b2d3d9040e593a1b9189,fixedpred,16,64,64,70,optimizer_step,231.173,207.876995206,0.00152135414148,0.0014044740225,0.00200407448534,0.00180210499692,613717504,618659840,0,500,0,0,0,0
s3b-cell-b2d3d9040e593a1b9189,fixedpred,16,64,64,70,parameter_vjp,5181.7365,5134.17506218,0.0341011116537,0.0346878955732,0.0449212750166,0.0445086409174,613747200,618659840,4000,500,692224,692224,0,0
s3b-cell-b2d3d9040e593a1b9189,fixedpred,16,64,64,70,state_inference,106507.38,106476.49765,0.70092720024,0.719384436012,0.923328947406,0.923054656815,614327808,618659840,40000,500,1124864,1124864,2500,0
s3b-cell-a6fec96a9df788c05441,fixedpred,16,64,64,71,initial_forward,1935.9295,1892.29100943,0.012949796733,0.0129872601034,0.0170964976302,0.0167110388891,613739520,618659840,250,500,929796,929796,0,0
s3b-cell-a6fec96a9df788c05441,fixedpred,16,64,64,71,local_state_vjp,37722.608,34071.5280026,0.252333623635,0.233841303523,0.333134279051,0.300889570699,613942784,618659840,40000,80000,0,0,0,0
s3b-cell-a6fec96a9df788c05441,fixedpred,16,64,64,71,optimizer_step,224.561,201.907001436,0.00150213078738,0.00138573756958,0.00198313347895,0.00178306388191,613717504,618659840,0,500,0,0,0,0
s3b-cell-a6fec96a9df788c05441,fixedpred,16,64,64,71,parameter_vjp,5160.892,5112.82992363,0.034522177776,0.0350906133104,0.0455766482445,0.0451519873326,613747200,618659840,4000,500,692224,692224,0,0
s3b-cell-a6fec96a9df788c05441,fixedpred,16,64,64,71,state_inference,104450.9815,104425.079346,0.698692271068,0.716695085493,0.922423031255,0.922189849898,614327808,618659840,40000,500,1124864,1124864,2500,0
s3b-cell-508f373b9303293746d5,fixedpred,16,64,64,72,initial_forward,1885.355,1840.85154533,0.0126206875357,0.012640255663,0.0166754850253,0.0162817283516,613739520,618659840,250,500,929796,929796,0,0
s3b-cell-508f373b9303293746d5,fixedpred,16,64,64,72,local_state_vjp,37780.989,34173.6704931,0.252908368428,0.234654409298,0.334163229901,0.302254910862,613942784,618659840,40000,80000,0,0,0,0
s3b-cell-508f373b9303293746d5,fixedpred,16,64,64,72,optimizer_step,225.888,202.847503126,0.00151210878909,0.00139285772751,0.0019979218563,0.00179411965678,613717504,618659840,0,500,0,0,0,0
s3b-cell-508f373b9303293746d5,fixedpred,16,64,64,72,parameter_vjp,5082.006,5037.55807877,0.0340192747682,0.0345905253437,0.0449490493575,0.0445555495236,613747200,618659840,4000,500,692224,692224,0,0
s3b-cell-508f373b9303293746d5,fixedpred,16,64,64,72,state_inference,104411.839,104379.116058,0.698939560479,0.716721951968,0.923496136115,0.923199058364,614327808,618659840,40000,500,1124864,1124864,2500,0
s3b-cell-28e8ed144e5feea10881,fixedpred,16,64,256,70,initial_forward,1946.879,1904.25950289,0.0129382369131,0.0129845295019,0.0170472127207,0.0166738927117,1091271168,1119879168,250,500,3023364,3023364,0,0
s3b-cell-28e8ed144e5feea10881,fixedpred,16,64,256,70,local_state_vjp,37746.5255,34060.7495382,0.250849431098,0.232249232086,0.330515173087,0.298239437755,1092084224,1119879168,40000,80000,0,0,0,0
s3b-cell-28e8ed144e5feea10881,fixedpred,16,64,256,70,optimizer_step,227.584,204.768501222,0.00151243899063,0.00139625016504,0.00199276527191,0.00179297412718,1089860608,1119879168,0,500,0,0,0,0
s3b-cell-28e8ed144e5feea10881,fixedpred,16,64,256,70,parameter_vjp,5151.987,5108.33454132,0.0342381978435,0.0348320806366,0.0451116984276,0.0447291043833,1090037248,1119879168,4000,500,2768896,2768896,0,0
s3b-cell-28e8ed144e5feea10881,fixedpred,16,64,256,70,state_inference,105401.8545,105377.914429,0.700461695155,0.718537907611,0.92291705587,0.9226998929,1093624320,1119879168,40000,500,3201536,3201536,2500,0
s3b-cell-3f51c4975e701d839c64,fixedpred,16,64,256,71,initial_forward,1930.2675,1887.57199049,0.0127601414093,0.0128082965928,0.0168260721881,0.0164540085083,1091271168,1119879168,250,500,3023364,3023364,0,0
s3b-cell-3f51c4975e701d839c64,fixedpred,16,64,256,71,local_state_vjp,38075.7615,34323.5819936,0.251701953749,0.23290588148,0.331905039905,0.299199454645,1092084224,1119879168,40000,80000,0,0,0,0
s3b-cell-3f51c4975e701d839c64,fixedpred,16,64,256,71,optimizer_step,228.5415,205.255001783,0.00151078638473,0.00139277704546,0.00199218801382,0.00178921257718,1089860608,1119879168,0,500,0,0,0,0
s3b-cell-3f51c4975e701d839c64,fixedpred,16,64,256,71,parameter_vjp,5171.489,5123.72136116,0.0341864176528,0.0347674913505,0.0450796831185,0.0446635970948,1090037248,1119879168,4000,500,2768896,2768896,0,0
s3b-cell-3f51c4975e701d839c64,fixedpred,16,64,256,71,state_inference,105867.1465,105830.909729,0.699840700805,0.718125553531,0.922840098254,0.922530477192,1093624320,1119879168,40000,500,3201536,3201536,2500,0
s3b-cell-ebafaef077603ac63e5d,fixedpred,16,64,256,72,initial_forward,1999.1635,1956.23749495,0.0130726620983,0.0131337576205,0.017252661767,0.0168800778762,1091271168,1119879168,250,500,3023364,3023364,0,0
s3b-cell-ebafaef077603ac63e5d,fixedpred,16,64,256,72,local_state_vjp,38494.6915,34709.5010579,0.251719328888,0.233032121713,0.33220689167,0.299503042148,1092084224,1119879168,40000,80000,0,0,0,0
s3b-cell-ebafaef077603ac63e5d,fixedpred,16,64,256,72,optimizer_step,231.455,207.588002086,0.00151349952415,0.00139370117961,0.00199744284511,0.00179124551616,1089860608,1119879168,0,500,0,0,0,0
s3b-cell-ebafaef077603ac63e5d,fixedpred,16,64,256,72,parameter_vjp,5239.779,5190.86027145,0.0342632607771,0.0348503189532,0.045218980249,0.0447911492613,1090037248,1119879168,4000,500,2768896,2768896,0,0
s3b-cell-ebafaef077603ac63e5d,fixedpred,16,64,256,72,state_inference,106961.9495,106883.094788,0.699431248713,0.717590100534,0.923075244554,0.922278081432,1093624320,1119879168,40000,500,3201536,3201536,2500,0
s3b-cell-46a723a3126141114141,fixedpred,16,256,64,70,initial_forward,1913.9665,1871.72651291,0.0128388244098,0.0128777323783,0.0169282927478,0.0165539544471,3723752448,3806330880,250,500,5852676,5852676,0,0
s3b-cell-46a723a3126141114141,fixedpred,16,256,64,70,local_state_vjp,37532.02,33958.9594305,0.251763557265,0.23364224868,0.331956187308,0.300340388196,3723955712,3806330880,40000,80000,0,0,0,0
s3b-cell-46a723a3126141114141,fixedpred,16,256,64,70,optimizer_step,223.5735,203.191496432,0.0014997236938,0.00139798506595,0.00197742105656,0.00179706957869,3727002112,3806330880,0,500,0,0,0,0
s3b-cell-46a723a3126141114141,fixedpred,16,256,64,70,parameter_vjp,5137.4505,5092.16451645,0.0344618491932,0.0350347828151,0.0454387608358,0.0450362052689,3727122432,3806330880,4000,500,2166784,2166784,0,0
s3b-cell-46a723a3126141114141,fixedpred,16,256,64,70,state_inference,104269.45,104219.928741,0.699436045438,0.71704725106,0.922222919915,0.921743609962,3724291584,3806330880,40000,500,6649856,6649856,2500,0
s3b-cell-df6ce38e42428e748fde,fixedpred,16,256,64,71,initial_forward,1932.142,1888.24498653,0.0129887921315,0.0130332904412,0.0170842687488,0.0166959556774,3723752448,3806330880,250,500,5852676,5852676,0,0
s3b-cell-df6ce38e42428e748fde,fixedpred,16,256,64,71,local_state_vjp,37119.4505,33380.6699216,0.249534882312,0.230404406903,0.328215352779,0.295153536469,3723955712,3806330880,40000,80000,0,0,0,0
s3b-cell-df6ce38e42428e748fde,fixedpred,16,256,64,71,optimizer_step,228.852,206.600502133,0.00153845372487,0.0014260248902,0.00202354126751,0.00182677187079,3727002112,3806330880,0,500,0,0,0,0
s3b-cell-df6ce38e42428e748fde,fixedpred,16,256,64,71,parameter_vjp,5139.003,5094.90394592,0.0345468613228,0.0351667094952,0.0454397804886,0.0450493929911,3727122432,3806330880,4000,500,2166784,2166784,0,0
s3b-cell-df6ce38e42428e748fde,fixedpred,16,256,64,71,state_inference,104335.108,104308.189392,0.701391010509,0.71996956827,0.922545560836,0.92229817598,3724291584,3806330880,40000,500,6649856,6649856,2500,0
s3b-cell-4140e5903df3118deb4f,fixedpred,16,256,64,72,initial_forward,1931.5165,1884.07498598,0.0129771887024,0.0129926027508,0.0170736992063,0.0166531521434,3723752448,3806330880,250,500,5852676,5852676,0,0
s3b-cell-4140e5903df3118deb4f,fixedpred,16,256,64,72,local_state_vjp,37185.8335,33496.9000667,0.249838703623,0.230995007729,0.328705313112,0.29607578111,3723955712,3806330880,40000,80000,0,0,0,0
s3b-cell-4140e5903df3118deb4f,fixedpred,16,256,64,72,optimizer_step,230.67,209.574997425,0.00154979163677,0.0014452315902,0.00203901452352,0.00185241263938,3727002112,3806330880,0,500,0,0,0,0
s3b-cell-4140e5903df3118deb4f,fixedpred,16,256,64,72,parameter_vjp,5136.2925,5092.81396866,0.0345089658842,0.0351201036427,0.0454024147246,0.0450148781175,3727122432,3806330880,4000,500,2166784,2166784,0,0
s3b-cell-4140e5903df3118deb4f,fixedpred,16,256,64,72,state_inference,104355.0505,104327.9953,0.701125350154,0.719447054287,0.922449662166,0.922144814553,3724291584,3806330880,40000,500,6649856,6649856,2500,0
s3b-cell-7072fd60dd85bb03233d,fixedpred,16,256,256,70,initial_forward,1906.606,1864.14653063,0.0128761875229,0.0129143978263,0.0169590335491,0.0165809238478,4988846592,5337251840,250,500,12369924,12369924,0,0
s3b-cell-7072fd60dd85bb03233d,fixedpred,16,256,256,70,local_state_vjp,37097.4545,33504.1119978,0.250536178301,0.232109130933,0.32997744445,0.298007222338,4989659648,5337251840,40000,80000,0,0,0,0
s3b-cell-7072fd60dd85bb03233d,fixedpred,16,256,256,70,optimizer_step,226.0115,203.95899564,0.00152635964449,0.00141298313554,0.00201034540486,0.00181414310475,4988348416,5337251840,0,500,0,0,0,0
s3b-cell-7072fd60dd85bb03233d,fixedpred,16,256,256,70,parameter_vjp,5146.149,5103.22999954,0.0347543118741,0.035354056846,0.0457743831393,0.0453914253037,4988861952,5337251840,4000,500,8667136,8667136,0,0
s3b-cell-7072fd60dd85bb03233d,fixedpred,16,256,256,70,state_inference,103696.0245,103670.928955,0.700306962658,0.718209431259,0.922363801648,0.922116233886,4991003136,5337251840,40000,500,13150208,13150208,2500,0
s3b-cell-cb152c64bf9f0e48b184,fixedpred,16,256,256,71,initial_forward,1917.259,1874.3699789,0.0128675687052,0.0129145273399,0.0168899645011,0.0165106693037,4988846592,5337251840,250,500,12369924,12369924,0,0
s3b-cell-cb152c64bf9f0e48b184,fixedpred,16,256,256,71,local_state_vjp,36999.974,33280.6380168,0.248323104774,0.22930569439,0.325948788036,0.293157495423,4989659648,5337251840,40000,80000,0,0,0,0
s3b-cell-cb152c64bf9f0e48b184,fixedpred,16,256,256,71,optimizer_step,229.848,207.438997924,0.0015426110566,0.00142926777541,0.00202483053184,0.00182725754999,4988348416,5337251840,0,500,0,0,0,0
s3b-cell-cb152c64bf9f0e48b184,fixedpred,16,256,256,71,parameter_vjp,5123.249,5079.75840569,0.0343843781677,0.0349998557107,0.0451329182652,0.0447458143925,4988861952,5337251840,4000,500,8667136,8667136,0,0
s3b-cell-cb152c64bf9f0e48b184,fixedpred,16,256,256,71,state_inference,104728.991,104694.347382,0.702882337296,0.721350654784,0.922603018279,0.922215873621,4991003136,5337251840,40000,500,13150208,13150208,2500,0
s3b-cell-5aa56697af02d0c12371,fixedpred,16,256,256,72,initial_forward,1899.444,1858.20698738,0.0129208632296,0.0129572482969,0.0170184681269,0.0166488932018,4988846592,5337251840,250,500,12369924,12369924,0,0
s3b-cell-5aa56697af02d0c12371,fixedpred,16,256,256,72,local_state_vjp,36823.075,33354.0635109,0.250486940267,0.232577363855,0.329924087375,0.298840896095,4989659648,5337251840,40000,80000,0,0,0,0
s3b-cell-5aa56697af02d0c12371,fixedpred,16,256,256,72,optimizer_step,222.579,202.348999679,0.00151408139265,0.00141097641397,0.00199424337712,0.00181297719147,4988348416,5337251840,0,500,0,0,0,0
s3b-cell-5aa56697af02d0c12371,fixedpred,16,256,256,72,parameter_vjp,5108.007,5066.7116642,0.0347469363786,0.03533010129,0.0457662633493,0.0453959876131,4988861952,5337251840,4000,500,8667136,8667136,0,0
s3b-cell-5aa56697af02d0c12371,fixedpred,16,256,256,72,state_inference,102952.8625,102929.286957,0.700331178733,0.717724310144,0.922427831,0.922210882598,4991003136,5337251840,40000,500,13150208,13150208,2500,0
s3b-cell-e86cb56634b6773e26ee,fixedpred,32,64,64,70,initial_forward,3418.19,3373.48949909,0.0114086607174,0.0115500632997,0.0150762344339,0.0148791071535,897108992,901775360,250,500,1716228,1716228,0,0
s3b-cell-e86cb56634b6773e26ee,fixedpred,32,64,64,70,local_state_vjp,74540.9625,67276.3204798,0.248790310285,0.230338870277,0.32876961947,0.296728826807,897312256,901775360,80000,160000,0,0,0,0
s3b-cell-e86cb56634b6773e26ee,fixedpred,32,64,64,70,optimizer_step,302.329,280.030503869,0.00100906297954,0.000958760964396,0.00133344924658,0.00123510207292,897095168,901775360,0,500,0,0,0,0
s3b-cell-e86cb56634b6773e26ee,fixedpred,32,64,64,70,parameter_vjp,10116.5825,10068.3164597,0.0337654306409,0.0344716331447,0.044620097022,0.0444072997704,897124864,901775360,8000,500,1216512,1216512,0,0
s3b-cell-e86cb56634b6773e26ee,fixedpred,32,64,64,70,state_inference,211235.544,211077.255249,0.705026535377,0.722680672314,0.931673365761,0.93097698966,897697280,901775360,80000,500,1911296,1911296,2500,0
s3b-cell-221f2d443755bacb9c77,fixedpred,32,64,64,71,initial_forward,3527.7035,3482.25104809,0.0116937087931,0.0118491101865,0.0154340994544,0.0152337379585,897108992,901775360,250,500,1716228,1716228,0,0
s3b-cell-221f2d443755bacb9c77,fixedpred,32,64,64,71,local_state_vjp,74755.608,67164.5749882,0.247801526007,0.228541951362,0.327064190243,0.293823598969,897312256,901775360,80000,160000,0,0,0,0
s3b-cell-221f2d443755bacb9c77,fixedpred,32,64,64,71,optimizer_step,312.261,289.757996798,0.00103508959906,0.000985964074404,0.00136617698447,0.00126759884156,897095168,901775360,0,500,0,0,0,0
s3b-cell-221f2d443755bacb9c77,fixedpred,32,64,64,71,parameter_vjp,10266.8755,10215.9695625,0.0340328636779,0.0347620396509,0.0449187346819,0.0446916092947,897124864,901775360,8000,500,1216512,1216512,0,0
s3b-cell-221f2d443755bacb9c77,fixedpred,32,64,64,71,state_inference,212812.8855,212730.361938,0.705436811923,0.723860934726,0.931080301953,0.930627500668,897697280,901775360,80000,500,1911296,1911296,2500,0
s3b-cell-c376ec7c9ac96a612337,fixedpred,32,64,64,72,initial_forward,3450.34,3407.85050392,0.0116682398357,0.0118294374972,0.0154317110781,0.0152416480881,897108992,901775360,250,500,1716228,1716228,0,0
s3b-cell-c376ec7c9ac96a612337,fixedpred,32,64,64,72,local_state_vjp,73831.899,66458.0454603,0.249682148732,0.230691250704,0.330214568337,0.297234324206,897312256,901775360,80000,160000,0,0,0,0
s3b-cell-c376ec7c9ac96a612337,fixedpred,32,64,64,72,optimizer_step,286.6035,263.603493571,0.000969225750431,0.000915028710228,0.00128183958855,0.00117896946453,897095168,901775360,0,500,0,0,0,0
s3b-cell-c376ec7c9ac96a612337,fixedpred,32,64,64,72,parameter_vjp,10055.5075,10008.5582733,0.0340053656102,0.0347420212229,0.0449734479743,0.0447633846894,897124864,901775360,8000,500,1216512,1216512,0,0
s3b-cell-c376ec7c9ac96a612337,fixedpred,32,64,64,72,state_inference,208079.205,207944.152832,0.703675020072,0.721822261866,0.930638190127,0.930032463511,897697280,901775360,80000,500,1911296,1911296,2500,0
s3b-cell-f880208532811850722e,fixedpred,32,64,256,70,initial_forward,3434.9595,3393.91350746,0.0115777145175,0.0117393176832,0.0153367737374,0.0151534640825,1654610432,1681915904,250,500,5382660,5382660,0,0
s3b-cell-f880208532811850722e,fixedpred,32,64,256,70,local_state_vjp,74373.896,67024.6265065,0.250681190112,0.231833657937,0.332072507674,0.299257853265,1655423488,1681915904,80000,160000,0,0,0,0
s3b-cell-f880208532811850722e,fixedpred,32,64,256,70,optimizer_step,291.1795,266.055002809,0.00098143606187,0.000920266292085,0.00130008930483,0.00118790738779,1652421632,1681915904,0,500,0,0,0,0
s3b-cell-f880208532811850722e,fixedpred,32,64,256,70,parameter_vjp,10136.7305,10084.8851204,0.0341663917348,0.0348829367532,0.045259556078,0.0450279431436,1652598272,1681915904,8000,500,4866048,4866048,0,0
s3b-cell-f880208532811850722e,fixedpred,32,64,256,70,state_inference,208450.417,208337.059021,0.702593267574,0.720623821335,0.930711666616,0.93020288643,1656963584,1681915904,80000,500,5560832,5560832,2500,0
s3b-cell-5bcc9b3147bfc9c7d26f,fixedpred,32,64,256,71,initial_forward,3491.701,3450.73449612,0.0116916044659,0.0118570119089,0.0154920508447,0.0153102521159,1654610432,1681915904,250,500,5382660,5382660,0,0
s3b-cell-5bcc9b3147bfc9c7d26f,fixedpred,32,64,256,71,local_state_vjp,74926.526,67504.7655627,0.250883825962,0.23195201198,0.332435552303,0.299505795347,1655423488,1681915904,80000,160000,0,0,0,0
s3b-cell-5bcc9b3147bfc9c7d26f,fixedpred,32,64,256,71,optimizer_step,300.4175,275.690987706,0.00100591734076,0.000947297257461,0.00133289854562,0.00122318843499,1652421632,1681915904,0,500,0,0,0,0
s3b-cell-5bcc9b3147bfc9c7d26f,fixedpred,32,64,256,71,parameter_vjp,10282.5305,10235.5680466,0.0344300040337,0.0351702666081,0.0456217429037,0.045413267094,1652598272,1681915904,8000,500,4866048,4866048,0,0
s3b-cell-5bcc9b3147bfc9c7d26f,fixedpred,32,64,256,71,state_inference,209649.1095,209562.255859,0.701988648198,0.720073412246,0.930175482931,0.929787839312,1656963584,1681915904,80000,500,5560832,5560832,2500,0
s3b-cell-a1060c9c167558d81d6b,fixedpred,32,64,256,72,initial_forward,3497.8985,3455.1295042,0.0116114366609,0.0117727114478,0.0154056579612,0.0152168528001,1654610432,1681915904,250,500,5382660,5382660,0,0
s3b-cell-a1060c9c167558d81d6b,fixedpred,32,64,256,72,local_state_vjp,75792.9545,68304.3260425,0.251598235488,0.232734292638,0.333811953919,0.300821394317,1655423488,1681915904,80000,160000,0,0,0,0
s3b-cell-a1060c9c167558d81d6b,fixedpred,32,64,256,72,optimizer_step,304.7455,281.176000834,0.0010116168525,0.000958054949843,0.00134217872194,0.00123833674263,1652421632,1681915904,0,500,0,0,0,0
s3b-cell-a1060c9c167558d81d6b,fixedpred,32,64,256,72,parameter_vjp,10362.1935,10306.0641289,0.0343977829811,0.0351159975346,0.045637804753,0.0453892858739,1652598272,1681915904,8000,500,4866048,4866048,0,0
s3b-cell-a1060c9c167558d81d6b,fixedpred,32,64,256,72,state_inference,211288.178,211139.602661,0.701380928017,0.71941894343,0.930568283075,0.92988707082,1656963584,1681915904,80000,500,5560832,5560832,2500,0
s3b-cell-ab68b728b70fa934dd78,fixedpred,32,256,64,70,initial_forward,3456.502,3413.34748268,0.0116350663631,0.0117898477122,0.0153920774438,0.0151998472946,7057159168,7165968384,250,500,12144132,12144132,0,0
s3b-cell-ab68b728b70fa934dd78,fixedpred,32,256,64,70,local_state_vjp,74165.1205,66758.1584305,0.249650108359,0.230585525042,0.330263161533,0.297278205328,7057362432,7165968384,80000,160000,0,0,0,0
s3b-cell-ab68b728b70fa934dd78,fixedpred,32,256,64,70,optimizer_step,286.8705,264.118999243,0.000965645992716,0.000912278282472,0.00127745708012,0.00117613822691,7063570944,7165968384,0,500,0,0,0,0
s3b-cell-ab68b728b70fa934dd78,fixedpred,32,256,64,70,parameter_vjp,10142.3245,10097.3277092,0.0341404745704,0.034876600345,0.0451645751006,0.0449640243316,7063691264,7165968384,8000,500,4263936,4263936,0,0
s3b-cell-ab68b728b70fa934dd78,fixedpred,32,256,64,70,state_inference,209025.4425,208982.872009,0.703608704714,0.721835748618,0.930806867373,0.930613644772,7057698304,7165968384,80000,500,12941312,12941312,2500,0
s3b-cell-15312f771427630917ed,fixedpred,32,256,64,71,initial_forward,3534.0535,3485.60750484,0.0117720882796,0.0119237303581,0.0155844536175,0.0153707890148,7057159168,7165968384,250,500,12144132,12144132,0,0
s3b-cell-15312f771427630917ed,fixedpred,32,256,64,71,local_state_vjp,75037.3165,67462.8835693,0.249952615064,0.230780210262,0.330899229051,0.297496992484,7057362432,7165968384,80000,160000,0,0,0,0
s3b-cell-15312f771427630917ed,fixedpred,32,256,64,71,optimizer_step,307.0065,285.92300415,0.00102265220954,0.000978098882309,0.00135383591661,0.0012608597397,7063570944,7165968384,0,500,0,0,0,0
s3b-cell-15312f771427630917ed,fixedpred,32,256,64,71,parameter_vjp,10256.2945,10202.1374702,0.0341641699186,0.0348999524766,0.0452281624832,0.044989260075,7063691264,7165968384,8000,500,4263936,4263936,0,0
s3b-cell-15312f771427630917ed,fixedpred,32,256,64,71,state_inference,211071.496,210888.702393,0.703088474528,0.721418008021,0.930782156915,0.929974400609,7057698304,7165968384,80000,500,12941312,12941312,2500,0
s3b-cell-7c78edd9ab46d4b737a1,fixedpred,32,256,64,72,initial_forward,3429.719,3386.43693924,0.01164069106,0.0117987548834,0.015411724856,0.0152172144288,7057159168,7165968384,250,500,12144132,12144132,0,0
s3b-cell-7c78edd9ab46d4b737a1,fixedpred,32,256,64,72,local_state_vjp,73708.3625,66361.3860756,0.250171012962,0.231211075853,0.331214598758,0.298199984178,7057362432,7165968384,80000,160000,0,0,0,0
s3b-cell-7c78edd9ab46d4b737a1,fixedpred,32,256,64,72,optimizer_step,298.83,276.791498065,0.00101424860447,0.000964374975257,0.00134281722168,0.00124378385119,7063570944,7165968384,0,500,0,0,0,0
s3b-cell-7c78edd9ab46d4b737a1,fixedpred,32,256,64,72,parameter_vjp,10089.485,10044.94524,0.0342443733262,0.0349978011789,0.0453379319876,0.0451377327808,7063691264,7165968384,8000,500,4263936,4263936,0,0
s3b-cell-7c78edd9ab46d4b737a1,fixedpred,32,256,64,72,state_inference,207105.51,206946.907043,0.702929674047,0.721027993109,0.930645669888,0.929931818118,7057698304,7165968384,80000,500,12941312,12941312,2500,0
s3b-cell-15387b3b83396dc84bb6,fixedpred,32,256,256,70,initial_forward,3476.202,3432.33549595,0.0115248722344,0.0116787969922,0.0152694765775,0.0150766688044,9442132480,9879683072,250,500,24952836,24952836,0,0
s3b-cell-15387b3b83396dc84bb6,fixedpred,32,256,256,70,local_state_vjp,75651.363,68139.0319243,0.250811745962,0.231848524723,0.332304254868,0.299303380507,9442945536,9879683072,80000,160000,0,0,0,0
s3b-cell-15387b3b83396dc84bb6,fixedpred,32,256,256,70,optimizer_step,297.126,274.079501629,0.000985080610255,0.000932577500957,0.00130514811785,0.001203905002,9441650688,9879683072,0,500,0,0,0,0
s3b-cell-15387b3b83396dc84bb6,fixedpred,32,256,256,70,parameter_vjp,10201.475,10149.1622925,0.0338215949412,0.0345333392365,0.044810739873,0.044580594964,9442164224,9879683072,8000,500,17055744,17055744,0,0
s3b-cell-15387b3b83396dc84bb6,fixedpred,32,256,256,70,state_inference,211999.911,211900.001526,0.702856706252,0.721006761547,0.931225422296,0.93077909966,9444289024,9879683072,80000,500,25733120,25733120,2500,0
s3b-cell-257e8af1563a4a142ac8,fixedpred,32,256,256,71,initial_forward,3486.5295,3442.59095192,0.0116442948474,0.0118040086441,0.0153893722662,0.0151954112515,9442132480,9879683072,250,500,24952836,24952836,0,0
s3b-cell-257e8af1563a4a142ac8,fixedpred,32,256,256,71,local_state_vjp,74537.356,66948.379837,0.248939511458,0.229553631362,0.329004277527,0.295506546799,9442945536,9879683072,80000,160000,0,0,0,0
s3b-cell-257e8af1563a4a142ac8,fixedpred,32,256,256,71,optimizer_step,301.8845,280.31000495,0.00100823243511,0.000961131243203,0.00133250355458,0.00123727328126,9441650688,9879683072,0,500,0,0,0,0
s3b-cell-257e8af1563a4a142ac8,fixedpred,32,256,256,71,parameter_vjp,10152.52,10106.7795753,0.0339073386084,0.0346542807838,0.0448127313193,0.044610781304,9442164224,9879683072,8000,500,17055744,17055744,0,0
s3b-cell-257e8af1563a4a142ac8,fixedpred,32,256,256,71,state_inference,210941.258,210867.858887,0.704500622651,0.723026947967,0.931084491231,0.930759384502,9444289024,9879683072,80000,500,25733120,25733120,2500,0
s3b-cell-936f47d4393d01da2670,fixedpred,32,256,256,72,initial_forward,3494.1575,3451.11608505,0.0116365485109,0.0117951101793,0.0154014224609,0.0152116772542,9442132480,9879683072,250,500,24952836,24952836,0,0
s3b-cell-936f47d4393d01da2670,fixedpred,32,256,256,72,local_state_vjp,75055.956,67595.1079801,0.249957900589,0.231024319831,0.330828958501,0.297942735397,9442945536,9879683072,80000,160000,0,0,0,0
s3b-cell-936f47d4393d01da2670,fixedpred,32,256,256,72,optimizer_step,298.12,275.597497821,0.000992825263907,0.000941927994254,0.00131404267382,0.00121476649454,9441650688,9879683072,0,500,0,0,0,0
s3b-cell-936f47d4393d01da2670,fixedpred,32,256,256,72,parameter_vjp,10240.4535,10191.7858124,0.0341036527193,0.0348331477754,0.0451375046902,0.0449229039535,9442164224,9879683072,8000,500,17055744,17055744,0,0
s3b-cell-936f47d4393d01da2670,fixedpred,32,256,256,72,state_inference,211185.7025,211075.10376,0.703309072917,0.721405494221,0.930856786479,0.930367532025,9444289024,9879683072,80000,500,25733120,25733120,2500,0
s3b-cell-411495019c2637d75c3b,strict,4,64,64,70,initial_forward,783.789,738.338977098,0.0108941886659,0.0105016906301,0.0131257382232,0.0123644175172,535496704,538968064,250,500,339972,339972,0,0
s3b-cell-411495019c2637d75c3b,strict,4,64,64,70,local_state_vjp,14006.0365,12590.0650024,0.194675357899,0.179073530953,0.234552371422,0.210836519657,535927296,538968064,15000,30000,0,0,0,0
s3b-cell-411495019c2637d75c3b,strict,4,64,64,70,optimizer_step,186.742,163.309000432,0.00259559981047,0.0023228092419,0.00312727865189,0.00273481521129,535537664,538968064,0,500,0,0,0,0
s3b-cell-411495019c2637d75c3b,strict,4,64,64,70,parameter_vjp,1380.424,1334.96505022,0.0191870509728,0.0189877419374,0.0231172982283,0.0223556736997,535567360,538968064,1000,500,299008,299008,0,0
s3b-cell-411495019c2637d75c3b,strict,4,64,64,70,state_inference,55588.614,55479.9995422,0.772647802651,0.789114227238,0.930915840305,0.929082575172,535415296,538968064,20000,500,2457680,2457680,5000,0
s3b-cell-8f3ef95fb88569385de3,strict,4,64,64,71,initial_forward,790.707,746.354997158,0.0104650365226,0.0101026025442,0.0125557401169,0.0118487374427,535496704,538968064,250,500,339972,339972,0,0
