depth,width,batch_size,region,seed_count,strict_to_fixedpred_device_time_median_us_ratio_median,strict_to_fixedpred_device_time_median_us_ratio_min,strict_to_fixedpred_device_time_median_us_ratio_max,strict_to_fixedpred_host_time_median_us_ratio_median,strict_to_fixedpred_host_time_median_us_ratio_min,strict_to_fixedpred_host_time_median_us_ratio_max,strict_to_fixedpred_device_time_share_of_region_sum_ratio_median,strict_to_fixedpred_device_time_share_of_region_sum_ratio_min,strict_to_fixedpred_device_time_share_of_region_sum_ratio_max,strict_to_fixedpred_host_time_share_of_region_sum_ratio_median,strict_to_fixedpred_host_time_share_of_region_sum_ratio_min,strict_to_fixedpred_host_time_share_of_region_sum_ratio_max,strict_minus_fixedpred_vjp_calls_total_median,strict_minus_fixedpred_vjp_calls_total_min,strict_minus_fixedpred_vjp_calls_total_max
32,64,256,state_inference,3,2.61364305436,2.49022417396,2.62321565251,2.61254506869,2.48914198124,2.62260434261,1.09049811078,1.08531525644,1.09160428495,1.09449483012,1.08973443365,1.09609928927,80000,80000,80000
32,256,64,initial_forward,3,1.00875737613,0.984495096427,1.02419477932,1.00901605149,0.983481291384,1.02431336212,0.408482787503,0.404328128603,0.421872118458,0.410449198941,0.406260090542,0.423748585526,0,0,0
32,256,64,local_state_vjp,3,2.04018972764,1.99135916057,2.04641460903,2.04176352009,1.98199809024,2.04959575652,0.817744795815,0.816177899712,0.853329702434,0.822075160563,0.821286695586,0.85397545903,75000,75000,75000
32,256,64,optimizer_step,3,1.02956377826,0.960753426314,1.06720267495,1.03110798782,0.967689609178,1.05827193803,0.411698427697,0.410624122037,0.427754057233,0.416944487618,0.413171850798,0.426091986079,0,0,0
32,256,64,parameter_vjp,3,0.997066759038,0.985816085143,1.00095628791,1.00052173129,0.985428411791,1.00137803716,0.401201311913,0.397663234847,0.422438183551,0.403184797151,0.400915733718,0.42458753338,0,0,0
32,256,64,state_inference,3,2.73841104947,2.53249037212,2.75466202789,2.73872995867,2.53064646398,2.7536323418,1.0976044797,1.08521320435,1.09865041933,1.10269472853,1.09036935321,1.103398853,80000,80000,80000
32,256,256,initial_forward,3,0.997469608008,0.990690009116,1.01081958205,0.997322244346,0.990586484354,1.01062006753,0.428953145894,0.420509969371,0.431000935893,0.430969625334,0.422395064139,0.433035550959,0,0,0
32,256,256,local_state_vjp,3,1.98564767729,1.96315251023,1.99785219639,1.97561630037,1.95872674648,1.99687856913,0.844236694905,0.831124347839,0.863858522232,0.846418233273,0.834608057351,0.8636420006,75000,75000,75000
32,256,256,optimizer_step,3,0.975958740939,0.955242690809,1.00491824028,0.98181920569,0.956648329532,1.00550776438,0.418054958515,0.410793826724,0.424592079124,0.420258344627,0.413393338504,0.429202929168,0,0,0
32,256,256,parameter_vjp,3,0.982464964926,0.98097865613,0.99855076522,0.981905635331,0.981501637032,0.999435081692,0.422500529392,0.415406032052,0.426775999548,0.424307696105,0.417720228398,0.429064103814,0,0,0
32,256,256,state_inference,3,2.52969323108,2.48419486873,2.62600848695,2.52875288279,2.48392560786,2.62544772955,1.08787261377,1.08075210562,1.09244297205,1.09274177793,1.08584975783,1.09732252282,80000,80000,80000
