contract_id,implementation_schema_id,source_git_commit,source_git_branch,experiment_image,image_revision,si_ma1_prereg_commit,torch2pc_commit,checkpoint_sha256,config_sha256,split_manifest_sha256,input_sha256,target_sha256,model_seed,batch_id,execution_scope,lane,attempt_id,order,block_index,reference_arm,candidate_arm,step_count,step_pass_count,loss_max_relative_l2,loss_max_abs,belief_max_relative_l2,belief_max_abs,gradient_max_relative_l2,gradient_max_abs,model_state_unchanged,input_target_fingerprint_unchanged,rng_fingerprint_equal,finite,passed
stage3b-si-ma1-v1,stage3b-si-ma1-implementation-v1,3ab202863e7dc99919653de6805ef8678b4b1d46,research/stage3b-si-ma1-observer-calibrated-implementation,torch2pc-layerwise-thesis:0.1.0,3ab202863e7dc99919653de6805ef8678b4b1d46,5b8adfb404b5dd7f1a11d778c0d531e6e2b4c69b,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,27d43c71523b70cae4b9fde1a2b064916165cb09b8087a84e9bf6ecaab10ac8e,440c5bb6203314fd155169cc4a81328d95f4085d0a4bbc4a1375be8190ab5439,7328eeaf1f12792656b1279ba97ca9984d3dca403e04acb211c41aedd8f51339,1715a6b93e9b4dd6a6b133fb69485b207af4e845c6a0499d5428d496a2020f77,f3403ce44b3b510ef2ea305249874e05715a3432447dfde1f4164e05d7b97f31,0,0,smoke,cpu,host-smoke-seed-0-49cf8ef5f6b64072b9a8e6896a52e893,ABC,0,A,B,50,50,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
stage3b-si-ma1-v1,stage3b-si-ma1-implementation-v1,3ab202863e7dc99919653de6805ef8678b4b1d46,research/stage3b-si-ma1-observer-calibrated-implementation,torch2pc-layerwise-thesis:0.1.0,3ab202863e7dc99919653de6805ef8678b4b1d46,5b8adfb404b5dd7f1a11d778c0d531e6e2b4c69b,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,27d43c71523b70cae4b9fde1a2b064916165cb09b8087a84e9bf6ecaab10ac8e,440c5bb6203314fd155169cc4a81328d95f4085d0a4bbc4a1375be8190ab5439,7328eeaf1f12792656b1279ba97ca9984d3dca403e04acb211c41aedd8f51339,1715a6b93e9b4dd6a6b133fb69485b207af4e845c6a0499d5428d496a2020f77,f3403ce44b3b510ef2ea305249874e05715a3432447dfde1f4164e05d7b97f31,0,0,smoke,cpu,host-smoke-seed-0-49cf8ef5f6b64072b9a8e6896a52e893,ABC,0,A,C,50,50,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
stage3b-si-ma1-v1,stage3b-si-ma1-implementation-v1,3ab202863e7dc99919653de6805ef8678b4b1d46,research/stage3b-si-ma1-observer-calibrated-implementation,torch2pc-layerwise-thesis:0.1.0,3ab202863e7dc99919653de6805ef8678b4b1d46,5b8adfb404b5dd7f1a11d778c0d531e6e2b4c69b,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,27d43c71523b70cae4b9fde1a2b064916165cb09b8087a84e9bf6ecaab10ac8e,440c5bb6203314fd155169cc4a81328d95f4085d0a4bbc4a1375be8190ab5439,7328eeaf1f12792656b1279ba97ca9984d3dca403e04acb211c41aedd8f51339,1715a6b93e9b4dd6a6b133fb69485b207af4e845c6a0499d5428d496a2020f77,f3403ce44b3b510ef2ea305249874e05715a3432447dfde1f4164e05d7b97f31,0,0,smoke,cpu,host-smoke-seed-0-49cf8ef5f6b64072b9a8e6896a52e893,BCA,1,A,B,50,50,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
stage3b-si-ma1-v1,stage3b-si-ma1-implementation-v1,3ab202863e7dc99919653de6805ef8678b4b1d46,research/stage3b-si-ma1-observer-calibrated-implementation,torch2pc-layerwise-thesis:0.1.0,3ab202863e7dc99919653de6805ef8678b4b1d46,5b8adfb404b5dd7f1a11d778c0d531e6e2b4c69b,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,27d43c71523b70cae4b9fde1a2b064916165cb09b8087a84e9bf6ecaab10ac8e,440c5bb6203314fd155169cc4a81328d95f4085d0a4bbc4a1375be8190ab5439,7328eeaf1f12792656b1279ba97ca9984d3dca403e04acb211c41aedd8f51339,1715a6b93e9b4dd6a6b133fb69485b207af4e845c6a0499d5428d496a2020f77,f3403ce44b3b510ef2ea305249874e05715a3432447dfde1f4164e05d7b97f31,0,0,smoke,cpu,host-smoke-seed-0-49cf8ef5f6b64072b9a8e6896a52e893,BCA,1,A,C,50,50,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
stage3b-si-ma1-v1,stage3b-si-ma1-implementation-v1,3ab202863e7dc99919653de6805ef8678b4b1d46,research/stage3b-si-ma1-observer-calibrated-implementation,torch2pc-layerwise-thesis:0.1.0,3ab202863e7dc99919653de6805ef8678b4b1d46,5b8adfb404b5dd7f1a11d778c0d531e6e2b4c69b,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,27d43c71523b70cae4b9fde1a2b064916165cb09b8087a84e9bf6ecaab10ac8e,440c5bb6203314fd155169cc4a81328d95f4085d0a4bbc4a1375be8190ab5439,7328eeaf1f12792656b1279ba97ca9984d3dca403e04acb211c41aedd8f51339,1715a6b93e9b4dd6a6b133fb69485b207af4e845c6a0499d5428d496a2020f77,f3403ce44b3b510ef2ea305249874e05715a3432447dfde1f4164e05d7b97f31,0,0,smoke,cpu,host-smoke-seed-0-49cf8ef5f6b64072b9a8e6896a52e893,CAB,2,A,B,50,50,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
stage3b-si-ma1-v1,stage3b-si-ma1-implementation-v1,3ab202863e7dc99919653de6805ef8678b4b1d46,research/stage3b-si-ma1-observer-calibrated-implementation,torch2pc-layerwise-thesis:0.1.0,3ab202863e7dc99919653de6805ef8678b4b1d46,5b8adfb404b5dd7f1a11d778c0d531e6e2b4c69b,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,27d43c71523b70cae4b9fde1a2b064916165cb09b8087a84e9bf6ecaab10ac8e,440c5bb6203314fd155169cc4a81328d95f4085d0a4bbc4a1375be8190ab5439,7328eeaf1f12792656b1279ba97ca9984d3dca403e04acb211c41aedd8f51339,1715a6b93e9b4dd6a6b133fb69485b207af4e845c6a0499d5428d496a2020f77,f3403ce44b3b510ef2ea305249874e05715a3432447dfde1f4164e05d7b97f31,0,0,smoke,cpu,host-smoke-seed-0-49cf8ef5f6b64072b9a8e6896a52e893,CAB,2,A,C,50,50,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
stage3b-si-ma1-v1,stage3b-si-ma1-implementation-v1,3ab202863e7dc99919653de6805ef8678b4b1d46,research/stage3b-si-ma1-observer-calibrated-implementation,torch2pc-layerwise-thesis:0.1.0,3ab202863e7dc99919653de6805ef8678b4b1d46,5b8adfb404b5dd7f1a11d778c0d531e6e2b4c69b,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,27d43c71523b70cae4b9fde1a2b064916165cb09b8087a84e9bf6ecaab10ac8e,440c5bb6203314fd155169cc4a81328d95f4085d0a4bbc4a1375be8190ab5439,7328eeaf1f12792656b1279ba97ca9984d3dca403e04acb211c41aedd8f51339,1715a6b93e9b4dd6a6b133fb69485b207af4e845c6a0499d5428d496a2020f77,f3403ce44b3b510ef2ea305249874e05715a3432447dfde1f4164e05d7b97f31,0,0,smoke,cpu,host-smoke-seed-0-49cf8ef5f6b64072b9a8e6896a52e893,ACB,3,A,B,50,50,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
stage3b-si-ma1-v1,stage3b-si-ma1-implementation-v1,3ab202863e7dc99919653de6805ef8678b4b1d46,research/stage3b-si-ma1-observer-calibrated-implementation,torch2pc-layerwise-thesis:0.1.0,3ab202863e7dc99919653de6805ef8678b4b1d46,5b8adfb404b5dd7f1a11d778c0d531e6e2b4c69b,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,27d43c71523b70cae4b9fde1a2b064916165cb09b8087a84e9bf6ecaab10ac8e,440c5bb6203314fd155169cc4a81328d95f4085d0a4bbc4a1375be8190ab5439,7328eeaf1f12792656b1279ba97ca9984d3dca403e04acb211c41aedd8f51339,1715a6b93e9b4dd6a6b133fb69485b207af4e845c6a0499d5428d496a2020f77,f3403ce44b3b510ef2ea305249874e05715a3432447dfde1f4164e05d7b97f31,0,0,smoke,cpu,host-smoke-seed-0-49cf8ef5f6b64072b9a8e6896a52e893,ACB,3,A,C,50,50,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
stage3b-si-ma1-v1,stage3b-si-ma1-implementation-v1,3ab202863e7dc99919653de6805ef8678b4b1d46,research/stage3b-si-ma1-observer-calibrated-implementation,torch2pc-layerwise-thesis:0.1.0,3ab202863e7dc99919653de6805ef8678b4b1d46,5b8adfb404b5dd7f1a11d778c0d531e6e2b4c69b,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,27d43c71523b70cae4b9fde1a2b064916165cb09b8087a84e9bf6ecaab10ac8e,440c5bb6203314fd155169cc4a81328d95f4085d0a4bbc4a1375be8190ab5439,7328eeaf1f12792656b1279ba97ca9984d3dca403e04acb211c41aedd8f51339,1715a6b93e9b4dd6a6b133fb69485b207af4e845c6a0499d5428d496a2020f77,f3403ce44b3b510ef2ea305249874e05715a3432447dfde1f4164e05d7b97f31,0,0,smoke,cpu,host-smoke-seed-0-49cf8ef5f6b64072b9a8e6896a52e893,CBA,4,A,B,50,50,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
stage3b-si-ma1-v1,stage3b-si-ma1-implementation-v1,3ab202863e7dc99919653de6805ef8678b4b1d46,research/stage3b-si-ma1-observer-calibrated-implementation,torch2pc-layerwise-thesis:0.1.0,3ab202863e7dc99919653de6805ef8678b4b1d46,5b8adfb404b5dd7f1a11d778c0d531e6e2b4c69b,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,27d43c71523b70cae4b9fde1a2b064916165cb09b8087a84e9bf6ecaab10ac8e,440c5bb6203314fd155169cc4a81328d95f4085d0a4bbc4a1375be8190ab5439,7328eeaf1f12792656b1279ba97ca9984d3dca403e04acb211c41aedd8f51339,1715a6b93e9b4dd6a6b133fb69485b207af4e845c6a0499d5428d496a2020f77,f3403ce44b3b510ef2ea305249874e05715a3432447dfde1f4164e05d7b97f31,0,0,smoke,cpu,host-smoke-seed-0-49cf8ef5f6b64072b9a8e6896a52e893,CBA,4,A,C,50,50,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
