pair_id,component,passed,finite,presence_match,reference_l2,candidate_l2,difference_l2,relative_l2,cosine,max_abs,zero_case
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_1/prediction_errors/layer_4,True,True,True,0.0,0.0,0.0,0.0,,0.0,both_zero
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_1/prediction_errors/layer_5,True,True,True,0.0017240435445987031,0.0017240435445987031,0.0,0.0,0.9999999999999999,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_1/prediction_errors/layer_6,True,True,True,0.023307033553385436,0.023307033553385436,0.0,0.0,0.9999999999999992,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_1/state_corrections/layer_0,True,True,True,,,,,,,both_missing
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_1/state_corrections/layer_1,True,True,True,0.0,0.0,0.0,0.0,,0.0,both_zero
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_1/state_corrections/layer_2,True,True,True,0.0,0.0,0.0,0.0,,0.0,both_zero
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_1/state_corrections/layer_3,True,True,True,0.0,0.0,0.0,0.0,,0.0,both_zero
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_1/state_corrections/layer_4,True,True,True,0.000126283745816106,0.000126283745816106,0.0,0.0,0.9999999999999996,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_1/state_corrections/layer_5,True,True,True,0.0016376633047837199,0.0016376633047837199,0.0,0.0,0.9999999999999988,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_1/state_corrections/layer_6,True,True,True,,,,,,,both_missing
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_10/beliefs/layer_0,True,True,True,198.61801164763378,198.61801164763378,0.0,0.0,0.999999999999978,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_10/beliefs/layer_1,True,True,True,285.74239084289565,285.74239084289565,0.0,0.0,1.0000000000000122,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_10/beliefs/layer_2,True,True,True,199.19250643957716,199.19250643957716,0.0,0.0,0.9999999999999735,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_10/beliefs/layer_3,True,True,True,199.19250598700597,199.19250598700597,0.0,0.0,0.9999999999999712,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_10/beliefs/layer_4,True,True,True,150.1114177069694,150.1114177069694,0.0,0.0,0.9999999999999871,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_10/beliefs/layer_5,True,True,True,121.2183575471644,121.2183575471644,0.0,0.0,0.9999999999999891,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_10/beliefs/layer_6,True,True,True,190.9580910568978,190.9580910568978,0.0,0.0,1.0000000000000009,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_10/prediction_errors/layer_0,True,True,True,,,,,,,both_missing
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_10/prediction_errors/layer_1,True,True,True,2.0156925361210157e-06,2.0156925361210157e-06,0.0,0.0,1.0000000000000002,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_10/prediction_errors/layer_2,True,True,True,3.865011941531671e-05,3.865011941531671e-05,0.0,0.0,0.9999999999999999,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_10/prediction_errors/layer_3,True,True,True,0.0003499271617420182,0.0003499271617420182,0.0,0.0,0.9999999999999998,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_10/prediction_errors/layer_4,True,True,True,0.0023306523804651797,0.0023306523804651797,0.0,0.0,1.0,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_10/prediction_errors/layer_5,True,True,True,0.010878375710504212,0.010878375710504212,0.0,0.0,1.0000000000000002,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_10/prediction_errors/layer_6,True,True,True,0.023289411798996615,0.023289411798996615,0.0,0.0,0.9999999999999994,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_10/state_corrections/layer_0,True,True,True,,,,,,,both_missing
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_10/state_corrections/layer_1,True,True,True,1.8184605377246046e-06,1.8184605377246046e-06,0.0,0.0,0.999999999999995,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_10/state_corrections/layer_2,True,True,True,1.560328646465564e-05,1.560328646465564e-05,0.0,0.0,0.9999999999999865,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_10/state_corrections/layer_3,True,True,True,8.820314284241353e-05,8.820314284241353e-05,0.0,0.0,0.9999999999999937,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_10/state_corrections/layer_4,True,True,True,0.0004180183427752473,0.0004180183427752473,0.0,0.0,0.9999999999999992,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_10/state_corrections/layer_5,True,True,True,0.0012142170531982321,0.0012142170531982321,0.0,0.0,1.0000000000000002,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_10/state_corrections/layer_6,True,True,True,,,,,,,both_missing
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_11/beliefs/layer_0,True,True,True,198.61801164763378,198.61801164763378,0.0,0.0,0.999999999999978,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_11/beliefs/layer_1,True,True,True,285.74239084117147,285.74239084117147,0.0,0.0,1.0000000000000095,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_11/beliefs/layer_2,True,True,True,199.1925064145466,199.1925064145466,0.0,0.0,0.9999999999999736,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_11/beliefs/layer_3,True,True,True,199.19250586815744,199.19250586815744,0.0,0.0,0.9999999999999714,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_11/beliefs/layer_4,True,True,True,150.11141624046058,150.11141624046058,0.0,0.0,0.9999999999999865,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_11/beliefs/layer_5,True,True,True,121.21834732725158,121.21834732725158,0.0,0.0,0.9999999999999906,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_11/beliefs/layer_6,True,True,True,190.9580910568978,190.9580910568978,0.0,0.0,1.0000000000000009,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_11/prediction_errors/layer_0,True,True,True,,,,,,,both_missing
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_11/prediction_errors/layer_1,True,True,True,3.4572823311422514e-06,3.4572823311422514e-06,0.0,0.0,1.0,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_11/prediction_errors/layer_2,True,True,True,5.2893113145522245e-05,5.2893113145522245e-05,0.0,0.0,1.0,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_11/prediction_errors/layer_3,True,True,True,0.0004220172902343905,0.0004220172902343905,0.0,0.0,1.0,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_11/prediction_errors/layer_4,True,True,True,0.0026436896875956157,0.0026436896875956157,0.0,0.0,0.9999999999999999,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_11/prediction_errors/layer_5,True,True,True,0.011574578895057377,0.011574578895057377,0.0,0.0,0.9999999999999998,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_11/prediction_errors/layer_6,True,True,True,0.023287733214809554,0.023287733214809554,0.0,0.0,1.0000000000000002,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_11/state_corrections/layer_0,True,True,True,,,,,,,both_missing
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_11/state_corrections/layer_1,True,True,True,2.4034131981500137e-06,2.4034131981500137e-06,0.0,0.0,0.9999999999999936,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_11/state_corrections/layer_2,True,True,True,1.850263574101804e-05,1.850263574101804e-05,0.0,0.0,0.9999999999999812,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_11/state_corrections/layer_3,True,True,True,9.430296862592203e-05,9.430296862592203e-05,0.0,0.0,0.9999999999999974,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_11/state_corrections/layer_4,True,True,True,0.000424418390362948,0.000424418390362948,0.0,0.0,0.9999999999999992,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_11/state_corrections/layer_5,True,True,True,0.001186194395489546,0.001186194395489546,0.0,0.0,0.9999999999999988,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_11/state_corrections/layer_6,True,True,True,,,,,,,both_missing
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_12/beliefs/layer_0,True,True,True,198.61801164763378,198.61801164763378,0.0,0.0,0.999999999999978,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_12/beliefs/layer_1,True,True,True,285.7423908323038,285.7423908323038,0.0,0.0,1.0000000000000069,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_12/beliefs/layer_2,True,True,True,199.19250638027583,199.19250638027583,0.0,0.0,0.9999999999999705,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_12/beliefs/layer_3,True,True,True,199.1925057080173,199.1925057080173,0.0,0.0,0.9999999999999724,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_12/beliefs/layer_4,True,True,True,150.1114147111096,150.1114147111096,0.0,0.0,0.9999999999999858,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_12/beliefs/layer_5,True,True,True,121.2183373953871,121.2183373953871,0.0,0.0,0.9999999999999902,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_12/beliefs/layer_6,True,True,True,190.9580910568978,190.9580910568978,0.0,0.0,1.0000000000000009,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_12/prediction_errors/layer_0,True,True,True,,,,,,,both_missing
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_12/prediction_errors/layer_1,True,True,True,5.455485743325307e-06,5.455485743325307e-06,0.0,0.0,1.0,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_12/prediction_errors/layer_2,True,True,True,6.960855647069374e-05,6.960855647069374e-05,0.0,0.0,1.0,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_12/prediction_errors/layer_3,True,True,True,0.000497188155575967,0.000497188155575967,0.0,0.0,0.9999999999999998,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_12/prediction_errors/layer_4,True,True,True,0.0029566481813655863,0.0029566481813655863,0.0,0.0,1.0,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_12/prediction_errors/layer_5,True,True,True,0.012232296157010268,0.012232296157010268,0.0,0.0,1.0000000000000002,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_12/prediction_errors/layer_6,True,True,True,0.023286095590225674,0.023286095590225674,0.0,0.0,1.0000000000000002,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_12/state_corrections/layer_0,True,True,True,,,,,,,both_missing
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_12/state_corrections/layer_1,True,True,True,3.0463232402196263e-06,3.0463232402196263e-06,0.0,0.0,0.9999999999999875,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_12/state_corrections/layer_2,True,True,True,2.1435091390301164e-05,2.1435091390301164e-05,0.0,0.0,0.9999999999999897,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_12/state_corrections/layer_3,True,True,True,9.989708584470897e-05,9.989708584470897e-05,0.0,0.0,0.999999999999991,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_12/state_corrections/layer_4,True,True,True,0.00042937847000052413,0.00042937847000052413,0.0,0.0,0.9999999999999977,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_12/state_corrections/layer_5,True,True,True,0.0011603140576968347,0.0011603140576968347,0.0,0.0,1.0,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_12/state_corrections/layer_6,True,True,True,,,,,,,both_missing
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_13/beliefs/layer_0,True,True,True,198.61801164763378,198.61801164763378,0.0,0.0,0.999999999999978,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_13/beliefs/layer_1,True,True,True,285.74239082612803,285.74239082612803,0.0,0.0,1.000000000000004,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_13/beliefs/layer_2,True,True,True,199.19250633894413,199.19250633894413,0.0,0.0,0.9999999999999707,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_13/beliefs/layer_3,True,True,True,199.19250554762837,199.19250554762837,0.0,0.0,0.9999999999999716,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_13/beliefs/layer_4,True,True,True,150.11141312800294,150.11141312800294,0.0,0.0,0.9999999999999851,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_13/beliefs/layer_5,True,True,True,121.2183277640478,121.2183277640478,0.0,0.0,0.9999999999999903,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_13/beliefs/layer_6,True,True,True,190.9580910568978,190.9580910568978,0.0,0.0,1.0000000000000009,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_13/prediction_errors/layer_0,True,True,True,,,,,,,both_missing
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_13/prediction_errors/layer_1,True,True,True,8.12647190003405e-06,8.12647190003405e-06,0.0,0.0,1.0,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_13/prediction_errors/layer_2,True,True,True,8.850239092591172e-05,8.850239092591172e-05,0.0,0.0,0.9999999999999998,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_13/prediction_errors/layer_3,True,True,True,0.0005749584708846916,0.0005749584708846916,0.0,0.0,1.0,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_13/prediction_errors/layer_4,True,True,True,0.003268663281913529,0.003268663281913529,0.0,0.0,0.9999999999999999,0.0,both_active
rocm_float32__strict__seed-2__batch-0,trajectory/after_sweep/sweep_13/prediction_errors/layer_5,True,True,True,0.012854460463194526,0.012854460463194526,0.0,0.0,1.0,0.0,both_active
