model_seed,order,batch_count,median_d,mean_d
4,ABC,3,-0.16001092502086298,-0.16822547062876095
4,BCA,3,-0.173199434775222,-0.17708932359169918
4,CAB,3,-0.2127942071970526,-0.18720385957713445
4,ACB,3,-0.22128700828549588,-0.22402159159995885
4,CBA,3,-0.18751655385315316,-0.1752663983681251
4,BAC,3,-0.17158261913364742,-0.17839835539594998
