model_seed,order,batch_count,median_d,mean_d
2,ABC,3,-0.17784517144707415,-0.19120765557636013
2,BCA,3,-0.163786032390454,-0.165195075620903
2,CAB,3,-0.19924346988896308,-0.18067837630905656
2,ACB,3,-0.18244003793639604,-0.18202801107827885
2,CBA,3,-0.19975255353688237,-0.1750032640229615
2,BAC,3,-0.2092923526818773,-0.20508359152112252
