run_id,experiment_id,status,stage,dataset,model,method,eta,inference_steps,model_seed,split_seed,config_sha256,git_commit,torch2pc_commit,run_directory,started_utc,finished_utc,test_evaluated,notes,best_epoch,epochs_completed,model_parameter_count,best_validation_metric,primary_metric,total_training_time_sec,mean_epoch_time_sec,median_epoch_time_sec,runtime_device,runtime_device_name,torch_version,hip_version,split_files,split_sha256,test_loss,test_accuracy,test_macro_f1,peak_gpu_memory_allocated_bytes,peak_gpu_memory_reserved_bytes,environment_lock_sha256
20260713T130053Z-35098779,final_stage_2-mnist-strict-s2-f0658540f8-6d66b0a6-0ffe23c9,completed,final_stage_2,MNIST,lenet_classic,strict,0.05,20,2,42,f0658540f82cd6a9d2181581204f5b69fd0c06630f70a85d539d02b1ce090411,6d66b0a6f82c30c4fb8eca6247383ca13e0636a2,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,results/stage-2/runs/final_stage_2-mnist-strict-s2-f0658540f8-6d66b0a6-0ffe23c9/20260713T130053Z-35098779,2026-07-13T13:00:53Z,2026-07-13T13:02:33Z,True,,10,10,61706,0.9827629978526563,macro_f1,94.72265821699693,9.472265821699693,8.647216901998036,cuda,AMD Radeon RX 7700 XT,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,"['results/splits/MNIST_train-validation_seed42_subsetall_val0p15.npz', 'results/splits/MNIST_test_seed1042_subsetall.npz']","{'MNIST_train-validation_seed42_subsetall_val0p15.npz': '50c9a4b3a27560980abb042bbae0e3b9d6df75732f5698d984ea7ae2c9aa4314', 'MNIST_test_seed1042_subsetall.npz': '091612244d2c0528aac2991272e7e19e7d72141172298e7240f4ee6015b6194d'}",0.04699327814485878,0.9852,0.9850789395725054,156148736,167772160,0ffe23c915ee47a38d1aaa3d2eb5b8175ca8e63be25840380b19fc6bdd2b045b
20260713T130237Z-b53f60d0,final_stage_2-mnist-fixedpred-s2-4a4cfe336f-6d66b0a6-0ffe23c9,completed,final_stage_2,MNIST,lenet_classic,fixedpred,0.1,10,2,42,4a4cfe336f5466f6ca21243c12e84caa0da72e19454dbc66a5fba0635f1c740c,6d66b0a6f82c30c4fb8eca6247383ca13e0636a2,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,results/stage-2/runs/final_stage_2-mnist-fixedpred-s2-4a4cfe336f-6d66b0a6-0ffe23c9/20260713T130237Z-b53f60d0,2026-07-13T13:02:37Z,2026-07-13T13:03:30Z,True,,10,10,61706,0.9841134190991927,macro_f1,47.2333471540187,4.7233347154018706,3.8995779260003474,cuda,AMD Radeon RX 7700 XT,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,"['results/splits/MNIST_train-validation_seed42_subsetall_val0p15.npz', 'results/splits/MNIST_test_seed1042_subsetall.npz']","{'MNIST_train-validation_seed42_subsetall_val0p15.npz': '50c9a4b3a27560980abb042bbae0e3b9d6df75732f5698d984ea7ae2c9aa4314', 'MNIST_test_seed1042_subsetall.npz': '091612244d2c0528aac2991272e7e19e7d72141172298e7240f4ee6015b6194d'}",0.0431096285097301,0.9866,0.9865723906939363,163132416,195035136,0ffe23c915ee47a38d1aaa3d2eb5b8175ca8e63be25840380b19fc6bdd2b045b
20260713T130334Z-6dc7d09c,final_stage_2-mnist-bp-s3-2416f8e031-6d66b0a6-0ffe23c9,completed,final_stage_2,MNIST,lenet_classic,bp,,,3,42,2416f8e031d3723b03e66207faaf20ee93cb4001c67d3048f46400abb9f591ae,6d66b0a6f82c30c4fb8eca6247383ca13e0636a2,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,results/stage-2/runs/final_stage_2-mnist-bp-s3-2416f8e031-6d66b0a6-0ffe23c9/20260713T130334Z-6dc7d09c,2026-07-13T13:03:34Z,2026-07-13T13:04:05Z,True,,10,10,61706,0.9834530799618821,macro_f1,25.605053570012387,2.560505357001239,1.7442674140002055,cuda,AMD Radeon RX 7700 XT,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,"['results/splits/MNIST_train-validation_seed42_subsetall_val0p15.npz', 'results/splits/MNIST_test_seed1042_subsetall.npz']","{'MNIST_train-validation_seed42_subsetall_val0p15.npz': '50c9a4b3a27560980abb042bbae0e3b9d6df75732f5698d984ea7ae2c9aa4314', 'MNIST_test_seed1042_subsetall.npz': '091612244d2c0528aac2991272e7e19e7d72141172298e7240f4ee6015b6194d'}",0.04924143466055393,0.9842,0.9841633316280894,129994240,138412032,0ffe23c915ee47a38d1aaa3d2eb5b8175ca8e63be25840380b19fc6bdd2b045b
20260713T130410Z-3e588f5e,final_stage_2-mnist-exact-s3-d26b6cbf84-6d66b0a6-0ffe23c9,completed,final_stage_2,MNIST,lenet_classic,exact,0.1,20,3,42,d26b6cbf840b48a5f4087cdfc4afa52a61ef6f7b439a2d6321d5a956a38f6d91,6d66b0a6f82c30c4fb8eca6247383ca13e0636a2,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,results/stage-2/runs/final_stage_2-mnist-exact-s3-d26b6cbf84-6d66b0a6-0ffe23c9/20260713T130410Z-3e588f5e,2026-07-13T13:04:10Z,2026-07-13T13:04:41Z,True,,10,10,61706,0.9834530799618821,macro_f1,25.49218438299431,2.549218438299431,1.7269158224989951,cuda,AMD Radeon RX 7700 XT,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,"['results/splits/MNIST_train-validation_seed42_subsetall_val0p15.npz', 'results/splits/MNIST_test_seed1042_subsetall.npz']","{'MNIST_train-validation_seed42_subsetall_val0p15.npz': '50c9a4b3a27560980abb042bbae0e3b9d6df75732f5698d984ea7ae2c9aa4314', 'MNIST_test_seed1042_subsetall.npz': '091612244d2c0528aac2991272e7e19e7d72141172298e7240f4ee6015b6194d'}",0.04924143466055393,0.9842,0.9841633316280894,133660160,140509184,0ffe23c915ee47a38d1aaa3d2eb5b8175ca8e63be25840380b19fc6bdd2b045b
20260713T130445Z-605a9b79,final_stage_2-mnist-strict-s3-ccbbc3e64c-6d66b0a6-0ffe23c9,completed,final_stage_2,MNIST,lenet_classic,strict,0.05,20,3,42,ccbbc3e64cb4efe2aa5b00126d3374b98bf1a6161fea9afa7d605e97adc00bb2,6d66b0a6f82c30c4fb8eca6247383ca13e0636a2,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,results/stage-2/runs/final_stage_2-mnist-strict-s3-ccbbc3e64c-6d66b0a6-0ffe23c9/20260713T130445Z-605a9b79,2026-07-13T13:04:45Z,2026-07-13T13:06:25Z,True,,10,10,61706,0.9854240715305032,macro_f1,94.21228557900758,9.421228557900758,8.59785614300199,cuda,AMD Radeon RX 7700 XT,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,"['results/splits/MNIST_train-validation_seed42_subsetall_val0p15.npz', 'results/splits/MNIST_test_seed1042_subsetall.npz']","{'MNIST_train-validation_seed42_subsetall_val0p15.npz': '50c9a4b3a27560980abb042bbae0e3b9d6df75732f5698d984ea7ae2c9aa4314', 'MNIST_test_seed1042_subsetall.npz': '091612244d2c0528aac2991272e7e19e7d72141172298e7240f4ee6015b6194d'}",0.046248212496191266,0.9856,0.9855359363636061,156148736,167772160,0ffe23c915ee47a38d1aaa3d2eb5b8175ca8e63be25840380b19fc6bdd2b045b
20260713T130629Z-a572498c,final_stage_2-mnist-fixedpred-s3-480e2b3491-6d66b0a6-0ffe23c9,completed,final_stage_2,MNIST,lenet_classic,fixedpred,0.1,10,3,42,480e2b3491beb5bda0cb14850e2756d465ba3b2d686c431601483b6dd572344b,6d66b0a6f82c30c4fb8eca6247383ca13e0636a2,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,results/stage-2/runs/final_stage_2-mnist-fixedpred-s3-480e2b3491-6d66b0a6-0ffe23c9/20260713T130629Z-a572498c,2026-07-13T13:06:29Z,2026-07-13T13:07:22Z,True,,10,10,61706,0.9843621393184753,macro_f1,47.084729542992136,4.708472954299213,3.865446396997868,cuda,AMD Radeon RX 7700 XT,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,"['results/splits/MNIST_train-validation_seed42_subsetall_val0p15.npz', 'results/splits/MNIST_test_seed1042_subsetall.npz']","{'MNIST_train-validation_seed42_subsetall_val0p15.npz': '50c9a4b3a27560980abb042bbae0e3b9d6df75732f5698d984ea7ae2c9aa4314', 'MNIST_test_seed1042_subsetall.npz': '091612244d2c0528aac2991272e7e19e7d72141172298e7240f4ee6015b6194d'}",0.04496786358654499,0.9858,0.9857326666662191,163132416,195035136,0ffe23c915ee47a38d1aaa3d2eb5b8175ca8e63be25840380b19fc6bdd2b045b
20260713T130726Z-3831aee9,final_stage_2-mnist-exact-s4-0307837b52-6d66b0a6-0ffe23c9,completed,final_stage_2,MNIST,lenet_classic,exact,0.1,20,4,42,0307837b5240a99fa872b6928fd5cc13093cc28644f93e3b0782a1c8f6f908cc,6d66b0a6f82c30c4fb8eca6247383ca13e0636a2,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,results/stage-2/runs/final_stage_2-mnist-exact-s4-0307837b52-6d66b0a6-0ffe23c9/20260713T130726Z-3831aee9,2026-07-13T13:07:26Z,2026-07-13T13:07:56Z,True,,10,10,61706,0.9828314825870199,macro_f1,25.01103449999937,2.501103449999937,1.682907823495043,cuda,AMD Radeon RX 7700 XT,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,"['results/splits/MNIST_train-validation_seed42_subsetall_val0p15.npz', 'results/splits/MNIST_test_seed1042_subsetall.npz']","{'MNIST_train-validation_seed42_subsetall_val0p15.npz': '50c9a4b3a27560980abb042bbae0e3b9d6df75732f5698d984ea7ae2c9aa4314', 'MNIST_test_seed1042_subsetall.npz': '091612244d2c0528aac2991272e7e19e7d72141172298e7240f4ee6015b6194d'}",0.04737080244775862,0.986,0.9859461202317823,133660160,140509184,0ffe23c915ee47a38d1aaa3d2eb5b8175ca8e63be25840380b19fc6bdd2b045b
20260713T130801Z-e8570d0f,final_stage_2-mnist-fixedpred-s4-ab27a8388c-6d66b0a6-0ffe23c9,completed,final_stage_2,MNIST,lenet_classic,fixedpred,0.1,10,4,42,ab27a8388c8cd1b6b55bcaae7ba862059bd94d1e8f29197b61ef5afb7c9b946d,6d66b0a6f82c30c4fb8eca6247383ca13e0636a2,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,results/stage-2/runs/final_stage_2-mnist-fixedpred-s4-ab27a8388c-6d66b0a6-0ffe23c9/20260713T130801Z-e8570d0f,2026-07-13T13:08:01Z,2026-07-13T13:08:53Z,True,,9,10,61706,0.9825903516890374,macro_f1,47.14103675599472,4.714103675599472,3.872602644998551,cuda,AMD Radeon RX 7700 XT,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,"['results/splits/MNIST_train-validation_seed42_subsetall_val0p15.npz', 'results/splits/MNIST_test_seed1042_subsetall.npz']","{'MNIST_train-validation_seed42_subsetall_val0p15.npz': '50c9a4b3a27560980abb042bbae0e3b9d6df75732f5698d984ea7ae2c9aa4314', 'MNIST_test_seed1042_subsetall.npz': '091612244d2c0528aac2991272e7e19e7d72141172298e7240f4ee6015b6194d'}",0.052481651606597006,0.9829,0.9827440807474968,163132416,195035136,0ffe23c915ee47a38d1aaa3d2eb5b8175ca8e63be25840380b19fc6bdd2b045b
20260713T130858Z-c8d9c98a,final_stage_2-mnist-bp-s4-4b3183745f-6d66b0a6-0ffe23c9,completed,final_stage_2,MNIST,lenet_classic,bp,,,4,42,4b3183745f172db5f132fd097806ea028351e318eec870a21d2b0692c89dc3c3,6d66b0a6f82c30c4fb8eca6247383ca13e0636a2,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,results/stage-2/runs/final_stage_2-mnist-bp-s4-4b3183745f-6d66b0a6-0ffe23c9/20260713T130858Z-c8d9c98a,2026-07-13T13:08:58Z,2026-07-13T13:09:28Z,True,,10,10,61706,0.9828314825870199,macro_f1,25.235769437997078,2.523576943799708,1.7130831880022015,cuda,AMD Radeon RX 7700 XT,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,"['results/splits/MNIST_train-validation_seed42_subsetall_val0p15.npz', 'results/splits/MNIST_test_seed1042_subsetall.npz']","{'MNIST_train-validation_seed42_subsetall_val0p15.npz': '50c9a4b3a27560980abb042bbae0e3b9d6df75732f5698d984ea7ae2c9aa4314', 'MNIST_test_seed1042_subsetall.npz': '091612244d2c0528aac2991272e7e19e7d72141172298e7240f4ee6015b6194d'}",0.04737080244775862,0.986,0.9859461202317823,129994240,138412032,0ffe23c915ee47a38d1aaa3d2eb5b8175ca8e63be25840380b19fc6bdd2b045b
20260713T130933Z-348726c1,final_stage_2-mnist-strict-s4-7a65ad2467-6d66b0a6-0ffe23c9,completed,final_stage_2,MNIST,lenet_classic,strict,0.05,20,4,42,7a65ad2467aa1e5ea22542b24c811598905c249bfe9cd4c03967221f604a3100,6d66b0a6f82c30c4fb8eca6247383ca13e0636a2,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,results/stage-2/runs/final_stage_2-mnist-strict-s4-7a65ad2467-6d66b0a6-0ffe23c9/20260713T130933Z-348726c1,2026-07-13T13:09:33Z,2026-07-13T13:11:12Z,True,,10,10,61706,0.9822950108943213,macro_f1,93.63455601401802,9.363455601401801,8.548191029498412,cuda,AMD Radeon RX 7700 XT,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,"['results/splits/MNIST_train-validation_seed42_subsetall_val0p15.npz', 'results/splits/MNIST_test_seed1042_subsetall.npz']","{'MNIST_train-validation_seed42_subsetall_val0p15.npz': '50c9a4b3a27560980abb042bbae0e3b9d6df75732f5698d984ea7ae2c9aa4314', 'MNIST_test_seed1042_subsetall.npz': '091612244d2c0528aac2991272e7e19e7d72141172298e7240f4ee6015b6194d'}",0.05045681110918522,0.9838,0.9836946386512369,156148736,167772160,0ffe23c915ee47a38d1aaa3d2eb5b8175ca8e63be25840380b19fc6bdd2b045b
20260713T131116Z-b57877e6,final_stage_2-mnist-bp-s5-b5f88fb170-6d66b0a6-0ffe23c9,completed,final_stage_2,MNIST,lenet_classic,bp,,,5,42,b5f88fb170a22a82e15a6c649798f22ee2c869948d3177c4a06380dc8048fa9f,6d66b0a6f82c30c4fb8eca6247383ca13e0636a2,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,results/stage-2/runs/final_stage_2-mnist-bp-s5-b5f88fb170-6d66b0a6-0ffe23c9/20260713T131116Z-b57877e6,2026-07-13T13:11:16Z,2026-07-13T13:11:46Z,True,,10,10,61706,0.9815645740275534,macro_f1,24.807693493989063,2.4807693493989063,1.6693815714970697,cuda,AMD Radeon RX 7700 XT,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,"['results/splits/MNIST_train-validation_seed42_subsetall_val0p15.npz', 'results/splits/MNIST_test_seed1042_subsetall.npz']","{'MNIST_train-validation_seed42_subsetall_val0p15.npz': '50c9a4b3a27560980abb042bbae0e3b9d6df75732f5698d984ea7ae2c9aa4314', 'MNIST_test_seed1042_subsetall.npz': '091612244d2c0528aac2991272e7e19e7d72141172298e7240f4ee6015b6194d'}",0.0489718097217381,0.9853,0.9852099099175344,129994240,138412032,0ffe23c915ee47a38d1aaa3d2eb5b8175ca8e63be25840380b19fc6bdd2b045b
20260713T131150Z-51a5386a,final_stage_2-mnist-exact-s5-40edfd41a8-6d66b0a6-0ffe23c9,completed,final_stage_2,MNIST,lenet_classic,exact,0.1,20,5,42,40edfd41a89dfe7d8e5c9d802fcb8fd84ec035a807c0c2cecccf612b1da106f7,6d66b0a6f82c30c4fb8eca6247383ca13e0636a2,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,results/stage-2/runs/final_stage_2-mnist-exact-s5-40edfd41a8-6d66b0a6-0ffe23c9/20260713T131150Z-51a5386a,2026-07-13T13:11:50Z,2026-07-13T13:12:21Z,True,,10,10,61706,0.9815645740275534,macro_f1,25.194131183001446,2.5194131183001445,1.7017904770000314,cuda,AMD Radeon RX 7700 XT,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,"['results/splits/MNIST_train-validation_seed42_subsetall_val0p15.npz', 'results/splits/MNIST_test_seed1042_subsetall.npz']","{'MNIST_train-validation_seed42_subsetall_val0p15.npz': '50c9a4b3a27560980abb042bbae0e3b9d6df75732f5698d984ea7ae2c9aa4314', 'MNIST_test_seed1042_subsetall.npz': '091612244d2c0528aac2991272e7e19e7d72141172298e7240f4ee6015b6194d'}",0.0489718097217381,0.9853,0.9852099099175344,133660160,140509184,0ffe23c915ee47a38d1aaa3d2eb5b8175ca8e63be25840380b19fc6bdd2b045b
20260713T131225Z-f0e2e67b,final_stage_2-mnist-strict-s5-15c5311423-6d66b0a6-0ffe23c9,completed,final_stage_2,MNIST,lenet_classic,strict,0.05,20,5,42,15c53114232f2fc872a2b45e7fe3082e393513f821700c429a7da6986972f1c8,6d66b0a6f82c30c4fb8eca6247383ca13e0636a2,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,results/stage-2/runs/final_stage_2-mnist-strict-s5-15c5311423-6d66b0a6-0ffe23c9/20260713T131225Z-f0e2e67b,2026-07-13T13:12:25Z,2026-07-13T13:14:05Z,True,,10,10,61706,0.9824691727532342,macro_f1,94.09449836299609,9.40944983629961,8.608703234498535,cuda,AMD Radeon RX 7700 XT,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,"['results/splits/MNIST_train-validation_seed42_subsetall_val0p15.npz', 'results/splits/MNIST_test_seed1042_subsetall.npz']","{'MNIST_train-validation_seed42_subsetall_val0p15.npz': '50c9a4b3a27560980abb042bbae0e3b9d6df75732f5698d984ea7ae2c9aa4314', 'MNIST_test_seed1042_subsetall.npz': '091612244d2c0528aac2991272e7e19e7d72141172298e7240f4ee6015b6194d'}",0.05061889889985323,0.9839,0.9837645471152762,156148736,167772160,0ffe23c915ee47a38d1aaa3d2eb5b8175ca8e63be25840380b19fc6bdd2b045b
20260713T131409Z-f544c24e,final_stage_2-mnist-fixedpred-s5-c51773365a-6d66b0a6-0ffe23c9,completed,final_stage_2,MNIST,lenet_classic,fixedpred,0.1,10,5,42,c51773365aa22f24992512c7f38fe1daf8e269ef8dbb389527b08bc4ee2a7734,6d66b0a6f82c30c4fb8eca6247383ca13e0636a2,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,results/stage-2/runs/final_stage_2-mnist-fixedpred-s5-c51773365a-6d66b0a6-0ffe23c9/20260713T131409Z-f544c24e,2026-07-13T13:14:09Z,2026-07-13T13:15:02Z,True,,10,10,61706,0.9826659114371559,macro_f1,47.11900132600567,4.711900132600567,3.8745021620015905,cuda,AMD Radeon RX 7700 XT,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,"['results/splits/MNIST_train-validation_seed42_subsetall_val0p15.npz', 'results/splits/MNIST_test_seed1042_subsetall.npz']","{'MNIST_train-validation_seed42_subsetall_val0p15.npz': '50c9a4b3a27560980abb042bbae0e3b9d6df75732f5698d984ea7ae2c9aa4314', 'MNIST_test_seed1042_subsetall.npz': '091612244d2c0528aac2991272e7e19e7d72141172298e7240f4ee6015b6194d'}",0.048245535564422605,0.9849,0.984822753501646,163132416,195035136,0ffe23c915ee47a38d1aaa3d2eb5b8175ca8e63be25840380b19fc6bdd2b045b
20260713T131506Z-aeb975f7,final_stage_2-mnist-exact-s6-9db9e21eff-6d66b0a6-0ffe23c9,completed,final_stage_2,MNIST,lenet_classic,exact,0.1,20,6,42,9db9e21eff47e7d9bb45e1e58aa028a3dd09b7a687a7c05e7cecdc54eaee2a1d,6d66b0a6f82c30c4fb8eca6247383ca13e0636a2,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,results/stage-2/runs/final_stage_2-mnist-exact-s6-9db9e21eff-6d66b0a6-0ffe23c9/20260713T131506Z-aeb975f7,2026-07-13T13:15:06Z,2026-07-13T13:15:37Z,True,,10,10,61706,0.9819889147954142,macro_f1,25.1441719279901,2.51441719279901,1.700113261500519,cuda,AMD Radeon RX 7700 XT,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,"['results/splits/MNIST_train-validation_seed42_subsetall_val0p15.npz', 'results/splits/MNIST_test_seed1042_subsetall.npz']","{'MNIST_train-validation_seed42_subsetall_val0p15.npz': '50c9a4b3a27560980abb042bbae0e3b9d6df75732f5698d984ea7ae2c9aa4314', 'MNIST_test_seed1042_subsetall.npz': '091612244d2c0528aac2991272e7e19e7d72141172298e7240f4ee6015b6194d'}",0.05086388684473932,0.9841,0.9840427426629328,133660160,140509184,0ffe23c915ee47a38d1aaa3d2eb5b8175ca8e63be25840380b19fc6bdd2b045b
20260713T131541Z-add481f9,final_stage_2-mnist-bp-s6-853fd7b1e7-6d66b0a6-0ffe23c9,completed,final_stage_2,MNIST,lenet_classic,bp,,,6,42,853fd7b1e72fabbf2e5152ab5a79a7434dbc8a6aa100faf4170edfeadf56fc6a,6d66b0a6f82c30c4fb8eca6247383ca13e0636a2,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,results/stage-2/runs/final_stage_2-mnist-bp-s6-853fd7b1e7-6d66b0a6-0ffe23c9/20260713T131541Z-add481f9,2026-07-13T13:15:41Z,2026-07-13T13:16:11Z,True,,10,10,61706,0.9819889147954142,macro_f1,25.126947978991666,2.5126947978991665,1.7010999434969563,cuda,AMD Radeon RX 7700 XT,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,"['results/splits/MNIST_train-validation_seed42_subsetall_val0p15.npz', 'results/splits/MNIST_test_seed1042_subsetall.npz']","{'MNIST_train-validation_seed42_subsetall_val0p15.npz': '50c9a4b3a27560980abb042bbae0e3b9d6df75732f5698d984ea7ae2c9aa4314', 'MNIST_test_seed1042_subsetall.npz': '091612244d2c0528aac2991272e7e19e7d72141172298e7240f4ee6015b6194d'}",0.05086388684473932,0.9841,0.9840427426629328,129994240,138412032,0ffe23c915ee47a38d1aaa3d2eb5b8175ca8e63be25840380b19fc6bdd2b045b
20260713T131616Z-01a0755d,final_stage_2-mnist-strict-s6-c8dd68ca84-6d66b0a6-0ffe23c9,completed,final_stage_2,MNIST,lenet_classic,strict,0.05,20,6,42,c8dd68ca844d6a1066eec25c16dbdba83c234a60402278552237c6ae37e4549d,6d66b0a6f82c30c4fb8eca6247383ca13e0636a2,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,results/stage-2/runs/final_stage_2-mnist-strict-s6-c8dd68ca84-6d66b0a6-0ffe23c9/20260713T131616Z-01a0755d,2026-07-13T13:16:16Z,2026-07-13T13:17:55Z,True,,10,10,61706,0.9808671476811135,macro_f1,93.90587150699866,9.390587150699867,8.557755437501328,cuda,AMD Radeon RX 7700 XT,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,"['results/splits/MNIST_train-validation_seed42_subsetall_val0p15.npz', 'results/splits/MNIST_test_seed1042_subsetall.npz']","{'MNIST_train-validation_seed42_subsetall_val0p15.npz': '50c9a4b3a27560980abb042bbae0e3b9d6df75732f5698d984ea7ae2c9aa4314', 'MNIST_test_seed1042_subsetall.npz': '091612244d2c0528aac2991272e7e19e7d72141172298e7240f4ee6015b6194d'}",0.04997413595691323,0.9838,0.9837481875510683,156148736,167772160,0ffe23c915ee47a38d1aaa3d2eb5b8175ca8e63be25840380b19fc6bdd2b045b
20260713T131759Z-bedfd64f,final_stage_2-mnist-fixedpred-s6-126f4c2004-6d66b0a6-0ffe23c9,completed,final_stage_2,MNIST,lenet_classic,fixedpred,0.1,10,6,42,126f4c20042de004c3999026bde7d0bfc13f1877cbccb07889730543f2667e40,6d66b0a6f82c30c4fb8eca6247383ca13e0636a2,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,results/stage-2/runs/final_stage_2-mnist-fixedpred-s6-126f4c2004-6d66b0a6-0ffe23c9/20260713T131759Z-bedfd64f,2026-07-13T13:17:59Z,2026-07-13T13:18:52Z,True,,10,10,61706,0.9822116446853302,macro_f1,47.270443232991965,4.7270443232991965,3.8645364420008264,cuda,AMD Radeon RX 7700 XT,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,"['results/splits/MNIST_train-validation_seed42_subsetall_val0p15.npz', 'results/splits/MNIST_test_seed1042_subsetall.npz']","{'MNIST_train-validation_seed42_subsetall_val0p15.npz': '50c9a4b3a27560980abb042bbae0e3b9d6df75732f5698d984ea7ae2c9aa4314', 'MNIST_test_seed1042_subsetall.npz': '091612244d2c0528aac2991272e7e19e7d72141172298e7240f4ee6015b6194d'}",0.04830881901588291,0.9857,0.9856341730102418,163132416,195035136,0ffe23c915ee47a38d1aaa3d2eb5b8175ca8e63be25840380b19fc6bdd2b045b
20260713T131856Z-53ba0eb8,final_stage_2-mnist-fixedpred-s7-1d4c01be36-6d66b0a6-0ffe23c9,completed,final_stage_2,MNIST,lenet_classic,fixedpred,0.1,10,7,42,1d4c01be36c3b8fc2adb16890d6a878a3764e06a7c3deba49c8c779fd4fbeba8,6d66b0a6f82c30c4fb8eca6247383ca13e0636a2,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,results/stage-2/runs/final_stage_2-mnist-fixedpred-s7-1d4c01be36-6d66b0a6-0ffe23c9/20260713T131856Z-53ba0eb8,2026-07-13T13:18:56Z,2026-07-13T13:19:49Z,True,,10,10,61706,0.9827489789690753,macro_f1,46.95707963301538,4.695707963301539,3.862099941499764,cuda,AMD Radeon RX 7700 XT,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,"['results/splits/MNIST_train-validation_seed42_subsetall_val0p15.npz', 'results/splits/MNIST_test_seed1042_subsetall.npz']","{'MNIST_train-validation_seed42_subsetall_val0p15.npz': '50c9a4b3a27560980abb042bbae0e3b9d6df75732f5698d984ea7ae2c9aa4314', 'MNIST_test_seed1042_subsetall.npz': '091612244d2c0528aac2991272e7e19e7d72141172298e7240f4ee6015b6194d'}",0.05155474016293883,0.9846,0.9845298869252701,163132416,195035136,0ffe23c915ee47a38d1aaa3d2eb5b8175ca8e63be25840380b19fc6bdd2b045b
20260713T131953Z-2f5e7241,final_stage_2-mnist-exact-s7-ecb02f60eb-6d66b0a6-0ffe23c9,completed,final_stage_2,MNIST,lenet_classic,exact,0.1,20,7,42,ecb02f60eba5c66f2d3f9896123753062eeddb82e29453852babe1fd20a26af1,6d66b0a6f82c30c4fb8eca6247383ca13e0636a2,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,results/stage-2/runs/final_stage_2-mnist-exact-s7-ecb02f60eb-6d66b0a6-0ffe23c9/20260713T131953Z-2f5e7241,2026-07-13T13:19:53Z,2026-07-13T13:20:24Z,True,,10,10,61706,0.9830043750386075,macro_f1,25.287319372007914,2.5287319372007913,1.7133184560007066,cuda,AMD Radeon RX 7700 XT,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,"['results/splits/MNIST_train-validation_seed42_subsetall_val0p15.npz', 'results/splits/MNIST_test_seed1042_subsetall.npz']","{'MNIST_train-validation_seed42_subsetall_val0p15.npz': '50c9a4b3a27560980abb042bbae0e3b9d6df75732f5698d984ea7ae2c9aa4314', 'MNIST_test_seed1042_subsetall.npz': '091612244d2c0528aac2991272e7e19e7d72141172298e7240f4ee6015b6194d'}",0.05037820022702217,0.9843,0.9842220913170305,133660160,140509184,0ffe23c915ee47a38d1aaa3d2eb5b8175ca8e63be25840380b19fc6bdd2b045b
