torch2pc_commit,torch_version,torch_hip_version,cpu_thread_count,visible_rocm_devices,model_architecture,batch_size,benchmark_schema_id,observer_schema_id,key,lane,arm,model_seed,batch_index,execution_order,source_git_commit,source_git_branch,experiment_image,device_name,dtype,reference_baseline_rss_bytes,reference_peak_rss_bytes,reference_final_rss_bytes,reference_vm_hwm_bytes,candidate_baseline_rss_bytes,candidate_peak_rss_bytes,candidate_final_rss_bytes,candidate_vm_hwm_bytes,reference_incremental_peak_rss_bytes,candidate_incremental_peak_rss_bytes,reference_baseline_allocated_bytes,candidate_baseline_allocated_bytes,reference_peak_allocated_bytes,candidate_peak_allocated_bytes,reference_current_allocated_bytes,candidate_current_allocated_bytes,reference_incremental_peak_allocated_bytes,candidate_incremental_peak_allocated_bytes,reference_baseline_reserved_bytes,candidate_baseline_reserved_bytes,reference_peak_reserved_bytes,candidate_peak_reserved_bytes,reference_current_reserved_bytes,candidate_current_reserved_bytes,reference_incremental_peak_reserved_bytes,candidate_incremental_peak_reserved_bytes,candidate_payload_bytes,candidate_payload_records,candidate_payload_bytes_by_role,candidate_payload_bytes_by_layer,paired_peak_memory_difference_bytes,memory_accounting_residual_bytes,passed_structure
b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,4,0,lenet_classic,256,stage3b-a1-obs-oh0-v1,stage3b-a1-obs-ni0-first-forward-io-v1,rocm:fixedpred:s0:b5,rocm,fixedpred,0,5,on_then_off,59dbcfa41a9c35cc8b72e75288aaa505459499d8,research/stage3b-a1-obs-oh0-observer-overhead,torch2pc-layerwise-thesis:0.1.0,AMD Radeon RX 7700 XT,torch.float32,,,,,,,,,,,1299968,1299968,151787520,156139520,114795520,120318976,150487552,154839552,2097152,2097152,169869312,171966464,169869312,150994944,167772160,169869312,5523456,12,"{""layer_input"": 3280896, ""layer_output"": 2242560}","{""0"": 2252800, ""1"": 1613824, ""2"": 819200, ""3"": 532480, ""4"": 208896, ""5"": 96256}",4352000,-1171456,True
b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,4,0,lenet_classic,256,stage3b-a1-obs-oh0-v1,stage3b-a1-obs-ni0-first-forward-io-v1,rocm:joint_vjp:s0:b5,rocm,joint_vjp,0,5,off_then_on,59dbcfa41a9c35cc8b72e75288aaa505459499d8,research/stage3b-a1-obs-oh0-observer-overhead,torch2pc-layerwise-thesis:0.1.0,AMD Radeon RX 7700 XT,torch.float32,,,,,,,,,,,1299968,1299968,132282368,137805824,114795520,120318976,130982400,136505856,2097152,2097152,138412032,142606336,138412032,142606336,136314880,140509184,5523456,12,"{""layer_input"": 3280896, ""layer_output"": 2242560}","{""0"": 2252800, ""1"": 1613824, ""2"": 819200, ""3"": 532480, ""4"": 208896, ""5"": 96256}",5523456,0,True
b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,4,0,lenet_classic,256,stage3b-a1-obs-oh0-v1,stage3b-a1-obs-ni0-first-forward-io-v1,rocm:fixedpred:s0:b6,rocm,fixedpred,0,6,off_then_on,59dbcfa41a9c35cc8b72e75288aaa505459499d8,research/stage3b-a1-obs-oh0-observer-overhead,torch2pc-layerwise-thesis:0.1.0,AMD Radeon RX 7700 XT,torch.float32,,,,,,,,,,,1299968,1299968,151787520,156139520,114795520,120318976,150487552,154839552,2097152,2097152,169869312,171966464,169869312,150994944,167772160,169869312,5523456,12,"{""layer_input"": 3280896, ""layer_output"": 2242560}","{""0"": 2252800, ""1"": 1613824, ""2"": 819200, ""3"": 532480, ""4"": 208896, ""5"": 96256}",4352000,-1171456,True
b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,4,0,lenet_classic,256,stage3b-a1-obs-oh0-v1,stage3b-a1-obs-ni0-first-forward-io-v1,rocm:joint_vjp:s0:b6,rocm,joint_vjp,0,6,on_then_off,59dbcfa41a9c35cc8b72e75288aaa505459499d8,research/stage3b-a1-obs-oh0-observer-overhead,torch2pc-layerwise-thesis:0.1.0,AMD Radeon RX 7700 XT,torch.float32,,,,,,,,,,,1299968,1299968,132282368,137805824,114795520,120318976,130982400,136505856,2097152,2097152,138412032,142606336,138412032,142606336,136314880,140509184,5523456,12,"{""layer_input"": 3280896, ""layer_output"": 2242560}","{""0"": 2252800, ""1"": 1613824, ""2"": 819200, ""3"": 532480, ""4"": 208896, ""5"": 96256}",5523456,0,True
b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,4,0,lenet_classic,256,stage3b-a1-obs-oh0-v1,stage3b-a1-obs-ni0-first-forward-io-v1,rocm:fixedpred:s0:b7,rocm,fixedpred,0,7,on_then_off,59dbcfa41a9c35cc8b72e75288aaa505459499d8,research/stage3b-a1-obs-oh0-observer-overhead,torch2pc-layerwise-thesis:0.1.0,AMD Radeon RX 7700 XT,torch.float32,,,,,,,,,,,1299968,1299968,151787520,156139520,114795520,120318976,150487552,154839552,2097152,2097152,169869312,171966464,169869312,150994944,167772160,169869312,5523456,12,"{""layer_input"": 3280896, ""layer_output"": 2242560}","{""0"": 2252800, ""1"": 1613824, ""2"": 819200, ""3"": 532480, ""4"": 208896, ""5"": 96256}",4352000,-1171456,True
b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,4,0,lenet_classic,256,stage3b-a1-obs-oh0-v1,stage3b-a1-obs-ni0-first-forward-io-v1,rocm:joint_vjp:s0:b7,rocm,joint_vjp,0,7,off_then_on,59dbcfa41a9c35cc8b72e75288aaa505459499d8,research/stage3b-a1-obs-oh0-observer-overhead,torch2pc-layerwise-thesis:0.1.0,AMD Radeon RX 7700 XT,torch.float32,,,,,,,,,,,1299968,1299968,132282368,137805824,114795520,120318976,130982400,136505856,2097152,2097152,138412032,142606336,138412032,142606336,136314880,140509184,5523456,12,"{""layer_input"": 3280896, ""layer_output"": 2242560}","{""0"": 2252800, ""1"": 1613824, ""2"": 819200, ""3"": 532480, ""4"": 208896, ""5"": 96256}",5523456,0,True
b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,4,0,lenet_classic,256,stage3b-a1-obs-oh0-v1,stage3b-a1-obs-ni0-first-forward-io-v1,rocm:fixedpred:s0:b8,rocm,fixedpred,0,8,off_then_on,59dbcfa41a9c35cc8b72e75288aaa505459499d8,research/stage3b-a1-obs-oh0-observer-overhead,torch2pc-layerwise-thesis:0.1.0,AMD Radeon RX 7700 XT,torch.float32,,,,,,,,,,,1299968,1299968,151787520,156139520,114795520,120318976,150487552,154839552,2097152,2097152,169869312,171966464,169869312,150994944,167772160,169869312,5523456,12,"{""layer_input"": 3280896, ""layer_output"": 2242560}","{""0"": 2252800, ""1"": 1613824, ""2"": 819200, ""3"": 532480, ""4"": 208896, ""5"": 96256}",4352000,-1171456,True
b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,4,0,lenet_classic,256,stage3b-a1-obs-oh0-v1,stage3b-a1-obs-ni0-first-forward-io-v1,rocm:joint_vjp:s0:b8,rocm,joint_vjp,0,8,on_then_off,59dbcfa41a9c35cc8b72e75288aaa505459499d8,research/stage3b-a1-obs-oh0-observer-overhead,torch2pc-layerwise-thesis:0.1.0,AMD Radeon RX 7700 XT,torch.float32,,,,,,,,,,,1299968,1299968,132282368,137805824,114795520,120318976,130982400,136505856,2097152,2097152,138412032,142606336,138412032,142606336,136314880,140509184,5523456,12,"{""layer_input"": 3280896, ""layer_output"": 2242560}","{""0"": 2252800, ""1"": 1613824, ""2"": 819200, ""3"": 532480, ""4"": 208896, ""5"": 96256}",5523456,0,True
b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,4,0,lenet_classic,256,stage3b-a1-obs-oh0-v1,stage3b-a1-obs-ni0-first-forward-io-v1,rocm:fixedpred:s0:b9,rocm,fixedpred,0,9,on_then_off,59dbcfa41a9c35cc8b72e75288aaa505459499d8,research/stage3b-a1-obs-oh0-observer-overhead,torch2pc-layerwise-thesis:0.1.0,AMD Radeon RX 7700 XT,torch.float32,,,,,,,,,,,1299968,1299968,151787520,156139520,114795520,120318976,150487552,154839552,2097152,2097152,169869312,171966464,169869312,150994944,167772160,169869312,5523456,12,"{""layer_input"": 3280896, ""layer_output"": 2242560}","{""0"": 2252800, ""1"": 1613824, ""2"": 819200, ""3"": 532480, ""4"": 208896, ""5"": 96256}",4352000,-1171456,True
b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,4,0,lenet_classic,256,stage3b-a1-obs-oh0-v1,stage3b-a1-obs-ni0-first-forward-io-v1,rocm:joint_vjp:s0:b9,rocm,joint_vjp,0,9,off_then_on,59dbcfa41a9c35cc8b72e75288aaa505459499d8,research/stage3b-a1-obs-oh0-observer-overhead,torch2pc-layerwise-thesis:0.1.0,AMD Radeon RX 7700 XT,torch.float32,,,,,,,,,,,1299968,1299968,132282368,137805824,114795520,120318976,130982400,136505856,2097152,2097152,138412032,142606336,138412032,142606336,136314880,140509184,5523456,12,"{""layer_input"": 3280896, ""layer_output"": 2242560}","{""0"": 2252800, ""1"": 1613824, ""2"": 819200, ""3"": 532480, ""4"": 208896, ""5"": 96256}",5523456,0,True
b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,4,0,lenet_classic,256,stage3b-a1-obs-oh0-v1,stage3b-a1-obs-ni0-first-forward-io-v1,rocm:fixedpred:s1:b0,rocm,fixedpred,1,0,on_then_off,59dbcfa41a9c35cc8b72e75288aaa505459499d8,research/stage3b-a1-obs-oh0-observer-overhead,torch2pc-layerwise-thesis:0.1.0,AMD Radeon RX 7700 XT,torch.float32,,,,,,,,,,,1299968,1299968,151787520,156139520,114795520,120318976,150487552,154839552,2097152,2097152,169869312,171966464,169869312,150994944,167772160,169869312,5523456,12,"{""layer_input"": 3280896, ""layer_output"": 2242560}","{""0"": 2252800, ""1"": 1613824, ""2"": 819200, ""3"": 532480, ""4"": 208896, ""5"": 96256}",4352000,-1171456,True
b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,4,0,lenet_classic,256,stage3b-a1-obs-oh0-v1,stage3b-a1-obs-ni0-first-forward-io-v1,rocm:joint_vjp:s1:b0,rocm,joint_vjp,1,0,off_then_on,59dbcfa41a9c35cc8b72e75288aaa505459499d8,research/stage3b-a1-obs-oh0-observer-overhead,torch2pc-layerwise-thesis:0.1.0,AMD Radeon RX 7700 XT,torch.float32,,,,,,,,,,,1299968,1299968,132282368,137805824,114795520,120318976,130982400,136505856,2097152,2097152,138412032,142606336,138412032,142606336,136314880,140509184,5523456,12,"{""layer_input"": 3280896, ""layer_output"": 2242560}","{""0"": 2252800, ""1"": 1613824, ""2"": 819200, ""3"": 532480, ""4"": 208896, ""5"": 96256}",5523456,0,True
b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,4,0,lenet_classic,256,stage3b-a1-obs-oh0-v1,stage3b-a1-obs-ni0-first-forward-io-v1,rocm:fixedpred:s1:b1,rocm,fixedpred,1,1,off_then_on,59dbcfa41a9c35cc8b72e75288aaa505459499d8,research/stage3b-a1-obs-oh0-observer-overhead,torch2pc-layerwise-thesis:0.1.0,AMD Radeon RX 7700 XT,torch.float32,,,,,,,,,,,1299968,1299968,151787520,156139520,114795520,120318976,150487552,154839552,2097152,2097152,169869312,171966464,169869312,150994944,167772160,169869312,5523456,12,"{""layer_input"": 3280896, ""layer_output"": 2242560}","{""0"": 2252800, ""1"": 1613824, ""2"": 819200, ""3"": 532480, ""4"": 208896, ""5"": 96256}",4352000,-1171456,True
b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,4,0,lenet_classic,256,stage3b-a1-obs-oh0-v1,stage3b-a1-obs-ni0-first-forward-io-v1,rocm:joint_vjp:s1:b1,rocm,joint_vjp,1,1,on_then_off,59dbcfa41a9c35cc8b72e75288aaa505459499d8,research/stage3b-a1-obs-oh0-observer-overhead,torch2pc-layerwise-thesis:0.1.0,AMD Radeon RX 7700 XT,torch.float32,,,,,,,,,,,1299968,1299968,132282368,137805824,114795520,120318976,130982400,136505856,2097152,2097152,138412032,142606336,138412032,142606336,136314880,140509184,5523456,12,"{""layer_input"": 3280896, ""layer_output"": 2242560}","{""0"": 2252800, ""1"": 1613824, ""2"": 819200, ""3"": 532480, ""4"": 208896, ""5"": 96256}",5523456,0,True
b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,4,0,lenet_classic,256,stage3b-a1-obs-oh0-v1,stage3b-a1-obs-ni0-first-forward-io-v1,rocm:fixedpred:s1:b2,rocm,fixedpred,1,2,on_then_off,59dbcfa41a9c35cc8b72e75288aaa505459499d8,research/stage3b-a1-obs-oh0-observer-overhead,torch2pc-layerwise-thesis:0.1.0,AMD Radeon RX 7700 XT,torch.float32,,,,,,,,,,,1299968,1299968,151787520,156139520,114795520,120318976,150487552,154839552,2097152,2097152,169869312,171966464,169869312,150994944,167772160,169869312,5523456,12,"{""layer_input"": 3280896, ""layer_output"": 2242560}","{""0"": 2252800, ""1"": 1613824, ""2"": 819200, ""3"": 532480, ""4"": 208896, ""5"": 96256}",4352000,-1171456,True
b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,4,0,lenet_classic,256,stage3b-a1-obs-oh0-v1,stage3b-a1-obs-ni0-first-forward-io-v1,rocm:joint_vjp:s1:b2,rocm,joint_vjp,1,2,off_then_on,59dbcfa41a9c35cc8b72e75288aaa505459499d8,research/stage3b-a1-obs-oh0-observer-overhead,torch2pc-layerwise-thesis:0.1.0,AMD Radeon RX 7700 XT,torch.float32,,,,,,,,,,,1299968,1299968,132282368,137805824,114795520,120318976,130982400,136505856,2097152,2097152,138412032,142606336,138412032,142606336,136314880,140509184,5523456,12,"{""layer_input"": 3280896, ""layer_output"": 2242560}","{""0"": 2252800, ""1"": 1613824, ""2"": 819200, ""3"": 532480, ""4"": 208896, ""5"": 96256}",5523456,0,True
b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,4,0,lenet_classic,256,stage3b-a1-obs-oh0-v1,stage3b-a1-obs-ni0-first-forward-io-v1,rocm:fixedpred:s1:b3,rocm,fixedpred,1,3,off_then_on,59dbcfa41a9c35cc8b72e75288aaa505459499d8,research/stage3b-a1-obs-oh0-observer-overhead,torch2pc-layerwise-thesis:0.1.0,AMD Radeon RX 7700 XT,torch.float32,,,,,,,,,,,1299968,1299968,151787520,156139520,114795520,120318976,150487552,154839552,2097152,2097152,169869312,171966464,169869312,150994944,167772160,169869312,5523456,12,"{""layer_input"": 3280896, ""layer_output"": 2242560}","{""0"": 2252800, ""1"": 1613824, ""2"": 819200, ""3"": 532480, ""4"": 208896, ""5"": 96256}",4352000,-1171456,True
b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,4,0,lenet_classic,256,stage3b-a1-obs-oh0-v1,stage3b-a1-obs-ni0-first-forward-io-v1,rocm:joint_vjp:s1:b3,rocm,joint_vjp,1,3,on_then_off,59dbcfa41a9c35cc8b72e75288aaa505459499d8,research/stage3b-a1-obs-oh0-observer-overhead,torch2pc-layerwise-thesis:0.1.0,AMD Radeon RX 7700 XT,torch.float32,,,,,,,,,,,1299968,1299968,132282368,137805824,114795520,120318976,130982400,136505856,2097152,2097152,138412032,142606336,138412032,142606336,136314880,140509184,5523456,12,"{""layer_input"": 3280896, ""layer_output"": 2242560}","{""0"": 2252800, ""1"": 1613824, ""2"": 819200, ""3"": 532480, ""4"": 208896, ""5"": 96256}",5523456,0,True
b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,4,0,lenet_classic,256,stage3b-a1-obs-oh0-v1,stage3b-a1-obs-ni0-first-forward-io-v1,rocm:fixedpred:s1:b4,rocm,fixedpred,1,4,on_then_off,59dbcfa41a9c35cc8b72e75288aaa505459499d8,research/stage3b-a1-obs-oh0-observer-overhead,torch2pc-layerwise-thesis:0.1.0,AMD Radeon RX 7700 XT,torch.float32,,,,,,,,,,,1299968,1299968,151787520,156139520,114795520,120318976,150487552,154839552,2097152,2097152,169869312,171966464,169869312,150994944,167772160,169869312,5523456,12,"{""layer_input"": 3280896, ""layer_output"": 2242560}","{""0"": 2252800, ""1"": 1613824, ""2"": 819200, ""3"": 532480, ""4"": 208896, ""5"": 96256}",4352000,-1171456,True
