candidate_id,method,depth,width,batch_size,model_seed_count,device_improvement_seed_count,device_nonregression_seed_count,median_device_time_ratio_to_baseline,minimum_device_time_ratio_to_baseline,maximum_device_time_ratio_to_baseline,median_host_time_ratio_to_baseline,minimum_host_time_ratio_to_baseline,maximum_host_time_ratio_to_baseline,median_peak_allocated_ratio_to_baseline,minimum_peak_allocated_ratio_to_baseline,maximum_peak_allocated_ratio_to_baseline,median_peak_reserved_ratio_to_baseline,minimum_peak_reserved_ratio_to_baseline,maximum_peak_reserved_ratio_to_baseline,median_saved_tensor_bytes_ratio_to_baseline,minimum_saved_tensor_bytes_ratio_to_baseline,maximum_saved_tensor_bytes_ratio_to_baseline,median_state_vjp_calls_ratio_to_baseline,minimum_state_vjp_calls_ratio_to_baseline,maximum_state_vjp_calls_ratio_to_baseline,median_graph_span_ratio_to_baseline,minimum_graph_span_ratio_to_baseline,maximum_graph_span_ratio_to_baseline,median_dependency_radius_ratio_to_baseline,minimum_dependency_radius_ratio_to_baseline,maximum_dependency_radius_ratio_to_baseline,median_device_time_reduction,minimum_device_time_reduction,maximum_device_time_reduction,maximum_seed_device_time_ratio,method_device_reduction_threshold,timing_threshold_passed,seed_regression_limit_passed,allocated_memory_limit_passed,reserved_memory_limit_passed,pareto_admissible,configuration_qualified
isolated_layer_vjp,fixedpred,16,64,64,3,0,0,1.6694383179922534,1.6507991451225474,1.6798734960479893,1.669513205716182,1.6508653756914997,1.6799814592041789,0.9996676820361632,0.9996676820361632,0.9996676820361632,1.0,1.0,1.0,4.685549153149532,4.685549153149532,4.685549153149532,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.6694383179922534,-0.6798734960479893,-0.6507991451225474,1.6798734960479893,0.15,False,False,True,True,True,False
isolated_layer_vjp,fixedpred,16,64,256,3,0,0,1.659456747168171,1.6326618994049455,1.6702426667926205,1.659471953849723,1.6327151011581362,1.670298631909267,0.9992519514974395,0.9992519514974395,0.9992519514974395,1.0,1.0,1.0018726591760299,4.2037444478393775,4.2037444478393775,4.2037444478393775,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.6594567471681709,-0.6702426667926205,-0.6326618994049455,1.6702426667926205,0.15,False,False,True,True,True,False
isolated_layer_vjp,fixedpred,16,256,64,3,0,0,1.6261680513794052,1.622333515836713,1.62923962407987,1.6261419291841652,1.6224406150074706,1.6294806244705864,1.0,1.0,1.0,0.9988992845349477,0.9988992845349477,0.9988992845349477,5.079856484106007,5.079856484106007,5.079856484106007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.6261680513794052,-0.6292396240798701,-0.6223335158367129,1.62923962407987,0.15,False,False,True,True,True,False
isolated_layer_vjp,fixedpred,16,256,256,3,0,0,1.671227201217363,1.6394350025401947,1.6962578046177017,1.6713119683665763,1.6394932599762413,1.6963334878457328,0.9998361850848583,0.9998361850848583,0.9998361850848583,0.9976424361493124,0.9968541093197011,0.9976424361493124,4.461869839964984,4.461869839964984,4.461869839964984,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.671227201217363,-0.6962578046177017,-0.6394350025401947,1.6962578046177017,0.15,False,False,True,True,True,False
isolated_layer_vjp,fixedpred,32,64,64,3,0,0,1.6543336379951386,1.6284993710125517,1.6748703495085278,1.6543648640514501,1.6285739037582891,1.6750670572787907,0.9997724895772145,0.9997724895772145,0.9997724895772145,0.9976798143851509,0.9976798143851509,0.9976798143851509,4.551101602052503,4.551101602052503,4.551101602052503,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.6543336379951386,-0.6748703495085278,-0.6284993710125517,1.6748703495085278,0.15,False,False,True,True,True,False
isolated_layer_vjp,fixedpred,32,64,256,3,0,0,1.6691774734430926,1.6415098108401258,1.6853208057080715,1.6692758105192216,1.641527810623619,1.685361028261601,0.9995061269185399,0.9995061269185399,0.9995061269185399,1.0012484394506866,1.0,1.0012484394506866,4.165651119513914,4.165651119513914,4.165651119513914,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.6691774734430926,-0.6853208057080715,-0.6415098108401258,1.6853208057080715,0.15,False,False,True,True,True,False
isolated_layer_vjp,fixedpred,32,256,64,3,0,0,1.6419784799981425,1.6358371053923189,1.6586466525280366,1.6421167963209913,1.6358631484986004,1.658606044770931,1.0,1.0,1.0,0.9982430453879941,0.9979508196721312,0.9982430453879941,4.968458890784064,4.968458890784064,4.968458890784064,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.6419784799981425,-0.6586466525280366,-0.6358371053923189,1.6586466525280366,0.15,False,False,True,True,True,False
isolated_layer_vjp,fixedpred,32,256,256,3,0,0,1.6907951815702116,1.621056042673068,1.7020811430634748,1.6908156799996386,1.621072837266424,1.7021124498462712,0.9999134248365935,0.9999134248365935,0.9999134248365935,0.994069053166702,0.994069053166702,0.9944926922262233,4.418840684541427,4.418840684541427,4.418840684541427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.6907951815702116,-0.7020811430634748,-0.621056042673068,1.7020811430634748,0.15,False,False,True,True,True,False
isolated_layer_vjp,strict,4,64,64,3,0,0,1.257171834407348,1.23421228969724,1.2687431461532495,1.2568338208728358,1.2342175170398118,1.2687640490289613,0.7484816567264739,0.7484816567264739,0.7484816567264739,0.7509727626459144,0.7509727626459144,0.7509727626459144,1.1223511783663689,1.1223511783663689,1.1223511783663689,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.2571718344073479,-0.26874314615324946,-0.23421228969724006,1.2687431461532495,0.2,False,False,True,True,True,False
isolated_layer_vjp,strict,4,64,256,3,0,0,1.2611191153464434,1.2478359300393538,1.2841785617947068,1.2610931074029392,1.2475231502411135,1.28419341090476,0.5582383955587444,0.5559699064521155,0.5582383955587444,0.5665529010238908,0.5648464163822525,0.5665529010238908,1.1340376925896225,1.1340376925896225,1.1340376925896225,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.2611191153464434,-0.2841785617947068,-0.24783593003935378,1.2841785617947068,0.2,False,False,True,True,True,False
isolated_layer_vjp,strict,4,256,64,3,0,0,1.2681138900429516,1.2594341781403358,1.2868987849942926,1.2681822553106368,1.2592800849331987,1.2869325556776687,0.7186163574966096,0.7164528186145533,0.7186163574966096,0.7269461077844311,0.7254196642685852,0.7269461077844311,1.0794094425724567,1.0794094425724567,1.0794094425724567,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.2681138900429516,-0.28689878499429255,-0.25943417814033576,1.2868987849942926,0.2,False,False,True,True,True,False
isolated_layer_vjp,strict,4,256,256,3,0,0,1.2662549130307408,1.2490716638423929,1.283400436849496,1.2663838319083633,1.249690013372529,1.283534495108309,0.46243371945673173,0.46243371945673173,0.4643173760143598,0.4836244541484716,0.4833606110201855,0.4844517184942717,1.1276879206413273,1.1276879206413273,1.1276879206413273,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.2662549130307408,-0.283400436849496,-0.24907166384239288,1.283400436849496,0.2,False,False,True,True,True,False
isolated_layer_vjp,strict,8,64,64,3,0,0,1.3193982302219527,1.3157777644940474,1.3222672406937395,1.3194272964174174,1.3160983005602427,1.3222882133753577,0.7776599259566753,0.7776599259566753,0.7776599259566753,0.7793103448275862,0.7793103448275862,0.7793103448275862,1.0515027526677088,1.0515027526677088,1.0515027526677088,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.3193982302219527,-0.32226724069373947,-0.3157777644940474,1.3222672406937395,0.2,False,False,True,True,True,False
isolated_layer_vjp,strict,8,64,256,3,0,0,1.2974390933682594,1.2865293166808596,1.3093358673695559,1.2974561168510692,1.2865510722671722,1.3093548127116743,0.602081227329488,0.602081227329488,0.602081227329488,0.6085626911314985,0.6085626911314985,0.6085626911314985,1.0590308762621083,1.0590308762621083,1.0590308762621083,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.29743909336825936,-0.3093358673695559,-0.28652931668085957,1.3093358673695559,0.2,False,False,True,True,True,False
isolated_layer_vjp,strict,8,256,64,3,0,0,1.295366815319619,1.29477843101293,1.3167759971638135,1.2954352651517311,1.294849257774104,1.3168458582334306,0.8093362359577255,0.8093362359577255,0.8093362359577255,0.8146067415730337,0.8146067415730337,0.8146067415730337,1.0287906476596314,1.0287906476596314,1.0287906476596314,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.29536681531961895,-0.31677599716381355,-0.29477843101293,1.3167759971638135,0.2,False,False,True,True,True,False
isolated_layer_vjp,strict,8,256,256,3,0,0,1.3071583681744086,1.304676031026689,1.3118873263456186,1.3071064645404515,1.3047506418308237,1.3118260653738028,0.5899824016680416,0.5899824016680416,0.5899824016680416,0.6142735768903993,0.6137521222410866,0.6142735768903993,1.0491572661107333,1.0491572661107333,1.0491572661107333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.30715836817440856,-0.31188732634561855,-0.30467603102668894,1.3118873263456186,0.2,False,False,True,True,True,False
isolated_layer_vjp,strict,16,64,64,3,0,0,1.3321278095890388,1.2895827585557884,1.33488447960983,1.3322985831326672,1.2895898229827796,1.3348926448186673,0.8196935075427703,0.8196935075427703,0.8196935075427703,0.8212290502793296,0.8212290502793296,0.8212290502793296,1.0238646828141278,1.0238646828141278,1.0238646828141278,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.33212780958903876,-0.33488447960983003,-0.2895827585557884,1.33488447960983,0.2,False,False,True,True,True,False
isolated_layer_vjp,strict,16,64,256,3,0,0,1.3118147043750061,1.2982524478030542,1.3520699790027557,1.3118294172728284,1.2982587249088455,1.352067547878616,0.6710245497250632,0.6710245497250632,0.6710245497250632,0.6772554002541296,0.6763959390862944,0.6772554002541296,1.0278553970445365,1.0278553970445365,1.0278553970445365,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.31181470437500614,-0.3520699790027557,-0.29825244780305415,1.3520699790027557,0.2,False,False,True,True,True,False
isolated_layer_vjp,strict,16,256,64,3,0,0,1.3195566735121278,1.314261562283126,1.343001642568771,1.3195721448682225,1.3142771181894546,1.3430631094228278,0.884843364051197,0.884843364051197,0.884843364051197,0.8892699657030867,0.8892699657030867,0.8897058823529411,1.0126558917221122,1.0126558917221122,1.0126558917221122,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.3195566735121278,-0.34300164256877097,-0.31426156228312596,1.343001642568771,0.2,False,False,True,True,True,False
isolated_layer_vjp,strict,16,256,256,3,0,0,1.325550370077397,1.2822374899580335,1.330377845774277,1.3255700437838924,1.2822462400044425,1.3304236919717418,0.7221344082980021,0.7221344082980021,0.7221344082980021,0.7383040935672515,0.7380882782812044,0.7383805904706227,1.0220432171165115,1.0220432171165115,1.0220432171165115,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.32555037007739696,-0.330377845774277,-0.28223748995803355,1.330377845774277,0.2,False,False,True,True,True,False
isolated_layer_vjp,strict,32,64,64,3,0,0,1.3384172030018264,1.3302044095857997,1.3453352528432567,1.338427977425032,1.330201073732256,1.34535026093646,0.8691631462502455,0.8691631462502455,0.8691631462502455,0.8701825557809331,0.8701825557809331,0.8701825557809331,1.0115106724665615,1.0115106724665615,1.0115106724665615,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.3384172030018264,-0.3453352528432567,-0.33020440958579966,1.3453352528432567,0.2,False,False,True,True,True,False
isolated_layer_vjp,strict,32,64,256,3,0,0,1.3443307982137105,1.3356532241086858,1.3606687700410207,1.3443363256956258,1.335662763670809,1.3606798095061037,0.755684613955031,0.755684613955031,0.755684613955031,0.7592417061611374,0.7592417061611374,0.7599620493358634,1.0135467428076794,1.0135467428076794,1.0135467428076794,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.3443307982137105,-0.3606687700410207,-0.3356532241086858,1.3606687700410207,0.2,False,False,True,True,True,False
isolated_layer_vjp,strict,32,256,64,3,0,0,1.3258997600925702,1.3070355142832952,1.3562359130294706,1.3258468546965172,1.3072459417522053,1.3563116063583691,0.9357400934080713,0.9357400934080713,0.9357400934080713,0.9386519944979367,0.9386519944979367,0.9386519944979367,1.0059674151225053,1.0059674151225053,1.0059674151225053,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.32589976009257016,-0.35623591302947055,-0.30703551428329523,1.3562359130294706,0.2,False,False,True,True,True,False
isolated_layer_vjp,strict,32,256,256,3,0,0,1.3249996412496885,1.3229820003490576,1.3540663668435042,1.3250212921625317,1.3229748048498782,1.354101233604644,0.8310453341399126,0.8310453341399126,0.8310453341399126,0.8433104940497655,0.8422286332491886,0.8433104940497655,1.010481022136688,1.010481022136688,1.010481022136688,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.3249996412496885,-0.35406636684350423,-0.32298200034905755,1.3540663668435042,0.2,False,False,True,True,True,False
