block_id,candidate_id,method,depth,width,batch_size,model_seed,device_time_ratio_to_baseline,host_time_ratio_to_baseline,peak_allocated_ratio_to_baseline,peak_reserved_ratio_to_baseline,saved_tensor_bytes_ratio_to_baseline,state_vjp_calls_ratio_to_baseline,graph_span_ratio_to_baseline,dependency_radius_ratio_to_baseline,device_time_reduction,device_speedup,peak_allocated_growth,peak_reserved_growth,candidate_observer_cost_ms,baseline_observer_cost_ms,fallback_validation_status
s3b-block-5203a4d44e3a2f436ffe,composite_vjp,strict,32,256,64,71,0.8978386367584388,0.89782509208354,0.9357400934080713,0.9394773039889959,1.0059674151225053,0.03225806451612903,31.0,1.0,0.10216136324156122,1.1137858842992157,-0.0642599065919287,-0.06052269601100413,24.435760498046875,366.3610382080078,not_applicable_before_ex_if0
s3b-block-5293bf2a6dda7849ebe0,isolated_layer_vjp,strict,16,256,64,71,1.3195566735121278,1.3195721448682225,0.884843364051197,0.8892699657030867,1.0126558917221122,1.0,1.0,1.0,-0.3195566735121278,0.7578302774509891,-0.11515663594880299,-0.1107300342969133,179.80931854248047,189.6722640991211,not_applicable_before_ex_if0
s3b-block-5293bf2a6dda7849ebe0,composite_vjp,strict,16,256,64,71,0.956504100882106,0.9565395481253203,0.884843364051197,0.8892699657030867,1.0126558917221122,0.06666666666666667,15.0,1.0,0.04349589911789398,1.0454738239781525,-0.11515663594880299,-0.1107300342969133,19.240966796875,189.6722640991211,not_applicable_before_ex_if0
s3b-block-550d367ca244ec32ef93,isolated_layer_vjp,fixedpred,4,64,64,72,1.5618118096878553,1.5618017069466716,0.999492905142606,1.0,5.101599632033526,1.0,1.0,1.0,-0.5618118096878553,0.6402820069595073,-0.0005070948573939749,0.0,22.774070739746094,21.651191234588623,not_applicable_before_ex_if0
s3b-block-550d367ca244ec32ef93,composite_vjp,fixedpred,4,64,64,72,1.1892429892296774,1.1892694029226132,1.0020692535742524,1.0,5.101599632033526,0.25,4.0,1.0,-0.18924298922967742,0.8408710491097718,0.002069253574252361,0.0,8.212226867675781,21.651191234588623,not_applicable_before_ex_if0
s3b-block-5623456ecc73c4de5b83,isolated_layer_vjp,strict,16,256,256,72,1.330377845774277,1.3304236919717418,0.7221344082980021,0.7383040935672515,1.0220432171165115,1.0,1.0,1.0,-0.330377845774277,0.7516661549771991,-0.27786559170199787,-0.26169590643274854,167.97015380859375,163.41715621948242,not_applicable_before_ex_if0
s3b-block-5623456ecc73c4de5b83,composite_vjp,strict,16,256,256,72,0.9502201332195556,0.9502112837165606,0.7232425854873956,0.730701754385965,1.0220432171165115,0.06666666666666667,15.0,1.0,0.04977986678044444,1.0523877205293255,-0.2767574145126044,-0.26929824561403504,19.209171295166016,163.41715621948242,not_applicable_before_ex_if0
s3b-block-5a95fb95a9231b0407ce,isolated_layer_vjp,strict,32,64,256,72,1.3356532241086858,1.335662763670809,0.755684613955031,0.7592417061611374,1.0135467428076794,1.0,1.0,1.0,-0.3356532241086858,0.7486973279814636,-0.24431538604496905,-0.2407582938388626,354.19329833984375,327.50130462646484,not_applicable_before_ex_if0
s3b-block-5a95fb95a9231b0407ce,composite_vjp,strict,32,64,256,72,0.9412768137619786,0.9412821533426322,0.7575284698845894,0.7592417061611374,1.0135467428076794,0.03225806451612903,31.0,1.0,0.05872318623802142,1.0623867340398239,-0.24247153011541056,-0.2407582938388626,24.32587432861328,327.50130462646484,not_applicable_before_ex_if0
s3b-block-6343adee427ef9c6c1dc,isolated_layer_vjp,fixedpred,8,256,256,71,1.6234230757022283,1.6237588368824072,0.999704259868418,1.0034818941504178,4.5455820579973,1.0,1.0,1.0,-0.6234230757022283,0.6159823738906999,-0.00029574013158195633,0.0034818941504177747,45.50339317321777,41.67107963562012,not_applicable_before_ex_if0
s3b-block-6343adee427ef9c6c1dc,composite_vjp,fixedpred,8,256,256,71,1.1834939558858646,1.18377428119906,1.0017222951743516,1.0083565459610029,4.5455820579973,0.125,8.0,1.0,-0.1834939558858646,0.8449557304679969,0.001722295174351629,0.008356545961002881,9.145084381103516,41.67107963562012,not_applicable_before_ex_if0
s3b-block-64454a27a9a9c9ebfa9b,isolated_layer_vjp,strict,32,256,256,71,1.3249996412496885,1.3250212921625317,0.8310453341399126,0.8433104940497655,1.010481022136688,1.0,1.0,1.0,-0.3249996412496885,0.7547171854754908,-0.16895466586008745,-0.15668950595023445,359.48655700683594,367.48072814941406,not_applicable_before_ex_if0
s3b-block-64454a27a9a9c9ebfa9b,composite_vjp,strict,32,256,256,71,0.9289918519883806,0.9290013079764402,0.8324616818617078,0.8341146772448612,1.010481022136688,0.03225806451612903,31.0,1.0,0.07100814801161937,1.076435705931797,-0.16753831813829223,-0.1658853227551388,25.52198028564453,367.48072814941406,not_applicable_before_ex_if0
s3b-block-66658e6e3b8416c34d1a,isolated_layer_vjp,strict,8,256,256,71,1.3118873263456186,1.3118260653738028,0.5899824016680416,0.6142735768903993,1.0491572661107333,1.0,1.0,1.0,-0.31188732634561855,0.7622605843640482,-0.4100175983319584,-0.3857264231096007,87.4670181274414,86.47858619689941,not_applicable_before_ex_if0
s3b-block-66658e6e3b8416c34d1a,composite_vjp,strict,8,256,256,71,1.007373745045241,1.007379085234201,0.5907166461787225,0.6083262531860663,1.0491572661107333,0.14285714285714285,7.0,1.0,-0.007373745045240909,0.9926802290793177,-0.40928335382127745,-0.39167374681393374,16.724502563476562,86.47858619689941,not_applicable_before_ex_if0
s3b-block-695189d6137415b25268,isolated_layer_vjp,fixedpred,16,64,256,71,1.6702426667926205,1.670298631909267,0.9992519514974395,1.0,4.2037444478393775,1.0,1.0,1.0,-0.6702426667926205,0.5987153962006656,-0.0007480485025604944,0.0,86.0821647644043,80.69378280639648,not_applicable_before_ex_if0
s3b-block-695189d6137415b25268,composite_vjp,fixedpred,16,64,256,71,1.128787637425926,1.128840707744921,1.0026078063666088,1.0,4.2037444478393775,0.0625,16.0,1.0,-0.12878763742592603,0.8859062296964805,0.0026078063666088447,0.0,10.380937576293945,80.69378280639648,not_applicable_before_ex_if0
s3b-block-6bb2d4d9cc338b1ce65d,isolated_layer_vjp,fixedpred,32,64,64,72,1.6748703495085278,1.6750670572787907,0.9997724895772145,0.9976798143851509,4.551101602052503,1.0,1.0,1.0,-0.6748703495085278,0.5970611398628192,-0.00022751042278545963,-0.002320185614849146,173.11185455322266,158.60228729248047,not_applicable_before_ex_if0
s3b-block-6bb2d4d9cc338b1ce65d,composite_vjp,fixedpred,32,64,64,72,1.098240601271119,1.0982525869617177,1.0013799624636457,0.9976798143851509,4.551101602052503,0.03125,32.0,1.0,-0.098240601271119,0.9105472870358153,0.0013799624636456898,-0.002320185614849146,14.492290496826172,158.60228729248047,not_applicable_before_ex_if0
s3b-block-6d7761e4e1ad7cdc3808,isolated_layer_vjp,fixedpred,4,256,64,70,1.615199971804819,1.6158677634960028,1.0,1.0,5.74995982803118,1.0,1.0,1.0,-0.6151999718048189,0.6191183862408092,0.0,0.0,23.21589708328247,21.870089530944824,not_applicable_before_ex_if0
s3b-block-6d7761e4e1ad7cdc3808,composite_vjp,fixedpred,4,256,64,70,1.2113471506503772,1.2117580395005831,1.0008395611625132,1.0016528925619834,5.74995982803118,0.25,4.0,1.0,-0.21134715065037724,0.8255271822475464,0.0008395611625131583,0.0016528925619834212,8.052382469177246,21.870089530944824,not_applicable_before_ex_if0
s3b-block-6e6fc3d0cd92233b34cc,isolated_layer_vjp,fixedpred,16,64,256,72,1.6326618994049455,1.6327151011581362,0.9992519514974395,1.0,4.2037444478393775,1.0,1.0,1.0,-0.6326618994049455,0.6124966843193125,-0.0007480485025604944,0.0,84.86424827575684,80.10415840148926,not_applicable_before_ex_if0
s3b-block-6e6fc3d0cd92233b34cc,composite_vjp,fixedpred,16,64,256,72,1.137223907028114,1.137356642859054,1.0026078063666088,1.0,4.2037444478393775,0.0625,16.0,1.0,-0.13722390702811404,0.8793343103499128,0.0026078063666088447,0.0,10.63546371459961,80.10415840148926,not_applicable_before_ex_if0
s3b-block-6e94bca68e9ec88279a0,isolated_layer_vjp,strict,32,64,64,71,1.3384172030018264,1.338427977425032,0.8691631462502455,0.8701825557809331,1.0115106724665615,1.0,1.0,1.0,-0.3384172030018264,0.7471511855624553,-0.1308368537497545,-0.12981744421906694,336.1363067626953,328.68988037109375,not_applicable_before_ex_if0
s3b-block-6e94bca68e9ec88279a0,composite_vjp,strict,32,64,64,71,0.9500423756334929,0.9500432112513818,0.8699946857249399,0.8701825557809331,1.0115106724665615,0.03225806451612903,31.0,1.0,0.04995762436650708,1.052584627431166,-0.13000531427506012,-0.12981744421906694,24.294395446777344,328.68988037109375,not_applicable_before_ex_if0
s3b-block-70e5aa369c8a27e31e55,isolated_layer_vjp,fixedpred,4,256,64,72,1.5755482373791807,1.5748660869389228,1.0,1.0,5.74995982803118,1.0,1.0,1.0,-0.5755482373791807,0.6346997040620179,0.0,0.0,22.92933416366577,21.549977779388428,not_applicable_before_ex_if0
s3b-block-70e5aa369c8a27e31e55,composite_vjp,fixedpred,4,256,64,72,1.2290961226084511,1.2293077757276671,1.0008395611625132,1.0016528925619834,5.74995982803118,0.25,4.0,1.0,-0.22909612260845114,0.8136060163282823,0.0008395611625131583,0.0016528925619834212,8.274809837341309,21.549977779388428,not_applicable_before_ex_if0
s3b-block-7301c6b6a4a9d50fba77,isolated_layer_vjp,fixedpred,4,256,256,72,1.5811574832831787,1.5813791448838486,0.9995058725860725,1.0033898305084745,4.70419813058752,1.0,1.0,1.0,-0.5811574832831787,0.6324480708421023,-0.0004941274139275142,0.003389830508474523,23.44642972946167,21.7776517868042,not_applicable_before_ex_if0
s3b-block-7301c6b6a4a9d50fba77,composite_vjp,fixedpred,4,256,256,72,1.209297689245219,1.2093546080369142,1.0035668655830299,1.0056497175141244,4.70419813058752,0.25,4.0,1.0,-0.20929768924521897,0.8269262472701393,0.0035668655830298768,0.005649717514124353,8.79011869430542,21.7776517868042,not_applicable_before_ex_if0
s3b-block-730ac753af2418590251,isolated_layer_vjp,fixedpred,8,256,256,70,1.6437725730426493,1.6440389111134268,0.999704259868418,1.0006963788300836,4.5455820579973,1.0,1.0,1.0,-0.6437725730426493,0.6083566646625476,-0.00029574013158195633,0.0006963788300835549,43.79580307006836,40.23477554321289,not_applicable_before_ex_if0
s3b-block-730ac753af2418590251,composite_vjp,fixedpred,8,256,256,70,1.1869352913398221,1.186973256376929,1.0017222951743516,1.0055710306406684,4.5455820579973,0.125,8.0,1.0,-0.18693529133982212,0.8425059119029075,0.001722295174351629,0.0055710306406684396,9.458352088928223,40.23477554321289,not_applicable_before_ex_if0
s3b-block-730db41052eb8c30b0cc,isolated_layer_vjp,strict,16,64,256,72,1.3118147043750061,1.3118294172728284,0.6710245497250632,0.6763959390862944,1.0278553970445365,1.0,1.0,1.0,-0.31181470437500614,0.7623027830568758,-0.3289754502749368,-0.32360406091370564,184.44379425048828,184.9754409790039,not_applicable_before_ex_if0
s3b-block-730db41052eb8c30b0cc,composite_vjp,strict,16,64,256,72,0.9577353497135841,0.9577391583321021,0.6722082192719291,0.6763959390862944,1.0278553970445365,0.06666666666666667,15.0,1.0,0.042264650286415906,1.0441297800055678,-0.3277917807280709,-0.32360406091370564,18.743030548095703,184.9754409790039,not_applicable_before_ex_if0
s3b-block-7345bcc3aa1e0e6e0517,isolated_layer_vjp,strict,8,64,256,70,1.2865293166808596,1.2865510722671722,0.602081227329488,0.6085626911314985,1.0590308762621083,1.0,1.0,1.0,-0.28652931668085957,0.7772850467021756,-0.397918772670512,-0.3914373088685015,85.62186431884766,81.98730659484863,not_applicable_before_ex_if0
s3b-block-7345bcc3aa1e0e6e0517,composite_vjp,strict,8,64,256,70,1.0038452962262128,1.0038496864290007,0.602727270983471,0.6100917431192661,1.0590308762621083,0.14285714285714285,7.0,1.0,-0.003845296226212769,0.9961694334369364,-0.397272729016529,-0.38990825688073394,16.003297805786133,81.98730659484863,not_applicable_before_ex_if0
s3b-block-73e9fa86f8a041731cdf,isolated_layer_vjp,strict,16,64,64,70,1.3321278095890388,1.3322985831326672,0.8196935075427703,0.8212290502793296,1.0238646828141278,1.0,1.0,1.0,-0.33212780958903876,0.7506787207666656,-0.18030649245722974,-0.17877094972067042,182.09796905517578,184.52348709106445,not_applicable_before_ex_if0
s3b-block-73e9fa86f8a041731cdf,composite_vjp,strict,16,64,64,70,0.9448465412354667,0.944954630243422,0.8201469394036409,0.8212290502793296,1.0238646828141278,0.06666666666666667,15.0,1.0,0.05515345876453326,1.0583729276210456,-0.17985306059635908,-0.17877094972067042,19.308265686035156,184.52348709106445,not_applicable_before_ex_if0
s3b-block-770f17bf150216638d72,isolated_layer_vjp,strict,8,256,64,70,1.29477843101293,1.294849257774104,0.8093362359577255,0.8146067415730337,1.0287906476596314,1.0,1.0,1.0,-0.29477843101293,0.7723329150746516,-0.19066376404227448,-0.1853932584269663,84.26248931884766,83.59998893737793,not_applicable_before_ex_if0
s3b-block-770f17bf150216638d72,composite_vjp,strict,8,256,64,70,1.006493808357648,1.0064957246079091,0.8093362359577255,0.8146067415730337,1.0287906476596314,0.14285714285714285,7.0,1.0,-0.006493808357648012,0.9935480891151787,-0.19066376404227448,-0.1853932584269663,16.534278869628906,83.59998893737793,not_applicable_before_ex_if0
s3b-block-775648ac8900099a0d48,isolated_layer_vjp,strict,8,256,64,71,1.3167759971638135,1.3168458582334306,0.8093362359577255,0.8146067415730337,1.0287906476596314,1.0,1.0,1.0,-0.31677599716381355,0.7594306109420941,-0.19066376404227448,-0.1853932584269663,84.70035552978516,87.20570373535156,not_applicable_before_ex_if0
s3b-block-775648ac8900099a0d48,composite_vjp,strict,8,256,64,71,0.9928051676175498,0.992884413078007,0.8093362359577255,0.8146067415730337,1.0287906476596314,0.14285714285714285,7.0,1.0,0.0071948323824502225,1.0072469731394689,-0.19066376404227448,-0.1853932584269663,16.292686462402344,87.20570373535156,not_applicable_before_ex_if0
s3b-block-79c2b893b57e307e1d01,isolated_layer_vjp,fixedpred,16,64,64,70,1.6798734960479893,1.6799814592041789,0.9996676820361632,1.0,4.685549153149532,1.0,1.0,1.0,-0.6798734960479893,0.5952829200249689,-0.00033231796383681456,0.0,85.91865730285645,80.90053939819336,not_applicable_before_ex_if0
s3b-block-79c2b893b57e307e1d01,composite_vjp,fixedpred,16,64,64,70,1.133766630638271,1.1337240220450835,1.0011585089721664,1.0,4.685549153149532,0.0625,16.0,1.0,-0.133766630638271,0.8820157279078102,0.0011585089721664055,0.0,10.866546630859375,80.90053939819336,not_applicable_before_ex_if0
s3b-block-7e8ea96acc135bafc97b,isolated_layer_vjp,fixedpred,8,256,256,72,1.6579335846150334,1.6584266721581122,0.999704259868418,1.0034818941504178,4.5455820579973,1.0,1.0,1.0,-0.6579335846150334,0.6031604699244913,-0.00029574013158195633,0.0034818941504177747,44.75996685028076,41.26039218902588,not_applicable_before_ex_if0
s3b-block-7e8ea96acc135bafc97b,composite_vjp,fixedpred,8,256,256,72,1.1521100858917734,1.1524116774180428,1.0017222951743516,1.0083565459610029,4.5455820579973,0.125,8.0,1.0,-0.15211008589177344,0.867972611511308,0.001722295174351629,0.008356545961002881,9.315145492553711,41.26039218902588,not_applicable_before_ex_if0
s3b-block-858205a4ccbe49c37e00,isolated_layer_vjp,fixedpred,8,256,64,71,1.643429810560283,1.6434365083815514,1.0,1.0,5.302896708600731,1.0,1.0,1.0,-0.6434298105602829,0.608483546771661,0.0,0.0,44.628573417663574,39.90979862213135,not_applicable_before_ex_if0
s3b-block-858205a4ccbe49c37e00,composite_vjp,fixedpred,8,256,64,71,1.1680609313144745,1.168152676795326,1.0,1.0009861932938855,5.302896708600731,0.125,8.0,1.0,-0.16806093131447453,0.8561197221746407,0.0,0.0009861932938854956,8.991312026977539,39.90979862213135,not_applicable_before_ex_if0
s3b-block-8786fb5044e20025df06,isolated_layer_vjp,fixedpred,32,256,64,70,1.6358371053923189,1.6358631484986004,1.0,0.9982430453879941,4.968458890784064,1.0,1.0,1.0,-0.6358371053923189,0.6113078109694623,0.0,-0.0017569546120058677,168.34197235107422,157.4587287902832,not_applicable_before_ex_if0
s3b-block-8786fb5044e20025df06,composite_vjp,fixedpred,32,256,64,70,1.0809537852703077,1.080890307238843,1.0,1.0002928257686676,4.968458890784064,0.03125,32.0,1.0,-0.08095378527030772,0.9251089303044865,0.0,0.0002928257686676261,13.502635955810547,157.4587287902832,not_applicable_before_ex_if0
s3b-block-89e5aee5e8dffdf6b3ed,isolated_layer_vjp,strict,8,64,256,71,1.2974390933682594,1.2974561168510692,0.602081227329488,0.6085626911314985,1.0590308762621083,1.0,1.0,1.0,-0.29743909336825936,0.7707490895807041,-0.397918772670512,-0.3914373088685015,85.84712982177734,83.44466781616211,not_applicable_before_ex_if0
s3b-block-89e5aee5e8dffdf6b3ed,composite_vjp,strict,8,64,256,71,0.9894131725477853,0.9894285141383407,0.602727270983471,0.6100917431192661,1.0590308762621083,0.14285714285714285,7.0,1.0,0.010586827452214731,1.0107001076455786,-0.397272729016529,-0.38990825688073394,15.380464553833008,83.44466781616211,not_applicable_before_ex_if0
s3b-block-89fbb803c6ec0394f3f0,isolated_layer_vjp,fixedpred,16,64,64,71,1.6507991451225474,1.6508653756914997,0.9996676820361632,1.0,4.685549153149532,1.0,1.0,1.0,-0.6507991451225474,0.6057672145970034,-0.00033231796383681456,0.0,87.80400085449219,79.00895500183105,not_applicable_before_ex_if0
s3b-block-89fbb803c6ec0394f3f0,composite_vjp,fixedpred,16,64,64,71,1.0884762554556358,1.0884786363036911,1.0011585089721664,1.0,4.685549153149532,0.0625,16.0,1.0,-0.08847625545563575,0.9187154933218092,0.0011585089721664055,0.0,10.702363967895508,79.00895500183105,not_applicable_before_ex_if0
s3b-block-8bd164e99139f225afc6,isolated_layer_vjp,strict,16,64,256,70,1.3520699790027557,1.352067547878616,0.6710245497250632,0.6772554002541296,1.0278553970445365,1.0,1.0,1.0,-0.3520699790027557,0.739606688654953,-0.3289754502749368,-0.32274459974587044,182.29756927490234,174.28591537475586,not_applicable_before_ex_if0
s3b-block-8bd164e99139f225afc6,composite_vjp,strict,16,64,256,70,0.9599518397544373,0.9599398853887156,0.6722082192719291,0.6772554002541296,1.0278553970445365,0.06666666666666667,15.0,1.0,0.04004816024556268,1.0417189264992786,-0.3277917807280709,-0.32274459974587044,18.84040069580078,174.28591537475586,not_applicable_before_ex_if0
s3b-block-8dd17961dcd5ccbf7d3a,isolated_layer_vjp,strict,8,64,64,72,1.3193982302219527,1.3194272964174174,0.7776599259566753,0.7793103448275862,1.0515027526677088,1.0,1.0,1.0,-0.3193982302219527,0.75792128342614,-0.22234007404332468,-0.2206896551724138,86.4489517211914,78.43898963928223,not_applicable_before_ex_if0
s3b-block-8dd17961dcd5ccbf7d3a,composite_vjp,strict,8,64,64,72,1.0259651323400125,1.0259741280010457,0.7777920856666017,0.7793103448275862,1.0515027526677088,0.14285714285714285,7.0,1.0,-0.02596513234001252,0.9746919934006028,-0.22220791433339826,-0.2206896551724138,16.289669036865234,78.43898963928223,not_applicable_before_ex_if0
s3b-block-8e19192b0dad4fc3113c,isolated_layer_vjp,fixedpred,16,256,64,70,1.6261680513794052,1.6261419291841652,1.0,0.9988992845349477,5.079856484106007,1.0,1.0,1.0,-0.6261680513794052,0.6149425941259545,0.0,-0.0011007154650523043,85.7405948638916,79.04174041748047,not_applicable_before_ex_if0
s3b-block-8e19192b0dad4fc3113c,composite_vjp,fixedpred,16,256,64,70,1.0796501125750595,1.079708321785203,1.0,1.0,5.079856484106007,0.0625,16.0,1.0,-0.0796501125750595,0.9262259952114607,0.0,0.0,10.421092987060547,79.04174041748047,not_applicable_before_ex_if0
s3b-block-91023e2726e8438df1fa,isolated_layer_vjp,strict,16,256,256,70,1.325550370077397,1.3255700437838924,0.7221344082980021,0.7380882782812044,1.0220432171165115,1.0,1.0,1.0,-0.32555037007739696,0.754403621751176,-0.27786559170199787,-0.2619117217187956,174.74905395507812,159.75353622436523,not_applicable_before_ex_if0
s3b-block-91023e2726e8438df1fa,composite_vjp,strict,16,256,256,70,0.9514684350506869,0.9514626675049663,0.7232425854873956,0.7304881613563285,1.0220432171165115,0.06666666666666667,15.0,1.0,0.0485315649493131,1.051007015221401,-0.2767574145126044,-0.26951183864367145,19.212703704833984,159.75353622436523,not_applicable_before_ex_if0
s3b-block-91d8a0b7be6b9952687d,isolated_layer_vjp,strict,4,64,64,72,1.23421228969724,1.2342175170398118,0.7484816567264739,0.7509727626459144,1.1223511783663689,1.0,1.0,1.0,-0.23421228969724006,0.8102333839548026,-0.25151834327352607,-0.2490272373540856,38.1662712097168,40.104960441589355,not_applicable_before_ex_if0
s3b-block-91d8a0b7be6b9952687d,composite_vjp,strict,4,64,64,72,1.0861405544816776,1.0860069046758123,0.7490729887761919,0.7509727626459144,1.1223511783663689,0.3333333333333333,3.0,1.0,-0.08614055448167757,0.9206911535286655,-0.2509270112238081,-0.2490272373540856,14.035491943359375,40.104960441589355,not_applicable_before_ex_if0
s3b-block-91e8309340613ee72180,isolated_layer_vjp,strict,4,64,64,70,1.257171834407348,1.2568338208728358,0.7484816567264739,0.7509727626459144,1.1223511783663689,1.0,1.0,1.0,-0.2571718344073479,0.7954362105729301,-0.25151834327352607,-0.2490272373540856,38.03213691711426,39.718546867370605,not_applicable_before_ex_if0
s3b-block-91e8309340613ee72180,composite_vjp,strict,4,64,64,70,1.102731612237011,1.1027538522655445,0.7484816567264739,0.7509727626459144,1.1223511783663689,0.3333333333333333,3.0,1.0,-0.102731612237011,0.9068389705192103,-0.25151834327352607,-0.2490272373540856,14.543571472167969,39.718546867370605,not_applicable_before_ex_if0
s3b-block-929a1b2367208204c01f,isolated_layer_vjp,fixedpred,8,64,64,71,1.6413146036538493,1.6414236286456554,0.9995682299931156,1.0,4.877289631798237,1.0,1.0,1.0,-0.6413146036538493,0.6092677161184258,-0.00043177000688443545,0.0,45.542327880859375,40.77824020385742,not_applicable_before_ex_if0
s3b-block-929a1b2367208204c01f,composite_vjp,fixedpred,8,64,64,71,1.1467694847044017,1.1468353029042946,1.0009483714005118,1.0,4.877289631798237,0.125,8.0,1.0,-0.14676948470440165,0.8720148323948175,0.0009483714005118493,0.0,9.082381248474121,40.77824020385742,not_applicable_before_ex_if0
s3b-block-98eef593a40cbcdef8e7,isolated_layer_vjp,strict,32,64,64,72,1.3302044095857997,1.330201073732256,0.8691631462502455,0.8701825557809331,1.0115106724665615,1.0,1.0,1.0,-0.33020440958579966,0.751764159548517,-0.1308368537497545,-0.12981744421906694,338.6067199707031,332.79027557373047,not_applicable_before_ex_if0
s3b-block-98eef593a40cbcdef8e7,composite_vjp,strict,32,64,64,72,0.9311118318725629,0.9311049800986867,0.8699946857249399,0.8701825557809331,1.0115106724665615,0.03225806451612903,31.0,1.0,0.06888816812743714,1.0739848488327077,-0.13000531427506012,-0.12981744421906694,24.864181518554688,332.79027557373047,not_applicable_before_ex_if0
s3b-block-9e3031c8e1de1017d07e,isolated_layer_vjp,fixedpred,4,256,256,70,1.5772887874874684,1.5778637038171848,0.9995058725860725,1.0033898305084745,4.70419813058752,1.0,1.0,1.0,-0.5772887874874684,0.6339993081374422,-0.0004941274139275142,0.003389830508474523,23.549335956573486,21.23098373413086,not_applicable_before_ex_if0
s3b-block-9e3031c8e1de1017d07e,composite_vjp,fixedpred,4,256,256,70,1.222649303997302,1.222996586500361,1.0035668655830299,1.006779661016949,4.70419813058752,0.25,4.0,1.0,-0.2226493039973021,0.8178960203311142,0.0035668655830298768,0.006779661016949046,8.663453102111816,21.23098373413086,not_applicable_before_ex_if0
s3b-block-a2183841e5874032a40b,isolated_layer_vjp,fixedpred,32,256,256,71,1.7020811430634748,1.7021124498462712,0.9999134248365935,0.994069053166702,4.418840684541427,1.0,1.0,1.0,-0.7020811430634748,0.5875160559032805,-8.657516340648819e-05,-0.005930946833297979,172.74363708496094,157.59388732910156,not_applicable_before_ex_if0
s3b-block-a2183841e5874032a40b,composite_vjp,fixedpred,32,256,256,71,1.103468902556536,1.1034780462782419,1.0018440291732131,0.9934335945774201,4.418840684541427,0.03125,32.0,1.0,-0.10346890255653607,0.9062330598381001,0.0018440291732131353,-0.006566405422579913,14.0531005859375,157.59388732910156,not_applicable_before_ex_if0
s3b-block-a55c3a89c984c8936ba5,isolated_layer_vjp,fixedpred,8,64,64,70,1.5940601792849745,1.5940973285334281,0.9995682299931156,1.0,4.877289631798237,1.0,1.0,1.0,-0.5940601792849745,0.6273288882033025,-0.00043177000688443545,0.0,45.075857162475586,41.71273231506348,not_applicable_before_ex_if0
s3b-block-a55c3a89c984c8936ba5,composite_vjp,fixedpred,8,64,64,70,1.1151630085750248,1.1151610260495832,1.0009483714005118,1.0,4.877289631798237,0.125,8.0,1.0,-0.11516300857502482,0.896729888196182,0.0009483714005118493,0.0,8.914999008178711,41.71273231506348,not_applicable_before_ex_if0
s3b-block-a828de0cbfc11c598661,isolated_layer_vjp,strict,32,256,64,70,1.3562359130294706,1.3563116063583691,0.9357400934080713,0.9386519944979367,1.0059674151225053,1.0,1.0,1.0,-0.35623591302947055,0.7373348474206569,-0.0642599065919287,-0.06134800550206332,354.26393127441406,339.1399459838867,not_applicable_before_ex_if0
s3b-block-a828de0cbfc11c598661,composite_vjp,strict,32,256,64,70,0.9188866290949271,0.9188731251198572,0.9357400934080713,0.9394773039889959,1.0059674151225053,0.03225806451612903,31.0,1.0,0.08111337090507287,1.0882735348809753,-0.0642599065919287,-0.06052269601100413,23.97577667236328,339.1399459838867,not_applicable_before_ex_if0
s3b-block-b476ac8f4a666adc105c,isolated_layer_vjp,fixedpred,16,256,64,71,1.62923962407987,1.6294806244705864,1.0,0.9988992845349477,5.079856484106007,1.0,1.0,1.0,-0.6292396240798701,0.6137832552192931,0.0,-0.0011007154650523043,86.46146965026855,78.18709945678711,not_applicable_before_ex_if0
s3b-block-b476ac8f4a666adc105c,composite_vjp,fixedpred,16,256,64,71,1.0910285522311718,1.09115204541377,1.0,1.0,5.079856484106007,0.0625,16.0,1.0,-0.09102855223117179,0.9165662969635241,0.0,0.0,10.48155403137207,78.18709945678711,not_applicable_before_ex_if0
s3b-block-b8065946fe637b30bb46,isolated_layer_vjp,strict,8,256,256,70,1.3071583681744086,1.3071064645404515,0.5899824016680416,0.6137521222410866,1.0491572661107333,1.0,1.0,1.0,-0.30715836817440856,0.765018244420231,-0.4100175983319584,-0.38624787775891345,83.00533676147461,85.74719619750977,not_applicable_before_ex_if0
s3b-block-b8065946fe637b30bb46,composite_vjp,strict,8,256,256,70,0.9945030789104805,0.99447784390044,0.5907166461787225,0.6086587436332768,1.0491572661107333,0.14285714285714285,7.0,1.0,0.005496921089519491,1.005527304244791,-0.40928335382127745,-0.39134125636672323,15.710710525512695,85.74719619750977,not_applicable_before_ex_if0
s3b-block-b91eb1ba30f3b1df6cd1,isolated_layer_vjp,fixedpred,4,256,64,71,1.5820647888299053,1.5821098737233867,1.0,1.0,5.74995982803118,1.0,1.0,1.0,-0.5820647888299053,0.632085365315285,0.0,0.0,22.652256965637207,21.745452404022217,not_applicable_before_ex_if0
s3b-block-b91eb1ba30f3b1df6cd1,composite_vjp,fixedpred,4,256,64,71,1.1922964682657624,1.1923526306699017,1.0008395611625132,1.0016528925619834,5.74995982803118,0.25,4.0,1.0,-0.1922964682657624,0.838717572865527,0.0008395611625131583,0.0016528925619834212,8.291191101074219,21.745452404022217,not_applicable_before_ex_if0
s3b-block-ba173cd73d0e1c5d29f5,isolated_layer_vjp,strict,4,64,256,71,1.2841785617947068,1.28419341090476,0.5559699064521155,0.5648464163822525,1.1340376925896225,1.0,1.0,1.0,-0.2841785617947068,0.7787079069459372,-0.4440300935478845,-0.4351535836177475,37.43575096130371,39.85538673400879,not_applicable_before_ex_if0
