dataset,model,checkpoint_label,model_seed,method,layer,metric,value,n_observations,n_missing
FashionMNIST,lenet_classic,final,5,fixedpred,3,norm_ratio,0.22515841962954425,5,0
FashionMNIST,lenet_classic,final,5,fixedpred,3,relative_l2,0.77484160253742507,5,0
FashionMNIST,lenet_classic,final,5,fixedpred,3,sign_agreement,0.99981296758104732,5,0
FashionMNIST,lenet_classic,final,5,fixedpred,4,cosine,0.99999995770772365,5,0
FashionMNIST,lenet_classic,final,5,fixedpred,4,norm_ratio,0.6125766228003402,5,0
FashionMNIST,lenet_classic,final,5,fixedpred,4,relative_l2,0.3874234440699218,5,0
FashionMNIST,lenet_classic,final,5,fixedpred,4,sign_agreement,0.99986225895316816,5,0
FashionMNIST,lenet_classic,final,5,fixedpred,5,cosine,1,5,0
FashionMNIST,lenet_classic,final,5,fixedpred,5,norm_ratio,1,5,0
FashionMNIST,lenet_classic,final,5,fixedpred,5,relative_l2,0,5,0
FashionMNIST,lenet_classic,final,5,fixedpred,5,sign_agreement,1,5,0
FashionMNIST,lenet_classic,final,5,strict,0,cosine,0.93160846965158561,5,0
FashionMNIST,lenet_classic,final,5,strict,0,norm_ratio,0.00052347738466198006,5,0
FashionMNIST,lenet_classic,final,5,strict,0,relative_l2,0.99951002366828345,5,0
FashionMNIST,lenet_classic,final,5,strict,0,sign_agreement,0.83846153846153848,5,0
FashionMNIST,lenet_classic,final,5,strict,1,cosine,0.88860071136988261,5,0
FashionMNIST,lenet_classic,final,5,strict,1,norm_ratio,0.0033711998982139399,5,0
FashionMNIST,lenet_classic,final,5,strict,1,relative_l2,0.99698927452129527,5,0
FashionMNIST,lenet_classic,final,5,strict,1,sign_agreement,0.85521523178807946,5,0
FashionMNIST,lenet_classic,final,5,strict,3,cosine,0.84108963216567822,5,0
FashionMNIST,lenet_classic,final,5,strict,3,norm_ratio,0.067543021532269792,5,0
FashionMNIST,lenet_classic,final,5,strict,3,relative_l2,0.943875953006587,5,0
FashionMNIST,lenet_classic,final,5,strict,3,sign_agreement,0.81602660016625106,5,0
FashionMNIST,lenet_classic,final,5,strict,4,cosine,0.92840032882821755,5,0
FashionMNIST,lenet_classic,final,5,strict,4,norm_ratio,0.29954813553982984,5,0
FashionMNIST,lenet_classic,final,5,strict,4,relative_l2,0.72985056695557526,5,0
FashionMNIST,lenet_classic,final,5,strict,4,sign_agreement,0.87270759543486809,5,0
FashionMNIST,lenet_classic,final,5,strict,5,cosine,0.99999873672380735,5,0
FashionMNIST,lenet_classic,final,5,strict,5,norm_ratio,0.99837978054186427,5,0
FashionMNIST,lenet_classic,final,5,strict,5,relative_l2,0.0022684990291064596,5,0
FashionMNIST,lenet_classic,final,5,strict,5,sign_agreement,0.999529411764706,5,0
FashionMNIST,lenet_classic,final,6,exact,0,cosine,1,5,0
FashionMNIST,lenet_classic,final,6,exact,0,norm_ratio,1,5,0
FashionMNIST,lenet_classic,final,6,exact,0,relative_l2,0,5,0
FashionMNIST,lenet_classic,final,6,exact,0,sign_agreement,1,5,0
FashionMNIST,lenet_classic,final,6,exact,1,cosine,1,5,0
FashionMNIST,lenet_classic,final,6,exact,1,norm_ratio,1,5,0
FashionMNIST,lenet_classic,final,6,exact,1,relative_l2,0,5,0
FashionMNIST,lenet_classic,final,6,exact,1,sign_agreement,1,5,0
FashionMNIST,lenet_classic,final,6,exact,3,cosine,0.99999999999998779,5,0
FashionMNIST,lenet_classic,final,6,exact,3,norm_ratio,1,5,0
FashionMNIST,lenet_classic,final,6,exact,3,relative_l2,0,5,0
FashionMNIST,lenet_classic,final,6,exact,3,sign_agreement,1,5,0
FashionMNIST,lenet_classic,final,6,exact,4,cosine,0.99999999999999767,5,0
FashionMNIST,lenet_classic,final,6,exact,4,norm_ratio,1,5,0
FashionMNIST,lenet_classic,final,6,exact,4,relative_l2,0,5,0
FashionMNIST,lenet_classic,final,6,exact,4,sign_agreement,1,5,0
FashionMNIST,lenet_classic,final,6,exact,5,cosine,1,5,0
FashionMNIST,lenet_classic,final,6,exact,5,norm_ratio,1,5,0
FashionMNIST,lenet_classic,final,6,exact,5,relative_l2,0,5,0
FashionMNIST,lenet_classic,final,6,exact,5,sign_agreement,1,5,0
FashionMNIST,lenet_classic,final,6,fixedpred,0,cosine,0.98634004722114654,5,0
FashionMNIST,lenet_classic,final,6,fixedpred,0,norm_ratio,0.00093051870381415992,5,0
FashionMNIST,lenet_classic,final,6,fixedpred,0,relative_l2,0.99908239970027157,5,0
FashionMNIST,lenet_classic,final,6,fixedpred,0,sign_agreement,0.93717948717948718,5,0
FashionMNIST,lenet_classic,final,6,fixedpred,1,cosine,0.99991623576168287,5,0
FashionMNIST,lenet_classic,final,6,fixedpred,1,norm_ratio,0.0083378788526930411,5,0
FashionMNIST,lenet_classic,final,6,fixedpred,1,relative_l2,0.99166282547061435,5,0
FashionMNIST,lenet_classic,final,6,fixedpred,1,sign_agreement,0.99577814569536438,5,0
FashionMNIST,lenet_classic,final,6,fixedpred,3,cosine,0.99999992406361371,5,0
FashionMNIST,lenet_classic,final,6,fixedpred,3,norm_ratio,0.22516317672719594,5,0
FashionMNIST,lenet_classic,final,6,fixedpred,3,relative_l2,0.77483684533958541,5,0
FashionMNIST,lenet_classic,final,6,fixedpred,3,sign_agreement,0.99974646716541982,5,0
FashionMNIST,lenet_classic,final,6,fixedpred,4,cosine,0.999999944055185,5,0
FashionMNIST,lenet_classic,final,6,fixedpred,4,norm_ratio,0.61258098004629247,5,0
FashionMNIST,lenet_classic,final,6,fixedpred,4,relative_l2,0.38741910841399452,5,0
FashionMNIST,lenet_classic,final,6,fixedpred,4,sign_agreement,0.99990161353797724,5,0
FashionMNIST,lenet_classic,final,6,fixedpred,5,cosine,1,5,0
FashionMNIST,lenet_classic,final,6,fixedpred,5,norm_ratio,1,5,0
FashionMNIST,lenet_classic,final,6,fixedpred,5,relative_l2,0,5,0
FashionMNIST,lenet_classic,final,6,fixedpred,5,sign_agreement,1,5,0
FashionMNIST,lenet_classic,final,6,strict,0,cosine,0.8408386825720866,5,0
FashionMNIST,lenet_classic,final,6,strict,0,norm_ratio,0.00049369574005653997,5,0
FashionMNIST,lenet_classic,final,6,strict,0,relative_l2,0.99957407647390328,5,0
FashionMNIST,lenet_classic,final,6,strict,0,sign_agreement,0.8307692307692307,5,0
FashionMNIST,lenet_classic,final,6,strict,1,cosine,0.86033444453455077,5,0
FashionMNIST,lenet_classic,final,6,strict,1,norm_ratio,0.0035762507040054,5,0
FashionMNIST,lenet_classic,final,6,strict,1,relative_l2,0.99690094579680311,5,0
FashionMNIST,lenet_classic,final,6,strict,1,sign_agreement,0.84759933774834439,5,0
FashionMNIST,lenet_classic,final,6,strict,3,cosine,0.83885630752987095,5,0
FashionMNIST,lenet_classic,final,6,strict,3,norm_ratio,0.065752709211037028,5,0
FashionMNIST,lenet_classic,final,6,strict,3,relative_l2,0.94554881098363663,5,0
FashionMNIST,lenet_classic,final,6,strict,3,sign_agreement,0.81601828761429762,5,0
FashionMNIST,lenet_classic,final,6,strict,4,cosine,0.92316558892454703,5,0
FashionMNIST,lenet_classic,final,6,strict,4,norm_ratio,0.31363095140319264,5,0
FashionMNIST,lenet_classic,final,6,strict,4,relative_l2,0.72041423937760907,5,0
FashionMNIST,lenet_classic,final,6,strict,4,sign_agreement,0.87127115308933489,5,0
FashionMNIST,lenet_classic,final,6,strict,5,cosine,0.99999883815269874,5,0
FashionMNIST,lenet_classic,final,6,strict,5,norm_ratio,0.99845174234025558,5,0
FashionMNIST,lenet_classic,final,6,strict,5,relative_l2,0.0021645447287875798,5,0
FashionMNIST,lenet_classic,final,6,strict,5,sign_agreement,1,5,0
FashionMNIST,lenet_classic,final,7,exact,0,cosine,0.99999999999999978,5,0
FashionMNIST,lenet_classic,final,7,exact,0,norm_ratio,1,5,0
FashionMNIST,lenet_classic,final,7,exact,0,relative_l2,0,5,0
FashionMNIST,lenet_classic,final,7,exact,0,sign_agreement,1,5,0
FashionMNIST,lenet_classic,final,7,exact,1,cosine,1,5,0
FashionMNIST,lenet_classic,final,7,exact,1,norm_ratio,1,5,0
FashionMNIST,lenet_classic,final,7,exact,1,relative_l2,0,5,0
FashionMNIST,lenet_classic,final,7,exact,1,sign_agreement,1,5,0
FashionMNIST,lenet_classic,final,7,exact,3,cosine,0.99999999999998934,5,0
FashionMNIST,lenet_classic,final,7,exact,3,norm_ratio,1,5,0
FashionMNIST,lenet_classic,final,7,exact,3,relative_l2,0,5,0
FashionMNIST,lenet_classic,final,7,exact,3,sign_agreement,1,5,0
FashionMNIST,lenet_classic,final,7,exact,4,cosine,0.99999999999999878,5,0
FashionMNIST,lenet_classic,final,7,exact,4,norm_ratio,1,5,0
FashionMNIST,lenet_classic,final,7,exact,4,relative_l2,0,5,0
FashionMNIST,lenet_classic,final,7,exact,4,sign_agreement,1,5,0
FashionMNIST,lenet_classic,final,7,exact,5,cosine,1,5,0
FashionMNIST,lenet_classic,final,7,exact,5,norm_ratio,1,5,0
FashionMNIST,lenet_classic,final,7,exact,5,relative_l2,0,5,0
FashionMNIST,lenet_classic,final,7,exact,5,sign_agreement,1,5,0
FashionMNIST,lenet_classic,final,7,fixedpred,0,cosine,0.99569044538112317,5,0
FashionMNIST,lenet_classic,final,7,fixedpred,0,norm_ratio,0.00087052687950295998,5,0
FashionMNIST,lenet_classic,final,7,fixedpred,0,relative_l2,0.99913321766054053,5,0
FashionMNIST,lenet_classic,final,7,fixedpred,0,sign_agreement,0.95897435897435912,5,0
FashionMNIST,lenet_classic,final,7,fixedpred,1,cosine,0.99994547871558803,5,0
FashionMNIST,lenet_classic,final,7,fixedpred,1,norm_ratio,0.00832622850851392,5,0
FashionMNIST,lenet_classic,final,7,fixedpred,1,relative_l2,0.99167422902797608,5,0
FashionMNIST,lenet_classic,final,7,fixedpred,1,sign_agreement,0.99685430463576163,5,0
FashionMNIST,lenet_classic,final,7,fixedpred,3,cosine,0.99999992956895822,5,0
FashionMNIST,lenet_classic,final,7,fixedpred,3,norm_ratio,0.22515760322120704,5,0
FashionMNIST,lenet_classic,final,7,fixedpred,3,relative_l2,0.7748424172446452,5,0
FashionMNIST,lenet_classic,final,7,fixedpred,3,sign_agreement,0.99981712385702415,5,0
FashionMNIST,lenet_classic,final,7,fixedpred,4,cosine,0.99999996337817088,5,0
FashionMNIST,lenet_classic,final,7,fixedpred,4,norm_ratio,0.61258269902199547,5,0
FashionMNIST,lenet_classic,final,7,fixedpred,4,relative_l2,0.38741735888352691,5,0
FashionMNIST,lenet_classic,final,7,fixedpred,4,sign_agreement,0.99980322707595448,5,0
FashionMNIST,lenet_classic,final,7,fixedpred,5,cosine,1,5,0
FashionMNIST,lenet_classic,final,7,fixedpred,5,norm_ratio,1,5,0
FashionMNIST,lenet_classic,final,7,fixedpred,5,relative_l2,0,5,0
FashionMNIST,lenet_classic,final,7,fixedpred,5,sign_agreement,1,5,0
FashionMNIST,lenet_classic,final,7,strict,0,cosine,0.8863774157025015,5,0
FashionMNIST,lenet_classic,final,7,strict,0,norm_ratio,0.00054931899798070006,5,0
FashionMNIST,lenet_classic,final,7,strict,0,relative_l2,0.99950719445382563,5,0
FashionMNIST,lenet_classic,final,7,strict,0,sign_agreement,0.86538461538461553,5,0
FashionMNIST,lenet_classic,final,7,strict,1,cosine,0.92191081776905448,5,0
FashionMNIST,lenet_classic,final,7,strict,1,norm_ratio,0.0034902285330568003,5,0
FashionMNIST,lenet_classic,final,7,strict,1,relative_l2,0.99677504351930879,5,0
FashionMNIST,lenet_classic,final,7,strict,1,sign_agreement,0.88104304635761588,5,0
FashionMNIST,lenet_classic,final,7,strict,3,cosine,0.85060049517189551,5,0
FashionMNIST,lenet_classic,final,7,strict,3,norm_ratio,0.06796806905531512,5,0
FashionMNIST,lenet_classic,final,7,strict,3,relative_l2,0.94277955700377181,5,0
FashionMNIST,lenet_classic,final,7,strict,3,sign_agreement,0.8187489609310058,5,0
FashionMNIST,lenet_classic,final,7,strict,4,cosine,0.91966685133304227,5,0
FashionMNIST,lenet_classic,final,7,strict,4,norm_ratio,0.31117513832502647,5,0
FashionMNIST,lenet_classic,final,7,strict,4,relative_l2,0.72322958316562902,5,0
FashionMNIST,lenet_classic,final,7,strict,4,sign_agreement,0.85728059818968916,5,0
FashionMNIST,lenet_classic,final,7,strict,5,cosine,0.99999845001077392,5,0
FashionMNIST,lenet_classic,final,7,strict,5,norm_ratio,0.99839604867750487,5,0
FashionMNIST,lenet_classic,final,7,strict,5,relative_l2,0.0023636297636862999,5,0
FashionMNIST,lenet_classic,final,7,strict,5,sign_agreement,0.99905882352941189,5,0
FashionMNIST,lenet_classic,final,8,exact,0,cosine,1,5,0
FashionMNIST,lenet_classic,final,8,exact,0,norm_ratio,1,5,0
FashionMNIST,lenet_classic,final,8,exact,0,relative_l2,0,5,0
FashionMNIST,lenet_classic,final,8,exact,0,sign_agreement,1,5,0
FashionMNIST,lenet_classic,final,8,exact,1,cosine,1,5,0
FashionMNIST,lenet_classic,final,8,exact,1,norm_ratio,1,5,0
FashionMNIST,lenet_classic,final,8,exact,1,relative_l2,0,5,0
FashionMNIST,lenet_classic,final,8,exact,1,sign_agreement,1,5,0
FashionMNIST,lenet_classic,final,8,exact,3,cosine,0.99999999999998779,5,0
FashionMNIST,lenet_classic,final,8,exact,3,norm_ratio,1,5,0
FashionMNIST,lenet_classic,final,8,exact,3,relative_l2,0,5,0
FashionMNIST,lenet_classic,final,8,exact,3,sign_agreement,1,5,0
FashionMNIST,lenet_classic,final,8,exact,4,cosine,0.99999999999999845,5,0
FashionMNIST,lenet_classic,final,8,exact,4,norm_ratio,1,5,0
FashionMNIST,lenet_classic,final,8,exact,4,relative_l2,0,5,0
FashionMNIST,lenet_classic,final,8,exact,4,sign_agreement,1,5,0
FashionMNIST,lenet_classic,final,8,exact,5,cosine,1,5,0
FashionMNIST,lenet_classic,final,8,exact,5,norm_ratio,1,5,0
FashionMNIST,lenet_classic,final,8,exact,5,relative_l2,0,5,0
FashionMNIST,lenet_classic,final,8,exact,5,sign_agreement,1,5,0
FashionMNIST,lenet_classic,final,8,fixedpred,0,cosine,0.99881255455640061,5,0
FashionMNIST,lenet_classic,final,8,fixedpred,0,norm_ratio,0.00087806376858293991,5,0
FashionMNIST,lenet_classic,final,8,fixedpred,0,relative_l2,0.99912297366983904,5,0
FashionMNIST,lenet_classic,final,8,fixedpred,0,sign_agreement,0.97692307692307701,5,0
FashionMNIST,lenet_classic,final,8,fixedpred,1,cosine,0.99996297340054419,5,0
FashionMNIST,lenet_classic,final,8,fixedpred,1,norm_ratio,0.0083184379314774799,5,0
FashionMNIST,lenet_classic,final,8,fixedpred,1,relative_l2,0.99168187271647901,5,0
FashionMNIST,lenet_classic,final,8,fixedpred,1,sign_agreement,0.99726821192052983,5,0
FashionMNIST,lenet_classic,final,8,fixedpred,3,cosine,0.99999993337012472,5,0
FashionMNIST,lenet_classic,final,8,fixedpred,3,norm_ratio,0.22515872592610919,5,0
FashionMNIST,lenet_classic,final,8,fixedpred,3,relative_l2,0.77484129343565533,5,0
FashionMNIST,lenet_classic,final,8,fixedpred,3,sign_agreement,0.99981296758104732,5,0
FashionMNIST,lenet_classic,final,8,fixedpred,4,cosine,0.99999996029359772,5,0
FashionMNIST,lenet_classic,final,8,fixedpred,4,norm_ratio,0.61257242103248388,5,0
FashionMNIST,lenet_classic,final,8,fixedpred,4,relative_l2,0.38742764174719324,5,0
FashionMNIST,lenet_classic,final,8,fixedpred,4,sign_agreement,0.99986225895316816,5,0
FashionMNIST,lenet_classic,final,8,fixedpred,5,cosine,1,5,0
FashionMNIST,lenet_classic,final,8,fixedpred,5,norm_ratio,1,5,0
FashionMNIST,lenet_classic,final,8,fixedpred,5,relative_l2,0,5,0
FashionMNIST,lenet_classic,final,8,fixedpred,5,sign_agreement,1,5,0
FashionMNIST,lenet_classic,final,8,strict,0,cosine,0.9196210107955155,5,0
FashionMNIST,lenet_classic,final,8,strict,0,norm_ratio,0.0005447500964835,5,0
FashionMNIST,lenet_classic,final,8,strict,0,relative_l2,0.99948531957324072,5,0
FashionMNIST,lenet_classic,final,8,strict,0,sign_agreement,0.83461538461538465,5,0
FashionMNIST,lenet_classic,final,8,strict,1,cosine,0.86892090595499472,5,0
FashionMNIST,lenet_classic,final,8,strict,1,norm_ratio,0.0033023696948155804,5,0
FashionMNIST,lenet_classic,final,8,strict,1,relative_l2,0.99711744972630512,5,0
FashionMNIST,lenet_classic,final,8,strict,1,sign_agreement,0.86299668874172186,5,0
FashionMNIST,lenet_classic,final,8,strict,3,cosine,0.86227707706262213,5,0
FashionMNIST,lenet_classic,final,8,strict,3,norm_ratio,0.065864986402791939,5,0
FashionMNIST,lenet_classic,final,8,strict,3,relative_l2,0.94388472027431436,5,0
FashionMNIST,lenet_classic,final,8,strict,3,sign_agreement,0.82842892768079801,5,0
FashionMNIST,lenet_classic,final,8,strict,4,cosine,0.92151364546111947,5,0
FashionMNIST,lenet_classic,final,8,strict,4,norm_ratio,0.29289419434106029,5,0
FashionMNIST,lenet_classic,final,8,strict,4,relative_l2,0.73879427050154622,5,0
FashionMNIST,lenet_classic,final,8,strict,4,sign_agreement,0.86288862652499021,5,0
FashionMNIST,lenet_classic,final,8,strict,5,cosine,0.99999872380341626,5,0
FashionMNIST,lenet_classic,final,8,strict,5,norm_ratio,0.99851338611629092,5,0
FashionMNIST,lenet_classic,final,8,strict,5,relative_l2,0.0021863571995518797,5,0
FashionMNIST,lenet_classic,final,8,strict,5,sign_agreement,0.999529411764706,5,0
FashionMNIST,lenet_classic,final,9,exact,0,cosine,1,5,0
FashionMNIST,lenet_classic,final,9,exact,0,norm_ratio,1,5,0
FashionMNIST,lenet_classic,final,9,exact,0,relative_l2,0,5,0
FashionMNIST,lenet_classic,final,9,exact,0,sign_agreement,1,5,0
FashionMNIST,lenet_classic,final,9,exact,1,cosine,1,5,0
FashionMNIST,lenet_classic,final,9,exact,1,norm_ratio,1,5,0
FashionMNIST,lenet_classic,final,9,exact,1,relative_l2,0,5,0
FashionMNIST,lenet_classic,final,9,exact,1,sign_agreement,1,5,0
FashionMNIST,lenet_classic,final,9,exact,3,cosine,0.99999999999998901,5,0
FashionMNIST,lenet_classic,final,9,exact,3,norm_ratio,1,5,0
FashionMNIST,lenet_classic,final,9,exact,3,relative_l2,0,5,0
FashionMNIST,lenet_classic,final,9,exact,3,sign_agreement,1,5,0
FashionMNIST,lenet_classic,final,9,exact,4,cosine,0.99999999999999856,5,0
FashionMNIST,lenet_classic,final,9,exact,4,norm_ratio,1,5,0
FashionMNIST,lenet_classic,final,9,exact,4,relative_l2,0,5,0
FashionMNIST,lenet_classic,final,9,exact,4,sign_agreement,1,5,0
FashionMNIST,lenet_classic,final,9,exact,5,cosine,0.99999999999999978,5,0
FashionMNIST,lenet_classic,final,9,exact,5,norm_ratio,1,5,0
FashionMNIST,lenet_classic,final,9,exact,5,relative_l2,0,5,0
FashionMNIST,lenet_classic,final,9,exact,5,sign_agreement,1,5,0
FashionMNIST,lenet_classic,final,9,fixedpred,0,cosine,0.993254969808951,5,0
FashionMNIST,lenet_classic,final,9,fixedpred,0,norm_ratio,0.00086591054429190008,5,0
FashionMNIST,lenet_classic,final,9,fixedpred,0,relative_l2,0.99913985984231479,5,0
FashionMNIST,lenet_classic,final,9,fixedpred,0,sign_agreement,0.94102564102564101,5,0
FashionMNIST,lenet_classic,final,9,fixedpred,1,cosine,0.99993791721397118,5,0
FashionMNIST,lenet_classic,final,9,fixedpred,1,norm_ratio,0.0083272643722463614,5,0
FashionMNIST,lenet_classic,final,9,fixedpred,1,relative_l2,0.99167325692514141,5,0
FashionMNIST,lenet_classic,final,9,fixedpred,1,sign_agreement,0.99552980132450331,5,0
FashionMNIST,lenet_classic,final,9,fixedpred,3,cosine,0.99999991352920059,5,0
FashionMNIST,lenet_classic,final,9,fixedpred,3,norm_ratio,0.22515962078670962,5,0
FashionMNIST,lenet_classic,final,9,fixedpred,3,relative_l2,0.7748404043406476,5,0
FashionMNIST,lenet_classic,final,9,fixedpred,3,sign_agreement,0.99980049875311716,5,0
FashionMNIST,lenet_classic,final,9,fixedpred,4,cosine,0.99999995243486417,5,0
FashionMNIST,lenet_classic,final,9,fixedpred,4,norm_ratio,0.61258109027680807,5,0
FashionMNIST,lenet_classic,final,9,fixedpred,4,relative_l2,0.38741898493397781,5,0
FashionMNIST,lenet_classic,final,9,fixedpred,4,sign_agreement,0.99988193624557264,5,0
FashionMNIST,lenet_classic,final,9,fixedpred,5,cosine,0.99999999999999978,5,0
FashionMNIST,lenet_classic,final,9,fixedpred,5,norm_ratio,1,5,0
FashionMNIST,lenet_classic,final,9,fixedpred,5,relative_l2,0,5,0
FashionMNIST,lenet_classic,final,9,fixedpred,5,sign_agreement,1,5,0
FashionMNIST,lenet_classic,final,9,strict,0,cosine,0.90179072754755896,5,0
FashionMNIST,lenet_classic,final,9,strict,0,norm_ratio,0.00066461644160227995,5,0
FashionMNIST,lenet_classic,final,9,strict,0,relative_l2,0.99940253749781172,5,0
FashionMNIST,lenet_classic,final,9,strict,0,sign_agreement,0.86410256410256425,5,0
FashionMNIST,lenet_classic,final,9,strict,1,cosine,0.91298339340578649,5,0
FashionMNIST,lenet_classic,final,9,strict,1,norm_ratio,0.0036263344905538607,5,0
FashionMNIST,lenet_classic,final,9,strict,1,relative_l2,0.99670068911574072,5,0
FashionMNIST,lenet_classic,final,9,strict,1,sign_agreement,0.86051324503311266,5,0
FashionMNIST,lenet_classic,final,9,strict,3,cosine,0.82752834916786411,5,0
FashionMNIST,lenet_classic,final,9,strict,3,norm_ratio,0.069530501091768421,5,0
FashionMNIST,lenet_classic,final,9,strict,3,relative_l2,0.94314435468806246,5,0
FashionMNIST,lenet_classic,final,9,strict,3,sign_agreement,0.82044056525353282,5,0
FashionMNIST,lenet_classic,final,9,strict,4,cosine,0.93534376892513027,5,0
FashionMNIST,lenet_classic,final,9,strict,4,norm_ratio,0.32788789745725822,5,0
FashionMNIST,lenet_classic,final,9,strict,4,relative_l2,0.70239995295445756,5,0
FashionMNIST,lenet_classic,final,9,strict,4,sign_agreement,0.8752853207398662,5,0
FashionMNIST,lenet_classic,final,9,strict,5,cosine,0.99999880948142139,5,0
FashionMNIST,lenet_classic,final,9,strict,5,norm_ratio,0.99849379294455409,5,0
FashionMNIST,lenet_classic,final,9,strict,5,relative_l2,0.0021616078699681603,5,0
FashionMNIST,lenet_classic,final,9,strict,5,sign_agreement,0.99835294117647067,5,0
